"Scenario_Sales","Scenario_Lifetime","Scenario_Capacity","Scenario_Grid","Scenario_mpg","Scenario_Recycling","EV_kgCO2eq","EV_kgLithium","ICE_kgCO2eq","ICE_kgLithium","delta_co2","delta_li","metric"
"Ambitious","Reference","Reference","High Oil and Gas Supply","Reference","40%",10625618783829.8,1157613199.31374,24892927868953.3,23222.8143594195,-14267309085.1234,1157589976.49938,12.3250109060797
"Ambitious","Reference","Reference","High Oil and Gas Supply","Reference","60%",10633742016209,1021326453.79207,24892927868953.3,23222.8143594195,-14259185852.7443,1021303230.97771,13.9617553535924
"Ambitious","Reference","Reference","High Oil and Gas Supply","Reference","80%",10641865248588.2,885039708.270403,24892927868953.3,23222.8143594195,-14251062620.3651,885016485.456044,16.1025956629742
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Improved MPG","0%",8749130352232.24,1430186727.17463,23026269431545.3,23211.0264514974,-14277139079.3131,1430163516.14818,9.9828718311633
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Improved MPG","20%",8757253584611.4,1293899981.65296,23026269431545.3,23211.0264514974,-14269015846.9339,1293876770.62651,11.0281103818138
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Improved MPG","40%",8765376816990.55,1157613236.13129,23026269431545.3,23211.0264514974,-14260892614.5548,1157590025.10484,12.3194674325768
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Improved MPG","60%",8773500049369.71,1021326490.60962,23026269431545.3,23211.0264514974,-14252769382.1756,1021303279.58317,13.9554720591837
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Improved MPG","80%",8781623281748.86,885039745.087952,23026269431545.3,23211.0264514974,-14244646149.7965,885016534.0615,16.0953446648338
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Reference","0%",8749130352232.24,1430186727.17463,24892927868953.3,23222.8143594195,-16143797516.721,1430163504.36027,11.2880782284697
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Reference","20%",8757253584611.4,1293899981.65296,24892927868953.3,23222.8143594195,-16135674284.3419,1293876758.8386,12.4707969086835
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Reference","40%",8765376816990.55,1157613236.13129,24892927868953.3,23222.8143594195,-16127551051.9627,1157590013.31693,13.9320060353244
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Reference","60%",8773500049369.71,1021326490.60962,24892927868953.3,23222.8143594195,-16119427819.5836,1021303267.79526,15.7831942067329
"Ambitious","Reference","Reference","Low Oil and Gas Supply","Reference","80%",8781623281748.86,885039745.087952,24892927868953.3,23222.8143594195,-16111304587.2044,885016522.273592,18.2045240757933
"Ambitious","Reference","Reference","Reference case","Improved MPG","0%",9690428156709.48,1430186707.2198,23026269431545.3,23211.0264514974,-13335841274.8359,1430163496.19335,9.32469700865089
"Ambitious","Reference","Reference","Reference case","Improved MPG","20%",9698551389088.64,1293899961.69813,23026269431545.3,23211.0264514974,-13327718042.4567,1293876750.67168,10.300608644168
"Ambitious","Reference","Reference","Reference case","Improved MPG","40%",9706674621467.79,1157613216.17647,23026269431545.3,23211.0264514974,-13319594810.0775,1157590005.15001,11.5063146285126
"Ambitious","Reference","Reference","Reference case","Improved MPG","60%",9714797853846.95,1021326470.6548,23026269431545.3,23211.0264514974,-13311471577.6984,1021303259.62835,13.0338089614464
"Ambitious","Reference","Reference","Reference case","Improved MPG","80%",9722921086226.1,885039725.133127,23026269431545.3,23211.0264514974,-13303348345.3192,885016514.106676,15.0317515360123
"Ambitious","Reference","Reference","Reference case","Reference","0%",9690428156709.48,1430186707.2198,24892927868953.3,23222.8143594195,-15202499712.2438,1430163484.40544,10.6299034187437
"Ambitious","Reference","Reference","Reference case","Reference","20%",9698551389088.64,1293899961.69813,24892927868953.3,23222.8143594195,-15194376479.8646,1293876738.88378,11.7432951866596
"Ambitious","Reference","Reference","Reference case","Reference","40%",9706674621467.79,1157613216.17647,24892927868953.3,23222.8143594195,-15186253247.4855,1157589993.36211,13.1188532507771
"Ambitious","Reference","Reference","Reference case","Reference","60%",9714797853846.95,1021326470.6548,24892927868953.3,23222.8143594195,-15178130015.1063,1021303247.84044,14.8615311340689
"Ambitious","Reference","Reference","Reference case","Reference","80%",9722921086226.1,885039725.133127,24892927868953.3,23222.8143594195,-15170006782.7272,885016502.318768,17.1409309803618
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Improved MPG","0%",9419001078973.92,1575929038.12511,23026269431545.3,23211.0264514974,-13607268352.5714,1575905827.09866,8.63456947654241
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Improved MPG","20%",9427927975396.5,1425677907.12447,23026269431545.3,23211.0264514974,-13598341456.1488,1425654696.09802,9.53831351544462
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Improved MPG","40%",9436854871819.07,1275426776.12383,23026269431545.3,23211.0264514974,-13589414559.7263,1275403565.09738,10.6549918250296
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Improved MPG","60%",9445781768241.64,1125175645.12319,23026269431545.3,23211.0264514974,-13580487663.3037,1125152434.09674,12.0699091534259
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Improved MPG","80%",9454708664664.21,974924514.122555,23026269431545.3,23211.0264514974,-13571560766.8811,974901303.096104,13.9209586896442
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Reference","0%",9419001078973.92,1575929038.12511,24892927868953.3,23222.8143594195,-15473926789.9794,1575905815.31075,9.81906827149316
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Reference","20%",9427927975396.5,1425677907.12447,24892927868953.3,23222.8143594195,-15464999893.5568,1425654684.31011,10.8476477956094
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Reference","40%",9436854871819.07,1275426776.12383,24892927868953.3,23222.8143594195,-15456072997.1342,1275403553.30947,12.1185745147315
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Reference","60%",9445781768241.64,1125175645.12319,24892927868953.3,23222.8143594195,-15447146100.7116,1125152422.30883,13.7289364484625
"Ambitious","Reference","High LIB Capacity","Cambium NREL","Reference","80%",9454708664664.21,974924514.122555,24892927868953.3,23222.8143594195,-15438219204.2891,974901291.308196,15.8356741774061
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Improved MPG","0%",10921653734858.9,1575929024.8193,23026269431545.3,23211.0264514974,-12104615696.6865,1575905813.79285,7.68105275755877
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Improved MPG","20%",10930580631281.4,1425677893.81867,23026269431545.3,23211.0264514974,-12095688800.2639,1425654682.79221,8.4843047522377
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Improved MPG","40%",10939507527704,1275426762.81803,23026269431545.3,23211.0264514974,-12086761903.8413,1275403551.79157,9.47681374013967
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Improved MPG","60%",10948434424126.6,1125175631.81739,23026269431545.3,23211.0264514974,-12077835007.4188,1125152420.79094,10.7343989882976
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Improved MPG","80%",10957361320549.1,974924500.816748,23026269431545.3,23211.0264514974,-12068908110.9962,974901289.790297,12.3796206214808
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Reference","0%",10921653734858.9,1575929024.8193,24892927868953.3,23222.8143594195,-13971274134.0944,1575905802.00495,8.86555155537818
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Reference","20%",10930580631281.4,1425677893.81867,24892927868953.3,23222.8143594195,-13962347237.6719,1425654671.00431,9.79363903590766
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Reference","40%",10939507527704,1275426762.81803,24892927868953.3,23222.8143594195,-13953420341.2493,1275403540.00367,10.9403964342213
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Reference","60%",10948434424126.6,1125175631.81739,24892927868953.3,23222.8143594195,-13944493444.8267,1125152409.00303,12.3934262889617
"Ambitious","Reference","High LIB Capacity","High Oil and Gas Supply","Reference","80%",10957361320549.1,974924500.816748,24892927868953.3,23222.8143594195,-13935566548.4041,974901278.002389,14.2943361167386
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","0%",9061411768019.56,1575929061.63685,23026269431545.3,23211.0264514974,-13964857663.5258,1575905850.6104,8.86147967412946
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","20%",9070338664442.14,1425677930.63621,23026269431545.3,23211.0264514974,-13955930767.1032,1425654719.60976,9.78913798351068
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","40%",9079265560864.71,1275426799.63557,23026269431545.3,23211.0264514974,-13947003870.6806,1275403588.60912,10.9353650838401
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","60%",9088192457287.28,1125175668.63494,23026269431545.3,23211.0264514974,-13938076974.2581,1125152457.60848,12.3877229970092
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Improved MPG","80%",9097119353709.85,974924537.634297,23026269431545.3,23211.0264514974,-13929150077.8355,974901326.607845,14.2877537425267
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Reference","0%",9061411768019.56,1575929061.63685,24892927868953.3,23222.8143594195,-15831516100.9337,1575905838.82249,10.0459784531054
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Reference","20%",9070338664442.14,1425677930.63621,24892927868953.3,23222.8143594195,-15822589204.5111,1425654707.82185,11.098472244156
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Reference","40%",9079265560864.71,1275426799.63557,24892927868953.3,23222.8143594195,-15813662308.0886,1275403576.82122,12.3989477491526
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Reference","60%",9088192457287.28,1125175668.63494,24892927868953.3,23222.8143594195,-15804735411.666,1125152445.82058,14.0467502607076
"Ambitious","Reference","High LIB Capacity","Low Oil and Gas Supply","Reference","80%",9097119353709.85,974924537.634297,24892927868953.3,23222.8143594195,-15795808515.2434,974901314.819937,16.2024691885464
"Ambitious","Reference","High LIB Capacity","Reference case","Improved MPG","0%",10002709572496.8,1575929041.68203,23026269431545.3,23211.0264514974,-13023559859.0485,1575905830.65558,8.2641739155383
"Ambitious","Reference","High LIB Capacity","Reference case","Improved MPG","20%",10011636468919.4,1425677910.68139,23026269431545.3,23211.0264514974,-13014632962.626,1425654699.65494,9.12888160490475
"Ambitious","Reference","High LIB Capacity","Reference case","Improved MPG","40%",10020563365341.9,1275426779.68075,23026269431545.3,23211.0264514974,-13005706066.2034,1275403568.6543,10.1973260745428
"Ambitious","Reference","High LIB Capacity","Reference case","Improved MPG","60%",10029490261764.5,1125175648.68011,23026269431545.3,23211.0264514974,-12996779169.7808,1125152437.65366,11.5511274160181
"Ambitious","Reference","High LIB Capacity","Reference case","Improved MPG","80%",10038417158187.1,974924517.679472,23026269431545.3,23211.0264514974,-12987852273.3582,974901306.653021,13.3222226544628
"Ambitious","Reference","High LIB Capacity","Reference case","Reference","0%",10002709572496.8,1575929041.68203,24892927868953.3,23222.8143594195,-14890218296.4565,1575905818.86767,9.44867270504497
"Ambitious","Reference","High LIB Capacity","Reference case","Reference","20%",10011636468919.4,1425677910.68139,24892927868953.3,23222.8143594195,-14881291400.0339,1425654687.86703,10.4382158784175
"Ambitious","Reference","High LIB Capacity","Reference case","Reference","40%",10020563365341.9,1275426779.68075,24892927868953.3,23222.8143594195,-14872364503.6113,1275403556.86639,11.660908755933
"Ambitious","Reference","High LIB Capacity","Reference case","Reference","60%",10029490261764.5,1125175648.68011,24892927868953.3,23222.8143594195,-14863437607.1888,1125152425.86575,13.210154700375
"Ambitious","Reference","High LIB Capacity","Reference case","Reference","80%",10038417158187.1,974924517.679472,24892927868953.3,23222.8143594195,-14854510710.7662,974901294.865113,15.2369381279994
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Improved MPG","0%",8670314120104.55,1224662820.88945,23026269431545.3,23211.0264514974,-14355955311.4408,1224639609.863,11.7225959342004
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Improved MPG","20%",8677278079080.49,1107986837.57362,23026269431545.3,23211.0264514974,-14348991352.4648,1107963626.54717,12.9507783546846
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Improved MPG","40%",8684242038056.42,991310854.257784,23026269431545.3,23211.0264514974,-14342027393.4889,991287643.231333,14.4680784547437
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Improved MPG","60%",8691205997032.35,874634870.941951,23026269431545.3,23211.0264514974,-14335063434.513,874611659.915499,16.3902038944895
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Improved MPG","80%",8698169956008.29,757958887.626117,23026269431545.3,23211.0264514974,-14328099475.5371,757935676.599666,18.9041100952225
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Reference","0%",8670314120104.55,1224662820.88945,24892927868953.3,23222.8143594195,-16222613748.8487,1224639598.07509,13.246847296419
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Reference","20%",8677278079080.49,1107986837.57362,24892927868953.3,23222.8143594195,-16215649789.8728,1107963614.75926,14.6355435989621
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Reference","40%",8684242038056.42,991310854.257784,24892927868953.3,23222.8143594195,-16208685830.8969,991287631.443425,16.3511430151663
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Reference","60%",8691205997032.35,874634870.941951,24892927868953.3,23222.8143594195,-16201721871.9209,874611648.127591,18.5244752989585
"Ambitious","Reference","Low LIB Capacity","Cambium NREL","Reference","80%",8698169956008.29,757958887.626117,24892927868953.3,23222.8143594195,-16194757912.945,757935664.811758,21.3669294965387
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","0%",10172966775989.5,1224662807.58364,23026269431545.3,23211.0264514974,-12853302655.5559,1224639596.55719,10.4955798356432
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","20%",10179930734965.4,1107986824.26781,23026269431545.3,23211.0264514974,-12846338696.5799,1107963613.24136,11.5945492641205
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","40%",10186894693941.3,991310840.951977,23026269431545.3,23211.0264514974,-12839374737.604,991287629.925526,12.9522192651275
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","60%",10193858652917.3,874634857.636144,23026269431545.3,23211.0264514974,-12832410778.6281,874611646.609692,14.6721242832417
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Improved MPG","80%",10200822611893.2,757958874.320311,23026269431545.3,23211.0264514974,-12825446819.6521,757935663.293859,16.9215507869295
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Reference","0%",10172966775989.5,1224662807.58364,24892927868953.3,23222.8143594195,-14719961092.9638,1224639584.76928,12.0198312026121
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Reference","20%",10179930734965.4,1107986824.26781,24892927868953.3,23222.8143594195,-14712997133.9879,1107963601.45345,13.2793145142016
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Reference","40%",10186894693941.3,991310840.951977,24892927868953.3,23222.8143594195,-14706033175.0119,991287618.137618,14.8352838328001
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Reference","60%",10193858652917.3,874634857.636144,24892927868953.3,23222.8143594195,-14699069216.036,874611634.821784,16.806395697024
"Ambitious","Reference","Low LIB Capacity","High Oil and Gas Supply","Reference","80%",10200822611893.2,757958874.320311,24892927868953.3,23222.8143594195,-14692105257.0601,757935651.505951,19.3843702006472
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","0%",8312724809150.2,1224662844.40119,23026269431545.3,23211.0264514974,-14713544622.3951,1224639633.37474,12.0145912490591
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","20%",8319688768126.13,1107986861.08536,23026269431545.3,23211.0264514974,-14706580663.4192,1107963650.05891,13.2735227032379
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","40%",8326652727102.06,991310877.769526,23026269431545.3,23211.0264514974,-14699616704.4433,991287666.743074,14.8288102410672
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","60%",8333616686077.99,874634894.453692,23026269431545.3,23211.0264514974,-14692652745.4673,874611683.427241,16.799058398
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Improved MPG","80%",8340580645053.93,757958911.137859,23026269431545.3,23211.0264514974,-14685688786.4914,757935700.111408,19.3759032386689
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Reference","0%",8312724809150.2,1224662844.40119,24892927868953.3,23222.8143594195,-16580203059.8031,1224639621.58683,13.5388425848244
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Reference","20%",8319688768126.13,1107986861.08536,24892927868953.3,23222.8143594195,-16573239100.8272,1107963638.271,14.9582879151973
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Reference","40%",8326652727102.06,991310877.769526,24892927868953.3,23222.8143594195,-16566275141.8512,991287654.955166,16.7118747611161
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Reference","60%",8333616686077.99,874634894.453692,24892927868953.3,23222.8143594195,-16559311182.8753,874611671.639333,18.9333297506049
"Ambitious","Reference","Low LIB Capacity","Low Oil and Gas Supply","Reference","80%",8340580645053.93,757958911.137859,24892927868953.3,23222.8143594195,-16552347223.8994,757935688.3235,21.8387225709242
"Ambitious","Reference","Low LIB Capacity","Reference case","Improved MPG","0%",9254022613627.43,1224662824.44637,23026269431545.3,23211.0264514974,-13772246817.9179,1224639613.41992,11.2459589474308
"Ambitious","Reference","Low LIB Capacity","Reference case","Improved MPG","20%",9260986572603.37,1107986841.13053,23026269431545.3,23211.0264514974,-13765282858.942,1107963630.10408,12.4239483002243
"Ambitious","Reference","Low LIB Capacity","Reference case","Improved MPG","40%",9267950531579.3,991310857.814701,23026269431545.3,23211.0264514974,-13758318899.966,991287646.78825,13.8792397388817
"Ambitious","Reference","Low LIB Capacity","Reference case","Improved MPG","60%",9274914490555.23,874634874.498868,23026269431545.3,23211.0264514974,-13751354940.9901,874611663.472416,15.7228122094713
"Ambitious","Reference","Low LIB Capacity","Reference case","Improved MPG","80%",9281878449531.16,757958891.183035,23026269431545.3,23211.0264514974,-13744390982.0142,757935680.156583,18.1339806818102
"Ambitious","Reference","Low LIB Capacity","Reference case","Reference","0%",9254022613627.43,1224662824.44637,24892927868953.3,23222.8143594195,-15638905255.3259,1224639601.63201,12.7702103006344
"Ambitious","Reference","Low LIB Capacity","Reference case","Reference","20%",9260986572603.37,1107986841.13053,24892927868953.3,23222.8143594195,-15631941296.3499,1107963618.31618,14.1087135334881
"Ambitious","Reference","Low LIB Capacity","Reference case","Reference","40%",9267950531579.3,991310857.814701,24892927868953.3,23222.8143594195,-15624977337.374,991287635.000342,15.7623042855453
"Ambitious","Reference","Low LIB Capacity","Reference case","Reference","60%",9274914490555.23,874634874.498868,24892927868953.3,23222.8143594195,-15618013378.3981,874611651.684508,17.8570835962654
"Ambitious","Reference","Low LIB Capacity","Reference case","Reference","80%",9281878449531.16,757958891.183035,24892927868953.3,23222.8143594195,-15611049419.4221,757935668.368675,20.5968000595911
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Improved MPG","0%",10457050373006,2077765230.24347,22858579636336.8,23280.2850201366,-12401529263.3308,2077741949.95845,5.96875336880923
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Improved MPG","20%",10471534421196.3,1834832868.10213,22858579636336.8,23280.2850201366,-12387045215.1405,1834809587.81711,6.75113390369704
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Improved MPG","40%",10486018469386.6,1591900505.96078,22858579636336.8,23280.2850201366,-12372561166.9501,1591877225.67576,7.77230867267287
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Improved MPG","60%",10500502517576.9,1348968143.81943,22858579636336.8,23280.2850201366,-12358077118.7598,1348944863.53441,9.16129150481365
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Improved MPG","80%",10514986565767.2,1106035781.67809,22858579636336.8,23280.2850201366,-12343593070.5695,1106012501.39307,11.160446247237
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Reference","0%",10457050373006,2077765230.24347,24712973934394.2,23291.9954802822,-14255923561.3882,2077741938.24799,6.86125803159615
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Reference","20%",10471534421196.3,1834832868.10213,24712973934394.2,23291.9954802822,-14241439513.1979,1834809576.10665,7.76180792745662
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Reference","40%",10486018469386.6,1591900505.96078,24712973934394.2,23291.9954802822,-14226955465.0076,1591877213.9653,8.93721911476376
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Reference","60%",10500502517576.9,1348968143.81943,24712973934394.2,23291.9954802822,-14212471416.8173,1348944851.82395,10.5359914436829
"Ambitious","Short LIB Duration","Reference","Cambium NREL","Reference","80%",10514986565767.2,1106035781.67809,24712973934394.2,23291.9954802822,-14197987368.6269,1106012489.68261,12.837094970511
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Improved MPG","0%",11947821831916.6,2077765217.04461,22858579636336.8,23280.2850201366,-10910757804.4202,2077741936.75959,5.25125744029423
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Improved MPG","20%",11962305880106.9,1834832854.90327,22858579636336.8,23280.2850201366,-10896273756.2299,1834809574.61825,5.93864012209384
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Improved MPG","40%",11976789928297.2,1591900492.76192,22858579636336.8,23280.2850201366,-10881789708.0395,1591877212.4769,6.8358222749529
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Improved MPG","60%",11991273976487.5,1348968130.62058,22858579636336.8,23280.2850201366,-10867305659.8492,1348944850.33556,8.05615267158323
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Improved MPG","80%",12005758024677.8,1106035768.47923,22858579636336.8,23280.2850201366,-10852821611.6589,1106012488.19421,9.81256697144384
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Reference","0%",11947821831916.6,2077765217.04461,24712973934394.2,23291.9954802822,-12765152102.4776,2077741925.04913,6.14376210470688
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Reference","20%",11962305880106.9,1834832854.90327,24712973934394.2,23291.9954802822,-12750668054.2873,1834809562.90779,6.94931414793813
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Reference","40%",11976789928297.2,1591900492.76192,24712973934394.2,23291.9954802822,-12736184006.097,1591877200.76644,8.00073271981335
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Reference","60%",11991273976487.5,1348968130.62058,24712973934394.2,23291.9954802822,-12721699957.9067,1348944838.6251,9.4308526143094
"Ambitious","Short LIB Duration","Reference","High Oil and Gas Supply","Reference","80%",12005758024677.8,1106035768.47923,24712973934394.2,23291.9954802822,-12707215909.7163,1106012476.48375,11.4892157004551
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Improved MPG","0%",10103850968478.7,2077765253.54587,22858579636336.8,23280.2850201366,-12754728667.8581,2077741973.26085,6.13874524941157
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Improved MPG","20%",10118335016669,1834832891.40453,22858579636336.8,23280.2850201366,-12740244619.6678,1834809611.11951,6.94363303007462
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Improved MPG","40%",10132819064859.3,1591900529.26318,22858579636336.8,23280.2850201366,-12725760571.4775,1591877248.97816,7.99418458907321
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Improved MPG","60%",10147303113049.6,1348968167.12183,22858579636336.8,23280.2850201366,-12711276523.2872,1348944886.83681,9.42312517533185
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Improved MPG","80%",10161787161239.9,1106035804.98049,22858579636336.8,23280.2850201366,-12696792475.0969,1106012524.69547,11.4797908627597
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Reference","0%",10103850968478.7,2077765253.54587,24712973934394.2,23291.9954802822,-14609122965.9155,2077741961.55039,7.03124990314693
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Reference","20%",10118335016669,1834832891.40453,24712973934394.2,23291.9954802822,-14594638917.7252,1834809599.40905,7.95430704222707
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Reference","40%",10132819064859.3,1591900529.26318,24712973934394.2,23291.9954802822,-14580154869.5349,1591877237.2677,9.15909501574398
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Reference","60%",10147303113049.6,1348968167.12183,24712973934394.2,23291.9954802822,-14565670821.3446,1348944875.12635,10.7978250927268
"Ambitious","Short LIB Duration","Reference","Low Oil and Gas Supply","Reference","80%",10161787161239.9,1106035804.98049,24712973934394.2,23291.9954802822,-14551186773.1543,1106012512.98501,13.1564395540898
"Ambitious","Short LIB Duration","Reference","Reference case","Improved MPG","0%",11037205086673.2,2077765233.75585,22858579636336.8,23280.2850201366,-11821374549.6636,2077741953.47083,5.68952969829397
"Ambitious","Short LIB Duration","Reference","Reference case","Improved MPG","20%",11051689134863.5,1834832871.6145,22858579636336.8,23280.2850201366,-11806890501.4733,1834809591.32948,6.43494047407838
"Ambitious","Short LIB Duration","Reference","Reference case","Improved MPG","40%",11066173183053.8,1591900509.47316,22858579636336.8,23280.2850201366,-11792406453.283,1591877229.18814,7.4078617603552
"Ambitious","Short LIB Duration","Reference","Reference case","Improved MPG","60%",11080657231244.1,1348968147.33181,22858579636336.8,23280.2850201366,-11777922405.0927,1348944867.04679,8.73121110640924
"Ambitious","Short LIB Duration","Reference","Reference case","Improved MPG","80%",11095141279434.4,1106035785.19046,22858579636336.8,23280.2850201366,-11763438356.9024,1106012504.90544,10.6358999601981
"Ambitious","Short LIB Duration","Reference","Reference case","Reference","0%",11037205086673.2,2077765233.75585,24712973934394.2,23291.9954802822,-13675768847.721,2077741941.76037,6.58203435799838
"Ambitious","Short LIB Duration","Reference","Reference case","Reference","20%",11051689134863.5,1834832871.6145,24712973934394.2,23291.9954802822,-13661284799.5307,1834809579.61902,7.44561449388515
"Ambitious","Short LIB Duration","Reference","Reference case","Reference","40%",11066173183053.8,1591900509.47316,24712973934394.2,23291.9954802822,-13646800751.3404,1591877217.47767,8.57277219719478
"Ambitious","Short LIB Duration","Reference","Reference case","Reference","60%",11080657231244.1,1348968147.33181,24712973934394.2,23291.9954802822,-13632316703.1501,1348944855.33633,10.1059110379654
"Ambitious","Short LIB Duration","Reference","Reference case","Reference","80%",11095141279434.4,1106035785.19046,24712973934394.2,23291.9954802822,-13617832654.9598,1106012493.19498,12.3125486725936
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Improved MPG","0%",10910936541166.9,2289592537.95224,22858579636336.8,23280.2850201366,-11947643095.1698,2289569257.66721,5.21829294098008
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Improved MPG","20%",10926847322134,2021877276.16623,22858579636336.8,23280.2850201366,-11931732314.2028,2021853995.88121,5.90138177064681
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Improved MPG","40%",10942758103101,1754162014.38023,22858579636336.8,23280.2850201366,-11915821533.2358,1754138734.09521,6.79297555069496
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Improved MPG","60%",10958668884068,1486446752.59423,22858579636336.8,23280.2850201366,-11899910752.2687,1486423472.30921,8.00573387998364
"Ambitious","Short LIB Duration","High LIB Capacity","Cambium NREL","Improved MPG","80%",10974579665035,1218731490.80823,22858579636336.8,23280.2850201366,-11883999971.3017,1218708210.52321,9.75130869611503
