"Year","age","modelYear","vehSize","fleet"
2049,22,2027,"Car",85009.058253189
2049,22,2027,"Light Truck",162389.941746811
2049,23,2026,"Car",36664.6555694095
2049,23,2026,"Light Truck",68614.3444305905
2049,24,2025,"Car",12699.0518998595
2049,24,2025,"Light Truck",23042.9481001405
2049,25,2024,"Car",4376.50378880071
2049,25,2024,"Light Truck",7419.49621119929
2049,26,2023,"Car",1100.11702822241
2049,26,2023,"Light Truck",1805.88297177759
2049,27,2022,"Car",382.804286160468
2049,27,2022,"Light Truck",583.195713839532
2049,28,2021,"Car",98.2786622351976
2049,28,2021,"Light Truck",151.721337764802
2049,29,2020,"Car",22.6670272200745
2049,29,2020,"Light Truck",35.3329727799255
2050,0,2050,"Car",4523459.69876822
2050,0,2050,"Light Truck",10230300.3012318
2050,1,2049,"Car",4509855.36827847
2050,1,2049,"Light Truck",10167316.6317215
2050,2,2048,"Car",4505787.70350734
2050,2,2048,"Light Truck",10069957.2964927
2050,3,2047,"Car",4496002.46851023
2050,3,2047,"Light Truck",10026251.5314898
2050,4,2046,"Car",4491664.81953286
2050,4,2046,"Light Truck",9904854.18046715
2050,5,2045,"Car",4530942.39707898
2050,5,2045,"Light Truck",10101848.602921
2050,6,2044,"Car",4504552.07372489
2050,6,2044,"Light Truck",9949901.92627512
2050,7,2043,"Car",4450471.29825202
2050,7,2043,"Light Truck",9763272.70174798
2050,8,2042,"Car",4421037.57310744
2050,8,2042,"Light Truck",9563867.42689257
2050,9,2041,"Car",4344311.80725204
2050,9,2041,"Light Truck",9312511.19274797
2050,10,2040,"Car",4367892.44696853
2050,10,2040,"Light Truck",9281728.55303148
2050,11,2039,"Car",4207204.07384374
2050,11,2039,"Light Truck",8871601.92615627
2050,12,2038,"Car",3986973.23293135
2050,12,2038,"Light Truck",8361870.76706866
2050,13,2037,"Car",3690658.42905296
2050,13,2037,"Light Truck",7694500.57094704
2050,14,2036,"Car",3309744.82170708
2050,14,2036,"Light Truck",6860297.17829292
2050,15,2035,"Car",2965195.61902809
2050,15,2035,"Light Truck",6153355.38097191
2050,16,2034,"Car",2291087.01692088
2050,16,2034,"Light Truck",4707772.98307912
2050,17,2033,"Car",1665158.10892694
2050,17,2033,"Light Truck",3395473.89107306
2050,18,2032,"Car",1130611.64721937
2050,18,2032,"Light Truck",2287445.35278063
2050,19,2031,"Car",684423.893623714
2050,19,2031,"Light Truck",1379418.10637629
2050,20,2030,"Car",409937.635451769
2050,20,2030,"Light Truck",818178.364548231
2050,21,2029,"Car",215427.779079223
2050,21,2029,"Light Truck",426329.220920777
2050,22,2028,"Car",106390.848890398
2050,22,2028,"Light Truck",208260.151109602
2050,23,2027,"Car",49978.5873507354
2050,23,2027,"Light Truck",95472.4126492646
2050,24,2026,"Car",20903.7188921121
2050,24,2026,"Light Truck",39119.2811078879
2050,25,2025,"Car",6935.0566289899
2050,25,2025,"Light Truck",12583.9433710101
2050,26,2024,"Car",2263.93914201949
2050,26,2024,"Light Truck",3838.06085798051
2050,27,2023,"Car",532.265843661634
2050,27,2023,"Light Truck",873.734156338367
2050,28,2022,"Car",174.362200735617
2050,28,2022,"Light Truck",265.637799264383
2050,29,2021,"Car",41.6701527877238
2050,29,2021,"Light Truck",64.3298472122762
