"Scenario","Year","Vehicle","age","modelYear","LIB"
"Ambitious-Reference",2044,"Vans",5,2039,5328
"Ambitious-Reference",2044,"Vans",6,2038,8088
"Ambitious-Reference",2044,"Vans",7,2037,12143
"Ambitious-Reference",2044,"Vans",8,2036,17997
"Ambitious-Reference",2044,"Vans",9,2035,26100
"Ambitious-Reference",2044,"Vans",10,2034,33098
"Ambitious-Reference",2044,"Vans",11,2033,39552
"Ambitious-Reference",2044,"Vans",12,2032,46647
"Ambitious-Reference",2044,"Vans",13,2031,51874
"Ambitious-Reference",2044,"Vans",14,2030,50041
"Ambitious-Reference",2044,"Vans",15,2029,38401
"Ambitious-Reference",2044,"Vans",16,2028,25667
"Ambitious-Reference",2044,"Vans",17,2027,13935
"Ambitious-Reference",2044,"Vans",18,2026,7005
"Ambitious-Reference",2044,"Vans",19,2025,3079
"Ambitious-Reference",2044,"Vans",20,2024,875
"Ambitious-Reference",2045,"Vans",0,2045,615
"Ambitious-Reference",2045,"Vans",1,2044,951
"Ambitious-Reference",2045,"Vans",2,2043,1476
"Ambitious-Reference",2045,"Vans",3,2042,2286
"Ambitious-Reference",2045,"Vans",4,2041,3529
"Ambitious-Reference",2045,"Vans",5,2040,5415
"Ambitious-Reference",2045,"Vans",6,2039,8208
"Ambitious-Reference",2045,"Vans",7,2038,12337
"Ambitious-Reference",2045,"Vans",8,2037,18249
"Ambitious-Reference",2045,"Vans",9,2036,26451
"Ambitious-Reference",2045,"Vans",10,2035,37117
"Ambitious-Reference",2045,"Vans",11,2034,44870
"Ambitious-Reference",2045,"Vans",12,2033,49687
"Ambitious-Reference",2045,"Vans",13,2032,53426
"Ambitious-Reference",2045,"Vans",14,2031,52959
"Ambitious-Reference",2045,"Vans",15,2030,44744
"Ambitious-Reference",2045,"Vans",16,2029,29814
"Ambitious-Reference",2045,"Vans",17,2028,17346
"Ambitious-Reference",2045,"Vans",18,2027,8301
"Ambitious-Reference",2045,"Vans",19,2026,3750
"Ambitious-Reference",2045,"Vans",20,2025,1515
"Ambitious-Reference",2045,"Vans",21,2024,404
"Ambitious-Reference",2046,"Vans",0,2046,620
"Ambitious-Reference",2046,"Vans",1,2045,965
"Ambitious-Reference",2046,"Vans",2,2044,1490
"Ambitious-Reference",2046,"Vans",3,2043,2308
"Ambitious-Reference",2046,"Vans",4,2042,3561
"Ambitious-Reference",2046,"Vans",5,2041,5472
"Ambitious-Reference",2046,"Vans",6,2040,8339
"Ambitious-Reference",2046,"Vans",7,2039,12513
"Ambitious-Reference",2046,"Vans",8,2038,18530
"Ambitious-Reference",2046,"Vans",9,2037,26807
"Ambitious-Reference",2046,"Vans",10,2036,37592
"Ambitious-Reference",2046,"Vans",11,2035,50289
"Ambitious-Reference",2046,"Vans",12,2034,56334
"Ambitious-Reference",2046,"Vans",13,2033,56879
"Ambitious-Reference",2046,"Vans",14,2032,54527
"Ambitious-Reference",2046,"Vans",15,2031,47343
"Ambitious-Reference",2046,"Vans",16,2030,34735
"Ambitious-Reference",2046,"Vans",17,2029,20147
"Ambitious-Reference",2046,"Vans",18,2028,10332
"Ambitious-Reference",2046,"Vans",19,2027,4444
"Ambitious-Reference",2046,"Vans",20,2026,1846
"Ambitious-Reference",2046,"Vans",21,2025,700
"Ambitious-Reference",2046,"Vans",22,2024,179
"Ambitious-Reference",2047,"Vans",0,2047,624
"Ambitious-Reference",2047,"Vans",1,2046,972
"Ambitious-Reference",2047,"Vans",2,2045,1513
"Ambitious-Reference",2047,"Vans",3,2044,2329
"Ambitious-Reference",2047,"Vans",4,2043,3596
"Ambitious-Reference",2047,"Vans",5,2042,5522
"Ambitious-Reference",2047,"Vans",6,2041,8423
"Ambitious-Reference",2047,"Vans",7,2040,12707
"Ambitious-Reference",2047,"Vans",8,2039,18783
"Ambitious-Reference",2047,"Vans",9,2038,27204
"Ambitious-Reference",2047,"Vans",10,2037,38078
"Ambitious-Reference",2047,"Vans",11,2036,50903
"Ambitious-Reference",2047,"Vans",12,2035,63097
"Ambitious-Reference",2047,"Vans",13,2034,64459
"Ambitious-Reference",2047,"Vans",14,2033,58028
"Ambitious-Reference",2047,"Vans",15,2032,48734
"Ambitious-Reference",2047,"Vans",16,2031,36747
"Ambitious-Reference",2047,"Vans",17,2030,23471
"Ambitious-Reference",2047,"Vans",18,2029,12000
"Ambitious-Reference",2047,"Vans",19,2028,5532
"Ambitious-Reference",2047,"Vans",20,2027,2181
"Ambitious-Reference",2047,"Vans",21,2026,848
"Ambitious-Reference",2047,"Vans",22,2025,307
"Ambitious-Reference",2047,"Vans",23,2024,76
"Ambitious-Reference",2048,"Vans",0,2048,628
"Ambitious-Reference",2048,"Vans",1,2047,979
"Ambitious-Reference",2048,"Vans",2,2046,1523
"Ambitious-Reference",2048,"Vans",3,2045,2364
"Ambitious-Reference",2048,"Vans",4,2044,3629
"Ambitious-Reference",2048,"Vans",5,2043,5575
"Ambitious-Reference",2048,"Vans",6,2042,8499
"Ambitious-Reference",2048,"Vans",7,2041,12831
"Ambitious-Reference",2048,"Vans",8,2040,19066
"Ambitious-Reference",2048,"Vans",9,2039,27560
"Ambitious-Reference",2048,"Vans",10,2038,38621
"Ambitious-Reference",2048,"Vans",11,2037,51537
"Ambitious-Reference",2048,"Vans",12,2036,63826
"Ambitious-Reference",2048,"Vans",13,2035,72160
"Ambitious-Reference",2048,"Vans",14,2034,65738
"Ambitious-Reference",2048,"Vans",15,2033,51847
"Ambitious-Reference",2048,"Vans",16,2032,37820
"Ambitious-Reference",2048,"Vans",17,2031,24827
"Ambitious-Reference",2048,"Vans",18,2030,13979
"Ambitious-Reference",2048,"Vans",19,2029,6419
"Ambitious-Reference",2048,"Vans",20,2028,2718
"Ambitious-Reference",2048,"Vans",21,2027,1005
"Ambitious-Reference",2048,"Vans",22,2026,375
"Ambitious-Reference",2048,"Vans",23,2025,132
"Ambitious-Reference",2048,"Vans",24,2024,32
"Ambitious-Reference",2049,"Vans",0,2049,631
"Ambitious-Reference",2049,"Vans",1,2048,986
"Ambitious-Reference",2049,"Vans",2,2047,1534
"Ambitious-Reference",2049,"Vans",3,2046,2381
"Ambitious-Reference",2049,"Vans",4,2045,3682
"Ambitious-Reference",2049,"Vans",5,2044,5624
"Ambitious-Reference",2049,"Vans",6,2043,8581
"Ambitious-Reference",2049,"Vans",7,2042,12944
"Ambitious-Reference",2049,"Vans",8,2041,19245
"Ambitious-Reference",2049,"Vans",9,2040,27963
"Ambitious-Reference",2049,"Vans",10,2039,39105
"Ambitious-Reference",2049,"Vans",11,2038,52248
"Ambitious-Reference",2049,"Vans",12,2037,64586
"Ambitious-Reference",2049,"Vans",13,2036,72956
"Ambitious-Reference",2049,"Vans",14,2035,73564
"Ambitious-Reference",2049,"Vans",15,2034,58721
"Ambitious-Reference",2049,"Vans",16,2033,40227
"Ambitious-Reference",2049,"Vans",17,2032,25547
"Ambitious-Reference",2049,"Vans",18,2031,14783
"Ambitious-Reference",2049,"Vans",19,2030,7480
"Ambitious-Reference",2049,"Vans",20,2029,3156
"Ambitious-Reference",2049,"Vans",21,2028,1254
"Ambitious-Reference",2049,"Vans",22,2027,444
"Ambitious-Reference",2049,"Vans",23,2026,160
"Ambitious-Reference",2049,"Vans",24,2025,55
"Ambitious-Reference",2049,"Vans",25,2024,13
"Ambitious-Reference",2050,"Vans",0,2050,636
"Ambitious-Reference",2050,"Vans",1,2049,989
"Ambitious-Reference",2050,"Vans",2,2048,1545
"Ambitious-Reference",2050,"Vans",3,2047,2397
"Ambitious-Reference",2050,"Vans",4,2046,3707
"Ambitious-Reference",2050,"Vans",5,2045,5706
"Ambitious-Reference",2050,"Vans",6,2044,8653
"Ambitious-Reference",2050,"Vans",7,2043,13066
"Ambitious-Reference",2050,"Vans",8,2042,19411
"Ambitious-Reference",2050,"Vans",9,2041,28215
"Ambitious-Reference",2050,"Vans",10,2040,39662
"Ambitious-Reference",2050,"Vans",11,2039,52879
"Ambitious-Reference",2050,"Vans",12,2038,65444
"Ambitious-Reference",2050,"Vans",13,2037,73792
"Ambitious-Reference",2050,"Vans",14,2036,74344
"Ambitious-Reference",2050,"Vans",15,2035,65692
"Ambitious-Reference",2050,"Vans",16,2034,45551
"Ambitious-Reference",2050,"Vans",17,2033,27169
"Ambitious-Reference",2050,"Vans",18,2032,15213
"Ambitious-Reference",2050,"Vans",19,2031,7909
"Ambitious-Reference",2050,"Vans",20,2030,3676
"Ambitious-Reference",2050,"Vans",21,2029,1456
"Ambitious-Reference",2050,"Vans",22,2028,552
"Ambitious-Reference",2050,"Vans",23,2027,190
"Ambitious-Reference",2050,"Vans",24,2026,67
"Ambitious-Reference",2050,"Vans",25,2025,23
"Ambitious-Reference",2050,"Vans",26,2024,5
"Ambitious-Short",2024,"Vans",0,2024,796
"Ambitious-Short",2025,"Vans",0,2025,1386
"Ambitious-Short",2025,"Vans",1,2024,1233
"Ambitious-Short",2026,"Vans",0,2026,1698
"Ambitious-Short",2026,"Vans",1,2025,2146
"Ambitious-Short",2026,"Vans",2,2024,1893
"Ambitious-Short",2027,"Vans",0,2027,2028
"Ambitious-Short",2027,"Vans",1,2026,2630
"Ambitious-Short",2027,"Vans",2,2025,3295
"Ambitious-Short",2027,"Vans",3,2024,2868
"Ambitious-Short",2028,"Vans",0,2028,2546
"Ambitious-Short",2028,"Vans",1,2027,3142
"Ambitious-Short",2028,"Vans",2,2026,4039
"Ambitious-Short",2028,"Vans",3,2025,4992
"Ambitious-Short",2028,"Vans",4,2024,4256
"Ambitious-Short",2029,"Vans",0,2029,2995
"Ambitious-Short",2029,"Vans",1,2028,3944
"Ambitious-Short",2029,"Vans",2,2027,4824
"Ambitious-Short",2029,"Vans",3,2026,6118
"Ambitious-Short",2029,"Vans",4,2025,7409
"Ambitious-Short",2029,"Vans",5,2024,6129
"Ambitious-Short",2030,"Vans",0,2030,3544
"Ambitious-Short",2030,"Vans",1,2029,4639
"Ambitious-Short",2030,"Vans",2,2028,6056
"Ambitious-Short",2030,"Vans",3,2027,7307
"Ambitious-Short",2030,"Vans",4,2026,9080
"Ambitious-Short",2030,"Vans",5,2025,10668
"Ambitious-Short",2030,"Vans",6,2024,8450
"Ambitious-Short",2031,"Vans",0,2031,3845
"Ambitious-Short",2031,"Vans",1,2030,5489
"Ambitious-Short",2031,"Vans",2,2029,7123
"Ambitious-Short",2031,"Vans",3,2028,9173
"Ambitious-Short",2031,"Vans",4,2027,10844
"Ambitious-Short",2031,"Vans",5,2026,13074
"Ambitious-Short",2031,"Vans",6,2025,14708
"Ambitious-Short",2031,"Vans",7,2024,10975
"Ambitious-Short",2032,"Vans",0,2032,4093
"Ambitious-Short",2032,"Vans",1,2031,5956
"Ambitious-Short",2032,"Vans",2,2030,8428
"Ambitious-Short",2032,"Vans",3,2029,10790
"Ambitious-Short",2032,"Vans",4,2028,13617
"Ambitious-Short",2032,"Vans",5,2027,15620
"Ambitious-Short",2032,"Vans",6,2026,18036
"Ambitious-Short",2032,"Vans",7,2025,19122
"Ambitious-Short",2032,"Vans",8,2024,13210
"Ambitious-Short",2033,"Vans",0,2033,4520
"Ambitious-Short",2033,"Vans",1,2032,6339
"Ambitious-Short",2033,"Vans",2,2031,9144
"Ambitious-Short",2033,"Vans",3,2030,12767
"Ambitious-Short",2033,"Vans",4,2029,16016
"Ambitious-Short",2033,"Vans",5,2028,19613
"Ambitious-Short",2033,"Vans",6,2027,21548
"Ambitious-Short",2033,"Vans",7,2026,23448
"Ambitious-Short",2033,"Vans",8,2025,23016
"Ambitious-Short",2033,"Vans",9,2024,14488
"Ambitious-Short",2034,"Vans",0,2034,5274
"Ambitious-Short",2034,"Vans",1,2033,6997
"Ambitious-Short",2034,"Vans",2,2032,9730
"Ambitious-Short",2034,"Vans",3,2031,13849
"Ambitious-Short",2034,"Vans",4,2030,18948
"Ambitious-Short",2034,"Vans",5,2029,23067
"Ambitious-Short",2034,"Vans",6,2028,27055
"Ambitious-Short",2034,"Vans",7,2027,28011
"Ambitious-Short",2034,"Vans",8,2026,28222
"Ambitious-Short",2034,"Vans",9,2025,25242
"Ambitious-Short",2034,"Vans",10,2024,14329
"Ambitious-Short",2035,"Vans",0,2035,6077
"Ambitious-Short",2035,"Vans",1,2034,8163
"Ambitious-Short",2035,"Vans",2,2033,10736
"Ambitious-Short",2035,"Vans",3,2032,14731
"Ambitious-Short",2035,"Vans",4,2031,20548
"Ambitious-Short",2035,"Vans",5,2030,27283
"Ambitious-Short",2035,"Vans",6,2029,31814
"Ambitious-Short",2035,"Vans",7,2028,35165
"Ambitious-Short",2035,"Vans",8,2027,33712
"Ambitious-Short",2035,"Vans",9,2026,30950
"Ambitious-Short",2035,"Vans",10,2025,24964
"Ambitious-Short",2035,"Vans",11,2024,12753
"Ambitious-Short",2036,"Vans",0,2036,6353
"Ambitious-Short",2036,"Vans",1,2035,9400
"Ambitious-Short",2036,"Vans",2,2034,12517
"Ambitious-Short",2036,"Vans",3,2033,16243
"Ambitious-Short",2036,"Vans",4,2032,21844
"Ambitious-Short",2036,"Vans",5,2031,29574
"Ambitious-Short",2036,"Vans",6,2030,37617
"Ambitious-Short",2036,"Vans",7,2029,41341
"Ambitious-Short",2036,"Vans",8,2028,42313
"Ambitious-Short",2036,"Vans",9,2027,36964
"Ambitious-Short",2036,"Vans",10,2026,30605
"Ambitious-Short",2036,"Vans",11,2025,22216
"Ambitious-Short",2036,"Vans",12,2024,10186
"Ambitious-Short",2037,"Vans",0,2037,6604
"Ambitious-Short",2037,"Vans",1,2036,9823
"Ambitious-Short",2037,"Vans",2,2035,14403
"Ambitious-Short",2037,"Vans",3,2034,18922
"Ambitious-Short",2037,"Vans",4,2033,24065
"Ambitious-Short",2037,"Vans",5,2032,31414
"Ambitious-Short",2037,"Vans",6,2031,40747
"Ambitious-Short",2037,"Vans",7,2030,48859
"Ambitious-Short",2037,"Vans",8,2029,49726
"Ambitious-Short",2037,"Vans",9,2028,46383
"Ambitious-Short",2037,"Vans",10,2027,36544
"Ambitious-Short",2037,"Vans",11,2026,27231
"Ambitious-Short",2037,"Vans",12,2025,17741
"Ambitious-Short",2037,"Vans",13,2024,7413
"Ambitious-Short",2038,"Vans",0,2038,6860
"Ambitious-Short",2038,"Vans",1,2037,10208
"Ambitious-Short",2038,"Vans",2,2036,15041
"Ambitious-Short",2038,"Vans",3,2035,21749
"Ambitious-Short",2038,"Vans",4,2034,28000
"Ambitious-Short",2038,"Vans",5,2033,34562
"Ambitious-Short",2038,"Vans",6,2032,43232
"Ambitious-Short",2038,"Vans",7,2031,52875
"Ambitious-Short",2038,"Vans",8,2030,58730
"Ambitious-Short",2038,"Vans",9,2029,54481
"Ambitious-Short",2038,"Vans",10,2028,45839
"Ambitious-Short",2038,"Vans",11,2027,32506
"Ambitious-Short",2038,"Vans",12,2026,21739
"Ambitious-Short",2038,"Vans",13,2025,12908
"Ambitious-Short",2038,"Vans",14,2024,4964
"Ambitious-Short",2039,"Vans",0,2039,7101
"Ambitious-Short",2039,"Vans",1,2038,10602
"Ambitious-Short",2039,"Vans",2,2037,15626
"Ambitious-Short",2039,"Vans",3,2036,22694
"Ambitious-Short",2039,"Vans",4,2035,32133
"Ambitious-Short",2039,"Vans",5,2034,40149
"Ambitious-Short",2039,"Vans",6,2033,47480
"Ambitious-Short",2039,"Vans",7,2032,56012
"Ambitious-Short",2039,"Vans",8,2031,63477
"Ambitious-Short",2039,"Vans",9,2030,64291
"Ambitious-Short",2039,"Vans",10,2029,53805
"Ambitious-Short",2039,"Vans",11,2028,40754
"Ambitious-Short",2039,"Vans",12,2027,25935
"Ambitious-Short",2039,"Vans",13,2026,15810
"Ambitious-Short",2039,"Vans",14,2025,8640
"Ambitious-Short",2039,"Vans",15,2024,3081
"Ambitious-Short",2040,"Vans",0,2040,7322
"Ambitious-Short",2040,"Vans",1,2039,10971
"Ambitious-Short",2040,"Vans",2,2038,16222
"Ambitious-Short",2040,"Vans",3,2037,23563
"Ambitious-Short",2040,"Vans",4,2036,33492
"Ambitious-Short",2040,"Vans",5,2035,45986
"Ambitious-Short",2040,"Vans",6,2034,55042
"Ambitious-Short",2040,"Vans",7,2033,61376
"Ambitious-Short",2040,"Vans",8,2032,67110
"Ambitious-Short",2040,"Vans",9,2031,69377
"Ambitious-Short",2040,"Vans",10,2030,63425
"Ambitious-Short",2040,"Vans",11,2029,47796
"Ambitious-Short",2040,"Vans",12,2028,32490
"Ambitious-Short",2040,"Vans",13,2027,18849
"Ambitious-Short",2040,"Vans",14,2026,10578
"Ambitious-Short",2040,"Vans",15,2025,5361
"Ambitious-Short",2040,"Vans",16,2024,1780
"Ambitious-Short",2041,"Vans",0,2041,7495
"Ambitious-Short",2041,"Vans",1,2040,11311
"Ambitious-Short",2041,"Vans",2,2039,16780
"Ambitious-Short",2041,"Vans",3,2038,24449
"Ambitious-Short",2041,"Vans",4,2037,34746
"Ambitious-Short",2041,"Vans",5,2036,47857
"Ambitious-Short",2041,"Vans",6,2035,62899
"Ambitious-Short",2041,"Vans",7,2034,70978
"Ambitious-Short",2041,"Vans",8,2033,73339
"Ambitious-Short",2041,"Vans",9,2032,73175
"Ambitious-Short",2041,"Vans",10,2031,68317
"Ambitious-Short",2041,"Vans",11,2030,56274
"Ambitious-Short",2041,"Vans",12,2029,38057
"Ambitious-Short",2041,"Vans",13,2028,23593
"Ambitious-Short",2041,"Vans",14,2027,12603
"Ambitious-Short",2041,"Vans",15,2026,6559
"Ambitious-Short",2041,"Vans",16,2025,3096
"Ambitious-Short",2041,"Vans",17,2024,960
"Ambitious-Short",2042,"Vans",0,2042,7639
"Ambitious-Short",2042,"Vans",1,2041,11576
"Ambitious-Short",2042,"Vans",2,2040,17295
"Ambitious-Short",2042,"Vans",3,2039,25274
"Ambitious-Short",2042,"Vans",4,2038,36023
"Ambitious-Short",2042,"Vans",5,2037,49594
"Ambitious-Short",2042,"Vans",6,2036,65334
"Ambitious-Short",2042,"Vans",7,2035,80903
"Ambitious-Short",2042,"Vans",8,2034,84589
"Ambitious-Short",2042,"Vans",9,2033,79733
"Ambitious-Short",2042,"Vans",10,2032,71873
"Ambitious-Short",2042,"Vans",11,2031,60497
"Ambitious-Short",2042,"Vans",12,2030,44732
"Ambitious-Short",2042,"Vans",13,2029,27599
"Ambitious-Short",2042,"Vans",14,2028,15760
"Ambitious-Short",2042,"Vans",15,2027,7809
"Ambitious-Short",2042,"Vans",16,2026,3786
"Ambitious-Short",2042,"Vans",17,2025,1669
"Ambitious-Short",2042,"Vans",18,2024,486
"Ambitious-Short",2043,"Vans",0,2043,7789
"Ambitious-Short",2043,"Vans",1,2042,11798
"Ambitious-Short",2043,"Vans",2,2041,17696
"Ambitious-Short",2043,"Vans",3,2040,26041
"Ambitious-Short",2043,"Vans",4,2039,37210
"Ambitious-Short",2043,"Vans",5,2038,51362
"Ambitious-Short",2043,"Vans",6,2037,67610
"Ambitious-Short",2043,"Vans",7,2036,83849
"Ambitious-Short",2043,"Vans",8,2035,96166
"Ambitious-Short",2043,"Vans",9,2034,91721
"Ambitious-Short",2043,"Vans",10,2033,78081
"Ambitious-Short",2043,"Vans",11,2032,63483
"Ambitious-Short",2043,"Vans",12,2031,47966
"Ambitious-Short",2043,"Vans",13,2030,32389
"Ambitious-Short",2043,"Vans",14,2029,18414
"Ambitious-Short",2043,"Vans",15,2028,9758
"Ambitious-Short",2043,"Vans",16,2027,4504
"Ambitious-Short",2043,"Vans",17,2026,2040
"Ambitious-Short",2043,"Vans",18,2025,844
"Ambitious-Short",2043,"Vans",19,2024,232
"Ambitious-Short",2044,"Vans",0,2044,7937
"Ambitious-Short",2044,"Vans",1,2043,12029
"Ambitious-Short",2044,"Vans",2,2042,18035
"Ambitious-Short",2044,"Vans",3,2041,26637
"Ambitious-Short",2044,"Vans",4,2040,38318
"Ambitious-Short",2044,"Vans",5,2039,52999
"Ambitious-Short",2044,"Vans",6,2038,69923
"Ambitious-Short",2044,"Vans",7,2037,86619
"Ambitious-Short",2044,"Vans",8,2036,99426
"Ambitious-Short",2044,"Vans",9,2035,104015
"Ambitious-Short",2044,"Vans",10,2034,89600
"Ambitious-Short",2044,"Vans",11,2033,68773
"Ambitious-Short",2044,"Vans",12,2032,50173
"Ambitious-Short",2044,"Vans",13,2031,34649
"Ambitious-Short",2044,"Vans",14,2030,21580
"Ambitious-Short",2044,"Vans",15,2029,11389
"Ambitious-Short",2044,"Vans",16,2028,5625
"Ambitious-Short",2044,"Vans",17,2027,2426
"Ambitious-Short",2044,"Vans",18,2026,1031
"Ambitious-Short",2044,"Vans",19,2025,400
"Ambitious-Short",2044,"Vans",20,2024,106
"Ambitious-Short",2045,"Vans",0,2045,8105
"Ambitious-Short",2045,"Vans",1,2044,12257
"Ambitious-Short",2045,"Vans",2,2043,18386
"Ambitious-Short",2045,"Vans",3,2042,27144
"Ambitious-Short",2045,"Vans",4,2041,39178
"Ambitious-Short",2045,"Vans",5,2040,54536
"Ambitious-Short",2045,"Vans",6,2039,72055
"Ambitious-Short",2045,"Vans",7,2038,89434
"Ambitious-Short",2045,"Vans",8,2037,102509
"Ambitious-Short",2045,"Vans",9,2036,107270
"Ambitious-Short",2045,"Vans",10,2035,101385
"Ambitious-Short",2045,"Vans",11,2034,78751
"Ambitious-Short",2045,"Vans",12,2033,54174
"Ambitious-Short",2045,"Vans",13,2032,36142
"Ambitious-Short",2045,"Vans",14,2031,23040
"Ambitious-Short",2045,"Vans",15,2030,13332
"Ambitious-Short",2045,"Vans",16,2029,6559
"Ambitious-Short",2045,"Vans",17,2028,3028
"Ambitious-Short",2045,"Vans",18,2027,1226
"Ambitious-Short",2045,"Vans",19,2026,487
"Ambitious-Short",2045,"Vans",20,2025,182
"Ambitious-Short",2045,"Vans",21,2024,46
"Ambitious-Short",2046,"Vans",0,2046,8189
"Ambitious-Short",2046,"Vans",1,2045,12514
"Ambitious-Short",2046,"Vans",2,2044,18732
"Ambitious-Short",2046,"Vans",3,2043,27669
"Ambitious-Short",2046,"Vans",4,2042,39917
"Ambitious-Short",2046,"Vans",5,2041,55729
"Ambitious-Short",2046,"Vans",6,2040,74075
"Ambitious-Short",2046,"Vans",7,2039,92017
"Ambitious-Short",2046,"Vans",8,2038,105643
"Ambitious-Short",2046,"Vans",9,2037,110365
"Ambitious-Short",2046,"Vans",10,2036,104300
"Ambitious-Short",2046,"Vans",11,2035,88940
"Ambitious-Short",2046,"Vans",12,2034,61886
"Ambitious-Short",2046,"Vans",13,2033,38913
"Ambitious-Short",2046,"Vans",14,2032,23976
"Ambitious-Short",2046,"Vans",15,2031,14211
"Ambitious-Short",2046,"Vans",16,2030,7672
"Ambitious-Short",2046,"Vans",17,2029,3529
"Ambitious-Short",2046,"Vans",18,2028,1526
"Ambitious-Short",2046,"Vans",19,2027,581
"Ambitious-Short",2046,"Vans",20,2026,222
"Ambitious-Short",2046,"Vans",21,2025,80
"Ambitious-Short",2046,"Vans",22,2024,20
"Ambitious-Short",2047,"Vans",0,2047,8236
"Ambitious-Short",2047,"Vans",1,2046,12642
"Ambitious-Short",2047,"Vans",2,2045,19120
"Ambitious-Short",2047,"Vans",3,2044,28180
"Ambitious-Short",2047,"Vans",4,2043,40681
"Ambitious-Short",2047,"Vans",5,2042,56766
"Ambitious-Short",2047,"Vans",6,2041,75641
"Ambitious-Short",2047,"Vans",7,2040,94493
"Ambitious-Short",2047,"Vans",8,2039,108508
"Ambitious-Short",2047,"Vans",9,2038,113518
"Ambitious-Short",2047,"Vans",10,2037,107087
"Ambitious-Short",2047,"Vans",11,2036,91288
"Ambitious-Short",2047,"Vans",12,2035,69749
"Ambitious-Short",2047,"Vans",13,2034,44368
"Ambitious-Short",2047,"Vans",14,2033,25755
"Ambitious-Short",2047,"Vans",15,2032,14760
"Ambitious-Short",2047,"Vans",16,2031,8168
"Ambitious-Short",2047,"Vans",17,2030,4125
"Ambitious-Short",2047,"Vans",18,2029,1779
"Ambitious-Short",2047,"Vans",19,2028,723
"Ambitious-Short",2047,"Vans",20,2027,263
"Ambitious-Short",2047,"Vans",21,2026,97
"Ambitious-Short",2047,"Vans",22,2025,34
"Ambitious-Short",2047,"Vans",23,2024,8
"Ambitious-Short",2048,"Vans",0,2048,8287
"Ambitious-Short",2048,"Vans",1,2047,12715
"Ambitious-Short",2048,"Vans",2,2046,19312
"Ambitious-Short",2048,"Vans",3,2045,28754
"Ambitious-Short",2048,"Vans",4,2044,41414
"Ambitious-Short",2048,"Vans",5,2043,57831
"Ambitious-Short",2048,"Vans",6,2042,77018
"Ambitious-Short",2048,"Vans",7,2041,96405
"Ambitious-Short",2048,"Vans",8,2040,111290
"Ambitious-Short",2048,"Vans",9,2039,116393
"Ambitious-Short",2048,"Vans",10,2038,109937
"Ambitious-Short",2048,"Vans",11,2037,93546
"Ambitious-Short",2048,"Vans",12,2036,71396
"Ambitious-Short",2048,"Vans",13,2035,49923
"Ambitious-Short",2048,"Vans",14,2034,29322
"Ambitious-Short",2048,"Vans",15,2033,15826
"Ambitious-Short",2048,"Vans",16,2032,8471
"Ambitious-Short",2048,"Vans",17,2031,4388
"Ambitious-Short",2048,"Vans",18,2030,2079
"Ambitious-Short",2048,"Vans",19,2029,844
"Ambitious-Short",2048,"Vans",20,2028,327
"Ambitious-Short",2048,"Vans",21,2027,115
"Ambitious-Short",2048,"Vans",22,2026,42
"Ambitious-Short",2048,"Vans",23,2025,14
"Ambitious-Short",2049,"Vans",0,2049,8318
"Ambitious-Short",2049,"Vans",1,2048,12795
"Ambitious-Short",2049,"Vans",2,2047,19425
"Ambitious-Short",2049,"Vans",3,2046,29037
"Ambitious-Short",2049,"Vans",4,2045,42237
"Ambitious-Short",2049,"Vans",5,2044,58837
"Ambitious-Short",2049,"Vans",6,2043,78423
"Ambitious-Short",2049,"Vans",7,2042,98104
"Ambitious-Short",2049,"Vans",8,2041,113425
"Ambitious-Short",2049,"Vans",9,2040,119223
"Ambitious-Short",2049,"Vans",10,2039,112529
"Ambitious-Short",2049,"Vans",11,2038,95867
"Ambitious-Short",2049,"Vans",12,2037,72993
"Ambitious-Short",2049,"Vans",13,2036,50982
"Ambitious-Short",2049,"Vans",14,2035,32951
"Ambitious-Short",2049,"Vans",15,2034,17998
"Ambitious-Short",2049,"Vans",16,2033,9070
"Ambitious-Short",2049,"Vans",17,2032,4546
"Ambitious-Short",2049,"Vans",18,2031,2211
"Ambitious-Short",2049,"Vans",19,2030,984
"Ambitious-Short",2049,"Vans",20,2029,380
"Ambitious-Short",2049,"Vans",21,2028,144
"Ambitious-Short",2049,"Vans",22,2027,49
"Ambitious-Short",2049,"Vans",23,2026,17
"Ambitious-Short",2049,"Vans",24,2025,6
"Ambitious-Short",2050,"Vans",0,2050,8383
"Ambitious-Short",2050,"Vans",1,2049,12843
"Ambitious-Short",2050,"Vans",2,2048,19548
"Ambitious-Short",2050,"Vans",3,2047,29209
"Ambitious-Short",2050,"Vans",4,2046,42641
"Ambitious-Short",2050,"Vans",5,2045,59970
"Ambitious-Short",2050,"Vans",6,2044,79724
"Ambitious-Short",2050,"Vans",7,2043,99823
"Ambitious-Short",2050,"Vans",8,2042,115336
"Ambitious-Short",2050,"Vans",9,2041,121371
"Ambitious-Short",2050,"Vans",10,2040,115116
"Ambitious-Short",2050,"Vans",11,2039,97973
"Ambitious-Short",2050,"Vans",12,2038,74648
"Ambitious-Short",2050,"Vans",13,2037,52019
"Ambitious-Short",2050,"Vans",14,2036,33585
"Ambitious-Short",2050,"Vans",15,2035,20207
"Ambitious-Short",2050,"Vans",16,2034,10306
"Ambitious-Short",2050,"Vans",17,2033,4859
"Ambitious-Short",2050,"Vans",18,2032,2289
"Ambitious-Short",2050,"Vans",19,2031,1047
"Ambitious-Short",2050,"Vans",20,2030,443
