"Scenario","Year","Vehicle","age","modelYear","LIB"
"Momentum-Long",2044,"Cars",5,2039,7287
"Momentum-Long",2044,"Cars",6,2038,11236
"Momentum-Long",2044,"Cars",7,2037,17265
"Momentum-Long",2044,"Cars",8,2036,26477
"Momentum-Long",2044,"Cars",9,2035,40349
"Momentum-Long",2044,"Cars",10,2034,59524
"Momentum-Long",2044,"Cars",11,2033,87008
"Momentum-Long",2044,"Cars",12,2032,116844
"Momentum-Long",2044,"Cars",13,2031,149654
"Momentum-Long",2044,"Cars",14,2030,174964
"Momentum-Long",2044,"Cars",15,2029,202217
"Momentum-Long",2044,"Cars",16,2028,187000
"Momentum-Long",2044,"Cars",17,2027,174031
"Momentum-Long",2044,"Cars",18,2026,120098
"Momentum-Long",2044,"Cars",19,2025,71175
"Momentum-Long",2044,"Cars",20,2024,36384
"Momentum-Long",2044,"Cars",21,2023,15770
"Momentum-Long",2044,"Cars",22,2022,7743
"Momentum-Long",2044,"Cars",23,2021,1723
"Momentum-Long",2044,"Cars",24,2020,438
"Momentum-Long",2044,"Cars",25,2019,176
"Momentum-Long",2044,"Cars",26,2018,70
"Momentum-Long",2044,"Cars",27,2017,15
"Momentum-Long",2044,"Cars",28,2016,18
"Momentum-Long",2045,"Cars",0,2045,827
"Momentum-Long",2045,"Cars",1,2044,1279
"Momentum-Long",2045,"Cars",2,2043,1987
"Momentum-Long",2045,"Cars",3,2042,3087
"Momentum-Long",2045,"Cars",4,2041,4788
"Momentum-Long",2045,"Cars",5,2040,7422
"Momentum-Long",2045,"Cars",6,2039,11428
"Momentum-Long",2045,"Cars",7,2038,17583
"Momentum-Long",2045,"Cars",8,2037,26933
"Momentum-Long",2045,"Cars",9,2036,41100
"Momentum-Long",2045,"Cars",10,2035,62161
"Momentum-Long",2045,"Cars",11,2034,90379
"Momentum-Long",2045,"Cars",12,2033,129023
"Momentum-Long",2045,"Cars",13,2032,168000
"Momentum-Long",2045,"Cars",14,2031,205735
"Momentum-Long",2045,"Cars",15,2030,225852
"Momentum-Long",2045,"Cars",16,2029,239927
"Momentum-Long",2045,"Cars",17,2028,199411
"Momentum-Long",2045,"Cars",18,2027,163567
"Momentum-Long",2045,"Cars",19,2026,98229
"Momentum-Long",2045,"Cars",20,2025,50530
"Momentum-Long",2045,"Cars",21,2024,22615
"Momentum-Long",2045,"Cars",22,2023,8729
"Momentum-Long",2045,"Cars",23,2022,3907
"Momentum-Long",2045,"Cars",24,2021,810
"Momentum-Long",2045,"Cars",25,2020,196
"Momentum-Long",2045,"Cars",26,2019,76
"Momentum-Long",2045,"Cars",27,2018,30
"Momentum-Long",2045,"Cars",28,2017,6
"Momentum-Long",2045,"Cars",29,2016,7
"Momentum-Long",2046,"Cars",0,2046,841
"Momentum-Long",2046,"Cars",1,2045,1301
"Momentum-Long",2046,"Cars",2,2044,2011
"Momentum-Long",2046,"Cars",3,2043,3124
"Momentum-Long",2046,"Cars",4,2042,4851
"Momentum-Long",2046,"Cars",5,2041,7518
"Momentum-Long",2046,"Cars",6,2040,11639
"Momentum-Long",2046,"Cars",7,2039,17883
"Momentum-Long",2046,"Cars",8,2038,27430
"Momentum-Long",2046,"Cars",9,2037,41808
"Momentum-Long",2046,"Cars",10,2036,63316
"Momentum-Long",2046,"Cars",11,2035,94388
"Momentum-Long",2046,"Cars",12,2034,134017
"Momentum-Long",2046,"Cars",13,2033,185505
"Momentum-Long",2046,"Cars",14,2032,230945
"Momentum-Long",2046,"Cars",15,2031,265567
"Momentum-Long",2046,"Cars",16,2030,267962
"Momentum-Long",2046,"Cars",17,2029,255879
"Momentum-Long",2046,"Cars",18,2028,187431
"Momentum-Long",2046,"Cars",19,2027,133796
"Momentum-Long",2046,"Cars",20,2026,69749
"Momentum-Long",2046,"Cars",21,2025,31407
"Momentum-Long",2046,"Cars",22,2024,12525
"Momentum-Long",2046,"Cars",23,2023,4405
"Momentum-Long",2046,"Cars",24,2022,1838
"Momentum-Long",2046,"Cars",25,2021,362
"Momentum-Long",2046,"Cars",26,2020,85
"Momentum-Long",2046,"Cars",27,2019,32
"Momentum-Long",2046,"Cars",28,2018,12
"Momentum-Long",2047,"Cars",0,2047,852
"Momentum-Long",2047,"Cars",1,2046,1323
"Momentum-Long",2047,"Cars",2,2045,2047
"Momentum-Long",2047,"Cars",3,2044,3163
"Momentum-Long",2047,"Cars",4,2043,4909
"Momentum-Long",2047,"Cars",5,2042,7617
"Momentum-Long",2047,"Cars",6,2041,11789
"Momentum-Long",2047,"Cars",7,2040,18214
"Momentum-Long",2047,"Cars",8,2039,27897
"Momentum-Long",2047,"Cars",9,2038,42579
"Momentum-Long",2047,"Cars",10,2037,64406
"Momentum-Long",2047,"Cars",11,2036,96139
"Momentum-Long",2047,"Cars",12,2035,139958
"Momentum-Long",2047,"Cars",13,2034,192677
"Momentum-Long",2047,"Cars",14,2033,255002
"Momentum-Long",2047,"Cars",15,2032,298096
"Momentum-Long",2047,"Cars",16,2031,315080
"Momentum-Long",2047,"Cars",17,2030,285771
"Momentum-Long",2047,"Cars",18,2029,240545
"Momentum-Long",2047,"Cars",19,2028,153331
"Momentum-Long",2047,"Cars",20,2027,95013
"Momentum-Long",2047,"Cars",21,2026,43363
"Momentum-Long",2047,"Cars",22,2025,17395
"Momentum-Long",2047,"Cars",23,2024,6319
"Momentum-Long",2047,"Cars",24,2023,2072
"Momentum-Long",2047,"Cars",25,2022,822
"Momentum-Long",2047,"Cars",26,2021,156
"Momentum-Long",2047,"Cars",27,2020,36
"Momentum-Long",2047,"Cars",28,2019,13
"Momentum-Long",2047,"Cars",29,2018,5
"Momentum-Long",2048,"Cars",0,2048,862
"Momentum-Long",2048,"Cars",1,2047,1340
"Momentum-Long",2048,"Cars",2,2046,2080
"Momentum-Long",2048,"Cars",3,2045,3218
"Momentum-Long",2048,"Cars",4,2044,4970
"Momentum-Long",2048,"Cars",5,2043,7708
"Momentum-Long",2048,"Cars",6,2042,11944
"Momentum-Long",2048,"Cars",7,2041,18448
"Momentum-Long",2048,"Cars",8,2040,28412
"Momentum-Long",2048,"Cars",9,2039,43304
"Momentum-Long",2048,"Cars",10,2038,65592
"Momentum-Long",2048,"Cars",11,2037,97792
"Momentum-Long",2048,"Cars",12,2036,142551
"Momentum-Long",2048,"Cars",13,2035,201212
"Momentum-Long",2048,"Cars",14,2034,264848
"Momentum-Long",2048,"Cars",15,2033,329138
"Momentum-Long",2048,"Cars",16,2032,353658
"Momentum-Long",2048,"Cars",17,2031,336024
"Momentum-Long",2048,"Cars",18,2030,268642
"Momentum-Long",2048,"Cars",19,2029,196823
"Momentum-Long",2048,"Cars",20,2028,108894
"Momentum-Long",2048,"Cars",21,2027,59076
"Momentum-Long",2048,"Cars",22,2026,24021
"Momentum-Long",2048,"Cars",23,2025,8777
"Momentum-Long",2048,"Cars",24,2024,2970
"Momentum-Long",2048,"Cars",25,2023,926
"Momentum-Long",2048,"Cars",26,2022,355
"Momentum-Long",2048,"Cars",27,2021,66
"Momentum-Long",2048,"Cars",28,2020,15
"Momentum-Long",2048,"Cars",29,2019,5
"Momentum-Long",2049,"Cars",0,2049,874
"Momentum-Long",2049,"Cars",1,2048,1355
"Momentum-Long",2049,"Cars",2,2047,2108
"Momentum-Long",2049,"Cars",3,2046,3271
"Momentum-Long",2049,"Cars",4,2045,5057
"Momentum-Long",2049,"Cars",5,2044,7804
"Momentum-Long",2049,"Cars",6,2043,12087
"Momentum-Long",2049,"Cars",7,2042,18691
"Momentum-Long",2049,"Cars",8,2041,28778
"Momentum-Long",2049,"Cars",9,2040,44103
"Momentum-Long",2049,"Cars",10,2039,66708
"Momentum-Long",2049,"Cars",11,2038,99592
"Momentum-Long",2049,"Cars",12,2037,144998
"Momentum-Long",2049,"Cars",13,2036,204935
"Momentum-Long",2049,"Cars",14,2035,276573
"Momentum-Long",2049,"Cars",15,2034,341832
"Momentum-Long",2049,"Cars",16,2033,390476
"Momentum-Long",2049,"Cars",17,2032,377148
"Momentum-Long",2049,"Cars",18,2031,315890
"Momentum-Long",2049,"Cars",19,2030,219811
"Momentum-Long",2049,"Cars",20,2029,139817
"Momentum-Long",2049,"Cars",21,2028,67711
"Momentum-Long",2049,"Cars",22,2027,32722
"Momentum-Long",2049,"Cars",23,2026,12117
"Momentum-Long",2049,"Cars",24,2025,4124
"Momentum-Long",2049,"Cars",25,2024,1325
"Momentum-Long",2049,"Cars",26,2023,400
"Momentum-Long",2049,"Cars",27,2022,150
"Momentum-Long",2049,"Cars",28,2021,27
"Momentum-Long",2049,"Cars",29,2020,6
"Momentum-Long",2050,"Cars",0,2050,889
"Momentum-Long",2050,"Cars",1,2049,1375
"Momentum-Long",2050,"Cars",2,2048,2132
"Momentum-Long",2050,"Cars",3,2047,3314
"Momentum-Long",2050,"Cars",4,2046,5140
"Momentum-Long",2050,"Cars",5,2045,7940
"Momentum-Long",2050,"Cars",6,2044,12237
"Momentum-Long",2050,"Cars",7,2043,18915
"Momentum-Long",2050,"Cars",8,2042,29157
"Momentum-Long",2050,"Cars",9,2041,44671
"Momentum-Long",2050,"Cars",10,2040,67940
"Momentum-Long",2050,"Cars",11,2039,101286
"Momentum-Long",2050,"Cars",12,2038,147665
"Momentum-Long",2050,"Cars",13,2037,208450
"Momentum-Long",2050,"Cars",14,2036,281683
"Momentum-Long",2050,"Cars",15,2035,356957
"Momentum-Long",2050,"Cars",16,2034,405518
"Momentum-Long",2050,"Cars",17,2033,416401
"Momentum-Long",2050,"Cars",18,2032,354531
"Momentum-Long",2050,"Cars",19,2031,258482
"Momentum-Long",2050,"Cars",20,2030,156147
"Momentum-Long",2050,"Cars",21,2029,86961
"Momentum-Long",2050,"Cars",22,2028,37513
"Momentum-Long",2050,"Cars",23,2027,16517
"Momentum-Long",2050,"Cars",24,2026,5700
"Momentum-Long",2050,"Cars",25,2025,1842
"Momentum-Long",2050,"Cars",26,2024,572
"Momentum-Long",2050,"Cars",27,2023,169
"Momentum-Long",2050,"Cars",28,2022,62
"Momentum-Long",2050,"Cars",29,2021,11
"Momentum-Reference",2024,"Vans",0,2024,49
"Momentum-Reference",2025,"Vans",0,2025,76
"Momentum-Reference",2025,"Vans",1,2024,76
"Momentum-Reference",2026,"Vans",0,2026,116
"Momentum-Reference",2026,"Vans",1,2025,119
"Momentum-Reference",2026,"Vans",2,2024,120
"Momentum-Reference",2027,"Vans",0,2027,171
"Momentum-Reference",2027,"Vans",1,2026,181
"Momentum-Reference",2027,"Vans",2,2025,187
"Momentum-Reference",2027,"Vans",3,2024,188
"Momentum-Reference",2028,"Vans",0,2028,199
"Momentum-Reference",2028,"Vans",1,2027,268
"Momentum-Reference",2028,"Vans",2,2026,285
"Momentum-Reference",2028,"Vans",3,2025,293
"Momentum-Reference",2028,"Vans",4,2024,294
"Momentum-Reference",2029,"Vans",0,2029,258
"Momentum-Reference",2029,"Vans",1,2028,313
"Momentum-Reference",2029,"Vans",2,2027,421
"Momentum-Reference",2029,"Vans",3,2026,446
"Momentum-Reference",2029,"Vans",4,2025,458
"Momentum-Reference",2029,"Vans",5,2024,457
"Momentum-Reference",2030,"Vans",0,2030,292
"Momentum-Reference",2030,"Vans",1,2029,406
"Momentum-Reference",2030,"Vans",2,2028,491
"Momentum-Reference",2030,"Vans",3,2027,660
"Momentum-Reference",2030,"Vans",4,2026,697
"Momentum-Reference",2030,"Vans",5,2025,712
"Momentum-Reference",2030,"Vans",6,2024,706
"Momentum-Reference",2031,"Vans",0,2031,325
"Momentum-Reference",2031,"Vans",1,2030,459
"Momentum-Reference",2031,"Vans",2,2029,636
"Momentum-Reference",2031,"Vans",3,2028,769
"Momentum-Reference",2031,"Vans",4,2027,1030
"Momentum-Reference",2031,"Vans",5,2026,1084
"Momentum-Reference",2031,"Vans",6,2025,1101
"Momentum-Reference",2031,"Vans",7,2024,1081
"Momentum-Reference",2032,"Vans",0,2032,361
"Momentum-Reference",2032,"Vans",1,2031,510
"Momentum-Reference",2032,"Vans",2,2030,720
"Momentum-Reference",2032,"Vans",3,2029,997
"Momentum-Reference",2032,"Vans",4,2028,1202
"Momentum-Reference",2032,"Vans",5,2027,1604
"Momentum-Reference",2032,"Vans",6,2026,1676
"Momentum-Reference",2032,"Vans",7,2025,1686
"Momentum-Reference",2032,"Vans",8,2024,1630
"Momentum-Reference",2033,"Vans",0,2033,392
"Momentum-Reference",2033,"Vans",1,2032,567
"Momentum-Reference",2033,"Vans",2,2031,801
"Momentum-Reference",2033,"Vans",3,2030,1128
"Momentum-Reference",2033,"Vans",4,2029,1558
"Momentum-Reference",2033,"Vans",5,2028,1871
"Momentum-Reference",2033,"Vans",6,2027,2480
"Momentum-Reference",2033,"Vans",7,2026,2567
"Momentum-Reference",2033,"Vans",8,2025,2543
"Momentum-Reference",2033,"Vans",9,2024,2405
"Momentum-Reference",2034,"Vans",0,2034,407
"Momentum-Reference",2034,"Vans",1,2033,616
"Momentum-Reference",2034,"Vans",2,2032,890
"Momentum-Reference",2034,"Vans",3,2031,1255
"Momentum-Reference",2034,"Vans",4,2030,1763
"Momentum-Reference",2034,"Vans",5,2029,2425
"Momentum-Reference",2034,"Vans",6,2028,2894
"Momentum-Reference",2034,"Vans",7,2027,3799
"Momentum-Reference",2034,"Vans",8,2026,3874
"Momentum-Reference",2034,"Vans",9,2025,3752
"Momentum-Reference",2034,"Vans",10,2024,3430
"Momentum-Reference",2035,"Vans",0,2035,426
"Momentum-Reference",2035,"Vans",1,2034,639
"Momentum-Reference",2035,"Vans",2,2033,966
"Momentum-Reference",2035,"Vans",3,2032,1394
"Momentum-Reference",2035,"Vans",4,2031,1960
"Momentum-Reference",2035,"Vans",5,2030,2743
"Momentum-Reference",2035,"Vans",6,2029,3750
"Momentum-Reference",2035,"Vans",7,2028,4432
"Momentum-Reference",2035,"Vans",8,2027,5732
"Momentum-Reference",2035,"Vans",9,2026,5714
"Momentum-Reference",2035,"Vans",10,2025,5351
"Momentum-Reference",2035,"Vans",11,2024,4661
"Momentum-Reference",2036,"Vans",0,2036,438
"Momentum-Reference",2036,"Vans",1,2035,669
"Momentum-Reference",2036,"Vans",2,2034,1003
"Momentum-Reference",2036,"Vans",3,2033,1513
"Momentum-Reference",2036,"Vans",4,2032,2178
"Momentum-Reference",2036,"Vans",5,2031,3050
"Momentum-Reference",2036,"Vans",6,2030,4242
"Momentum-Reference",2036,"Vans",7,2029,5743
"Momentum-Reference",2036,"Vans",8,2028,6687
"Momentum-Reference",2036,"Vans",9,2027,8454
"Momentum-Reference",2036,"Vans",10,2026,8150
"Momentum-Reference",2036,"Vans",11,2025,7271
"Momentum-Reference",2036,"Vans",12,2024,5870
"Momentum-Reference",2037,"Vans",0,2037,450
"Momentum-Reference",2037,"Vans",1,2036,687
"Momentum-Reference",2037,"Vans",2,2035,1050
"Momentum-Reference",2037,"Vans",3,2034,1570
"Momentum-Reference",2037,"Vans",4,2033,2364
"Momentum-Reference",2037,"Vans",5,2032,3390
"Momentum-Reference",2037,"Vans",6,2031,4717
"Momentum-Reference",2037,"Vans",7,2030,6497
"Momentum-Reference",2037,"Vans",8,2029,8664
"Momentum-Reference",2037,"Vans",9,2028,9863
"Momentum-Reference",2037,"Vans",10,2027,12057
"Momentum-Reference",2037,"Vans",11,2026,11072
"Momentum-Reference",2037,"Vans",12,2025,9154
"Momentum-Reference",2037,"Vans",13,2024,6735
"Momentum-Reference",2038,"Vans",0,2038,463
"Momentum-Reference",2038,"Vans",1,2037,707
"Momentum-Reference",2038,"Vans",2,2036,1078
"Momentum-Reference",2038,"Vans",3,2035,1644
"Momentum-Reference",2038,"Vans",4,2034,2452
"Momentum-Reference",2038,"Vans",5,2033,3677
"Momentum-Reference",2038,"Vans",6,2032,5241
"Momentum-Reference",2038,"Vans",7,2031,7223
"Momentum-Reference",2038,"Vans",8,2030,9801
"Momentum-Reference",2038,"Vans",9,2029,12778
"Momentum-Reference",2038,"Vans",10,2028,14065
"Momentum-Reference",2038,"Vans",11,2027,16379
"Momentum-Reference",2038,"Vans",12,2026,13938
"Momentum-Reference",2038,"Vans",13,2025,10501
"Momentum-Reference",2038,"Vans",14,2024,6885
"Momentum-Reference",2039,"Vans",0,2039,475
"Momentum-Reference",2039,"Vans",1,2038,727
"Momentum-Reference",2039,"Vans",2,2037,1108
"Momentum-Reference",2039,"Vans",3,2036,1688
"Momentum-Reference",2039,"Vans",4,2035,2567
"Momentum-Reference",2039,"Vans",5,2034,3815
"Momentum-Reference",2039,"Vans",6,2033,5685
"Momentum-Reference",2039,"Vans",7,2032,8025
"Momentum-Reference",2039,"Vans",8,2031,10895
"Momentum-Reference",2039,"Vans",9,2030,14454
"Momentum-Reference",2039,"Vans",10,2029,18220
"Momentum-Reference",2039,"Vans",11,2028,19106
"Momentum-Reference",2039,"Vans",12,2027,20616
"Momentum-Reference",2039,"Vans",13,2026,15986
"Momentum-Reference",2039,"Vans",14,2025,10733
"Momentum-Reference",2039,"Vans",15,2024,6163
"Momentum-Reference",2040,"Vans",0,2040,488
"Momentum-Reference",2040,"Vans",1,2039,746
"Momentum-Reference",2040,"Vans",2,2038,1140
"Momentum-Reference",2040,"Vans",3,2037,1734
"Momentum-Reference",2040,"Vans",4,2036,2634
"Momentum-Reference",2040,"Vans",5,2035,3991
"Momentum-Reference",2040,"Vans",6,2034,5895
"Momentum-Reference",2040,"Vans",7,2033,8702
"Momentum-Reference",2040,"Vans",8,2032,12103
"Momentum-Reference",2040,"Vans",9,2031,16064
"Momentum-Reference",2040,"Vans",10,2030,20607
"Momentum-Reference",2040,"Vans",11,2029,24747
"Momentum-Reference",2040,"Vans",12,2028,24044
"Momentum-Reference",2040,"Vans",13,2027,23642
"Momentum-Reference",2040,"Vans",14,2026,16335
"Momentum-Reference",2040,"Vans",15,2025,9604
"Momentum-Reference",2040,"Vans",16,2024,4789
"Momentum-Reference",2041,"Vans",0,2041,498
"Momentum-Reference",2041,"Vans",1,2040,766
"Momentum-Reference",2041,"Vans",2,2039,1169
"Momentum-Reference",2041,"Vans",3,2038,1784
"Momentum-Reference",2041,"Vans",4,2037,2706
"Momentum-Reference",2041,"Vans",5,2036,4092
"Momentum-Reference",2041,"Vans",6,2035,6162
"Momentum-Reference",2041,"Vans",7,2034,9018
"Momentum-Reference",2041,"Vans",8,2033,13120
"Momentum-Reference",2041,"Vans",9,2032,17843
"Momentum-Reference",2041,"Vans",10,2031,22899
"Momentum-Reference",2041,"Vans",11,2030,27986
"Momentum-Reference",2041,"Vans",12,2029,31141
"Momentum-Reference",2041,"Vans",13,2028,27569
"Momentum-Reference",2041,"Vans",14,2027,24155
"Momentum-Reference",2041,"Vans",15,2026,14614
"Momentum-Reference",2041,"Vans",16,2025,7461
"Momentum-Reference",2041,"Vans",17,2024,3239
"Momentum-Reference",2042,"Vans",0,2042,507
"Momentum-Reference",2042,"Vans",1,2041,781
"Momentum-Reference",2042,"Vans",2,2040,1201
"Momentum-Reference",2042,"Vans",3,2039,1828
"Momentum-Reference",2042,"Vans",4,2038,2782
"Momentum-Reference",2042,"Vans",5,2037,4202
"Momentum-Reference",2042,"Vans",6,2036,6316
"Momentum-Reference",2042,"Vans",7,2035,9420
"Momentum-Reference",2042,"Vans",8,2034,13589
"Momentum-Reference",2042,"Vans",9,2033,19334
"Momentum-Reference",2042,"Vans",10,2032,25430
"Momentum-Reference",2042,"Vans",11,2031,31091
"Momentum-Reference",2042,"Vans",12,2030,35209
"Momentum-Reference",2042,"Vans",13,2029,35701
"Momentum-Reference",2042,"Vans",14,2028,28164
"Momentum-Reference",2042,"Vans",15,2027,21607
"Momentum-Reference",2042,"Vans",16,2026,11350
"Momentum-Reference",2042,"Vans",17,2025,5044
"Momentum-Reference",2042,"Vans",18,2024,1930
"Momentum-Reference",2043,"Vans",0,2043,516
"Momentum-Reference",2043,"Vans",1,2042,796
"Momentum-Reference",2043,"Vans",2,2041,1224
"Momentum-Reference",2043,"Vans",3,2040,1878
"Momentum-Reference",2043,"Vans",4,2039,2850
"Momentum-Reference",2043,"Vans",5,2038,4318
"Momentum-Reference",2043,"Vans",6,2037,6480
"Momentum-Reference",2043,"Vans",7,2036,9648
"Momentum-Reference",2043,"Vans",8,2035,14182
"Momentum-Reference",2043,"Vans",9,2034,20013
"Momentum-Reference",2043,"Vans",10,2033,27544
"Momentum-Reference",2043,"Vans",11,2032,34521
"Momentum-Reference",2043,"Vans",12,2031,39105
"Momentum-Reference",2043,"Vans",13,2030,40357
"Momentum-Reference",2043,"Vans",14,2029,36467
"Momentum-Reference",2043,"Vans",15,2028,25190
"Momentum-Reference",2043,"Vans",16,2027,16779
"Momentum-Reference",2043,"Vans",17,2026,7671
"Momentum-Reference",2043,"Vans",18,2025,3005
"Momentum-Reference",2043,"Vans",19,2024,1034
"Momentum-Reference",2044,"Vans",0,2044,524
"Momentum-Reference",2044,"Vans",1,2043,810
"Momentum-Reference",2044,"Vans",2,2042,1247
"Momentum-Reference",2044,"Vans",3,2041,1914
"Momentum-Reference",2044,"Vans",4,2040,2926
"Momentum-Reference",2044,"Vans",5,2039,4422
"Momentum-Reference",2044,"Vans",6,2038,6654
"Momentum-Reference",2044,"Vans",7,2037,9892
"Momentum-Reference",2044,"Vans",8,2036,14515
"Momentum-Reference",2044,"Vans",9,2035,20869
"Momentum-Reference",2044,"Vans",10,2034,28494
"Momentum-Reference",2044,"Vans",11,2033,37378
"Momentum-Reference",2044,"Vans",12,2032,43408
"Momentum-Reference",2044,"Vans",13,2031,44812
"Momentum-Reference",2044,"Vans",14,2030,41217
"Momentum-Reference",2044,"Vans",15,2029,32614
"Momentum-Reference",2044,"Vans",16,2028,19560
"Momentum-Reference",2044,"Vans",17,2027,11340
"Momentum-Reference",2044,"Vans",18,2026,4570
"Momentum-Reference",2044,"Vans",19,2025,1609
"Momentum-Reference",2044,"Vans",20,2024,509
"Momentum-Reference",2045,"Vans",0,2045,533
"Momentum-Reference",2045,"Vans",1,2044,822
"Momentum-Reference",2045,"Vans",2,2043,1269
"Momentum-Reference",2045,"Vans",3,2042,1949
"Momentum-Reference",2045,"Vans",4,2041,2982
"Momentum-Reference",2045,"Vans",5,2040,4537
"Momentum-Reference",2045,"Vans",6,2039,6811
"Momentum-Reference",2045,"Vans",7,2038,10150
"Momentum-Reference",2045,"Vans",8,2037,14869
"Momentum-Reference",2045,"Vans",9,2036,21342
"Momentum-Reference",2045,"Vans",10,2035,29689
"Momentum-Reference",2045,"Vans",11,2034,38645
"Momentum-Reference",2045,"Vans",12,2033,46980
"Momentum-Reference",2045,"Vans",13,2032,49733
"Momentum-Reference",2045,"Vans",14,2031,45757
"Momentum-Reference",2045,"Vans",15,2030,36858
"Momentum-Reference",2045,"Vans",16,2029,25323
"Momentum-Reference",2045,"Vans",17,2028,13219
"Momentum-Reference",2045,"Vans",18,2027,6755
"Momentum-Reference",2045,"Vans",19,2026,2447
"Momentum-Reference",2045,"Vans",20,2025,792
"Momentum-Reference",2045,"Vans",21,2024,235
"Momentum-Reference",2046,"Vans",0,2046,540
"Momentum-Reference",2046,"Vans",1,2045,837
"Momentum-Reference",2046,"Vans",2,2044,1287
"Momentum-Reference",2046,"Vans",3,2043,1984
"Momentum-Reference",2046,"Vans",4,2042,3036
"Momentum-Reference",2046,"Vans",5,2041,4623
"Momentum-Reference",2046,"Vans",6,2040,6986
"Momentum-Reference",2046,"Vans",7,2039,10383
"Momentum-Reference",2046,"Vans",8,2038,15245
"Momentum-Reference",2046,"Vans",9,2037,21846
"Momentum-Reference",2046,"Vans",10,2036,30341
"Momentum-Reference",2046,"Vans",11,2035,40237
"Momentum-Reference",2046,"Vans",12,2034,48540
"Momentum-Reference",2046,"Vans",13,2033,53804
"Momentum-Reference",2046,"Vans",14,2032,50773
"Momentum-Reference",2046,"Vans",15,2031,40911
"Momentum-Reference",2046,"Vans",16,2030,28615
"Momentum-Reference",2046,"Vans",17,2029,17113
"Momentum-Reference",2046,"Vans",18,2028,7874
"Momentum-Reference",2046,"Vans",19,2027,3617
"Momentum-Reference",2046,"Vans",20,2026,1201
"Momentum-Reference",2046,"Vans",21,2025,364
"Momentum-Reference",2046,"Vans",22,2024,104
"Momentum-Reference",2047,"Vans",0,2047,548
"Momentum-Reference",2047,"Vans",1,2046,847
"Momentum-Reference",2047,"Vans",2,2045,1311
"Momentum-Reference",2047,"Vans",3,2044,2012
"Momentum-Reference",2047,"Vans",4,2043,3090
"Momentum-Reference",2047,"Vans",5,2042,4706
"Momentum-Reference",2047,"Vans",6,2041,7115
"Momentum-Reference",2047,"Vans",7,2040,10643
"Momentum-Reference",2047,"Vans",8,2039,15586
"Momentum-Reference",2047,"Vans",9,2038,22381
"Momentum-Reference",2047,"Vans",10,2037,31034
"Momentum-Reference",2047,"Vans",11,2036,41094
"Momentum-Reference",2047,"Vans",12,2035,50500
"Momentum-Reference",2047,"Vans",13,2034,55561
"Momentum-Reference",2047,"Vans",14,2033,54912
"Momentum-Reference",2047,"Vans",15,2032,45389
"Momentum-Reference",2047,"Vans",16,2031,31758
"Momentum-Reference",2047,"Vans",17,2030,19337
"Momentum-Reference",2047,"Vans",18,2029,10194
"Momentum-Reference",2047,"Vans",19,2028,4210
"Momentum-Reference",2047,"Vans",20,2027,1775
"Momentum-Reference",2047,"Vans",21,2026,553
"Momentum-Reference",2047,"Vans",22,2025,161
"Momentum-Reference",2047,"Vans",23,2024,45
"Momentum-Reference",2048,"Vans",0,2048,556
"Momentum-Reference",2048,"Vans",1,2047,860
"Momentum-Reference",2048,"Vans",2,2046,1328
"Momentum-Reference",2048,"Vans",3,2045,2050
"Momentum-Reference",2048,"Vans",4,2044,3134
"Momentum-Reference",2048,"Vans",5,2043,4788
"Momentum-Reference",2048,"Vans",6,2042,7241
"Momentum-Reference",2048,"Vans",7,2041,10835
"Momentum-Reference",2048,"Vans",8,2040,15967
"Momentum-Reference",2048,"Vans",9,2039,22868
"Momentum-Reference",2048,"Vans",10,2038,31773
"Momentum-Reference",2048,"Vans",11,2037,42005
"Momentum-Reference",2048,"Vans",12,2036,51539
"Momentum-Reference",2048,"Vans",13,2035,57767
"Momentum-Reference",2048,"Vans",14,2034,56681
"Momentum-Reference",2048,"Vans",15,2033,49077
"Momentum-Reference",2048,"Vans",16,2032,35228
"Momentum-Reference",2048,"Vans",17,2031,21458
"Momentum-Reference",2048,"Vans",18,2030,11512
"Momentum-Reference",2048,"Vans",19,2029,5454
"Momentum-Reference",2048,"Vans",20,2028,2069
"Momentum-Reference",2048,"Vans",21,2027,818
"Momentum-Reference",2048,"Vans",22,2026,244
"Momentum-Reference",2048,"Vans",23,2025,69
"Momentum-Reference",2048,"Vans",24,2024,19
"Momentum-Reference",2049,"Vans",0,2049,563
"Momentum-Reference",2049,"Vans",1,2048,873
"Momentum-Reference",2049,"Vans",2,2047,1347
"Momentum-Reference",2049,"Vans",3,2046,2076
"Momentum-Reference",2049,"Vans",4,2045,3193
"Momentum-Reference",2049,"Vans",5,2044,4856
"Momentum-Reference",2049,"Vans",6,2043,7366
"Momentum-Reference",2049,"Vans",7,2042,11025
"Momentum-Reference",2049,"Vans",8,2041,16248
"Momentum-Reference",2049,"Vans",9,2040,23412
"Momentum-Reference",2049,"Vans",10,2039,32445
"Momentum-Reference",2049,"Vans",11,2038,42980
"Momentum-Reference",2049,"Vans",12,2037,52643
"Momentum-Reference",2049,"Vans",13,2036,58921
"Momentum-Reference",2049,"Vans",14,2035,58901
"Momentum-Reference",2049,"Vans",15,2034,50641
"Momentum-Reference",2049,"Vans",16,2033,38085
"Momentum-Reference",2049,"Vans",17,2032,23801
"Momentum-Reference",2049,"Vans",18,2031,12776
"Momentum-Reference",2049,"Vans",19,2030,6161
"Momentum-Reference",2049,"Vans",20,2029,2682
"Momentum-Reference",2049,"Vans",21,2028,953
