"Scenario","Year","age","modelYear","LIB"
"Ambitious",2022,0,2022,629
"Ambitious",2022,1,2021,436
"Ambitious",2022,2,2020,370
"Ambitious",2022,3,2019,519
"Ambitious",2022,4,2018,752
"Ambitious",2022,5,2017,580
"Ambitious",2022,6,2016,2595
"Ambitious",2023,0,2023,709
"Ambitious",2023,1,2022,989
"Ambitious",2023,2,2021,684
"Ambitious",2023,3,2020,579
"Ambitious",2023,4,2019,812
"Ambitious",2023,5,2018,1170
"Ambitious",2023,6,2017,896
"Ambitious",2023,7,2016,1957
"Ambitious",2024,0,2024,1296
"Ambitious",2024,1,2023,1114
"Ambitious",2024,2,2022,1552
"Ambitious",2024,3,2021,1072
"Ambitious",2024,4,2020,905
"Ambitious",2024,5,2019,1263
"Ambitious",2024,6,2018,1810
"Ambitious",2024,7,2017,1372
"Ambitious",2024,8,2016,2620
"Ambitious",2025,0,2025,2196
"Ambitious",2025,1,2024,2037
"Ambitious",2025,2,2023,1749
"Ambitious",2025,3,2022,2431
"Ambitious",2025,4,2021,1675
"Ambitious",2025,5,2020,1409
"Ambitious",2025,6,2019,1953
"Ambitious",2025,7,2018,2770
"Ambitious",2025,8,2017,1587
"Ambitious",2025,9,2016,3706
"Ambitious",2026,0,2026,2710
"Ambitious",2026,1,2025,3450
"Ambitious",2026,2,2024,3197
"Ambitious",2026,3,2023,2741
"Ambitious",2026,4,2022,3800
"Ambitious",2026,5,2021,2607
"Ambitious",2026,6,2020,2178
"Ambitious",2026,7,2019,2990
"Ambitious",2026,8,2018,3548
"Ambitious",2026,9,2017,2288
"Ambitious",2026,10,2016,4921
"Ambitious",2027,0,2027,3249
"Ambitious",2027,1,2026,4259
"Ambitious",2027,2,2025,5416
"Ambitious",2027,3,2024,5010
"Ambitious",2027,4,2023,4284
"Ambitious",2027,5,2022,5914
"Ambitious",2027,6,2021,4031
"Ambitious",2027,7,2020,3334
"Ambitious",2027,8,2019,3679
"Ambitious",2027,9,2018,5163
"Ambitious",2027,10,2017,3138
"Ambitious",2027,11,2016,9556
"Ambitious",2028,0,2028,4006
"Ambitious",2028,1,2027,5105
"Ambitious",2028,2,2026,6685
"Ambitious",2028,3,2025,8487
"Ambitious",2028,4,2024,7830
"Ambitious",2028,5,2023,6667
"Ambitious",2028,6,2022,9145
"Ambitious",2028,7,2021,6171
"Ambitious",2028,8,2020,3781
"Ambitious",2028,9,2019,5346
"Ambitious",2028,10,2018,7198
"Ambitious",2028,11,2017,3979
"Ambitious",2028,12,2016,11484
"Ambitious",2029,0,2029,4903
"Ambitious",2029,1,2028,6295
"Ambitious",2029,2,2027,8013
"Ambitious",2029,3,2026,10476
"Ambitious",2029,4,2025,13264
"Ambitious",2029,5,2024,12187
"Ambitious",2029,6,2023,10309
"Ambitious",2029,7,2022,13999
"Ambitious",2029,8,2021,7481
"Ambitious",2029,9,2020,5497
"Ambitious",2029,10,2019,7433
"Ambitious",2029,11,2018,9403
"Ambitious",2029,12,2017,4430
"Ambitious",2029,13,2016,12242
"Ambitious",2030,0,2030,5713
"Ambitious",2030,1,2029,7705
"Ambitious",2030,2,2028,9881
"Ambitious",2030,3,2027,12556
"Ambitious",2030,4,2026,16372
"Ambitious",2030,5,2025,20644
"Ambitious",2030,6,2024,18844
"Ambitious",2030,7,2023,15781
"Ambitious",2030,8,2022,18506
"Ambitious",2030,9,2021,10982
"Ambitious",2030,10,2020,7640
"Ambitious",2030,11,2019,6315
"Ambitious",2031,0,2031,6244
"Ambitious",2031,1,2030,8978
"Ambitious",2031,2,2029,12095
"Ambitious",2031,3,2028,15483
"Ambitious",2031,4,2027,19623
"Ambitious",2031,5,2026,25481
"Ambitious",2031,6,2025,31921
"Ambitious",2031,7,2024,28846
"Ambitious",2031,8,2023,21765
"Ambitious",2031,9,2022,27327
"Ambitious",2031,10,2021,15483
"Ambitious",2031,11,2020,1802
"Ambitious",2032,0,2032,6816
"Ambitious",2032,1,2031,9811
"Ambitious",2032,2,2030,14092
"Ambitious",2032,3,2029,18952
"Ambitious",2032,4,2028,24198
"Ambitious",2032,5,2027,30541
"Ambitious",2032,6,2026,39401
"Ambitious",2032,7,2025,48865
"Ambitious",2032,8,2024,40999
"Ambitious",2032,9,2023,31907
"Ambitious",2032,10,2022,33984
"Ambitious",2033,0,2033,7536
"Ambitious",2033,1,2032,10711
"Ambitious",2033,2,2031,15400
"Ambitious",2033,3,2030,22083
"Ambitious",2033,4,2029,29620
"Ambitious",2033,5,2028,37660
"Ambitious",2033,6,2027,47225
"Ambitious",2033,7,2026,60315
"Ambitious",2033,8,2025,70430
"Ambitious",2033,9,2024,60197
"Ambitious",2033,10,2023,45033
"Ambitious",2033,11,2022,20932
"Ambitious",2034,0,2034,8253
"Ambitious",2034,1,2033,11843
"Ambitious",2034,2,2032,16813
"Ambitious",2034,3,2031,24132
"Ambitious",2034,4,2030,34512
"Ambitious",2034,5,2029,46099
"Ambitious",2034,6,2028,58234
"Ambitious",2034,7,2027,72292
"Ambitious",2034,8,2026,86187
"Ambitious",2034,9,2025,103504
"Ambitious",2034,10,2024,85194
"Ambitious",2034,11,2023,55027
"Ambitious",2035,0,2035,9461
"Ambitious",2035,1,2034,12969
"Ambitious",2035,2,2033,18589
"Ambitious",2035,3,2032,26346
"Ambitious",2035,4,2031,37715
"Ambitious",2035,5,2030,53712
"Ambitious",2035,6,2029,71282
"Ambitious",2035,7,2028,89145
"Ambitious",2035,8,2027,101722
"Ambitious",2035,9,2026,126716
"Ambitious",2035,10,2025,146713
"Ambitious",2035,11,2024,114258
"Ambitious",2035,12,2023,17383
"Ambitious",2036,0,2036,9542
"Ambitious",2036,1,2035,14867
"Ambitious",2036,2,2034,20357
"Ambitious",2036,3,2033,29130
"Ambitious",2036,4,2032,41175
"Ambitious",2036,5,2031,58698
"Ambitious",2036,6,2030,83054
"Ambitious",2036,7,2029,109119
"Ambitious",2036,8,2028,123381
"Ambitious",2036,9,2027,149633
"Ambitious",2036,10,2026,179722
"Ambitious",2036,11,2025,197294
"Ambitious",2036,12,2024,60413
"Ambitious",2037,0,2037,9610
"Ambitious",2037,1,2036,14994
"Ambitious",2037,2,2035,23336
"Ambitious",2037,3,2034,31900
"Ambitious",2037,4,2033,45525
"Ambitious",2037,5,2032,64082
"Ambitious",2037,6,2031,90764
"Ambitious",2037,7,2030,127140
"Ambitious",2037,8,2029,148627
"Ambitious",2037,9,2028,181763
"Ambitious",2037,10,2027,212362
"Ambitious",2037,11,2026,241870
"Ambitious",2037,12,2025,207891
"Ambitious",2038,0,2038,9693
"Ambitious",2038,1,2037,15102
"Ambitious",2038,2,2036,23536
"Ambitious",2038,3,2035,36568
"Ambitious",2038,4,2034,49855
"Ambitious",2038,5,2033,70853
"Ambitious",2038,6,2032,99089
"Ambitious",2038,7,2031,138943
"Ambitious",2038,8,2030,167919
"Ambitious",2038,9,2029,219367
"Ambitious",2038,10,2028,258452
"Ambitious",2038,11,2027,286004
"Ambitious",2038,12,2026,302275
"Ambitious",2038,13,2025,36606
"Ambitious",2039,0,2039,9765
"Ambitious",2039,1,2038,15232
"Ambitious",2039,2,2037,23705
"Ambitious",2039,3,2036,36881
"Ambitious",2039,4,2035,57150
"Ambitious",2039,5,2034,77591
"Ambitious",2039,6,2033,109559
"Ambitious",2039,7,2032,151688
"Ambitious",2039,8,2031,177684
"Ambitious",2039,9,2030,248752
"Ambitious",2039,10,2029,312644
"Ambitious",2039,11,2028,348882
"Ambitious",2039,12,2027,357683
"Ambitious",2039,13,2026,52280
"Ambitious",2040,0,2040,9852
"Ambitious",2040,1,2039,15344
"Ambitious",2040,2,2038,23909
"Ambitious",2040,3,2037,37146
"Ambitious",2040,4,2036,57639
"Ambitious",2040,5,2035,88945
"Ambitious",2040,6,2034,119978
"Ambitious",2040,7,2033,167715
"Ambitious",2040,8,2032,190946
"Ambitious",2040,9,2031,264288
"Ambitious",2040,10,2030,356028
"Ambitious",2040,11,2029,423163
"Ambitious",2040,12,2028,437522
"Ambitious",2040,13,2027,66923
"Ambitious",2041,0,2041,9886
"Ambitious",2041,1,2040,15481
"Ambitious",2041,2,2039,24085
"Ambitious",2041,3,2038,37466
"Ambitious",2041,4,2037,58054
"Ambitious",2041,5,2036,89706
"Ambitious",2041,6,2035,137534
"Ambitious",2041,7,2034,183665
"Ambitious",2041,8,2033,208321
"Ambitious",2041,9,2032,284503
"Ambitious",2041,10,2031,379920
"Ambitious",2041,11,2030,484013
"Ambitious",2041,12,2029,532250
"Ambitious",2041,13,2028,102858
"Ambitious",2042,0,2042,9924
"Ambitious",2042,1,2041,15535
"Ambitious",2042,2,2040,24300
"Ambitious",2042,3,2039,37742
"Ambitious",2042,4,2038,58554
"Ambitious",2042,5,2037,90352
"Ambitious",2042,6,2036,138711
"Ambitious",2042,7,2035,210540
"Ambitious",2042,8,2034,224501
"Ambitious",2042,9,2033,310929
"Ambitious",2042,10,2032,409762
"Ambitious",2042,11,2031,518669
"Ambitious",2042,12,2030,611326
"Ambitious",2042,13,2029,142841
"Ambitious",2043,0,2043,9952
"Ambitious",2043,1,2042,15595
"Ambitious",2043,2,2041,24385
"Ambitious",2043,3,2040,38078
"Ambitious",2043,4,2039,58985
"Ambitious",2043,5,2038,91131
"Ambitious",2043,6,2037,139709
"Ambitious",2043,7,2036,212342
"Ambitious",2043,8,2035,258027
"Ambitious",2043,9,2034,335935
"Ambitious",2043,10,2033,448697
"Ambitious",2043,11,2032,560485
"Ambitious",2043,12,2031,657440
"Ambitious",2043,13,2030,154222
"Ambitious",2044,0,2044,9985
"Ambitious",2044,1,2043,15639
"Ambitious",2044,2,2042,24479
"Ambitious",2044,3,2041,38211
"Ambitious",2044,4,2040,59511
"Ambitious",2044,5,2039,91801
"Ambitious",2044,6,2038,140914
"Ambitious",2044,7,2037,213869
"Ambitious",2044,8,2036,256150
"Ambitious",2044,9,2035,386387
"Ambitious",2044,10,2034,486102
"Ambitious",2044,11,2033,614972
"Ambitious",2044,12,2032,711697
"Ambitious",2044,13,2031,117232
"Ambitious",2045,0,2045,10068
"Ambitious",2045,1,2044,15690
"Ambitious",2045,2,2043,24548
"Ambitious",2045,3,2042,38359
"Ambitious",2045,4,2041,59718
"Ambitious",2045,5,2040,92620
"Ambitious",2045,6,2039,141951
