"period","State","ev_share"
2015,"Hawaii",0.0149839457723867
2016,"Hawaii",0.0149839457723867
2017,"Hawaii",0.0119521912350598
2018,"Hawaii",0.0061381074168798
2019,"Hawaii",0.0104117368670137
2020,"Hawaii",0.00807479813004675
2021,"Hawaii",0.00803673938002296
2022,"Hawaii",0.00566858993825286
2015,"Idaho",0.00142704245451302
2016,"Idaho",0.00142704245451302
2017,"Idaho",0.00298804780876494
2018,"Idaho",0.0020460358056266
2019,"Idaho",0.00236630383341221
2020,"Idaho",0.00297492562685933
2021,"Idaho",0.00275545350172216
2022,"Idaho",0.00242939568782265
2015,"Illinois",0.0206921155904388
2016,"Illinois",0.0206921155904388
2017,"Illinois",0.0249003984063745
2018,"Illinois",0.0271099744245524
2019,"Illinois",0.0269758637008992
2020,"Illinois",0.0284742881427964
2021,"Illinois",0.0241102181400689
2022,"Illinois",0.030772345379087
2015,"Indiana",0.00463788797716732
2016,"Indiana",0.00463788797716732
2017,"Indiana",0.00597609561752988
2018,"Indiana",0.00767263427109974
2019,"Indiana",0.00804543303360152
2020,"Indiana",0.00807479813004675
2021,"Indiana",0.00780711825487945
2022,"Indiana",0.00738941188379391
2015,"Iowa",0.00142704245451302
2016,"Iowa",0.00142704245451302
2017,"Iowa",0.00199203187250996
2018,"Iowa",0.00255754475703325
2019,"Iowa",0.00236630383341221
2020,"Iowa",0.00297492562685933
2021,"Iowa",0.00321469575200919
2022,"Iowa",0.0025306205081486
2015,"Kansas",0.00214056368176953
2016,"Kansas",0.00214056368176953
2017,"Kansas",0.00398406374501992
2018,"Kansas",0.00358056265984655
2019,"Kansas",0.00283956460009465
2020,"Kansas",0.00339991500212495
2021,"Kansas",0.00321469575200919
2022,"Kansas",0.00313796943010426
2015,"Kentucky",0.00178380306814128
2016,"Kentucky",0.00178380306814128
2017,"Kentucky",0.00199203187250996
2018,"Kentucky",0.00255754475703325
2019,"Kentucky",0.00331282536677709
2020,"Kentucky",0.00297492562685933
2021,"Kentucky",0.00367393800229621
2022,"Kentucky",0.00344164389108209
2015,"Louisiana",0.00142704245451302
2016,"Louisiana",0.00142704245451302
2017,"Louisiana",0.00199203187250996
2018,"Louisiana",0.00153452685421995
2019,"Louisiana",0.00236630383341221
2020,"Louisiana",0.00254993625159371
2021,"Louisiana",0.00275545350172216
2022,"Louisiana",0.00273307014880049
2015,"Maine",0.00107028184088477
2016,"Maine",0.00107028184088477
2017,"Maine",0.00199203187250996
2018,"Maine",0.00153452685421995
2019,"Maine",0.00236630383341221
2020,"Maine",0.00254993625159371
2021,"Maine",0.00252583237657865
2022,"Maine",0.00202449640651888
2015,"Maryland",0.0114163396361042
2016,"Maryland",0.0114163396361042
2017,"Maryland",0.0119521912350598
2018,"Maryland",0.020460358056266
2019,"Maryland",0.0227165168007572
2020,"Maryland",0.0203994900127497
2021,"Maryland",0.017451205510907
2022,"Maryland",0.0207510881668185
2015,"Massachusetts",0.0128433820906172
2016,"Massachusetts",0.0128433820906172
2017,"Massachusetts",0.0199203187250996
2018,"Massachusetts",0.0240409207161125
2019,"Massachusetts",0.0179839091339328
2020,"Massachusetts",0.0293242668933277
2021,"Massachusetts",0.0218140068886338
2022,"Massachusetts",0.0191314910416034
2015,"Michigan",0.00570816981805209
2016,"Michigan",0.00570816981805209
2017,"Michigan",0.00896414342629482
2018,"Michigan",0.00869565217391304
2019,"Michigan",0.0113582584003786
2020,"Michigan",0.0169995750106247
2021,"Michigan",0.0158438576349024
2022,"Michigan",0.0157910719708473
2015,"Minnesota",0.00570816981805209
2016,"Minnesota",0.00570816981805209
2017,"Minnesota",0.00697211155378486
2018,"Minnesota",0.0132992327365729
2019,"Minnesota",0.0132513014671084
2020,"Minnesota",0.0114747131321717
2021,"Minnesota",0.0105625717566016
2022,"Minnesota",0.00941390829031278
2015,"Mississippi",0.000356760613628255
2016,"Mississippi",0.000356760613628255
2017,"Mississippi",0.00099601593625498
2018,"Mississippi",0.00051150895140665
2019,"Mississippi",0.000946521533364884
2020,"Mississippi",0.00127496812579686
2021,"Mississippi",0.00114810562571757
2022,"Mississippi",0.00111347302358538
2015,"Missouri",0.00499464859079558
2016,"Missouri",0.00499464859079558
2017,"Missouri",0.00697211155378486
2018,"Missouri",0.00716112531969309
2019,"Missouri",0.00662565073355419
2020,"Missouri",0.00764980875478113
2021,"Missouri",0.00757749712973594
2022,"Missouri",0.00799676080574957
2015,"Montana",0.000713521227256511
2016,"Montana",0.000713521227256511
2017,"Montana",0.00099601593625498
2018,"Montana",0.0010230179028133
2019,"Montana",0.000946521533364884
2020,"Montana",0.000849978750531237
2021,"Montana",0.00160734787600459
2022,"Montana",0.00172082194554105
2015,"Nebraska",0.00107028184088477
2016,"Nebraska",0.00107028184088477
2017,"Nebraska",0.00199203187250996
2018,"Nebraska",0.0020460358056266
2019,"Nebraska",0.00189304306672977
2020,"Nebraska",0.00212494687632809
2021,"Nebraska",0.00206659012629162
2022,"Nebraska",0.00192327158619293
2015,"Nevada",0.00713521227256511
2016,"Nevada",0.00713521227256511
2017,"Nevada",0.0109561752988048
2018,"Nevada",0.010230179028133
2019,"Nevada",0.0132513014671084
2020,"Nevada",0.0131746706332342
2021,"Nevada",0.0146957520091848
2022,"Nevada",0.0156898471505213
2015,"New Hampshire",0.00142704245451302
2016,"New Hampshire",0.00142704245451302
2017,"New Hampshire",0.00199203187250996
2018,"New Hampshire",0.0030690537084399
2019,"New Hampshire",0.00331282536677709
2020,"New Hampshire",0.00339991500212495
2021,"New Hampshire",0.00298507462686567
2022,"New Hampshire",0.00303674460977832
2015,"New Jersey",0.0149839457723867
2016,"New Jersey",0.0149839457723867
2017,"New Jersey",0.0268924302788845
2018,"New Jersey",0.0332480818414322
2019,"New Jersey",0.0321817321344061
2020,"New Jersey",0.0433489162770931
2021,"New Jersey",0.0399540757749713
2022,"New Jersey",0.03968012956777
2015,"New Mexico",0.00178380306814128
2016,"New Mexico",0.00178380306814128
2017,"New Mexico",0.00199203187250996
2018,"New Mexico",0.0030690537084399
2019,"New Mexico",0.00283956460009465
2020,"New Mexico",0.00297492562685933
2021,"New Mexico",0.00367393800229621
2022,"New Mexico",0.00293551978945237
2015,"New York",0.0217623974313236
2016,"New York",0.0217623974313236
2017,"New York",0.0328685258964143
2018,"New York",0.0312020460358056
2019,"New York",0.0354945575011832
2020,"New York",0.0407989800254994
2021,"New York",0.044316877152698
2022,"New York",0.0332017410669096
2015,"North Carolina",0.0103460577952194
2016,"North Carolina",0.0103460577952194
2017,"North Carolina",0.0149402390438247
2018,"North Carolina",0.0148337595907928
2019,"North Carolina",0.020350212967345
2020,"North Carolina",0.0195495112622184
2021,"North Carolina",0.0206659012629162
2022,"North Carolina",0.0206498633464926
2015,"North Dakota",0
2016,"North Dakota",0
2017,"North Dakota",0.00099601593625498
2018,"North Dakota",0
2019,"North Dakota",0.000473260766682442
2020,"North Dakota",0
2021,"North Dakota",0.000459242250287026
2022,"North Dakota",0.000202449640651888
2015,"Ohio",0.00927577595433464
2016,"Ohio",0.00927577595433464
2017,"Ohio",0.0109561752988048
2018,"Ohio",0.0138107416879795
2019,"Ohio",0.0179839091339328
2020,"Ohio",0.0182745431364216
2021,"Ohio",0.0153846153846154
2022,"Ohio",0.0130580018220468
2015,"Oklahoma",0.00214056368176953
2016,"Oklahoma",0.00214056368176953
2017,"Oklahoma",0.00597609561752988
2018,"Oklahoma",0.0127877237851662
2019,"Oklahoma",0
2020,"Oklahoma",0
2021,"Oklahoma",0.00849598163030999
2022,"Oklahoma",0.00931268346998684
2015,"Oregon",0.0274705672493757
2016,"Oregon",0.0274705672493757
2017,"Oregon",0.0229083665338645
2018,"Oregon",0.0194373401534527
2019,"Oregon",0.0236630383341221
2020,"Oregon",0.0169995750106247
2021,"Oregon",0.0172215843857635
2022,"Oregon",0.0169045449944326
2015,"Pennsylvania",0.0114163396361042
2016,"Pennsylvania",0.0114163396361042
2017,"Pennsylvania",0.0119521912350598
2018,"Pennsylvania",0.0184143222506394
2019,"Pennsylvania",0.0189304306672977
2020,"Pennsylvania",0.023374415639609
2021,"Pennsylvania",0.0213547646383467
2022,"Pennsylvania",0.0208523129871444
2015,"Rhode Island",0.00107028184088477
2016,"Rhode Island",0.00107028184088477
2017,"Rhode Island",0.00099601593625498
2018,"Rhode Island",0.00153452685421995
2019,"Rhode Island",0.00189304306672977
2020,"Rhode Island",0.00212494687632809
2021,"Rhode Island",0.00206659012629162
2022,"Rhode Island",0.00182204676586699
2015,"South Carolina",0.00285408490902604
2016,"South Carolina",0.00285408490902604
2017,"South Carolina",0.00398406374501992
2018,"South Carolina",0.0040920716112532
2019,"South Carolina",0.00473260766682442
2020,"South Carolina",0.00594985125371866
2021,"South Carolina",0.0068886337543054
2022,"South Carolina",0.00617471403988258
2015,"South Dakota",0.000356760613628255
2016,"South Dakota",0.000356760613628255
2017,"South Dakota",0
2018,"South Dakota",0.00051150895140665
2019,"South Dakota",0.000473260766682442
2020,"South Dakota",0.000424989375265618
2021,"South Dakota",0.00068886337543054
2022,"South Dakota",0.00050612410162972
2015,"Tennessee",0.00927577595433464
2016,"Tennessee",0.00927577595433464
2017,"Tennessee",0.00298804780876494
2018,"Tennessee",0.0051150895140665
2019,"Tennessee",0.00851869380028396
2020,"Tennessee",0.00892477688057799
2021,"Tennessee",0.0101033295063146
2022,"Tennessee",0.0099200323919425
2015,"Texas",0.0424545130217624
2016,"Texas",0.0424545130217624
2017,"Texas",0.0418326693227092
2018,"Texas",0.0429667519181586
2019,"Texas",0.0657832465688594
2020,"Texas",0.0586485337866553
2021,"Texas",0.0659012629161883
2022,"Texas",0.0689341026419678
2015,"Utah",0.00891901534070639
2016,"Utah",0.00891901534070639
2017,"Utah",0.0109561752988048
2018,"Utah",0.010230179028133
2019,"Utah",0.0113582584003786
2020,"Utah",0.0135996600084998
2021,"Utah",0.0121699196326062
2022,"Utah",0.0116408543374836
2015,"Vermont",0.00107028184088477
2016,"Vermont",0.00107028184088477
2017,"Vermont",0.00398406374501992
2018,"Vermont",0.0020460358056266
2019,"Vermont",0.00283956460009465
2020,"Vermont",0.00212494687632809
2021,"Vermont",0.00275545350172216
2022,"Vermont",0.00192327158619293
2015,"Virginia",0.0110595790224759
2016,"Virginia",0.0110595790224759
2017,"Virginia",0.0199203187250996
2018,"Virginia",0.0245524296675192
2019,"Virginia",0.0241362991008045
2020,"Virginia",0.023374415639609
2021,"Virginia",0.0234213547646383
2022,"Virginia",0.0262172284644195
2015,"Washington",0.0531573314306101
2016,"Washington",0.0531573314306101
2017,"Washington",0.0607569721115538
2018,"Washington",0.0470588235294118
2019,"Washington",0.0482725982016091
2020,"Washington",0.0429239269018275
2021,"Washington",0.0374282433983927
2022,"Washington",0.0377568579815771
2015,"West Virginia",0.000356760613628255
2016,"West Virginia",0.000356760613628255
2017,"West Virginia",0
2018,"West Virginia",0.00051150895140665
2019,"West Virginia",0.000946521533364884
2020,"West Virginia",0.000849978750531237
2021,"West Virginia",0.000918484500574053
2022,"West Virginia",0.000911023382933495
2015,"Wisconsin",0.00927577595433464
2016,"Wisconsin",0.00927577595433464
2017,"Wisconsin",0.00199203187250996
2018,"Wisconsin",0.00460358056265985
2019,"Wisconsin",0.00473260766682442
2020,"Wisconsin",0.00679983000424989
2021,"Wisconsin",0.0068886337543054
2022,"Wisconsin",0.00647838850086041
2015,"Wyoming",0.000356760613628255
2016,"Wyoming",0.000356760613628255
2017,"Wyoming",0
2018,"Wyoming",0.00051150895140665
2019,"Wyoming",0
2020,"Wyoming",0.000424989375265618
2021,"Wyoming",0.000459242250287026
2022,"Wyoming",0.000303674460977832
2023,"Alabama",0.00386135057471264
2024,"Alabama",0.00481065745701576
2025,"Alabama",0.00575996433931889
2026,"Alabama",0.00670927122162201
2027,"Alabama",0.00765857810392513
2028,"Alabama",0.00860788498622825
2029,"Alabama",0.00955719186853137
2030,"Alabama",0.0105064987508345
2031,"Alabama",0.0114558056331376
2032,"Alabama",0.0124051125154407
2033,"Alabama",0.0133544193977439
2034,"Alabama",0.014303726280047
2035,"Alabama",0.0152530331623501
2036,"Alabama",0.0152530331623501
2037,"Alabama",0.0152530331623501
2038,"Alabama",0.0152530331623501
2039,"Alabama",0.0152530331623501
2040,"Alabama",0.0152530331623501
2041,"Alabama",0.0152530331623501
2042,"Alabama",0.0152530331623501
2043,"Alabama",0.0152530331623501
2044,"Alabama",0.0152530331623501
2045,"Alabama",0.0152530331623501
2046,"Alabama",0.0152530331623501
2047,"Alabama",0.0152530331623501
2048,"Alabama",0.0152530331623501
2049,"Alabama",0.0152530331623501
2050,"Alabama",0.0152530331623501
2023,"Alaska",0.000628591954022988
2024,"Alaska",0.000758694954199731
2025,"Alaska",0.000888797954376474
2026,"Alaska",0.00101890095455322
2027,"Alaska",0.00114900395472996
2028,"Alaska",0.0012791069549067
2029,"Alaska",0.00140920995508345
2030,"Alaska",0.00153931295526019
2031,"Alaska",0.00166941595543693
2032,"Alaska",0.00179951895561367
2033,"Alaska",0.00192962195579042
2034,"Alaska",0.00205972495596716
2035,"Alaska",0.0021898279561439
2036,"Alaska",0.0021898279561439
2037,"Alaska",0.0021898279561439
2038,"Alaska",0.0021898279561439
2039,"Alaska",0.0021898279561439
2040,"Alaska",0.0021898279561439
2041,"Alaska",0.0021898279561439
2042,"Alaska",0.0021898279561439
2043,"Alaska",0.0021898279561439
2044,"Alaska",0.0021898279561439
2045,"Alaska",0.0021898279561439
2046,"Alaska",0.0021898279561439
2047,"Alaska",0.0021898279561439
2048,"Alaska",0.0021898279561439
2049,"Alaska",0.0021898279561439
2050,"Alaska",0.0021898279561439
2023,"Arizona",0.021551724137931
2024,"Arizona",0.0216048099060025
2025,"Arizona",0.021657895674074
2026,"Arizona",0.0217109814421455
2027,"Arizona",0.021764067210217
2028,"Arizona",0.0218171529782884
2029,"Arizona",0.0218702387463599
2030,"Arizona",0.0219233245144314
2031,"Arizona",0.0219764102825029
2032,"Arizona",0.0220294960505744
2033,"Arizona",0.0220825818186459
2034,"Arizona",0.0221356675867173
2035,"Arizona",0.0221887533547888
2036,"Arizona",0.0221887533547888
2037,"Arizona",0.0221887533547888
2038,"Arizona",0.0221887533547888
2039,"Arizona",0.0221887533547888
2040,"Arizona",0.0221887533547888
2041,"Arizona",0.0221887533547888
2042,"Arizona",0.0221887533547888
2043,"Arizona",0.0221887533547888
2044,"Arizona",0.0221887533547888
2045,"Arizona",0.0221887533547888
2046,"Arizona",0.0221887533547888
2047,"Arizona",0.0221887533547888
2048,"Arizona",0.0221887533547888
2049,"Arizona",0.0221887533547888
2050,"Arizona",0.0221887533547888
2023,"Arkansas",0.00179597701149425
2024,"Arkansas",0.0024096235887272
2025,"Arkansas",0.00302327016596015
2026,"Arkansas",0.0036369167431931
2027,"Arkansas",0.00425056332042605
2028,"Arkansas",0.004864209897659
2029,"Arkansas",0.00547785647489194
2030,"Arkansas",0.00609150305212489
2031,"Arkansas",0.00670514962935784
2032,"Arkansas",0.00731879620659079
2033,"Arkansas",0.00793244278382374
2034,"Arkansas",0.00854608936105669
2035,"Arkansas",0.00915973593828964
2036,"Arkansas",0.00915973593828964
2037,"Arkansas",0.00915973593828964
2038,"Arkansas",0.00915973593828964
2039,"Arkansas",0.00915973593828964
2040,"Arkansas",0.00915973593828964
2041,"Arkansas",0.00915973593828964
2042,"Arkansas",0.00915973593828964
2043,"Arkansas",0.00915973593828964
2044,"Arkansas",0.00915973593828964
2045,"Arkansas",0.00915973593828964
2046,"Arkansas",0.00915973593828964
2047,"Arkansas",0.00915973593828964
2048,"Arkansas",0.00915973593828964
2049,"Arkansas",0.00915973593828964
2050,"Arkansas",0.00915973593828964
2023,"California",0.316989942528736
2024,"California",0.300269411103862
2025,"California",0.283548879678989
2026,"California",0.266828348254116
2027,"California",0.250107816829243
2028,"California",0.233387285404369
2029,"California",0.216666753979496
2030,"California",0.199946222554623
2031,"California",0.18322569112975
2032,"California",0.166505159704876
2033,"California",0.149784628280003
2034,"California",0.13306409685513
2035,"California",0.116343565430257
2036,"California",0.116343565430257
2037,"California",0.116343565430257
2038,"California",0.116343565430257
2039,"California",0.116343565430257
2040,"California",0.116343565430257
2041,"California",0.116343565430257
