"period","State","ev_share"
2043,"Nevada",0.00953727662664869
2044,"Nevada",0.00953727662664869
2045,"Nevada",0.00953727662664869
2046,"Nevada",0.00953727662664869
2047,"Nevada",0.00953727662664869
2048,"Nevada",0.00953727662664869
2049,"Nevada",0.00953727662664869
2050,"Nevada",0.00953727662664869
2023,"New Hampshire",0.00260416666666667
2024,"New Hampshire",0.00273601105514204
2025,"New Hampshire",0.00286785544361742
2026,"New Hampshire",0.00299969983209279
2027,"New Hampshire",0.00313154422056817
2028,"New Hampshire",0.00326338860904354
2029,"New Hampshire",0.00339523299751892
2030,"New Hampshire",0.00352707738599429
2031,"New Hampshire",0.00365892177446967
2032,"New Hampshire",0.00379076616294504
2033,"New Hampshire",0.00392261055142042
2034,"New Hampshire",0.00405445493989579
2035,"New Hampshire",0.00418629932837117
2036,"New Hampshire",0.00418629932837117
2037,"New Hampshire",0.00418629932837117
2038,"New Hampshire",0.00418629932837117
2039,"New Hampshire",0.00418629932837117
2040,"New Hampshire",0.00418629932837117
2041,"New Hampshire",0.00418629932837117
2042,"New Hampshire",0.00418629932837117
2043,"New Hampshire",0.00418629932837117
2044,"New Hampshire",0.00418629932837117
2045,"New Hampshire",0.00418629932837117
2046,"New Hampshire",0.00418629932837117
2047,"New Hampshire",0.00418629932837117
2048,"New Hampshire",0.00418629932837117
2049,"New Hampshire",0.00418629932837117
2050,"New Hampshire",0.00418629932837117
2023,"New Jersey",0.0429238505747126
2024,"New Jersey",0.0416586047903506
2025,"New Jersey",0.0403933590059886
2026,"New Jersey",0.0391281132216266
2027,"New Jersey",0.0378628674372646
2028,"New Jersey",0.0365976216529026
2029,"New Jersey",0.0353323758685405
2030,"New Jersey",0.0340671300841785
2031,"New Jersey",0.0328018842998165
2032,"New Jersey",0.0315366385154545
2033,"New Jersey",0.0302713927310925
2034,"New Jersey",0.0290061469467304
2035,"New Jersey",0.0277409011623684
2036,"New Jersey",0.0277409011623684
2037,"New Jersey",0.0277409011623684
2038,"New Jersey",0.0277409011623684
2039,"New Jersey",0.0277409011623684
2040,"New Jersey",0.0277409011623684
2041,"New Jersey",0.0277409011623684
2042,"New Jersey",0.0277409011623684
2043,"New Jersey",0.0277409011623684
2044,"New Jersey",0.0277409011623684
2045,"New Jersey",0.0277409011623684
2046,"New Jersey",0.0277409011623684
2047,"New Jersey",0.0277409011623684
2048,"New Jersey",0.0277409011623684
2049,"New Jersey",0.0277409011623684
2050,"New Jersey",0.0277409011623684
2023,"New Mexico",0.0028735632183908
2024,"New Mexico",0.00316019620427139
2025,"New Mexico",0.00344682919015197
2026,"New Mexico",0.00373346217603255
2027,"New Mexico",0.00402009516191314
2028,"New Mexico",0.00430672814779372
2029,"New Mexico",0.0045933611336743
2030,"New Mexico",0.00487999411955488
2031,"New Mexico",0.00516662710543547
2032,"New Mexico",0.00545326009131605
2033,"New Mexico",0.00573989307719663
2034,"New Mexico",0.00602652606307721
2035,"New Mexico",0.0063131590489578
2036,"New Mexico",0.0063131590489578
2037,"New Mexico",0.0063131590489578
2038,"New Mexico",0.0063131590489578
2039,"New Mexico",0.0063131590489578
2040,"New Mexico",0.0063131590489578
2041,"New Mexico",0.0063131590489578
2042,"New Mexico",0.0063131590489578
2043,"New Mexico",0.0063131590489578
2044,"New Mexico",0.0063131590489578
2045,"New Mexico",0.0063131590489578
2046,"New Mexico",0.0063131590489578
2047,"New Mexico",0.0063131590489578
2048,"New Mexico",0.0063131590489578
2049,"New Mexico",0.0063131590489578
2050,"New Mexico",0.0063131590489578
2023,"New York",0.0418462643678161
2024,"New York",0.0432287744835851
2025,"New York",0.0446112845993541
2026,"New York",0.0459937947151232
2027,"New York",0.0473763048308922
2028,"New York",0.0487588149466612
2029,"New York",0.0501413250624302
2030,"New York",0.0515238351781992
2031,"New York",0.0529063452939683
2032,"New York",0.0542888554097373
2033,"New York",0.0556713655255063
2034,"New York",0.0570538756412753
2035,"New York",0.0584363857570443
2036,"New York",0.0584363857570443
2037,"New York",0.0584363857570443
2038,"New York",0.0584363857570443
2039,"New York",0.0584363857570443
2040,"New York",0.0584363857570443
2041,"New York",0.0584363857570443
2042,"New York",0.0584363857570443
2043,"New York",0.0584363857570443
2044,"New York",0.0584363857570443
2045,"New York",0.0584363857570443
2046,"New York",0.0584363857570443
2047,"New York",0.0584363857570443
2048,"New York",0.0584363857570443
2049,"New York",0.0584363857570443
2050,"New York",0.0584363857570443
2023,"North Carolina",0.0220905172413793
2024,"North Carolina",0.0229457215009589
2025,"North Carolina",0.0238009257605385
2026,"North Carolina",0.024656130020118
2027,"North Carolina",0.0255113342796976
2028,"North Carolina",0.0263665385392772
2029,"North Carolina",0.0272217427988568
2030,"North Carolina",0.0280769470584363
2031,"North Carolina",0.0289321513180159
2032,"North Carolina",0.0297873555775955
2033,"North Carolina",0.0306425598371751
2034,"North Carolina",0.0314977640967547
2035,"North Carolina",0.0323529683563342
2036,"North Carolina",0.0323529683563342
2037,"North Carolina",0.0323529683563342
2038,"North Carolina",0.0323529683563342
2039,"North Carolina",0.0323529683563342
2040,"North Carolina",0.0323529683563342
2041,"North Carolina",0.0323529683563342
2042,"North Carolina",0.0323529683563342
2043,"North Carolina",0.0323529683563342
2044,"North Carolina",0.0323529683563342
2045,"North Carolina",0.0323529683563342
2046,"North Carolina",0.0323529683563342
2047,"North Carolina",0.0323529683563342
2048,"North Carolina",0.0323529683563342
2049,"North Carolina",0.0323529683563342
2050,"North Carolina",0.0323529683563342
2023,"North Dakota",0.000359195402298851
2024,"North Dakota",0.000524318472732062
2025,"North Dakota",0.000689441543165273
2026,"North Dakota",0.000854564613598484
2027,"North Dakota",0.00101968768403169
2028,"North Dakota",0.00118481075446491
2029,"North Dakota",0.00134993382489812
2030,"North Dakota",0.00151505689533133
2031,"North Dakota",0.00168017996576454
2032,"North Dakota",0.00184530303619775
2033,"North Dakota",0.00201042610663096
2034,"North Dakota",0.00217554917706417
2035,"North Dakota",0.00234067224749738
2036,"North Dakota",0.00234067224749738
2037,"North Dakota",0.00234067224749738
2038,"North Dakota",0.00234067224749738
2039,"North Dakota",0.00234067224749738
2040,"North Dakota",0.00234067224749738
2041,"North Dakota",0.00234067224749738
2042,"North Dakota",0.00234067224749738
2043,"North Dakota",0.00234067224749738
2044,"North Dakota",0.00234067224749738
2045,"North Dakota",0.00234067224749738
2046,"North Dakota",0.00234067224749738
2047,"North Dakota",0.00234067224749738
2048,"North Dakota",0.00234067224749738
2049,"North Dakota",0.00234067224749738
2050,"North Dakota",0.00234067224749738
2023,"Ohio",0.0146372126436782
2024,"Ohio",0.0163500145542326
2025,"Ohio",0.0180628164647871
2026,"Ohio",0.0197756183753416
2027,"Ohio",0.0214884202858961
2028,"Ohio",0.0232012221964506
2029,"Ohio",0.0249140241070051
2030,"Ohio",0.0266268260175596
2031,"Ohio",0.028339627928114
2032,"Ohio",0.0300524298386685
2033,"Ohio",0.031765231749223
2034,"Ohio",0.0334780336597775
2035,"Ohio",0.035190835570332
2036,"Ohio",0.035190835570332
2037,"Ohio",0.035190835570332
2038,"Ohio",0.035190835570332
2039,"Ohio",0.035190835570332
2040,"Ohio",0.035190835570332
2041,"Ohio",0.035190835570332
2042,"Ohio",0.035190835570332
2043,"Ohio",0.035190835570332
2044,"Ohio",0.035190835570332
2045,"Ohio",0.035190835570332
2046,"Ohio",0.035190835570332
2047,"Ohio",0.035190835570332
2048,"Ohio",0.035190835570332
2049,"Ohio",0.035190835570332
2050,"Ohio",0.035190835570332
2023,"Oklahoma",0.00583692528735632
2024,"Oklahoma",0.00635918502448104
2025,"Oklahoma",0.00688144476160575
2026,"Oklahoma",0.00740370449873046
2027,"Oklahoma",0.00792596423585518
2028,"Oklahoma",0.00844822397297989
2029,"Oklahoma",0.0089704837101046
2030,"Oklahoma",0.00949274344722932
2031,"Oklahoma",0.010015003184354
2032,"Oklahoma",0.0105372629214787
2033,"Oklahoma",0.0110595226586035
2034,"Oklahoma",0.0115817823957282
2035,"Oklahoma",0.0121040421328529
2036,"Oklahoma",0.0121040421328529
2037,"Oklahoma",0.0121040421328529
2038,"Oklahoma",0.0121040421328529
2039,"Oklahoma",0.0121040421328529
2040,"Oklahoma",0.0121040421328529
2041,"Oklahoma",0.0121040421328529
2042,"Oklahoma",0.0121040421328529
2043,"Oklahoma",0.0121040421328529
2044,"Oklahoma",0.0121040421328529
2045,"Oklahoma",0.0121040421328529
2046,"Oklahoma",0.0121040421328529
2047,"Oklahoma",0.0121040421328529
2048,"Oklahoma",0.0121040421328529
2049,"Oklahoma",0.0121040421328529
2050,"Oklahoma",0.0121040421328529
2023,"Oregon",0.015625
2024,"Oregon",0.0153762583919827
2025,"Oregon",0.0151275167839654
2026,"Oregon",0.0148787751759481
2027,"Oregon",0.0146300335679307
2028,"Oregon",0.0143812919599134
2029,"Oregon",0.0141325503518961
2030,"Oregon",0.0138838087438788
2031,"Oregon",0.0136350671358615
2032,"Oregon",0.0133863255278442
2033,"Oregon",0.0131375839198269
2034,"Oregon",0.0128888423118095
2035,"Oregon",0.0126401007037922
2036,"Oregon",0.0126401007037922
2037,"Oregon",0.0126401007037922
2038,"Oregon",0.0126401007037922
2039,"Oregon",0.0126401007037922
2040,"Oregon",0.0126401007037922
2041,"Oregon",0.0126401007037922
2042,"Oregon",0.0126401007037922
2043,"Oregon",0.0126401007037922
2044,"Oregon",0.0126401007037922
2045,"Oregon",0.0126401007037922
2046,"Oregon",0.0126401007037922
2047,"Oregon",0.0126401007037922
2048,"Oregon",0.0126401007037922
2049,"Oregon",0.0126401007037922
2050,"Oregon",0.0126401007037922
2023,"Pennsylvania",0.0204741379310345
2024,"Pennsylvania",0.0219930783483735
2025,"Pennsylvania",0.0235120187657124
2026,"Pennsylvania",0.0250309591830514
2027,"Pennsylvania",0.0265498996003904
2028,"Pennsylvania",0.0280688400177294
2029,"Pennsylvania",0.0295877804350683
2030,"Pennsylvania",0.0311067208524073
2031,"Pennsylvania",0.0326256612697463
2032,"Pennsylvania",0.0341446016870853
2033,"Pennsylvania",0.0356635421044242
2034,"Pennsylvania",0.0371824825217632
2035,"Pennsylvania",0.0387014229391022
2036,"Pennsylvania",0.0387014229391022
2037,"Pennsylvania",0.0387014229391022
2038,"Pennsylvania",0.0387014229391022
2039,"Pennsylvania",0.0387014229391022
2040,"Pennsylvania",0.0387014229391022
2041,"Pennsylvania",0.0387014229391022
2042,"Pennsylvania",0.0387014229391022
2043,"Pennsylvania",0.0387014229391022
2044,"Pennsylvania",0.0387014229391022
2045,"Pennsylvania",0.0387014229391022
2046,"Pennsylvania",0.0387014229391022
2047,"Pennsylvania",0.0387014229391022
2048,"Pennsylvania",0.0387014229391022
2049,"Pennsylvania",0.0387014229391022
2050,"Pennsylvania",0.0387014229391022
2023,"Rhode Island",0.00188577586206897
2024,"Rhode Island",0.00200132451390424
2025,"Rhode Island",0.00211687316573952
2026,"Rhode Island",0.00223242181757479
2027,"Rhode Island",0.00234797046941007
2028,"Rhode Island",0.00246351912124535
2029,"Rhode Island",0.00257906777308062
2030,"Rhode Island",0.0026946164249159
2031,"Rhode Island",0.00281016507675118
2032,"Rhode Island",0.00292571372858645
2033,"Rhode Island",0.00304126238042173
2034,"Rhode Island",0.00315681103225701
2035,"Rhode Island",0.00327235968409228
2036,"Rhode Island",0.00327235968409228
2037,"Rhode Island",0.00327235968409228
2038,"Rhode Island",0.00327235968409228
2039,"Rhode Island",0.00327235968409228
2040,"Rhode Island",0.00327235968409228
2041,"Rhode Island",0.00327235968409228
2042,"Rhode Island",0.00327235968409228
2043,"Rhode Island",0.00327235968409228
2044,"Rhode Island",0.00327235968409228
2045,"Rhode Island",0.00327235968409228
2046,"Rhode Island",0.00327235968409228
2047,"Rhode Island",0.00327235968409228
2048,"Rhode Island",0.00327235968409228
2049,"Rhode Island",0.00327235968409228
2050,"Rhode Island",0.00327235968409228
2023,"South Carolina",0.00664511494252874
2024,"South Carolina",0.00742840025713581
2025,"South Carolina",0.00821168557174289
2026,"South Carolina",0.00899497088634997
2027,"South Carolina",0.00977825620095705
2028,"South Carolina",0.0105615415155641
2029,"South Carolina",0.0113448268301712
2030,"South Carolina",0.0121281121447783
2031,"South Carolina",0.0129113974593854
2032,"South Carolina",0.0136946827739924
2033,"South Carolina",0.0144779680885995
2034,"South Carolina",0.0152612534032066
2035,"South Carolina",0.0160445387178137
2036,"South Carolina",0.0160445387178137
2037,"South Carolina",0.0160445387178137
2038,"South Carolina",0.0160445387178137
2039,"South Carolina",0.0160445387178137
2040,"South Carolina",0.0160445387178137
2041,"South Carolina",0.0160445387178137
2042,"South Carolina",0.0160445387178137
2043,"South Carolina",0.0160445387178137
2044,"South Carolina",0.0160445387178137
2045,"South Carolina",0.0160445387178137
2046,"South Carolina",0.0160445387178137
2047,"South Carolina",0.0160445387178137
2048,"South Carolina",0.0160445387178137
2049,"South Carolina",0.0160445387178137
2050,"South Carolina",0.0160445387178137
2023,"South Dakota",0.000448994252873563
2024,"South Dakota",0.00064032224605007
2025,"South Dakota",0.000831650239226577
2026,"South Dakota",0.00102297823240308
2027,"South Dakota",0.00121430622557959
2028,"South Dakota",0.0014056342187561
2029,"South Dakota",0.00159696221193261
2030,"South Dakota",0.00178829020510911
2031,"South Dakota",0.00197961819828562
2032,"South Dakota",0.00217094619146213
2033,"South Dakota",0.00236227418463863
2034,"South Dakota",0.00255360217781514
2035,"South Dakota",0.00274493017099165
2036,"South Dakota",0.00274493017099165
2037,"South Dakota",0.00274493017099165
2038,"South Dakota",0.00274493017099165
2039,"South Dakota",0.00274493017099165
2040,"South Dakota",0.00274493017099165
2041,"South Dakota",0.00274493017099165
2042,"South Dakota",0.00274493017099165
2043,"South Dakota",0.00274493017099165
2044,"South Dakota",0.00274493017099165
2045,"South Dakota",0.00274493017099165
2046,"South Dakota",0.00274493017099165
2047,"South Dakota",0.00274493017099165
2048,"South Dakota",0.00274493017099165
2049,"South Dakota",0.00274493017099165
2050,"South Dakota",0.00274493017099165
2023,"Tennessee",0.0100574712643678
2024,"Tennessee",0.0109925575911815
2025,"Tennessee",0.0119276439179951
2026,"Tennessee",0.0128627302448088
2027,"Tennessee",0.0137978165716224
2028,"Tennessee",0.014732902898436
2029,"Tennessee",0.0156679892252497
2030,"Tennessee",0.0166030755520633
2031,"Tennessee",0.017538161878877
2032,"Tennessee",0.0184732482056906
2033,"Tennessee",0.0194083345325043
2034,"Tennessee",0.0203434208593179
2035,"Tennessee",0.0212785071861316
2036,"Tennessee",0.0212785071861316
2037,"Tennessee",0.0212785071861316
2038,"Tennessee",0.0212785071861316
2039,"Tennessee",0.0212785071861316
2040,"Tennessee",0.0212785071861316
2041,"Tennessee",0.0212785071861316
2042,"Tennessee",0.0212785071861316
2043,"Tennessee",0.0212785071861316
2044,"Tennessee",0.0212785071861316
2045,"Tennessee",0.0212785071861316
2046,"Tennessee",0.0212785071861316
2047,"Tennessee",0.0212785071861316
2048,"Tennessee",0.0212785071861316
2049,"Tennessee",0.0212785071861316
2050,"Tennessee",0.0212785071861316
2023,"Texas",0.0728268678160919
2024,"Texas",0.0743477761382382
2025,"Texas",0.0758686844603844
2026,"Texas",0.0773895927825306
2027,"Texas",0.0789105011046768
2028,"Texas",0.080431409426823
2029,"Texas",0.0819523177489692
2030,"Texas",0.0834732260711154
2031,"Texas",0.0849941343932616
2032,"Texas",0.0865150427154078
2033,"Texas",0.088035951037554
2034,"Texas",0.0895568593597003
2035,"Texas",0.0910777676818465
2036,"Texas",0.0910777676818465
2037,"Texas",0.0910777676818465
2038,"Texas",0.0910777676818465
2039,"Texas",0.0910777676818465
2040,"Texas",0.0910777676818465
2041,"Texas",0.0910777676818465
2042,"Texas",0.0910777676818465
2043,"Texas",0.0910777676818465
2044,"Texas",0.0910777676818465
2045,"Texas",0.0910777676818465
2046,"Texas",0.0910777676818465
2047,"Texas",0.0910777676818465
2048,"Texas",0.0910777676818465
2049,"Texas",0.0910777676818465
2050,"Texas",0.0910777676818465
2023,"Utah",0.0107758620689655
2024,"Utah",0.0107282721896117
2025,"Utah",0.0106806823102579
2026,"Utah",0.0106330924309041
2027,"Utah",0.0105855025515503
2028,"Utah",0.0105379126721965
2029,"Utah",0.0104903227928427
2030,"Utah",0.0104427329134889
2031,"Utah",0.0103951430341352
2032,"Utah",0.0103475531547814
2033,"Utah",0.0102999632754276
2034,"Utah",0.0102523733960738
2035,"Utah",0.01020478351672
2036,"Utah",0.01020478351672
2037,"Utah",0.01020478351672
2038,"Utah",0.01020478351672
2039,"Utah",0.01020478351672
2040,"Utah",0.01020478351672
2041,"Utah",0.01020478351672
2042,"Utah",0.01020478351672
2043,"Utah",0.01020478351672
2044,"Utah",0.01020478351672
2045,"Utah",0.01020478351672
2046,"Utah",0.01020478351672
2047,"Utah",0.01020478351672
2048,"Utah",0.01020478351672
2049,"Utah",0.01020478351672
2050,"Utah",0.01020478351672
2023,"Vermont",0.00224497126436782
2024,"Vermont",0.0022189919492138
2025,"Vermont",0.00219301263405978
2026,"Vermont",0.00216703331890576
2027,"Vermont",0.00214105400375174
2028,"Vermont",0.00211507468859772
2029,"Vermont",0.0020890953734437
2030,"Vermont",0.00206311605828968
2031,"Vermont",0.00203713674313566
2032,"Vermont",0.00201115742798164
2033,"Vermont",0.00198517811282762
2034,"Vermont",0.0019591987976736
2035,"Vermont",0.00193321948251958
2036,"Vermont",0.00193321948251958
2037,"Vermont",0.00193321948251958
2038,"Vermont",0.00193321948251958
2039,"Vermont",0.00193321948251958
2040,"Vermont",0.00193321948251958
2041,"Vermont",0.00193321948251958
2042,"Vermont",0.00193321948251958
2043,"Vermont",0.00193321948251958
2044,"Vermont",0.00193321948251958
2045,"Vermont",0.00193321948251958
2046,"Vermont",0.00193321948251958
2047,"Vermont",0.00193321948251958
2048,"Vermont",0.00193321948251958
2049,"Vermont",0.00193321948251958
2050,"Vermont",0.00193321948251958
2023,"Virginia",0.0254130747126437
2024,"Virginia",0.0254639534965876
2025,"Virginia",0.0255148322805316
2026,"Virginia",0.0255657110644755
2027,"Virginia",0.0256165898484195
2028,"Virginia",0.0256674686323634
2029,"Virginia",0.0257183474163074
2030,"Virginia",0.0257692262002513
2031,"Virginia",0.0258201049841953
2032,"Virginia",0.0258709837681392
2033,"Virginia",0.0259218625520832
2034,"Virginia",0.0259727413360271
2035,"Virginia",0.0260236201199711
2036,"Virginia",0.0260236201199711
2037,"Virginia",0.0260236201199711
2038,"Virginia",0.0260236201199711
2039,"Virginia",0.0260236201199711
2040,"Virginia",0.0260236201199711
2041,"Virginia",0.0260236201199711
2042,"Virginia",0.0260236201199711
2043,"Virginia",0.0260236201199711
2044,"Virginia",0.0260236201199711
2045,"Virginia",0.0260236201199711
2046,"Virginia",0.0260236201199711
2047,"Virginia",0.0260236201199711
2048,"Virginia",0.0260236201199711
2049,"Virginia",0.0260236201199711
2050,"Virginia",0.0260236201199711
2023,"Washington",0.0431034482758621
2024,"Washington",0.0414554906025532
2025,"Washington",0.0398075329292443
2026,"Washington",0.0381595752559354
2027,"Washington",0.0365116175826265
2028,"Washington",0.0348636599093176
2029,"Washington",0.0332157022360088
2030,"Washington",0.0315677445626999
2031,"Washington",0.029919786889391
2032,"Washington",0.0282718292160821
2033,"Washington",0.0266238715427732
2034,"Washington",0.0249759138694643
2035,"Washington",0.0233279561961554
2036,"Washington",0.0233279561961554
2037,"Washington",0.0233279561961554
2038,"Washington",0.0233279561961554
2039,"Washington",0.0233279561961554
2040,"Washington",0.0233279561961554
2041,"Washington",0.0233279561961554
2042,"Washington",0.0233279561961554
2043,"Washington",0.0233279561961554
2044,"Washington",0.0233279561961554
2045,"Washington",0.0233279561961554
2046,"Washington",0.0233279561961554
2047,"Washington",0.0233279561961554
2048,"Washington",0.0233279561961554
2049,"Washington",0.0233279561961554
2050,"Washington",0.0233279561961554
2023,"West Virginia",0.000808189655172414
2024,"West Virginia",0.0011812685748429
2025,"West Virginia",0.00155434749451338
2026,"West Virginia",0.00192742641418387
2027,"West Virginia",0.00230050533385435
2028,"West Virginia",0.00267358425352484
2029,"West Virginia",0.00304666317319532
2030,"West Virginia",0.0034197420928658
2031,"West Virginia",0.00379282101253629
2032,"West Virginia",0.00416589993220677
2033,"West Virginia",0.00453897885187726
2034,"West Virginia",0.00491205777154774
2035,"West Virginia",0.00528513669121823
2036,"West Virginia",0.00528513669121823
2037,"West Virginia",0.00528513669121823
2038,"West Virginia",0.00528513669121823
2039,"West Virginia",0.00528513669121823
2040,"West Virginia",0.00528513669121823
2041,"West Virginia",0.00528513669121823
2042,"West Virginia",0.00528513669121823
2043,"West Virginia",0.00528513669121823
2044,"West Virginia",0.00528513669121823
2045,"West Virginia",0.00528513669121823
2046,"West Virginia",0.00528513669121823
2047,"West Virginia",0.00528513669121823
2048,"West Virginia",0.00528513669121823
2049,"West Virginia",0.00528513669121823
2050,"West Virginia",0.00528513669121823
2023,"Wisconsin",0.00826149425287356
2024,"Wisconsin",0.00904379685339833
2025,"Wisconsin",0.00982609945392309
2026,"Wisconsin",0.0106084020544479
2027,"Wisconsin",0.0113907046549726
2028,"Wisconsin",0.0121730072554974
2029,"Wisconsin",0.0129553098560222
2030,"Wisconsin",0.0137376124565469
2031,"Wisconsin",0.0145199150570717
2032,"Wisconsin",0.0153022176575965
2033,"Wisconsin",0.0160845202581212
2034,"Wisconsin",0.016866822858646
2035,"Wisconsin",0.0176491254591708
2036,"Wisconsin",0.0176491254591708
2037,"Wisconsin",0.0176491254591708
2038,"Wisconsin",0.0176491254591708
2039,"Wisconsin",0.0176491254591708
2040,"Wisconsin",0.0176491254591708
2041,"Wisconsin",0.0176491254591708
2042,"Wisconsin",0.0176491254591708
2043,"Wisconsin",0.0176491254591708
2044,"Wisconsin",0.0176491254591708
2045,"Wisconsin",0.0176491254591708
2046,"Wisconsin",0.0176491254591708
2047,"Wisconsin",0.0176491254591708
2048,"Wisconsin",0.0176491254591708
2049,"Wisconsin",0.0176491254591708
2050,"Wisconsin",0.0176491254591708
2023,"Wyoming",0.000269396551724138
2024,"Wyoming",0.000392271569014214
2025,"Wyoming",0.00051514658630429
2026,"Wyoming",0.000638021603594366
2027,"Wyoming",0.000760896620884442
2028,"Wyoming",0.000883771638174518
2029,"Wyoming",0.00100664665546459
2030,"Wyoming",0.00112952167275467
2031,"Wyoming",0.00125239669004475
2032,"Wyoming",0.00137527170733482
2033,"Wyoming",0.0014981467246249
2034,"Wyoming",0.00162102174191498
2035,"Wyoming",0.00174389675920505
2036,"Wyoming",0.00174389675920505
2037,"Wyoming",0.00174389675920505
2038,"Wyoming",0.00174389675920505
2039,"Wyoming",0.00174389675920505
2040,"Wyoming",0.00174389675920505
2041,"Wyoming",0.00174389675920505
2042,"Wyoming",0.00174389675920505
2043,"Wyoming",0.00174389675920505
2044,"Wyoming",0.00174389675920505
2045,"Wyoming",0.00174389675920505
2046,"Wyoming",0.00174389675920505
2047,"Wyoming",0.00174389675920505
2048,"Wyoming",0.00174389675920505
2049,"Wyoming",0.00174389675920505
2050,"Wyoming",0.00174389675920505
