"Scenario","Year","age","modelYear","vehSize","EV"
"Ambitious-Reference",2042,14,2028,"Car",371646.352907792
"Ambitious-Reference",2042,14,2028,"Light Truck",652407.647092208
"Ambitious-Reference",2042,15,2027,"Car",303832.947013368
"Ambitious-Reference",2042,15,2027,"Light Truck",524065.052986632
"Ambitious-Reference",2042,16,2026,"Car",221153.800076653
"Ambitious-Reference",2042,16,2026,"Light Truck",362772.199923347
"Ambitious-Reference",2042,17,2025,"Car",141870.093035264
"Ambitious-Reference",2042,17,2025,"Light Truck",217942.906964736
"Ambitious-Reference",2042,18,2024,"Car",65221.8674260659
"Ambitious-Reference",2042,18,2024,"Light Truck",107726.132573934
"Ambitious-Reference",2042,19,2023,"Car",22206.7762276608
"Ambitious-Reference",2042,19,2023,"Light Truck",35685.2237723392
"Ambitious-Reference",2042,20,2022,"Car",7553.19322870069
"Ambitious-Reference",2042,20,2022,"Light Truck",11131.8067712993
"Ambitious-Reference",2042,21,2021,"Car",2852.49694230624
"Ambitious-Reference",2042,21,2021,"Light Truck",4231.50305769376
"Ambitious-Reference",2042,22,2020,"Car",664.653335452021
"Ambitious-Reference",2042,22,2020,"Light Truck",989.346664547979
"Ambitious-Reference",2042,23,2019,"Car",204.964752654567
"Ambitious-Reference",2042,23,2019,"Light Truck",301.035247345433
"Ambitious-Reference",2042,24,2018,"Car",92.4963740782162
"Ambitious-Reference",2042,24,2018,"Light Truck",134.503625921784
"Ambitious-Reference",2042,25,2017,"Car",38.2024896438715
"Ambitious-Reference",2042,25,2017,"Light Truck",54.7975103561285
"Ambitious-Reference",2042,26,2016,"Car",12.4465328204422
"Ambitious-Reference",2042,26,2016,"Light Truck",17.5534671795578
"Ambitious-Reference",2042,27,2015,NA,0
"Ambitious-Reference",2043,0,2043,"Car",9756.15569537816
"Ambitious-Reference",2043,0,2043,"Light Truck",17991.8443046219
"Ambitious-Reference",2043,1,2042,"Car",13772.351589936
"Ambitious-Reference",2043,1,2042,"Light Truck",25463.648410064
"Ambitious-Reference",2043,2,2041,"Car",19101.9535642612
"Ambitious-Reference",2043,2,2041,"Light Truck",35370.0464357388
"Ambitious-Reference",2043,3,2040,"Car",25384.8961023366
"Ambitious-Reference",2043,3,2040,"Light Truck",46332.1038976635
"Ambitious-Reference",2043,4,2039,"Car",31584.8104248439
"Ambitious-Reference",2043,4,2039,"Light Truck",57670.1895751562
"Ambitious-Reference",2043,5,2038,"Car",38052.3649614796
"Ambitious-Reference",2043,5,2038,"Light Truck",69404.6350385204
"Ambitious-Reference",2043,6,2037,"Car",45922.8937529167
"Ambitious-Reference",2043,6,2037,"Light Truck",82946.1062470834
"Ambitious-Reference",2043,7,2036,"Car",55923.5774484765
"Ambitious-Reference",2043,7,2036,"Light Truck",100725.422551524
"Ambitious-Reference",2043,8,2035,"Car",68886.8283036255
"Ambitious-Reference",2043,8,2035,"Light Truck",124792.171696375
"Ambitious-Reference",2043,9,2034,"Car",79683.486844705
"Ambitious-Reference",2043,9,2034,"Light Truck",145455.513155295
"Ambitious-Reference",2043,10,2033,"Car",96996.3788595094
"Ambitious-Reference",2043,10,2033,"Light Truck",180833.621140491
"Ambitious-Reference",2043,11,2032,"Car",316500.79442608
"Ambitious-Reference",2043,11,2032,"Light Truck",568047.20557392
"Ambitious-Reference",2043,12,2031,"Car",388169.842132902
"Ambitious-Reference",2043,12,2031,"Light Truck",685543.157867099
"Ambitious-Reference",2043,13,2030,"Car",442597.551804832
"Ambitious-Reference",2043,13,2030,"Light Truck",770505.448195168
"Ambitious-Reference",2043,14,2029,"Car",434677.3974239
"Ambitious-Reference",2043,14,2029,"Light Truck",778297.6025761
"Ambitious-Reference",2043,15,2028,"Car",367955.821073449
"Ambitious-Reference",2043,15,2028,"Light Truck",645940.178926551
"Ambitious-Reference",2043,16,2027,"Car",261755.773786618
"Ambitious-Reference",2043,16,2027,"Light Truck",451492.226213382
"Ambitious-Reference",2043,17,2026,"Car",164893.647571853
"Ambitious-Reference",2043,17,2026,"Light Truck",270482.352428147
"Ambitious-Reference",2043,18,2025,"Car",92360.1166816164
"Ambitious-Reference",2043,18,2025,"Light Truck",141881.883318384
"Ambitious-Reference",2043,19,2024,"Car",37965.4834232542
"Ambitious-Reference",2043,19,2024,"Light Truck",62706.5165767458
"Ambitious-Reference",2043,20,2023,"Car",11921.8761095908
"Ambitious-Reference",2043,20,2023,"Light Truck",19170.1238904092
"Ambitious-Reference",2043,21,2022,"Car",3830.56243163863
"Ambitious-Reference",2043,21,2022,"Light Truck",5645.43756836137
"Ambitious-Reference",2043,22,2021,"Car",1437.12049507213
"Ambitious-Reference",2043,22,2021,"Light Truck",2131.87950492787
"Ambitious-Reference",2043,23,2020,"Car",329.915591539365
"Ambitious-Reference",2043,23,2020,"Light Truck",491.084408460635
"Ambitious-Reference",2043,24,2019,"Car",101.672238965012
"Ambitious-Reference",2043,24,2019,"Light Truck",149.327761034988
"Ambitious-Reference",2043,25,2018,"Car",44.8220314916466
"Ambitious-Reference",2043,25,2018,"Light Truck",65.1779685083533
"Ambitious-Reference",2043,26,2017,"Car",18.4850756341314
"Ambitious-Reference",2043,26,2017,"Light Truck",26.5149243658686
"Ambitious-Reference",2043,27,2016,"Car",4.14884427348074
"Ambitious-Reference",2043,27,2016,"Light Truck",5.85115572651926
"Ambitious-Reference",2043,28,2015,NA,0
"Ambitious-Reference",2044,0,2044,"Car",10187.2557259098
"Ambitious-Reference",2044,0,2044,"Light Truck",19534.7442740902
"Ambitious-Reference",2044,1,2043,"Car",14656.2979036995
"Ambitious-Reference",2044,1,2043,"Light Truck",27028.7020963005
"Ambitious-Reference",2044,2,2042,"Car",20254.2658051095
"Ambitious-Reference",2044,2,2042,"Light Truck",37442.7341948906
"Ambitious-Reference",2044,3,2041,"Car",27325.2760459883
"Ambitious-Reference",2044,3,2041,"Light Truck",50576.7239540118
"Ambitious-Reference",2044,4,2040,"Car",35164.7384326458
"Ambitious-Reference",2044,4,2040,"Light Truck",64146.2615673543
"Ambitious-Reference",2044,5,2039,"Car",42526.0864205927
"Ambitious-Reference",2044,5,2039,"Light Truck",77566.9135794074
"Ambitious-Reference",2044,6,2038,"Car",50317.9187392019
"Ambitious-Reference",2044,6,2038,"Light Truck",91654.0812607982
"Ambitious-Reference",2044,7,2037,"Car",60530.877795736
"Ambitious-Reference",2044,7,2037,"Light Truck",109157.122204264
"Ambitious-Reference",2044,8,2036,"Car",74725.6588511345
"Ambitious-Reference",2044,8,2036,"Light Truck",134368.341148866
"Ambitious-Reference",2044,9,2035,"Car",94460.3854838487
"Ambitious-Reference",2044,9,2035,"Light Truck",170895.614516152
"Ambitious-Reference",2044,10,2034,"Car",110092.982352021
"Ambitious-Reference",2044,10,2034,"Light Truck",200961.017647979
"Ambitious-Reference",2044,11,2033,"Car",340794.051100102
"Ambitious-Reference",2044,11,2033,"Light Truck",636596.948899898
"Ambitious-Reference",2044,12,2032,"Car",422971.559777891
"Ambitious-Reference",2044,12,2032,"Light Truck",759234.440222109
"Ambitious-Reference",2044,13,2031,"Car",478516.799326514
"Ambitious-Reference",2044,13,2031,"Light Truck",845147.200673487
"Ambitious-Reference",2044,14,2030,"Car",494814.58853585
"Ambitious-Reference",2044,14,2030,"Light Truck",861440.41146415
"Ambitious-Reference",2044,15,2029,"Car",430255.019969995
"Ambitious-Reference",2044,15,2029,"Light Truck",770393.980030005
"Ambitious-Reference",2044,16,2028,"Car",316962.992886193
"Ambitious-Reference",2044,16,2028,"Light Truck",556421.007113806
"Ambitious-Reference",2044,17,2027,"Car",195161.881786709
"Ambitious-Reference",2044,17,2027,"Light Truck",336623.118213291
"Ambitious-Reference",2044,18,2026,"Car",107336.278801345
"Ambitious-Reference",2044,18,2026,"Light Truck",176063.721198655
"Ambitious-Reference",2044,19,2025,"Car",53640.393801732
"Ambitious-Reference",2044,19,2025,"Light Truck",82397.6061982679
"Ambitious-Reference",2044,20,2024,"Car",20348.0524280124
"Ambitious-Reference",2044,20,2024,"Light Truck",33607.9475719875
"Ambitious-Reference",2044,21,2023,"Car",6096.14372814723
"Ambitious-Reference",2044,21,2023,"Light Truck",9804.85627185278
"Ambitious-Reference",2044,22,2022,"Car",1898.30320588592
"Ambitious-Reference",2044,22,2022,"Light Truck",2797.69679411408
"Ambitious-Reference",2044,23,2021,"Car",725.204262153238
"Ambitious-Reference",2044,23,2021,"Light Truck",1075.79573784676
"Ambitious-Reference",2044,24,2020,"Car",163.551334660806
"Ambitious-Reference",2044,24,2020,"Light Truck",243.448665339194
"Ambitious-Reference",2044,25,2019,"Car",49.8234477796674
"Ambitious-Reference",2044,25,2019,"Light Truck",73.1765522203326
"Ambitious-Reference",2044,26,2018,"Car",21.5960697187025
"Ambitious-Reference",2044,26,2018,"Light Truck",31.4039302812975
"Ambitious-Reference",2044,27,2017,"Car",7.80480971218879
"Ambitious-Reference",2044,27,2017,"Light Truck",11.1951902878112
"Ambitious-Reference",2044,29,2015,NA,0
"Ambitious-Reference",2045,0,2045,"Car",10964.0323869704
"Ambitious-Reference",2045,0,2045,"Light Truck",20809.9676130296
"Ambitious-Reference",2045,1,2044,"Car",15294.24510825
"Ambitious-Reference",2045,1,2044,"Light Truck",29329.75489175
"Ambitious-Reference",2045,2,2043,"Car",21545.9408648319
"Ambitious-Reference",2045,2,2043,"Light Truck",39735.0591351682
"Ambitious-Reference",2045,3,2042,"Car",28959.1548936646
"Ambitious-Reference",2045,3,2042,"Light Truck",53521.8451063355
"Ambitious-Reference",2045,4,2041,"Car",37693.1994314865
"Ambitious-Reference",2045,4,2041,"Light Truck",69729.8005685136
"Ambitious-Reference",2045,5,2040,"Car",46903.7006282639
"Ambitious-Reference",2045,5,2040,"Light Truck",85495.2993717361
"Ambitious-Reference",2045,6,2039,"Car",55459.1770128703
"Ambitious-Reference",2045,6,2039,"Light Truck",101029.82298713
"Ambitious-Reference",2045,7,2038,"Car",65301.8473772591
"Ambitious-Reference",2045,7,2038,"Light Truck",118766.152622741
"Ambitious-Reference",2045,8,2037,"Car",79501.8049200964
"Ambitious-Reference",2045,8,2037,"Light Truck",143134.195079904
"Ambitious-Reference",2045,9,2036,"Car",100271.467992987
"Ambitious-Reference",2045,9,2036,"Light Truck",180038.532007013
"Ambitious-Reference",2045,10,2035,"Car",129073.397528322
"Ambitious-Reference",2045,10,2035,"Light Truck",233277.602471678
"Ambitious-Reference",2045,11,2034,"Car",391856.390534518
"Ambitious-Reference",2045,11,2034,"Light Truck",714106.609465482
"Ambitious-Reference",2045,12,2033,"Car",454580.670159672
"Ambitious-Reference",2045,12,2033,"Light Truck",849218.329840328
"Ambitious-Reference",2045,13,2032,"Car",520873.868293091
"Ambitious-Reference",2045,13,2032,"Light Truck",935017.131706909
"Ambitious-Reference",2045,14,2031,"Car",534710.171555417
"Ambitious-Reference",2045,14,2031,"Light Truck",944414.828444584
"Ambitious-Reference",2045,15,2030,"Car",489647.974776588
"Ambitious-Reference",2045,15,2030,"Light Truck",852457.025223413
"Ambitious-Reference",2045,16,2029,"Car",370555.207056032
"Ambitious-Reference",2045,16,2029,"Light Truck",663500.792943968
"Ambitious-Reference",2045,17,2028,"Car",236297.795034186
"Ambitious-Reference",2045,17,2028,"Light Truck",414806.204965813
"Ambitious-Reference",2045,18,2027,"Car",127041.996181502
"Ambitious-Reference",2045,18,2027,"Light Truck",219122.003818498
"Ambitious-Reference",2045,19,2026,"Car",62324.0437711117
"Ambitious-Reference",2045,19,2026,"Light Truck",102224.956228888
"Ambitious-Reference",2045,20,2025,"Car",28641.5379145122
"Ambitious-Reference",2045,20,2025,"Light Truck",43994.4620854878
"Ambitious-Reference",2045,21,2024,"Car",10394.846887635
"Ambitious-Reference",2045,21,2024,"Light Truck",17169.153112365
"Ambitious-Reference",2045,22,2023,"Car",3064.79626182056
"Ambitious-Reference",2045,22,2023,"Light Truck",4927.20373817944
"Ambitious-Reference",2045,23,2022,"Car",938.641406317528
"Ambitious-Reference",2045,23,2022,"Light Truck",1383.35859368247
"Ambitious-Reference",2045,24,2021,"Car",370.45414835146
"Ambitious-Reference",2045,24,2021,"Light Truck",549.54585164854
"Ambitious-Reference",2045,25,2020,"Car",79.1636681282032
"Ambitious-Reference",2045,25,2020,"Light Truck",117.836331871797
"Ambitious-Reference",2045,26,2019,"Car",23.0889148247239
"Ambitious-Reference",2045,26,2019,"Light Truck",33.9110851752761
"Ambitious-Reference",2045,27,2018,"Car",7.74198725764805
"Ambitious-Reference",2045,27,2018,"Light Truck",11.2580127423519
"Ambitious-Reference",2045,28,2017,"Car",1.23233837560876
"Ambitious-Reference",2045,28,2017,"Light Truck",1.76766162439124
"Ambitious-Reference",2046,0,2046,"Car",11567.8712544869
"Ambitious-Reference",2046,0,2046,"Light Truck",22195.1287455132
"Ambitious-Reference",2046,1,2045,"Car",16444.411669081
"Ambitious-Reference",2046,1,2045,"Light Truck",31212.588330919
"Ambitious-Reference",2046,2,2044,"Car",22459.9918423595
"Ambitious-Reference",2046,2,2044,"Light Truck",43077.0081576406
"Ambitious-Reference",2046,3,2043,"Car",30783.6767927488
"Ambitious-Reference",2046,3,2043,"Light Truck",56772.3232072513
"Ambitious-Reference",2046,4,2042,"Car",39905.9425275329
"Ambitious-Reference",2046,4,2042,"Light Truck",73732.0574724671
"Ambitious-Reference",2046,5,2041,"Car",49987.3265383143
"Ambitious-Reference",2046,5,2041,"Light Truck",92411.6734616858
"Ambitious-Reference",2046,6,2040,"Car",60451.7160583746
"Ambitious-Reference",2046,6,2040,"Light Truck",110087.283941625
"Ambitious-Reference",2046,7,2039,"Car",70804.5972531589
"Ambitious-Reference",2046,7,2039,"Light Truck",128802.402746841
"Ambitious-Reference",2046,8,2038,"Car",84325.5883163944
"Ambitious-Reference",2046,8,2038,"Light Truck",153126.411683606
"Ambitious-Reference",2046,9,2037,"Car",104971.632456629
"Ambitious-Reference",2046,9,2037,"Light Truck",188712.367543371
"Ambitious-Reference",2046,10,2036,"Car",134793.29139055
"Ambitious-Reference",2046,10,2036,"Light Truck",241742.708609451
"Ambitious-Reference",2046,11,2035,"Car",419891.66600459
"Ambitious-Reference",2046,11,2035,"Light Truck",757790.33399541
"Ambitious-Reference",2046,12,2034,"Car",521786.512043799
"Ambitious-Reference",2046,12,2034,"Light Truck",950847.487956201
"Ambitious-Reference",2046,13,2033,"Car",559137.807489638
"Ambitious-Reference",2046,13,2033,"Light Truck",1044570.19251036
"Ambitious-Reference",2046,14,2032,"Car",581699.156447874
"Ambitious-Reference",2046,14,2032,"Light Truck",1044227.84355213
"Ambitious-Reference",2046,15,2031,"Car",528991.975834503
"Ambitious-Reference",2046,15,2031,"Light Truck",934321.024165498
"Ambitious-Reference",2046,16,2030,"Car",421632.82202361
"Ambitious-Reference",2046,16,2030,"Light Truck",734045.17797639
"Ambitious-Reference",2046,17,2029,"Car",276199.23386754
"Ambitious-Reference",2046,17,2029,"Light Truck",494547.76613246
"Ambitious-Reference",2046,18,2028,"Car",153801.602761441
"Ambitious-Reference",2046,18,2028,"Light Truck",269979.397238559
"Ambitious-Reference",2046,19,2027,"Car",73776.4175992371
"Ambitious-Reference",2046,19,2027,"Light Truck",127245.582400763
"Ambitious-Reference",2046,20,2026,"Car",33268.7381989519
"Ambitious-Reference",2046,20,2026,"Light Truck",54565.2618010481
"Ambitious-Reference",2046,21,2025,"Car",14547.6226413453
"Ambitious-Reference",2046,21,2025,"Light Truck",22344.3773586547
"Ambitious-Reference",2046,22,2024,"Car",5230.97854163006
"Ambitious-Reference",2046,22,2024,"Light Truck",8641.02145836994
"Ambitious-Reference",2046,23,2023,"Car",1550.73451880152
"Ambitious-Reference",2046,23,2023,"Light Truck",2490.26548119848
"Ambitious-Reference",2046,24,2022,"Car",467.703749831774
"Ambitious-Reference",2046,24,2022,"Light Truck",689.296250168226
"Ambitious-Reference",2046,25,2021,"Car",189.253749701289
"Ambitious-Reference",2046,25,2021,"Light Truck",280.746250298711
"Ambitious-Reference",2046,26,2020,"Car",37.3716808930096
"Ambitious-Reference",2046,26,2020,"Light Truck",55.6283191069903
"Ambitious-Reference",2046,27,2019,"Car",8.10137362271014
"Ambitious-Reference",2046,27,2019,"Light Truck",11.8986263772899
"Ambitious-Reference",2046,28,2018,"Car",1.22241904068127
"Ambitious-Reference",2046,28,2018,"Light Truck",1.77758095931873
"Ambitious-Reference",2047,0,2047,"Car",11489.1451944426
"Ambitious-Reference",2047,0,2047,"Light Truck",21801.8548055575
"Ambitious-Reference",2047,1,2046,"Car",17316.9780284634
"Ambitious-Reference",2047,1,2046,"Light Truck",33228.0219715367
"Ambitious-Reference",2047,2,2045,"Car",24114.2508542199
"Ambitious-Reference",2047,2,2045,"Light Truck",45772.7491457802
"Ambitious-Reference",2047,3,2044,"Car",32035.8677758564
"Ambitious-Reference",2047,3,2044,"Light Truck",61453.1322241436
"Ambitious-Reference",2047,4,2043,"Car",42360.9766068696
"Ambitious-Reference",2047,4,2043,"Light Truck",78127.0233931304
"Ambitious-Reference",2047,5,2042,"Car",52814.855204039
"Ambitious-Reference",2047,5,2042,"Light Truck",97549.1447959611
"Ambitious-Reference",2047,6,2041,"Car",63940.6036688943
"Ambitious-Reference",2047,6,2041,"Light Truck",118114.396331106
"Ambitious-Reference",2047,7,2040,"Car",76125.8004805776
"Ambitious-Reference",2047,7,2040,"Light Truck",138484.199519423
"Ambitious-Reference",2047,8,2039,"Car",89852.8027056939
"Ambitious-Reference",2047,8,2039,"Light Truck",163219.197294306
"Ambitious-Reference",2047,9,2038,"Car",109556.854879669
"Ambitious-Reference",2047,9,2038,"Light Truck",198663.145120331
"Ambitious-Reference",2047,10,2037,"Car",139256.486020086
"Ambitious-Reference",2047,10,2037,"Light Truck",250055.513979914
"Ambitious-Reference",2047,11,2036,"Car",428602.790863822
"Ambitious-Reference",2047,11,2036,"Light Truck",767523.209136179
"Ambitious-Reference",2047,12,2035,"Car",557544.234981161
"Ambitious-Reference",2047,12,2035,"Light Truck",1006041.76501884
"Ambitious-Reference",2047,13,2034,"Car",641226.140726719
"Ambitious-Reference",2047,13,2034,"Light Truck",1168449.85927328
"Ambitious-Reference",2047,14,2033,"Car",624010.895726249
"Ambitious-Reference",2047,14,2033,"Light Truck",1165777.10427375
"Ambitious-Reference",2047,15,2032,"Car",575299.513592325
"Ambitious-Reference",2047,15,2032,"Light Truck",1032751.48640767
"Ambitious-Reference",2047,16,2031,"Car",455464.725508704
"Ambitious-Reference",2047,16,2031,"Light Truck",804454.274491297
"Ambitious-Reference",2047,17,2030,"Car",314224.899069439
"Ambitious-Reference",2047,17,2030,"Light Truck",547047.100930561
"Ambitious-Reference",2047,18,2029,"Car",179733.272262035
"Ambitious-Reference",2047,18,2029,"Light Truck",321816.727737965
"Ambitious-Reference",2047,19,2028,"Car",89307.5532324722
"Ambitious-Reference",2047,19,2028,"Light Truck",156759.446767528
"Ambitious-Reference",2047,20,2027,"Car",39395.254119667
"Ambitious-Reference",2047,20,2027,"Light Truck",67939.7458803331
"Ambitious-Reference",2047,21,2026,"Car",16888.8122028835
"Ambitious-Reference",2047,21,2026,"Light Truck",27694.1877971165
"Ambitious-Reference",2047,22,2025,"Car",7261.41838793075
"Ambitious-Reference",2047,22,2025,"Light Truck",11151.5816120692
"Ambitious-Reference",2047,23,2024,"Car",2656.67966034542
"Ambitious-Reference",2047,23,2024,"Light Truck",4386.32033965458
"Ambitious-Reference",2047,24,2023,"Car",796.726128812526
"Ambitious-Reference",2047,24,2023,"Light Truck",1272.27387118748
"Ambitious-Reference",2047,25,2022,"Car",232.841279086519
"Ambitious-Reference",2047,25,2022,"Light Truck",343.158720913481
"Ambitious-Reference",2047,26,2021,"Car",95.0295424032005
"Ambitious-Reference",2047,26,2021,"Light Truck",140.970457596799
"Ambitious-Reference",2047,27,2020,"Car",16.4756872754128
"Ambitious-Reference",2047,27,2020,"Light Truck",24.5243127245871
"Ambitious-Reference",2047,28,2019,"Car",3.24054944908406
"Ambitious-Reference",2047,28,2019,"Light Truck",4.75945055091594
"Ambitious-Reference",2048,0,2048,"Car",11326.1668203198
"Ambitious-Reference",2048,0,2048,"Light Truck",21502.8331796803
"Ambitious-Reference",2048,1,2047,"Car",17210.8107675721
"Ambitious-Reference",2048,1,2047,"Light Truck",32662.1892324279
"Ambitious-Reference",2048,2,2046,"Car",25322.9223099843
"Ambitious-Reference",2048,2,2046,"Light Truck",48595.0776900157
"Ambitious-Reference",2048,3,2045,"Car",34320.575153799
"Ambitious-Reference",2048,3,2045,"Light Truck",65151.4248462011
"Ambitious-Reference",2048,4,2044,"Car",43969.5101976365
"Ambitious-Reference",2048,4,2044,"Light Truck",84361.4898023636
"Ambitious-Reference",2048,5,2043,"Car",55922.5855595351
"Ambitious-Reference",2048,5,2043,"Light Truck",103144.414440465
"Ambitious-Reference",2048,6,2042,"Car",67317.8089514927
"Ambitious-Reference",2048,6,2042,"Light Truck",124287.191048507
"Ambitious-Reference",2048,7,2041,"Car",79768.0851916512
"Ambitious-Reference",2048,7,2041,"Light Truck",147227.914808349
"Ambitious-Reference",2048,8,2040,"Car",95204.8967560062
"Ambitious-Reference",2048,8,2040,"Light Truck",173005.103243994
"Ambitious-Reference",2048,9,2039,"Car",114844.913318954
"Ambitious-Reference",2048,9,2039,"Light Truck",208349.086681046
"Ambitious-Reference",2048,10,2038,"Car",143413.900120949
"Ambitious-Reference",2048,10,2038,"Light Truck",259766.099879051
"Ambitious-Reference",2048,11,2037,"Car",434751.7352561
"Ambitious-Reference",2048,11,2037,"Light Truck",779499.264743901
"Ambitious-Reference",2048,12,2036,"Car",567525.774512999
"Ambitious-Reference",2048,12,2036,"Light Truck",1016095.225487
"Ambitious-Reference",2048,13,2035,"Car",684075.168313744
"Ambitious-Reference",2048,13,2035,"Light Truck",1234213.83168626
"Ambitious-Reference",2048,14,2034,"Car",715267.025333186
"Ambitious-Reference",2048,14,2034,"Light Truck",1303332.97466681
"Ambitious-Reference",2048,15,2033,"Car",616908.888998331
"Ambitious-Reference",2048,15,2033,"Light Truck",1152519.11100167
"Ambitious-Reference",2048,16,2032,"Car",495263.975412842
"Ambitious-Reference",2048,16,2032,"Light Truck",889082.024587157
"Ambitious-Reference",2048,17,2031,"Car",339437.878119053
"Ambitious-Reference",2048,17,2031,"Light Truck",599521.121880947
"Ambitious-Reference",2048,18,2030,"Car",204440.449846218
"Ambitious-Reference",2048,18,2030,"Light Truck",355913.550153782
"Ambitious-Reference",2048,19,2029,"Car",104331.051858824
"Ambitious-Reference",2048,19,2029,"Light Truck",186798.948141176
"Ambitious-Reference",2048,20,2028,"Car",47684.541027644
"Ambitious-Reference",2048,20,2028,"Light Truck",83689.4589723559
"Ambitious-Reference",2048,21,2027,"Car",20011.8137073776
"Ambitious-Reference",2048,21,2027,"Light Truck",34510.1862926225
"Ambitious-Reference",2048,22,2026,"Car",8422.02639900258
"Ambitious-Reference",2048,22,2026,"Light Truck",13810.9736009974
"Ambitious-Reference",2048,23,2025,"Car",3651.92421442187
"Ambitious-Reference",2048,23,2025,"Light Truck",5607.07578557813
"Ambitious-Reference",2048,24,2024,"Car",1376.36179650326
"Ambitious-Reference",2048,24,2024,"Light Truck",2270.63820349674
"Ambitious-Reference",2048,25,2023,"Car",412.266479400715
"Ambitious-Reference",2048,25,2023,"Light Truck",654.733520599285
"Ambitious-Reference",2048,26,2022,"Car",113.590971221027
"Ambitious-Reference",2048,26,2022,"Light Truck",167.409028778973
"Ambitious-Reference",2048,27,2021,"Car",45.5014334388206
"Ambitious-Reference",2048,27,2021,"Light Truck",67.4985665611794
"Ambitious-Reference",2048,28,2020,"Car",6.42953649772209
"Ambitious-Reference",2048,28,2020,"Light Truck",9.57046350227791
"Ambitious-Reference",2049,0,2049,"Car",11171.7805946201
"Ambitious-Reference",2049,0,2049,"Light Truck",21264.2194053799
"Ambitious-Reference",2049,1,2048,"Car",16978.8872732618
"Ambitious-Reference",2049,1,2048,"Light Truck",32237.1127267383
"Ambitious-Reference",2049,2,2047,"Car",25193.3632581979
"Ambitious-Reference",2049,2,2047,"Light Truck",47816.6367418022
"Ambitious-Reference",2049,3,2046,"Car",35904.0362087017
"Ambitious-Reference",2049,3,2046,"Light Truck",68909.9637912983
"Ambitious-Reference",2049,4,2045,"Car",46952.8021105131
"Ambitious-Reference",2049,4,2045,"Light Truck",89140.197889487
"Ambitious-Reference",2049,5,2044,"Car",57815.2943800933
"Ambitious-Reference",2049,5,2044,"Light Truck",110954.705619907
"Ambitious-Reference",2049,6,2043,"Car",70976.7836137968
"Ambitious-Reference",2049,6,2043,"Light Truck",130921.216386203
"Ambitious-Reference",2049,7,2042,"Car",83514.9879154146
"Ambitious-Reference",2049,7,2042,"Light Truck",154133.012084586
"Ambitious-Reference",2049,8,2041,"Car",98696.2124270303
"Ambitious-Reference",2049,8,2041,"Light Truck",182015.78757297
"Ambitious-Reference",2049,9,2040,"Car",120006.408831044
"Ambitious-Reference",2049,9,2040,"Light Truck",217862.591168956
"Ambitious-Reference",2049,10,2039,"Car",148330.30159255
"Ambitious-Reference",2049,10,2039,"Light Truck",268825.69840745
"Ambitious-Reference",2049,11,2038,"Car",438858.464118006
"Ambitious-Reference",2049,11,2038,"Light Truck",793781.535881994
"Ambitious-Reference",2049,12,2037,"Car",574265.064951664
"Ambitious-Reference",2049,12,2037,"Light Truck",1029427.93504834
"Ambitious-Reference",2049,13,2036,"Car",695093.4273434
"Ambitious-Reference",2049,13,2036,"Light Truck",1244332.5726566
"Ambitious-Reference",2049,14,2035,"Car",762331.246053378
"Ambitious-Reference",2049,14,2035,"Light Truck",1375314.75394662
"Ambitious-Reference",2049,15,2034,"Car",706928.53390368
"Ambitious-Reference",2049,15,2034,"Light Truck",1288119.46609632
"Ambitious-Reference",2049,16,2033,"Car",530965.226540457
"Ambitious-Reference",2049,16,2033,"Light Truck",991968.773459544
"Ambitious-Reference",2049,17,2032,"Car",369083.30635425
"Ambitious-Reference",2049,17,2032,"Light Truck",662568.69364575
"Ambitious-Reference",2049,18,2031,"Car",220858.906472628
"Ambitious-Reference",2049,18,2031,"Light Truck",390077.093527372
"Ambitious-Reference",2049,19,2030,"Car",118631.71916411
"Ambitious-Reference",2049,19,2030,"Light Truck",206519.28083589
"Ambitious-Reference",2049,20,2029,"Car",55675.3885585417
"Ambitious-Reference",2049,20,2029,"Light Truck",99681.6114414583
"Ambitious-Reference",2049,21,2028,"Car",24220.6580273557
"Ambitious-Reference",2049,21,2028,"Light Truck",42504.3419726442
"Ambitious-Reference",2049,22,2027,"Car",9991.44801543115
"Ambitious-Reference",2049,22,2027,"Light Truck",17232.5519845689
"Ambitious-Reference",2049,23,2026,"Car",4230.36861782706
"Ambitious-Reference",2049,23,2026,"Light Truck",6938.63138217294
"Ambitious-Reference",2049,24,2025,"Car",1870.28259549133
"Ambitious-Reference",2049,24,2025,"Light Truck",2869.71740450866
"Ambitious-Reference",2049,25,2024,"Car",720.932281146525
"Ambitious-Reference",2049,25,2024,"Light Truck",1189.06771885347
"Ambitious-Reference",2049,26,2023,"Car",209.961716293033
"Ambitious-Reference",2049,26,2023,"Light Truck",329.038283706967
"Ambitious-Reference",2049,27,2022,"Car",53.3594597906605
"Ambitious-Reference",2049,27,2022,"Light Truck",78.6405402093395
"Ambitious-Reference",2049,28,2021,"Car",20.1333776277967
"Ambitious-Reference",2049,28,2021,"Light Truck",29.8666223722033
"Ambitious-Reference",2049,29,2020,"Car",0.803692062215261
"Ambitious-Reference",2049,29,2020,"Light Truck",1.19630793778474
"Ambitious-Reference",2050,0,2050,"Car",11077.6387222008
"Ambitious-Reference",2050,0,2050,"Light Truck",21014.3612777993
"Ambitious-Reference",2050,1,2049,"Car",16759.1233759183
"Ambitious-Reference",2050,1,2049,"Light Truck",31900.8766240817
