"Scenario","Year","age","modelYear","vehSize","EV"
"Ambitious-Long",2022,0,2022,"Car",103.080774595594
"Ambitious-Long",2022,0,2022,"Light Truck",151.919225404406
"Ambitious-Long",2022,1,2021,"Car",71.2721568024004
"Ambitious-Long",2022,1,2021,"Light Truck",105.7278431976
"Ambitious-Long",2022,2,2020,"Car",60.2769046661446
"Ambitious-Long",2022,2,2020,"Light Truck",89.7230953338554
"Ambitious-Long",2022,3,2019,"Car",85.469491719592
"Ambitious-Long",2022,3,2019,"Light Truck",125.530508280408
"Ambitious-Long",2022,4,2018,"Car",125.09421516305
"Ambitious-Long",2022,4,2018,"Light Truck",181.90578483695
"Ambitious-Long",2022,5,2017,"Car",97.7655111316281
"Ambitious-Long",2022,5,2017,"Light Truck",140.234488868372
"Ambitious-Long",2022,6,2016,"Car",446.415643826528
"Ambitious-Long",2022,6,2016,"Light Truck",629.584356173472
"Ambitious-Long",2023,0,2023,"Car",116.466287924542
"Ambitious-Long",2023,0,2023,"Light Truck",172.533712075458
"Ambitious-Long",2023,1,2022,"Car",162.099571030719
"Ambitious-Long",2023,1,2022,"Light Truck",238.900428969281
"Ambitious-Long",2023,2,2021,"Car",111.94157961055
"Ambitious-Long",2023,2,2021,"Light Truck",166.05842038945
"Ambitious-Long",2023,3,2020,"Car",94.8356633414008
"Ambitious-Long",2023,3,2020,"Light Truck",141.164336658599
"Ambitious-Long",2023,4,2019,"Car",134.077733455853
"Ambitious-Long",2023,4,2019,"Light Truck",196.922266544147
"Ambitious-Long",2023,5,2018,"Car",195.994519522564
"Ambitious-Long",2023,5,2018,"Light Truck",285.005480477436
"Ambitious-Long",2023,6,2017,"Car",152.809958575486
"Ambitious-Long",2023,6,2017,"Light Truck",219.190041424514
"Ambitious-Long",2023,7,2016,"Car",695.346300235372
"Ambitious-Long",2023,7,2016,"Light Truck",980.653699764627
"Ambitious-Long",2024,0,2024,"Car",210.975165887361
"Ambitious-Long",2024,0,2024,"Light Truck",348.024834112639
"Ambitious-Long",2024,1,2023,"Car",183.363878912341
"Ambitious-Long",2024,1,2023,"Light Truck",271.636121087659
"Ambitious-Long",2024,2,2022,"Car",255.478625664375
"Ambitious-Long",2024,2,2022,"Light Truck",376.521374335626
"Ambitious-Long",2024,3,2021,"Car",175.965720466943
"Ambitious-Long",2024,3,2021,"Light Truck",261.034279533057
"Ambitious-Long",2024,4,2020,"Car",148.683031509823
"Ambitious-Long",2024,4,2020,"Light Truck",221.316968490177
"Ambitious-Long",2024,5,2019,"Car",210.635714190464
"Ambitious-Long",2024,5,2019,"Light Truck",309.364285809536
"Ambitious-Long",2024,6,2018,"Car",306.419706197439
"Ambitious-Long",2024,6,2018,"Light Truck",445.580293802561
"Ambitious-Long",2024,7,2017,"Car",237.84130649249
"Ambitious-Long",2024,7,2017,"Light Truck",341.15869350751
"Ambitious-Long",2024,8,2016,"Car",1075.38043568621
"Ambitious-Long",2024,8,2016,"Light Truck",1516.61956431379
"Ambitious-Long",2025,0,2025,"Car",373.888479332275
"Ambitious-Long",2025,0,2025,"Light Truck",575.111520667725
"Ambitious-Long",2025,1,2024,"Car",332.737975913781
"Ambitious-Long",2025,1,2024,"Light Truck",548.262024086219
"Ambitious-Long",2025,2,2023,"Car",288.949233362964
"Ambitious-Long",2025,2,2023,"Light Truck",428.050766637036
"Ambitious-Long",2025,3,2022,"Car",402.217140088691
"Ambitious-Long",2025,3,2022,"Light Truck",592.782859911309
"Ambitious-Long",2025,4,2021,"Car",277.035276158483
"Ambitious-Long",2025,4,2021,"Light Truck",410.964723841517
"Ambitious-Long",2025,5,2020,"Car",233.874390104641
"Ambitious-Long",2025,5,2020,"Light Truck",348.125609895359
"Ambitious-Long",2025,6,2019,"Car",329.725906444303
"Ambitious-Long",2025,6,2019,"Light Truck",484.274093555697
"Ambitious-Long",2025,7,2018,"Car",477.150898879256
"Ambitious-Long",2025,7,2018,"Light Truck",693.849101120743
"Ambitious-Long",2025,8,2017,"Car",367.647615389946
"Ambitious-Long",2025,8,2017,"Light Truck",527.352384610054
"Ambitious-Long",2025,9,2016,"Car",1647.92094542655
"Ambitious-Long",2025,9,2016,"Light Truck",2324.07905457345
"Ambitious-Long",2026,0,2026,"Car",443.158432083876
"Ambitious-Long",2026,0,2026,"Light Truck",727.841567916124
"Ambitious-Long",2026,1,2025,"Car",589.399479217058
"Ambitious-Long",2026,1,2025,"Light Truck",905.600520782942
"Ambitious-Long",2026,2,2024,"Car",524.825841235988
"Ambitious-Long",2026,2,2024,"Light Truck",865.174158764012
"Ambitious-Long",2026,3,2023,"Car",455.387215760321
"Ambitious-Long",2026,3,2023,"Light Truck",674.61278423968
"Ambitious-Long",2026,4,2022,"Car",633.037227516472
"Ambitious-Long",2026,4,2022,"Light Truck",932.962772483528
"Ambitious-Long",2026,5,2021,"Car",435.283624312965
"Ambitious-Long",2026,5,2021,"Light Truck",645.716375687035
"Ambitious-Long",2026,6,2020,"Car",366.483580370159
"Ambitious-Long",2026,6,2020,"Light Truck",545.516419629841
"Ambitious-Long",2026,7,2019,"Car",514.437225042094
"Ambitious-Long",2026,7,2019,"Light Truck",755.562774957906
"Ambitious-Long",2026,8,2018,"Car",738.748573585048
"Ambitious-Long",2026,8,2018,"Light Truck",1074.25142641495
"Ambitious-Long",2026,9,2017,"Car",563.589417111738
"Ambitious-Long",2026,9,2017,"Light Truck",808.410582888262
"Ambitious-Long",2026,10,2016,"Car",2488.0619108064
"Ambitious-Long",2026,10,2016,"Light Truck",3508.9380891936
"Ambitious-Long",2026,11,2015,NA,0
"Ambitious-Long",2027,0,2027,"Car",515.04726550134
"Ambitious-Long",2027,0,2027,"Light Truck",887.952734498661
"Ambitious-Long",2027,1,2026,"Car",698.408011255026
"Ambitious-Long",2027,1,2026,"Light Truck",1145.59198874497
"Ambitious-Long",2027,2,2025,"Car",929.680005350926
"Ambitious-Long",2027,2,2025,"Light Truck",1428.31999464907
"Ambitious-Long",2027,3,2024,"Car",829.031937572621
"Ambitious-Long",2027,3,2024,"Light Truck",1364.96806242738
"Ambitious-Long",2027,4,2023,"Car",717.738611742594
"Ambitious-Long",2027,4,2023,"Light Truck",1063.26138825741
"Ambitious-Long",2027,5,2022,"Car",996.851726089158
"Ambitious-Long",2027,5,2022,"Light Truck",1469.14827391084
"Ambitious-Long",2027,6,2021,"Car",683.729504239977
"Ambitious-Long",2027,6,2021,"Light Truck",1014.27049576002
"Ambitious-Long",2027,7,2020,"Car",573.434286390589
"Ambitious-Long",2027,7,2020,"Light Truck",853.565713609411
"Ambitious-Long",2027,8,2019,"Car",797.985301836949
"Ambitious-Long",2027,8,2019,"Light Truck",1172.01469816305
"Ambitious-Long",2027,9,2018,"Car",1132.77497769798
"Ambitious-Long",2027,9,2018,"Light Truck",1647.22502230202
"Ambitious-Long",2027,10,2017,"Car",851.135038087115
"Ambitious-Long",2027,10,2017,"Light Truck",1220.86496191288
"Ambitious-Long",2027,11,2016,"Car",3900.32850149924
"Ambitious-Long",2027,11,2016,"Light Truck",5500.67149850075
"Ambitious-Long",2027,12,2015,NA,0
"Ambitious-Long",2028,0,2028,"Car",627.56012693104
"Ambitious-Long",2028,0,2028,"Light Truck",1105.43987306896
"Ambitious-Long",2028,1,2027,"Car",811.648839488834
"Ambitious-Long",2028,1,2027,"Light Truck",1398.35116051117
"Ambitious-Long",2028,2,2026,"Car",1101.24265516021
"Ambitious-Long",2028,2,2026,"Light Truck",1806.7573448398
"Ambitious-Long",2028,3,2025,"Car",1467.40725652543
"Ambitious-Long",2028,3,2025,"Light Truck",2253.59274347457
"Ambitious-Long",2028,4,2024,"Car",1303.22373899564
"Ambitious-Long",2028,4,2024,"Light Truck",2145.77626100436
"Ambitious-Long",2028,5,2023,"Car",1123.96012810224
"Ambitious-Long",2028,5,2023,"Light Truck",1665.03987189776
"Ambitious-Long",2028,6,2022,"Car",1555.91333889585
"Ambitious-Long",2028,6,2022,"Light Truck",2293.08666110415
"Ambitious-Long",2028,7,2021,"Car",1063.44500630022
"Ambitious-Long",2028,7,2021,"Light Truck",1577.55499369978
"Ambitious-Long",2028,8,2020,"Car",886.472344623433
"Ambitious-Long",2028,8,2020,"Light Truck",1319.52765537657
"Ambitious-Long",2028,9,2019,"Car",1222.09221098583
"Ambitious-Long",2028,9,2019,"Light Truck",1794.90778901418
"Ambitious-Long",2028,10,2018,"Car",1710.57171092666
"Ambitious-Long",2028,10,2018,"Light Truck",2487.42828907334
"Ambitious-Long",2028,11,2017,"Car",1709.25332696935
"Ambitious-Long",2028,11,2017,"Light Truck",2451.74667303065
"Ambitious-Long",2028,12,2016,"Car",5587.24858309651
"Ambitious-Long",2028,12,2016,"Light Truck",7879.75141690348
"Ambitious-Long",2028,13,2015,NA,0
"Ambitious-Long",2029,0,2029,"Car",759.002324547565
"Ambitious-Long",2029,0,2029,"Light Truck",1358.99767545244
"Ambitious-Long",2029,1,2028,"Car",989.361847312919
"Ambitious-Long",2029,1,2028,"Light Truck",1741.63815268708
"Ambitious-Long",2029,2,2027,"Car",1280.19335491835
"Ambitious-Long",2029,2,2027,"Light Truck",2205.80664508165
"Ambitious-Long",2029,3,2026,"Car",1738.7617462654
"Ambitious-Long",2029,3,2026,"Light Truck",2851.2382537346
"Ambitious-Long",2029,4,2025,"Car",2310.12668297548
"Ambitious-Long",2029,4,2025,"Light Truck",3546.87331702452
"Ambitious-Long",2029,5,2024,"Car",2041.43589087199
"Ambitious-Long",2029,5,2024,"Light Truck",3361.56410912801
"Ambitious-Long",2029,6,2023,"Car",1753.0392819092
"Ambitious-Long",2029,6,2023,"Light Truck",2596.9607180908
"Ambitious-Long",2029,7,2022,"Car",2418.15370051311
"Ambitious-Long",2029,7,2022,"Light Truck",3563.84629948689
"Ambitious-Long",2029,8,2021,"Car",1642.48094687566
"Ambitious-Long",2029,8,2021,"Light Truck",2436.51905312434
"Ambitious-Long",2029,9,2020,"Car",1356.23035498825
"Ambitious-Long",2029,9,2020,"Light Truck",2018.76964501175
"Ambitious-Long",2029,10,2019,"Car",1844.27770520996
"Ambitious-Long",2029,10,2019,"Light Truck",2708.72229479004
"Ambitious-Long",2029,11,2018,"Car",3010.41062418441
"Ambitious-Long",2029,11,2018,"Light Truck",4377.58937581559
"Ambitious-Long",2029,12,2017,"Car",2472.89234038824
"Ambitious-Long",2029,12,2017,"Light Truck",3547.10765961176
"Ambitious-Long",2029,13,2016,"Car",7641.75626732417
"Ambitious-Long",2029,13,2016,"Light Truck",10777.2437326758
"Ambitious-Long",2029,14,2015,NA,0
"Ambitious-Long",2030,0,2030,"Car",900.627243097271
"Ambitious-Long",2030,0,2030,"Light Truck",1570.37275690273
"Ambitious-Long",2030,1,2029,"Car",1196.52246150481
"Ambitious-Long",2030,1,2029,"Light Truck",2141.47753849519
"Ambitious-Long",2030,2,2028,"Car",1560.22170463187
"Ambitious-Long",2030,2,2028,"Light Truck",2745.77829536812
"Ambitious-Long",2030,3,2027,"Car",2021.11112076854
"Ambitious-Long",2030,3,2027,"Light Truck",3479.88887923147
"Ambitious-Long",2030,4,2026,"Car",2736.37226580635
"Ambitious-Long",2030,4,2026,"Light Truck",4485.62773419365
"Ambitious-Long",2030,5,2025,"Car",3619.5765594684
"Ambitious-Long",2030,5,2025,"Light Truck",5556.42344053159
"Ambitious-Long",2030,6,2024,"Car",3185.1222187109
"Ambitious-Long",2030,6,2024,"Light Truck",5245.87778128909
"Ambitious-Long",2030,7,2023,"Car",2722.24835616015
"Ambitious-Long",2030,7,2023,"Light Truck",4032.75164383986
"Ambitious-Long",2030,8,2022,"Car",3733.54523201925
"Ambitious-Long",2030,8,2022,"Light Truck",5502.45476798076
"Ambitious-Long",2030,9,2021,"Car",2511.84019284392
"Ambitious-Long",2030,9,2021,"Light Truck",3726.15980715608
"Ambitious-Long",2030,10,2020,"Car",2044.59260627562
"Ambitious-Long",2030,10,2020,"Light Truck",3043.40739372437
"Ambitious-Long",2030,11,2019,"Car",3257.56233369175
"Ambitious-Long",2030,11,2019,"Light Truck",4784.43766630825
"Ambitious-Long",2030,12,2018,"Car",4333.47549921511
"Ambitious-Long",2030,12,2018,"Light Truck",6301.52450078489
"Ambitious-Long",2030,13,2017,"Car",3432.47315552892
"Ambitious-Long",2030,13,2017,"Light Truck",4923.52684447107
"Ambitious-Long",2030,14,2016,"Car",9802.47436495294
"Ambitious-Long",2030,14,2016,"Light Truck",13824.525635047
"Ambitious-Long",2030,15,2015,NA,0
"Ambitious-Long",2031,0,2031,"Car",975.58734321238
"Ambitious-Long",2031,0,2031,"Light Truck",1729.41265678762
"Ambitious-Long",2031,1,2030,"Car",1419.02952219965
"Ambitious-Long",2031,1,2030,"Light Truck",2473.97047780035
"Ambitious-Long",2031,2,2029,"Car",1887.04337331124
"Ambitious-Long",2031,2,2029,"Light Truck",3375.95662668876
"Ambitious-Long",2031,3,2028,"Car",2463.18314110733
"Ambitious-Long",2031,3,2028,"Light Truck",4332.81685889267
"Ambitious-Long",2031,4,2027,"Car",3180.94441667747
"Ambitious-Long",2031,4,2027,"Light Truck",5476.05558332253
"Ambitious-Long",2031,5,2026,"Car",4290.45106221332
"Ambitious-Long",2031,5,2026,"Light Truck",7032.54893778668
"Ambitious-Long",2031,6,2025,"Car",5651.59742972707
"Ambitious-Long",2031,6,2025,"Light Truck",8677.40257027293
"Ambitious-Long",2031,7,2024,"Car",4947.26717569391
"Ambitious-Long",2031,7,2024,"Light Truck",8149.73282430609
"Ambitious-Long",2031,8,2023,"Car",4199.23432586066
"Ambitious-Long",2031,8,2023,"Light Truck",6220.76567413935
"Ambitious-Long",2031,9,2022,"Car",5707.84524427368
"Ambitious-Long",2031,9,2022,"Light Truck",8412.15475572632
"Ambitious-Long",2031,10,2021,"Car",3785.07499402578
"Ambitious-Long",2031,10,2021,"Light Truck",5614.92500597421
"Ambitious-Long",2031,11,2020,"Car",3998.76985555203
"Ambitious-Long",2031,11,2020,"Light Truck",5952.23014444797
"Ambitious-Long",2031,12,2019,"Car",4687.04970941895
"Ambitious-Long",2031,12,2019,"Light Truck",6883.95029058105
"Ambitious-Long",2031,13,2018,"Car",5971.10954071445
"Ambitious-Long",2031,13,2018,"Light Truck",8682.89045928555
"Ambitious-Long",2031,14,2017,"Car",4501.73208609879
"Ambitious-Long",2031,14,2017,"Light Truck",6457.26791390121
"Ambitious-Long",2031,15,2016,"Car",11559.509914772
"Ambitious-Long",2031,15,2016,"Light Truck",16302.4900852279
"Ambitious-Long",2031,16,2015,NA,0
"Ambitious-Long",2032,0,2032,"Car",1055.15989055989
"Ambitious-Long",2032,0,2032,"Light Truck",1898.84010944011
"Ambitious-Long",2032,1,2031,"Car",1537.92628594961
"Ambitious-Long",2032,1,2031,"Light Truck",2725.07371405039
"Ambitious-Long",2032,2,2030,"Car",2238.41461707939
"Ambitious-Long",2032,2,2030,"Light Truck",3902.58538292061
"Ambitious-Long",2032,3,2029,"Car",2979.32190653232
"Ambitious-Long",2032,3,2029,"Light Truck",5328.67809346768
"Ambitious-Long",2032,4,2028,"Car",3881.07559752927
"Ambitious-Long",2032,4,2028,"Light Truck",6824.92440247072
"Ambitious-Long",2032,5,2027,"Car",4993.77011065374
"Ambitious-Long",2032,5,2027,"Light Truck",8594.22988934627
"Ambitious-Long",2032,6,2026,"Car",6707.4589256444
"Ambitious-Long",2032,6,2026,"Light Truck",10993.5410743556
"Ambitious-Long",2032,7,2025,"Car",8786.79936372344
"Ambitious-Long",2032,7,2025,"Light Truck",13492.2006362766
"Ambitious-Long",2032,8,2024,"Car",7635.29171782831
"Ambitious-Long",2032,8,2024,"Light Truck",12580.7082821717
"Ambitious-Long",2032,9,2023,"Car",6416.12377178767
"Ambitious-Long",2032,9,2023,"Light Truck",9504.87622821234
"Ambitious-Long",2032,10,2022,"Car",8598.95779293129
"Ambitious-Long",2032,10,2022,"Light Truck",12673.0422070687
"Ambitious-Long",2032,11,2021,"Car",7817.38786532091
"Ambitious-Long",2032,11,2021,"Light Truck",11596.6121346791
"Ambitious-Long",2032,12,2020,"Car",5771.31269876779
"Ambitious-Long",2032,12,2020,"Light Truck",8590.6873012322
"Ambitious-Long",2032,13,2019,"Car",6455.17450257544
"Ambitious-Long",2032,13,2019,"Light Truck",9480.82549742456
"Ambitious-Long",2032,14,2018,"Car",7745.24704175653
"Ambitious-Long",2032,14,2018,"Light Truck",11262.7529582435
"Ambitious-Long",2032,15,2017,"Car",5481.85187416629
"Ambitious-Long",2032,15,2017,"Light Truck",7863.14812583371
"Ambitious-Long",2032,16,2016,"Car",12290.9511601867
"Ambitious-Long",2032,16,2016,"Light Truck",17334.0488398133
"Ambitious-Long",2032,17,2015,NA,0
"Ambitious-Long",2033,0,2033,"Car",1138.96984354487
"Ambitious-Long",2033,0,2033,"Light Truck",2125.03015645513
"Ambitious-Long",2033,1,2032,"Car",1662.74480608258
"Ambitious-Long",2033,1,2032,"Light Truck",2991.25519391742
"Ambitious-Long",2033,2,2031,"Car",2425.20615412984
"Ambitious-Long",2033,2,2031,"Light Truck",4296.79384587017
"Ambitious-Long",2033,3,2030,"Car",3533.64658009041
"Ambitious-Long",2033,3,2030,"Light Truck",6159.35341990959
"Ambitious-Long",2033,4,2029,"Car",4695.54220028373
"Ambitious-Long",2033,4,2029,"Light Truck",8397.45779971627
"Ambitious-Long",2033,5,2028,"Car",6101.25758315624
"Ambitious-Long",2033,5,2028,"Light Truck",10726.7424168438
"Ambitious-Long",2033,6,2027,"Car",7814.41590912769
"Ambitious-Long",2033,6,2027,"Light Truck",13449.5840908723
"Ambitious-Long",2033,7,2026,"Car",10439.022283701
"Ambitious-Long",2033,7,2026,"Light Truck",17109.977716299
"Ambitious-Long",2033,8,2025,"Car",13578.0331915713
"Ambitious-Long",2033,8,2025,"Light Truck",20851.9668084287
"Ambitious-Long",2033,9,2024,"Car",11673.5573216418
"Ambitious-Long",2033,9,2024,"Light Truck",19238.4426783582
"Ambitious-Long",2033,10,2023,"Car",9662.67192237629
"Ambitious-Long",2033,10,2023,"Light Truck",14314.3280776237
"Ambitious-Long",2033,11,2022,"Car",15209.0629936652
"Ambitious-Long",2033,11,2022,"Light Truck",22414.9370063348
"Ambitious-Long",2033,12,2021,"Car",11305.2942055604
"Ambitious-Long",2033,12,2021,"Light Truck",16770.7057944396
"Ambitious-Long",2033,13,2020,"Car",7989.50279048191
"Ambitious-Long",2033,13,2020,"Light Truck",11892.4972095181
"Ambitious-Long",2033,14,2019,"Car",8370.74429566526
"Ambitious-Long",2033,14,2019,"Light Truck",12294.2557043347
"Ambitious-Long",2033,15,2018,"Car",9285.08756000137
"Ambitious-Long",2033,15,2018,"Light Truck",13501.9124399986
"Ambitious-Long",2033,16,2017,"Car",6094.73482630238
"Ambitious-Long",2033,16,2017,"Light Truck",8742.26517369762
"Ambitious-Long",2033,17,2016,"Car",11609.2960460538
"Ambitious-Long",2033,17,2016,"Light Truck",16372.7039539462
"Ambitious-Long",2033,18,2015,NA,0
"Ambitious-Long",2034,0,2034,"Car",1269.44532633706
"Ambitious-Long",2034,0,2034,"Light Truck",2316.55467366294
"Ambitious-Long",2034,1,2033,"Car",1794.90757966907
"Ambitious-Long",2034,1,2033,"Light Truck",3348.09242033093
"Ambitious-Long",2034,2,2032,"Car",2622.42706706034
"Ambitious-Long",2034,2,2032,"Light Truck",4718.57293293966
"Ambitious-Long",2034,3,2031,"Car",3828.56866860188
"Ambitious-Long",2034,3,2031,"Light Truck",6782.43133139813
"Ambitious-Long",2034,4,2030,"Car",5569.34269399842
"Ambitious-Long",2034,4,2030,"Light Truck",9705.65730600158
"Ambitious-Long",2034,5,2029,"Car",7379.25267515016
"Ambitious-Long",2034,5,2029,"Light Truck",13196.7473248498
"Ambitious-Long",2034,6,2028,"Car",9544.15966858123
"Ambitious-Long",2034,6,2028,"Light Truck",16781.8403314188
"Ambitious-Long",2034,7,2027,"Car",12164.5723276109
"Ambitious-Long",2034,7,2027,"Light Truck",20940.4276723891
"Ambitious-Long",2034,8,2026,"Car",16139.5962185233
"Ambitious-Long",2034,8,2026,"Light Truck",26458.4037814767
"Ambitious-Long",2034,9,2025,"Car",20771.3954742753
"Ambitious-Long",2034,9,2025,"Light Truck",31903.6045257247
"Ambitious-Long",2034,10,2024,"Car",17592.9176902529
"Ambitious-Long",2034,10,2024,"Light Truck",28998.0823097471
"Ambitious-Long",2034,11,2023,"Car",18865.5236560955
"Ambitious-Long",2034,11,2023,"Light Truck",28687.4763439045
"Ambitious-Long",2034,12,2022,"Car",21872.5276541898
"Ambitious-Long",2034,12,2022,"Light Truck",32235.4723458102
"Ambitious-Long",2034,13,2021,"Car",15701.2158768136
"Ambitious-Long",2034,13,2021,"Light Truck",23291.7841231864
"Ambitious-Long",2034,14,2020,"Car",10447.9968087984
"Ambitious-Long",2034,14,2020,"Light Truck",15552.0031912016
"Ambitious-Long",2034,15,2019,"Car",10035.1715064511
"Ambitious-Long",2034,15,2019,"Light Truck",14738.828493549
"Ambitious-Long",2034,16,2018,"Car",10106.1456823256
"Ambitious-Long",2034,16,2018,"Light Truck",14695.8543176744
"Ambitious-Long",2034,17,2017,"Car",6108.70132789261
"Ambitious-Long",2034,17,2017,"Light Truck",8762.29867210739
"Ambitious-Long",2034,18,2016,"Car",9669.71134820156
"Ambitious-Long",2034,18,2016,"Light Truck",13637.2886517984
"Ambitious-Long",2034,19,2015,NA,0
"Ambitious-Long",2035,0,2035,"Car",1465.08512152089
"Ambitious-Long",2035,0,2035,"Light Truck",2643.91487847912
"Ambitious-Long",2035,1,2034,"Car",2000.60994892696
"Ambitious-Long",2035,1,2034,"Light Truck",3650.39005107305
"Ambitious-Long",2035,2,2033,"Car",2830.50193030822
"Ambitious-Long",2035,2,2033,"Light Truck",5280.49806969178
"Ambitious-Long",2035,3,2032,"Car",4139.12506425641
"Ambitious-Long",2035,3,2032,"Light Truck",7446.87493574359
"Ambitious-Long",2035,4,2031,"Car",6033.19727687217
"Ambitious-Long",2035,4,2031,"Light Truck",10688.8027231278
"Ambitious-Long",2035,5,2030,"Car",8756.35610836067
"Ambitious-Long",2035,5,2030,"Light Truck",15262.6438916393
"Ambitious-Long",2035,6,2029,"Car",11557.3797569453
"Ambitious-Long",2035,6,2029,"Light Truck",20673.6202430547
"Ambitious-Long",2035,7,2028,"Car",14860.4849479239
"Ambitious-Long",2035,7,2028,"Light Truck",26137.5150520761
"Ambitious-Long",2035,8,2027,"Car",18817.5918231802
"Ambitious-Long",2035,8,2027,"Light Truck",32403.4081768198
"Ambitious-Long",2035,9,2026,"Car",24714.853012605
"Ambitious-Long",2035,9,2026,"Light Truck",40527.1469873951
"Ambitious-Long",2035,10,2025,"Car",31311.6897961256
"Ambitious-Long",2035,10,2025,"Light Truck",48104.3102038744
"Ambitious-Long",2035,11,2024,"Car",33765.2692635309
"Ambitious-Long",2035,11,2024,"Light Truck",55696.730736469
"Ambitious-Long",2035,12,2023,"Car",27237.7974679722
"Ambitious-Long",2035,12,2023,"Light Truck",41458.2025320279
"Ambitious-Long",2035,13,2022,"Car",30125.4574351453
"Ambitious-Long",2035,13,2022,"Light Truck",44398.5425648547
"Ambitious-Long",2035,14,2021,"Car",20623.0213717047
"Ambitious-Long",2035,14,2021,"Light Truck",30592.9786282953
"Ambitious-Long",2035,15,2020,"Car",12680.2515116013
"Ambitious-Long",2035,15,2020,"Light Truck",18874.7484883987
"Ambitious-Long",2035,16,2019,"Car",10927.1327423114
"Ambitious-Long",2035,16,2019,"Light Truck",16048.8672576886
"Ambitious-Long",2035,17,2018,"Car",9854.32735994529
"Ambitious-Long",2035,17,2018,"Light Truck",14329.6726400547
"Ambitious-Long",2035,18,2017,"Car",5474.0470644541
"Ambitious-Long",2035,18,2017,"Light Truck",7851.9529355459
"Ambitious-Long",2035,19,2016,"Car",7106.14047161781
"Ambitious-Long",2035,19,2016,"Light Truck",10021.8595283822
"Ambitious-Long",2035,20,2015,NA,0
"Ambitious-Long",2036,0,2036,"Car",1489.95486761037
"Ambitious-Long",2036,0,2036,"Light Truck",2667.04513238964
"Ambitious-Long",2036,1,2035,"Car",2308.93805085684
"Ambitious-Long",2036,1,2035,"Light Truck",4166.06194914317
"Ambitious-Long",2036,2,2034,"Car",3154.54920758494
"Ambitious-Long",2036,2,2034,"Light Truck",5756.45079241507
"Ambitious-Long",2036,3,2033,"Car",4467.58713824578
"Ambitious-Long",2036,3,2033,"Light Truck",8334.41286175422
"Ambitious-Long",2036,4,2032,"Car",6521.53722058853
"Ambitious-Long",2036,4,2032,"Light Truck",11733.4627794115
"Ambitious-Long",2036,5,2031,"Car",9483.30533819339
"Ambitious-Long",2036,5,2031,"Light Truck",16802.6946618066
"Ambitious-Long",2036,6,2030,"Car",13718.3170275899
"Ambitious-Long",2036,6,2030,"Light Truck",23914.6829724101
"Ambitious-Long",2036,7,2029,"Car",18010.6115509182
"Ambitious-Long",2036,7,2029,"Light Truck",32226.3884490818
"Ambitious-Long",2036,8,2028,"Car",22984.0521472445
"Ambitious-Long",2036,8,2028,"Light Truck",40438.9478527554
"Ambitious-Long",2036,9,2027,"Car",28816.4646474464
"Ambitious-Long",2036,9,2027,"Light Truck",49636.5353525537
"Ambitious-Long",2036,10,2026,"Car",37274.1000787418
"Ambitious-Long",2036,10,2026,"Light Truck",61138.8999212582
"Ambitious-Long",2036,11,2025,"Car",56276.5176307321
"Ambitious-Long",2036,11,2025,"Light Truck",86463.4823692679
"Ambitious-Long",2036,12,2024,"Car",48733.6558901451
"Ambitious-Long",2036,12,2024,"Light Truck",80396.3441098549
"Ambitious-Long",2036,13,2023,"Car",37731.8533072631
"Ambitious-Long",2036,13,2023,"Light Truck",57511.1466927369
"Ambitious-Long",2036,14,2022,"Car",39084.5915816636
"Ambitious-Long",2036,14,2022,"Light Truck",57602.4084183364
"Ambitious-Long",2036,15,2021,"Car",25183.2314044007
"Ambitious-Long",2036,15,2021,"Light Truck",37357.7685955993
"Ambitious-Long",2036,16,2020,"Car",14046.1261713361
"Ambitious-Long",2036,16,2020,"Light Truck",20907.8738286639
"Ambitious-Long",2036,17,2019,"Car",10663.8380995734
"Ambitious-Long",2036,17,2019,"Light Truck",15662.1619004266
"Ambitious-Long",2036,18,2018,"Car",8546.33898641633
"Ambitious-Long",2036,18,2018,"Light Truck",12427.6610135837
"Ambitious-Long",2036,19,2017,"Car",4370.69343882572
"Ambitious-Long",2036,19,2017,"Light Truck",6269.30656117427
"Ambitious-Long",2036,20,2016,"Car",4640.89720431555
"Ambitious-Long",2036,20,2016,"Light Truck",6545.10279568444
"Ambitious-Long",2036,21,2015,NA,0
"Ambitious-Long",2037,0,2037,"Car",1503.66863540953
"Ambitious-Long",2037,0,2037,"Light Truck",2694.33136459047
"Ambitious-Long",2037,1,2036,"Car",2347.9451135453
"Ambitious-Long",2037,1,2036,"Light Truck",4203.0548864547
"Ambitious-Long",2037,2,2035,"Car",3641.27803688058
"Ambitious-Long",2037,2,2035,"Light Truck",6569.72196311943
"Ambitious-Long",2037,3,2034,"Car",4978.72270361699
"Ambitious-Long",2037,3,2034,"Light Truck",9085.27729638302
"Ambitious-Long",2037,4,2033,"Car",7038.73062549872
"Ambitious-Long",2037,4,2033,"Light Truck",13131.2693745013
"Ambitious-Long",2037,5,2032,"Car",10249.315975578
"Ambitious-Long",2037,5,2032,"Light Truck",18439.684024422
"Ambitious-Long",2037,6,2031,"Car",14853.6231271619
"Ambitious-Long",2037,6,2031,"Light Truck",26318.3768728382
"Ambitious-Long",2037,7,2030,"Car",21384.4808803457
"Ambitious-Long",2037,7,2030,"Light Truck",37285.5191196543
"Ambitious-Long",2037,8,2029,"Car",27838.4551838568
"Ambitious-Long",2037,8,2029,"Light Truck",49826.5448161431
"Ambitious-Long",2037,9,2028,"Car",35173.8386816033
