"Scenario","Year","age","modelYear","vehSize","LIB"
"Baseline",2031,12,2019,"Light Truck",1159.5211404669
"Baseline",2032,0,2032,"Car",1178.56378333997
"Baseline",2032,0,2032,"Light Truck",1944.43621666003
"Baseline",2032,1,2031,"Car",1796.73217597891
"Baseline",2032,1,2031,"Light Truck",2903.26782402109
"Baseline",2032,2,2030,"Car",2730.12304748172
"Baseline",2032,2,2030,"Light Truck",4326.87695251828
"Baseline",2032,3,2029,"Car",3491.03024062579
"Baseline",2032,3,2029,"Light Truck",5684.96975937421
"Baseline",2032,4,2028,"Car",4552.22164599886
"Baseline",2032,4,2028,"Light Truck",7249.77835400114
"Baseline",2032,5,2027,"Car",5976.18955334749
"Baseline",2032,5,2027,"Light Truck",9316.81044665252
"Baseline",2032,6,2026,"Car",7907.09162396062
"Baseline",2032,6,2026,"Light Truck",11701.9083760394
"Baseline",2032,7,2025,"Car",10336.12600617
"Baseline",2032,7,2025,"Light Truck",14267.87399383
"Baseline",2032,8,2024,"Car",11328.763621963
"Baseline",2032,8,2024,"Light Truck",16862.236378037
"Baseline",2032,9,2023,"Car",13193.7363334311
"Baseline",2032,9,2023,"Light Truck",19545.2636665689
"Baseline",2032,10,2022,"Car",16217.6376313751
"Baseline",2032,10,2022,"Light Truck",23901.3623686249
"Baseline",2032,11,2021,"Car",5958.27177517016
"Baseline",2032,11,2021,"Light Truck",8838.72822482984
"Baseline",2033,0,2033,"Car",1196.72768121818
"Baseline",2033,0,2033,"Light Truck",2056.27231878183
"Baseline",2033,1,2032,"Car",1852.19053750642
"Baseline",2033,1,2032,"Light Truck",3055.80946249358
"Baseline",2033,2,2031,"Car",2820.4872328452
"Baseline",2033,2,2031,"Light Truck",4557.51276715481
"Baseline",2033,3,2030,"Car",4277.97940471204
"Baseline",2033,3,2030,"Light Truck",6780.02059528796
"Baseline",2033,4,2029,"Car",5456.06633400332
"Baseline",2033,4,2029,"Light Truck",8884.93366599668
"Baseline",2033,5,2028,"Car",7084.4479725522
"Baseline",2033,5,2028,"Light Truck",11282.5520274478
"Baseline",2033,6,2027,"Car",9240.76076427176
"Baseline",2033,6,2027,"Light Truck",14406.2392357282
"Baseline",2033,7,2026,"Car",12104.3947354812
"Baseline",2033,7,2026,"Light Truck",17913.6052645189
"Baseline",2033,8,2025,"Car",14518.2156822967
"Baseline",2033,8,2025,"Light Truck",20040.7843177033
"Baseline",2033,9,2024,"Car",16661.010243219
"Baseline",2033,9,2024,"Light Truck",24798.989756781
"Baseline",2033,10,2023,"Car",18710.3696047081
"Baseline",2033,10,2023,"Light Truck",27717.6303952919
"Baseline",2033,11,2022,"Car",21513.5640155981
"Baseline",2033,11,2022,"Light Truck",31706.4359844019
"Baseline",2034,0,2034,"Car",1270.94055051413
"Baseline",2034,0,2034,"Light Truck",2129.05944948587
"Baseline",2034,1,2033,"Car",1880.25674107166
"Baseline",2034,1,2033,"Light Truck",3230.74325892835
"Baseline",2034,2,2032,"Car",2907.35042806632
"Baseline",2034,2,2032,"Light Truck",4796.64957193368
"Baseline",2034,3,2031,"Car",4419.96115290813
"Baseline",2034,3,2031,"Light Truck",7142.03884709188
"Baseline",2034,4,2030,"Car",6685.84193093086
"Baseline",2034,4,2030,"Light Truck",10596.1580690691
"Baseline",2034,5,2029,"Car",8491.31472760757
"Baseline",2034,5,2029,"Light Truck",13827.6852723924
"Baseline",2034,6,2028,"Car",10954.7235187268
"Baseline",2034,6,2028,"Light Truck",17446.2764812732
"Baseline",2034,7,2027,"Car",14146.2147277303
"Baseline",2034,7,2027,"Light Truck",22053.7852722697
"Baseline",2034,8,2026,"Car",16697.2742090347
"Baseline",2034,8,2026,"Light Truck",24710.7257909653
"Baseline",2034,9,2025,"Car",21354.4934622676
"Baseline",2034,9,2025,"Light Truck",29477.5065377324
"Baseline",2034,10,2024,"Car",23635.6482987258
"Baseline",2034,10,2024,"Light Truck",35180.3517012742
"Baseline",2034,11,2023,"Car",25161.554162134
"Baseline",2034,11,2023,"Light Truck",37274.4458378661
"Baseline",2034,12,2022,"Car",17856.0155899474
"Baseline",2034,12,2022,"Light Truck",26315.9844100526
"Baseline",2035,0,2035,"Car",1340.98910250089
"Baseline",2035,0,2035,"Light Truck",2225.01089749911
"Baseline",2035,1,2034,"Car",1997.24569452854
"Baseline",2035,1,2034,"Light Truck",3345.75430547147
"Baseline",2035,2,2033,"Car",2951.53587040068
"Baseline",2035,2,2033,"Light Truck",5071.46412959932
"Baseline",2035,3,2032,"Car",4555.75472061482
"Baseline",2035,3,2032,"Light Truck",7516.24527938518
"Baseline",2035,4,2031,"Car",6907.47950803468
"Baseline",2035,4,2031,"Light Truck",11161.5204919653
"Baseline",2035,5,2030,"Car",10405.1848498042
"Baseline",2035,5,2030,"Light Truck",16490.8151501958
"Baseline",2035,6,2029,"Car",13130.1695362334
"Baseline",2035,6,2029,"Light Truck",21381.8304637666
"Baseline",2035,7,2028,"Car",16769.7797409839
"Baseline",2035,7,2028,"Light Truck",26707.220259016
"Baseline",2035,8,2027,"Car",18910.5973233239
"Baseline",2035,8,2027,"Light Truck",29481.4026766762
"Baseline",2035,9,2026,"Car",24594.2848859507
"Baseline",2035,9,2026,"Light Truck",36397.7151140494
"Baseline",2035,10,2025,"Car",30304.2913990033
"Baseline",2035,10,2025,"Light Truck",41831.7086009966
"Baseline",2035,11,2024,"Car",31808.2234390139
"Baseline",2035,11,2024,"Light Truck",47344.7765609861
"Baseline",2035,12,2023,"Car",31382.2241289272
"Baseline",2035,12,2023,"Light Truck",46489.7758710729
"Baseline",2035,13,2022,"Car",2817.54117227957
"Baseline",2035,13,2022,"Light Truck",4152.45882772043
"Baseline",2036,0,2036,"Car",1413.6050748003
"Baseline",2036,0,2036,"Light Truck",2326.39492519971
"Baseline",2036,1,2035,"Car",2106.99998354249
"Baseline",2036,1,2035,"Light Truck",3496.00001645752
"Baseline",2036,2,2034,"Car",3135.11129328296
"Baseline",2036,2,2034,"Light Truck",5251.88870671705
"Baseline",2036,3,2033,"Car",4625.0416256609
"Baseline",2036,3,2033,"Light Truck",7946.9583743391
"Baseline",2036,4,2032,"Car",7120.06496966864
"Baseline",2036,4,2032,"Light Truck",11746.9350303314
"Baseline",2036,5,2031,"Car",10750.5749474211
"Baseline",2036,5,2031,"Light Truck",17371.425052579
"Baseline",2036,6,2030,"Car",16089.4271534246
"Baseline",2036,6,2030,"Light Truck",25499.5728465754
"Baseline",2036,7,2029,"Car",20099.6750918157
"Baseline",2036,7,2029,"Light Truck",32731.3249081843
"Baseline",2036,8,2028,"Car",21917.9327920894
"Baseline",2036,8,2028,"Light Truck",34906.0672079106
"Baseline",2036,9,2027,"Car",27963.0024108341
"Baseline",2036,9,2027,"Light Truck",43593.9975891659
"Baseline",2036,10,2026,"Car",34965.5632055114
"Baseline",2036,10,2026,"Light Truck",51746.4367944886
"Baseline",2036,11,2025,"Car",40808.4571711654
"Baseline",2036,11,2025,"Light Truck",56331.5428288346
"Baseline",2036,12,2024,"Car",38908.2410216765
"Baseline",2036,12,2024,"Light Truck",57912.7589783234
"Baseline",2037,0,2037,"Car",1477.60655657425
"Baseline",2037,0,2037,"Light Truck",2434.39344342576
"Baseline",2037,1,2036,"Car",2221.32540764742
"Baseline",2037,1,2036,"Light Truck",3655.67459235259
"Baseline",2037,2,2035,"Car",3307.34693115405
"Baseline",2037,2,2035,"Light Truck",5487.65306884595
"Baseline",2037,3,2034,"Car",4912.93283982567
"Baseline",2037,3,2034,"Light Truck",8230.06716017433
"Baseline",2037,4,2033,"Car",7228.19104843981
"Baseline",2037,4,2033,"Light Truck",12419.8089515602
"Baseline",2037,5,2032,"Car",11081.0657605544
"Baseline",2037,5,2032,"Light Truck",18281.9342394456
"Baseline",2037,6,2031,"Car",16623.2131787802
"Baseline",2037,6,2031,"Light Truck",26860.7868212198
"Baseline",2037,7,2030,"Car",24630.2981353225
"Baseline",2037,7,2030,"Light Truck",39035.7018646775
"Baseline",2037,8,2029,"Car",26476.0555226013
"Baseline",2037,8,2029,"Light Truck",43114.9444773987
"Baseline",2037,9,2028,"Car",32516.2546161116
"Baseline",2037,9,2028,"Light Truck",51784.7453838883
"Baseline",2037,10,2027,"Car",39934.1389293228
"Baseline",2037,10,2027,"Light Truck",62256.8610706773
"Baseline",2037,11,2026,"Car",47191.7357812923
"Baseline",2037,11,2026,"Light Truck",69840.2642187078
"Baseline",2037,12,2025,"Car",51029.0558382158
"Baseline",2037,12,2025,"Light Truck",70439.9441617841
"Baseline",2037,13,2024,"Car",1212.00209584054
"Baseline",2037,13,2024,"Light Truck",1803.99790415946
"Baseline",2038,0,2038,"Car",1537.04434551478
"Baseline",2038,0,2038,"Light Truck",2554.95565448522
"Baseline",2038,1,2037,"Car",2321.7912840649
"Baseline",2038,1,2037,"Light Truck",3825.2087159351
"Baseline",2038,2,2036,"Car",3486.76652808362
"Baseline",2038,2,2036,"Light Truck",5738.23347191639
"Baseline",2038,3,2035,"Car",5182.70101252589
"Baseline",2038,3,2035,"Light Truck",8599.29898747412
"Baseline",2038,4,2034,"Car",7677.97614928245
"Baseline",2038,4,2034,"Light Truck",12862.0238507176
"Baseline",2038,5,2033,"Car",11249.1666265876
"Baseline",2038,5,2033,"Light Truck",19328.8333734124
"Baseline",2038,6,2032,"Car",17134.2719996748
"Baseline",2038,6,2032,"Light Truck",28268.7280003251
"Baseline",2038,7,2031,"Car",25447.0795800452
"Baseline",2038,7,2031,"Light Truck",41118.9204199548
"Baseline",2038,8,2030,"Car",32396.6606375466
"Baseline",2038,8,2030,"Light Truck",51344.3393624534
"Baseline",2038,9,2029,"Car",39244.4149281857
"Baseline",2038,9,2029,"Light Truck",63907.5850718143
"Baseline",2038,10,2028,"Car",46605.3073244153
"Baseline",2038,10,2028,"Light Truck",74222.6926755846
"Baseline",2038,11,2027,"Car",54152.2570689288
"Baseline",2038,11,2027,"Light Truck",84422.7429310712
"Baseline",2038,12,2026,"Car",59165.8846809562
"Baseline",2038,12,2026,"Light Truck",87561.1153190438
"Baseline",2038,13,2025,"Car",2946.15719725533
"Baseline",2038,13,2025,"Light Truck",4066.84280274467
"Baseline",2039,0,2039,"Car",1602.83817390795
"Baseline",2039,0,2039,"Light Truck",2666.16182609205
"Baseline",2039,1,2038,"Car",2415.24807958456
"Baseline",2039,1,2038,"Light Truck",4014.75192041544
"Baseline",2039,2,2037,"Car",3644.53621277733
"Baseline",2039,2,2037,"Light Truck",6004.46378722268
"Baseline",2039,3,2036,"Car",5463.92378644735
"Baseline",2039,3,2036,"Light Truck",8992.07621355266
"Baseline",2039,4,2035,"Car",8099.70955658069
"Baseline",2039,4,2035,"Light Truck",13439.2904434193
"Baseline",2039,5,2034,"Car",11949.4578171427
"Baseline",2039,5,2034,"Light Truck",20017.5421828573
"Baseline",2039,6,2033,"Car",17394.6741318902
"Baseline",2039,6,2033,"Light Truck",29888.3258681098
"Baseline",2039,7,2032,"Car",26229.5540176949
"Baseline",2039,7,2032,"Light Truck",43274.4459823051
"Baseline",2039,8,2031,"Car",32769.3366223218
"Baseline",2039,8,2031,"Light Truck",52950.6633776782
"Baseline",2039,9,2030,"Car",48053.5700685559
"Baseline",2039,9,2030,"Light Truck",76158.4299314441
"Baseline",2039,10,2029,"Car",56206.8804118715
"Baseline",2039,10,2029,"Light Truck",91530.1195881285
"Baseline",2039,11,2028,"Car",63431.0159027717
"Baseline",2039,11,2028,"Light Truck",101018.984097228
"Baseline",2039,12,2027,"Car",68198.8230465052
"Baseline",2039,12,2027,"Light Truck",106321.176953495
"Baseline",2039,13,2026,"Car",5088.86206815152
"Baseline",2039,13,2026,"Light Truck",7531.13793184849
"Baseline",2040,0,2040,"Car",1671.74226729545
"Baseline",2040,0,2040,"Light Truck",2784.25773270456
"Baseline",2040,1,2039,"Car",2518.58479048361
"Baseline",2040,1,2039,"Light Truck",4189.4152095164
"Baseline",2040,2,2038,"Car",3790.77505741328
"Baseline",2040,2,2038,"Light Truck",6301.22494258673
"Baseline",2040,3,2037,"Car",5710.99466651396
"Baseline",2040,3,2037,"Light Truck",9409.00533348605
"Baseline",2040,4,2036,"Car",8539.08177804499
"Baseline",2040,4,2036,"Light Truck",14052.918221955
"Baseline",2040,5,2035,"Car",12605.8992411764
"Baseline",2040,5,2035,"Light Truck",20916.1007588237
"Baseline",2040,6,2034,"Car",18477.2327682099
"Baseline",2040,6,2034,"Light Truck",30952.7672317901
"Baseline",2040,7,2033,"Car",26627.8347046581
"Baseline",2040,7,2033,"Light Truck",45753.1652953419
"Baseline",2040,8,2032,"Car",32978.275163218
"Baseline",2040,8,2032,"Light Truck",54408.724836782
"Baseline",2040,9,2031,"Car",48692.206535912
"Baseline",2040,9,2031,"Light Truck",78679.7934640881
"Baseline",2040,10,2030,"Car",68879.414463063
"Baseline",2040,10,2030,"Light Truck",109164.585536937
"Baseline",2040,11,2029,"Car",76466.3454667498
"Baseline",2040,11,2029,"Light Truck",124521.65453325
"Baseline",2040,12,2028,"Car",80160.2954511756
"Baseline",2040,12,2028,"Light Truck",127661.704548824
"Baseline",2040,13,2027,"Car",8120.39618901202
"Baseline",2040,13,2027,"Light Truck",12659.603810988
"Baseline",2041,0,2041,"Car",1715.97786204061
"Baseline",2041,0,2041,"Light Truck",2904.02213795939
"Baseline",2041,1,2040,"Car",2626.54120586522
"Baseline",2041,1,2040,"Light Truck",4374.45879413478
"Baseline",2041,2,2039,"Car",3953.59240366613
"Baseline",2041,2,2039,"Light Truck",6576.40759633388
"Baseline",2041,3,2038,"Car",5940.45853477914
"Baseline",2041,3,2038,"Light Truck",9874.54146522087
"Baseline",2041,4,2037,"Car",8925.3177228654
"Baseline",2041,4,2037,"Light Truck",14704.6822771346
"Baseline",2041,5,2036,"Car",13289.7775494795
"Baseline",2041,5,2036,"Light Truck",21871.2224505206
"Baseline",2041,6,2035,"Car",19492.476199701
"Baseline",2041,6,2035,"Light Truck",32342.523800299
"Baseline",2041,7,2034,"Car",28285.5295637806
"Baseline",2041,7,2034,"Light Truck",47383.4704362194
"Baseline",2041,8,2033,"Car",32557.762000556
"Baseline",2041,8,2033,"Light Truck",55942.237999444
"Baseline",2041,9,2032,"Car",49107.9564516373
"Baseline",2041,9,2032,"Light Truck",81020.0435483627
"Baseline",2041,10,2031,"Car",69931.1099897495
"Baseline",2041,10,2031,"Light Truck",112998.890010251
"Baseline",2041,11,2030,"Car",93792.1257802846
"Baseline",2041,11,2030,"Light Truck",148647.874219715
"Baseline",2041,12,2029,"Car",96646.6764446829
"Baseline",2041,12,2029,"Light Truck",157384.323555317
"Baseline",2041,13,2028,"Car",14119.1385656489
"Baseline",2041,13,2028,"Light Truck",22485.8614343511
"Baseline",2042,0,2042,"Car",1776.5988472294
"Baseline",2042,0,2042,"Light Truck",3011.4011527706
"Baseline",2042,1,2041,"Car",2696.53664034954
"Baseline",2042,1,2041,"Light Truck",4563.46335965047
"Baseline",2042,2,2040,"Car",4123.08068168244
"Baseline",2042,2,2040,"Light Truck",6866.91931831756
"Baseline",2042,3,2039,"Car",6195.08781201246
"Baseline",2042,3,2039,"Light Truck",10304.9121879876
"Baseline",2042,4,2038,"Car",9283.86804588056
"Baseline",2042,4,2038,"Light Truck",15432.1319541195
"Baseline",2042,5,2037,"Car",13890.7103079178
"Baseline",2042,5,2037,"Light Truck",22885.2896920822
"Baseline",2042,6,2036,"Car",20549.8113133201
"Baseline",2042,6,2036,"Light Truck",33819.1886866799
"Baseline",2042,7,2035,"Car",29839.0757976285
"Baseline",2042,7,2035,"Light Truck",49509.9242023715
"Baseline",2042,8,2034,"Car",33516.9451533233
"Baseline",2042,8,2034,"Light Truck",56147.0548466767
"Baseline",2042,9,2033,"Car",48621.4306757455
"Baseline",2042,9,2033,"Light Truck",83543.5693242545
"Baseline",2042,10,2032,"Car",70694.5805217076
"Baseline",2042,10,2032,"Light Truck",116634.419478292
"Baseline",2042,11,2031,"Car",95403.8025603884
"Baseline",2042,11,2031,"Light Truck",154159.197439612
"Baseline",2042,12,2030,"Car",118673.500840337
"Baseline",2042,12,2030,"Light Truck",188081.499159664
"Baseline",2042,13,2029,"Car",23412.2732070216
"Baseline",2042,13,2029,"Light Truck",38125.7267929784
"Baseline",2043,0,2043,"Car",1835.97730236107
"Baseline",2043,0,2043,"Light Truck",3115.02269763894
"Baseline",2043,1,2042,"Car",2791.42713611253
"Baseline",2043,1,2042,"Light Truck",4731.57286388748
"Baseline",2043,2,2041,"Car",4232.74539303352
"Baseline",2043,2,2041,"Light Truck",7163.25460696649
"Baseline",2043,3,2040,"Car",6460.74362322597
"Baseline",2043,3,2040,"Light Truck",10760.256376774
"Baseline",2043,4,2039,"Car",9681.98360050698
"Baseline",2043,4,2039,"Light Truck",16105.016399493
"Baseline",2043,5,2038,"Car",14449.0432157666
"Baseline",2043,5,2038,"Light Truck",24017.9567842334
"Baseline",2043,6,2037,"Car",21479.3077844345
"Baseline",2043,6,2037,"Light Truck",35387.6922155656
"Baseline",2043,7,2036,"Car",31458.0044841053
"Baseline",2043,7,2036,"Light Truck",51770.9955158948
"Baseline",2043,8,2035,"Car",34443.4141518128
"Baseline",2043,8,2035,"Light Truck",57149.5858481873
"Baseline",2043,9,2034,"Car",50261.2131003028
"Baseline",2043,9,2034,"Light Truck",84196.7868996972
"Baseline",2043,10,2033,"Car",70215.1363949165
"Baseline",2043,10,2033,"Light Truck",120646.863605084
"Baseline",2043,11,2032,"Car",96667.1374415944
"Baseline",2043,11,2032,"Light Truck",159484.862558406
"Baseline",2043,12,2031,"Car",120894.462452787
"Baseline",2043,12,2031,"Light Truck",195348.537547213
"Baseline",2043,13,2030,"Car",35536.8630998407
"Baseline",2043,13,2030,"Light Truck",56321.1369001593
"Baseline",2044,0,2044,"Car",1848.2231409148
"Baseline",2044,0,2044,"Light Truck",3269.77685908521
"Baseline",2044,1,2043,"Car",2885.05421376875
"Baseline",2044,1,2043,"Light Truck",4894.94578623125
"Baseline",2044,2,2042,"Car",4381.75768315205
"Baseline",2044,2,2042,"Light Truck",7427.24231684796
"Baseline",2044,3,2041,"Car",6632.51443343274
"Baseline",2044,3,2041,"Light Truck",11224.4855665673
"Baseline",2044,4,2040,"Car",10097.233254486
"Baseline",2044,4,2040,"Light Truck",16816.766745514
"Baseline",2044,5,2039,"Car",15068.7063180187
"Baseline",2044,5,2039,"Light Truck",25065.2936819814
"Baseline",2044,6,2038,"Car",22342.3594124058
"Baseline",2044,6,2038,"Light Truck",37138.6405875942
"Baseline",2044,7,2037,"Car",32880.5229966517
"Baseline",2044,7,2037,"Light Truck",54171.4770033484
"Baseline",2044,8,2036,"Car",35969.8236760548
"Baseline",2044,8,2036,"Light Truck",59196.1763239453
"Baseline",2044,9,2035,"Car",51881.1611153767
"Baseline",2044,9,2035,"Light Truck",86082.8388846234
"Baseline",2044,10,2034,"Car",72906.0094560663
"Baseline",2044,10,2034,"Light Truck",122130.990543934
"Baseline",2044,11,2033,"Car",96309.9067251248
"Baseline",2044,11,2033,"Light Truck",165484.093274875
"Baseline",2044,12,2032,"Car",122728.001734296
"Baseline",2044,12,2032,"Light Truck",202480.998265704
"Baseline",2044,13,2031,"Car",26393.9956651302
"Baseline",2044,13,2031,"Light Truck",42649.0043348698
"Baseline",2045,0,2045,"Car",1932.28293817679
"Baseline",2045,0,2045,"Light Truck",3379.71706182321
"Baseline",2045,1,2044,"Car",2904.14429449722
"Baseline",2045,1,2044,"Light Truck",5137.85570550278
"Baseline",2045,2,2043,"Car",4528.57095868175
"Baseline",2045,2,2043,"Light Truck",7683.42904131826
"Baseline",2045,3,2042,"Car",6866.32449205933
"Baseline",2045,3,2042,"Light Truck",11638.6755079407
"Baseline",2045,4,2041,"Car",10365.6948428202
"Baseline",2045,4,2041,"Light Truck",17542.3051571798
"Baseline",2045,5,2040,"Car",15714.9775791005
"Baseline",2045,5,2040,"Light Truck",26173.0224208996
"Baseline",2045,6,2039,"Car",23300.6639106473
"Baseline",2045,6,2039,"Light Truck",38758.3360893527
"Baseline",2045,7,2038,"Car",34202.2416619864
"Baseline",2045,7,2038,"Light Truck",56852.7583380137
"Baseline",2045,8,2037,"Car",38314.6552894517
"Baseline",2045,8,2037,"Light Truck",63124.3447105484
"Baseline",2045,9,2036,"Car",54314.9402296663
"Baseline",2045,9,2036,"Light Truck",89387.0597703338
"Baseline",2045,10,2035,"Car",75603.8073694895
"Baseline",2045,10,2035,"Light Truck",125444.192630511
"Baseline",2045,11,2034,"Car",100426.358047229
"Baseline",2045,11,2034,"Light Truck",168232.641952772
"Baseline",2045,12,2033,"Car",122597.448437122
"Baseline",2045,12,2033,"Light Truck",210652.551562878
"Baseline",2045,13,2032,"Car",16321.0139295187
"Baseline",2045,13,2032,"Light Truck",26926.9860704813
"Baseline",2046,0,2046,"Car",1986.86877963091
"Baseline",2046,0,2046,"Light Truck",3518.1312203691
"Baseline",2046,1,2045,"Car",3036.65247889681
"Baseline",2046,1,2045,"Light Truck",5311.3475211032
"Baseline",2046,2,2044,"Car",4558.44484325273
"Baseline",2046,2,2044,"Light Truck",8064.55515674728
"Baseline",2046,3,2043,"Car",7096.5658726083
"Baseline",2046,3,2043,"Light Truck",12040.4341273917
"Baseline",2046,4,2042,"Car",10730.8351424132
"Baseline",2046,4,2042,"Light Truck",18189.1648575868
"Baseline",2046,5,2041,"Car",16132.7918696394
"Baseline",2046,5,2041,"Light Truck",27302.2081303606
"Baseline",2046,6,2040,"Car",24299.9143615335
"Baseline",2046,6,2040,"Light Truck",40471.0856384665
"Baseline",2046,7,2039,"Car",35669.0628623634
"Baseline",2046,7,2039,"Light Truck",59331.9371376367
"Baseline",2046,8,2038,"Car",40591.5682302186
"Baseline",2046,8,2038,"Light Truck",67473.4317697815
"Baseline",2046,9,2037,"Car",57672.7364834667
"Baseline",2046,9,2037,"Light Truck",95017.2635165334
"Baseline",2046,10,2036,"Car",79337.6398999883
"Baseline",2046,10,2036,"Light Truck",130567.360100012
"Baseline",2046,11,2035,"Car",104580.979907743
"Baseline",2046,11,2035,"Light Truck",173524.020092257
"Baseline",2046,12,2034,"Car",128293.598647472
"Baseline",2046,12,2034,"Light Truck",214915.401352528
"Baseline",2046,13,2033,"Car",5476.69381810482
"Baseline",2046,13,2033,"Light Truck",9410.30618189518
"Baseline",2047,0,2047,"Car",2065.99541093812
"Baseline",2047,0,2047,"Light Truck",3616.00458906189
"Baseline",2047,1,2046,"Car",3121.96456744911
"Baseline",2047,1,2046,"Light Truck",5528.0354325509
"Baseline",2047,2,2045,"Car",4766.3221647083
"Baseline",2047,2,2045,"Light Truck",8336.67783529171
"Baseline",2047,3,2044,"Car",7143.35716108549
"Baseline",2047,3,2044,"Light Truck",12637.6428389145
"Baseline",2047,4,2043,"Car",11090.7713914391
"Baseline",2047,4,2043,"Light Truck",18817.228608561
"Baseline",2047,5,2042,"Car",16700.6970582598
"Baseline",2047,5,2042,"Light Truck",28308.3029417402
"Baseline",2047,6,2041,"Car",24945.9353134705
"Baseline",2047,6,2041,"Light Truck",42217.0646865295
"Baseline",2047,7,2040,"Car",37198.891613363
"Baseline",2047,7,2040,"Light Truck",61954.1083866371
"Baseline",2047,8,2039,"Car",42997.288554173
"Baseline",2047,8,2039,"Light Truck",71521.7114458271
"Baseline",2047,9,2038,"Car",60909.3262197689
"Baseline",2047,9,2038,"Light Truck",101246.673780231
"Baseline",2047,10,2037,"Car",83978.8168104529
"Baseline",2047,10,2037,"Light Truck",138357.183189547
"Baseline",2047,11,2036,"Car",109963.35604861
"Baseline",2047,11,2036,"Light Truck",180968.643951391
"Baseline",2047,12,2035,"Car",129469.000595016
"Baseline",2047,12,2035,"Light Truck",214818.999404984
"Baseline",2048,0,2048,"Car",2127.13332366595
"Baseline",2048,0,2048,"Light Truck",3722.86667633406
"Baseline",2048,1,2047,"Car",3246.25255699675
"Baseline",2048,1,2047,"Light Truck",5681.74744300326
"Baseline",2048,2,2046,"Car",4900.582068997
"Baseline",2048,2,2046,"Light Truck",8677.41793100301
"Baseline",2048,3,2045,"Car",7469.04472318977
"Baseline",2048,3,2045,"Light Truck",13063.9552768102
"Baseline",2048,4,2044,"Car",11164.0911296172
"Baseline",2048,4,2044,"Light Truck",19750.9088703828
"Baseline",2048,5,2043,"Car",17261.0049470815
"Baseline",2048,5,2043,"Light Truck",29285.9950529185
"Baseline",2048,6,2042,"Car",25824.1332436559
"Baseline",2048,6,2042,"Light Truck",43772.8667563441
"Baseline",2048,7,2041,"Car",38187.5644822173
"Baseline",2048,7,2041,"Light Truck",64626.4355177828
"Baseline",2048,8,2040,"Car",45304.3655103374
"Baseline",2048,8,2040,"Light Truck",75453.6344896626
"Baseline",2048,9,2039,"Car",64335.0482780809
"Baseline",2048,9,2039,"Light Truck",107014.951721919
"Baseline",2048,10,2038,"Car",88414.2314495636
"Baseline",2048,10,2038,"Light Truck",146966.768550437
"Baseline",2048,11,2037,"Car",116079.365998483
"Baseline",2048,11,2037,"Light Truck",191243.634001517
"Baseline",2048,12,2036,"Car",127539.683104322
"Baseline",2048,12,2036,"Light Truck",209894.316895679
"Baseline",2049,0,2049,"Car",2193.25082206025
"Baseline",2049,0,2049,"Light Truck",3846.74917793975
"Baseline",2049,1,2048,"Car",3342.6900246942
"Baseline",2049,1,2048,"Light Truck",5850.30997530581
"Baseline",2049,2,2047,"Car",5095.54024795614
"Baseline",2049,2,2047,"Light Truck",8918.45975204387
"Baseline",2049,3,2046,"Car",7678.95007364708
"Baseline",2049,3,2046,"Light Truck",13597.0499263529
"Baseline",2049,4,2045,"Car",11672.9968912073
"Baseline",2049,4,2045,"Light Truck",20417.0031087927
"Baseline",2049,5,2044,"Car",17375.0309108977
"Baseline",2049,5,2044,"Light Truck",30738.9690891023
"Baseline",2049,6,2043,"Car",26690.4597732655
"Baseline",2049,6,2043,"Light Truck",45284.5402267345
"Baseline",2049,7,2042,"Car",39532.2927699807
"Baseline",2049,7,2042,"Light Truck",67008.7072300194
"Baseline",2049,8,2041,"Car",46677.9406615217
"Baseline",2049,8,2041,"Light Truck",78995.0593384784
"Baseline",2049,9,2040,"Car",67666.9196680304
"Baseline",2049,9,2040,"Light Truck",112698.08033197
"Baseline",2049,10,2039,"Car",93121.9317710995
"Baseline",2049,10,2039,"Light Truck",154899.068228901
"Baseline",2049,11,2038,"Car",121876.122572691
"Baseline",2049,11,2038,"Light Truck",202588.877427309
"Baseline",2049,12,2037,"Car",128380.289497449
"Baseline",2049,12,2037,"Light Truck",211509.710502551
"Baseline",2050,0,2050,"Car",2275.37932212945
"Baseline",2050,0,2050,"Light Truck",3974.62067787056
"Baseline",2050,1,2049,"Car",3446.38138281024
"Baseline",2050,1,2049,"Light Truck",6044.61861718977
"Baseline",2050,2,2048,"Car",5246.92886504267
"Baseline",2050,2,2048,"Light Truck",9183.07113495734
"Baseline",2050,3,2047,"Car",7985.09771552481
"Baseline",2050,3,2047,"Light Truck",13975.9022844752
"Baseline",2050,4,2046,"Car",12001.3370863373
"Baseline",2050,4,2046,"Light Truck",21250.6629136627
"Baseline",2050,5,2045,"Car",18167.1699513109
"Baseline",2050,5,2045,"Light Truck",31775.8300486891
"Baseline",2050,6,2044,"Car",26867.1265066276
"Baseline",2050,6,2044,"Light Truck",47531.8734933725
"Baseline",2050,7,2043,"Car",40858.0042767405
"Baseline",2050,7,2043,"Light Truck",69321.9957232596
"Baseline",2050,8,2042,"Car",48361.1133570685
"Baseline",2050,8,2042,"Light Truck",81973.8866429316
"Baseline",2050,9,2041,"Car",69676.1296744422
"Baseline",2050,9,2041,"Light Truck",117915.870325558
"Baseline",2050,10,2040,"Car",97766.9093106204
"Baseline",2050,10,2040,"Light Truck",162829.09068938
"Baseline",2050,11,2039,"Car",128046.833176287
