"Scenario","Year","State","vehSize","total_gallons"
"Ambitious",2041,"Kansas","Light Truck",547372044.541948
"Ambitious",2041,"Kentucky","Car",323270628.633549
"Ambitious",2041,"Kentucky","Light Truck",808678774.794489
"Ambitious",2041,"Louisiana","Car",301776830.435552
"Ambitious",2041,"Louisiana","Light Truck",799433116.147063
"Ambitious",2041,"Maine","Car",110708822.536096
"Ambitious",2041,"Maine","Light Truck",280895808.869915
"Ambitious",2041,"Maryland","Car",494113836.239286
"Ambitious",2041,"Maryland","Light Truck",1263736760.59443
"Ambitious",2041,"Massachusetts","Car",568737607.660562
"Ambitious",2041,"Massachusetts","Light Truck",1435176056.79226
"Ambitious",2041,"Michigan","Car",796101909.70393
"Ambitious",2041,"Michigan","Light Truck",1928003349.66068
"Ambitious",2041,"Minnesota","Car",470191583.333592
"Ambitious",2041,"Minnesota","Light Truck",1189879793.52896
"Ambitious",2041,"Mississippi","Car",200813347.045116
"Ambitious",2041,"Mississippi","Light Truck",503059960.744017
"Ambitious",2041,"Missouri","Car",454572210.902897
"Ambitious",2041,"Missouri","Light Truck",1152612734.86864
"Ambitious",2041,"Montana","Car",83703914.7100196
"Ambitious",2041,"Montana","Light Truck",236042301.582237
"Ambitious",2041,"Nebraska","Car",148413855.034641
"Ambitious",2041,"Nebraska","Light Truck",376604114.521772
"Ambitious",2041,"Nevada","Car",248400680.693933
"Ambitious",2041,"Nevada","Light Truck",691505746.365084
"Ambitious",2041,"New Hampshire","Car",110867218.354274
"Ambitious",2041,"New Hampshire","Light Truck",280978115.336304
"Ambitious",2041,"New Jersey","Car",784131498.087515
"Ambitious",2041,"New Jersey","Light Truck",1961823791.70108
"Ambitious",2041,"New Mexico","Car",144926770.095405
"Ambitious",2041,"New Mexico","Light Truck",408059718.724783
"Ambitious",2041,"New York","Car",1515688218.43699
"Ambitious",2041,"New York","Light Truck",3822577574.15975
"Ambitious",2041,"North Carolina","Car",786864170.563411
"Ambitious",2041,"North Carolina","Light Truck",2025442194.29369
"Ambitious",2041,"North Dakota","Car",61419583.030482
"Ambitious",2041,"North Dakota","Light Truck",156130287.760981
"Ambitious",2041,"Ohio","Car",897020040.12363
"Ambitious",2041,"Ohio","Light Truck",2174234092.08314
"Ambitious",2041,"Oklahoma","Car",287871435.814025
"Ambitious",2041,"Oklahoma","Light Truck",759763041.276196
"Ambitious",2041,"Oregon","Car",331539091.450039
"Ambitious",2041,"Oregon","Light Truck",889597280.059873
"Ambitious",2041,"Pennsylvania","Car",976962272.800981
"Ambitious",2041,"Pennsylvania","Light Truck",2468897223.71992
"Ambitious",2041,"Rhode Island","Car",83251777.1646201
"Ambitious",2041,"Rhode Island","Light Truck",211094667.18348
"Ambitious",2041,"South Carolina","Car",374017685.425518
"Ambitious",2041,"South Carolina","Light Truck",965915020.89878
"Ambitious",2041,"South Dakota","Car",69762867.0426733
"Ambitious",2041,"South Dakota","Light Truck",177322841.826846
"Ambitious",2041,"Tennessee","Car",516541855.486716
"Ambitious",2041,"Tennessee","Light Truck",1289615869.79458
"Ambitious",2041,"Texas","Car",2228931939.1688
"Ambitious",2041,"Texas","Light Truck",5863648326.09827
"Ambitious",2041,"Utah","Car",263387625.513583
"Ambitious",2041,"Utah","Light Truck",735866390.134902
"Ambitious",2041,"Vermont","Car",55859181.8849161
"Ambitious",2041,"Vermont","Light Truck",140805615.294359
"Ambitious",2041,"Virginia","Car",666230878.85196
"Ambitious",2041,"Virginia","Light Truck",1709164618.339
"Ambitious",2041,"Washington","Car",668404675.617493
"Ambitious",2041,"Washington","Light Truck",1777769220.02865
"Ambitious",2041,"West Virginia","Car",123199271.56493
"Ambitious",2041,"West Virginia","Light Truck",319254300.567152
"Ambitious",2041,"Wisconsin","Car",476255057.045871
"Ambitious",2041,"Wisconsin","Light Truck",1153853328.83706
"Ambitious",2041,"Wyoming","Car",41798385.5160898
"Ambitious",2041,"Wyoming","Light Truck",118200384.15433
"Ambitious",2042,"Alabama","Car",379073269.558204
"Ambitious",2042,"Alabama","Light Truck",948229651.925044
"Ambitious",2042,"Alaska","Car",59591043.7018908
"Ambitious",2042,"Alaska","Light Truck",163122009.395385
"Ambitious",2042,"Arizona","Car",575688462.550517
"Ambitious",2042,"Arizona","Light Truck",1612495349.73675
"Ambitious",2042,"Arkansas","Car",222224342.980805
"Ambitious",2042,"Arkansas","Light Truck",588177769.244495
"Ambitious",2042,"California","Car",3430696304.16466
"Ambitious",2042,"California","Light Truck",9114887357.08189
"Ambitious",2042,"Colorado","Car",499676132.404876
"Ambitious",2042,"Colorado","Light Truck",1392126823.59514
"Ambitious",2042,"Connecticut","Car",298174248.773747
"Ambitious",2042,"Connecticut","Light Truck",754939857.769656
"Ambitious",2042,"Delaware","Car",82782519.169876
"Ambitious",2042,"Delaware","Light Truck",212916992.588001
"Ambitious",2042,"District of Columbia","Car",54913648.9156122
"Ambitious",2042,"District of Columbia","Light Truck",141108848.172806
"Ambitious",2042,"Florida","Car",1810445031.9867
"Ambitious",2042,"Florida","Light Truck",4644918611.97667
"Ambitious",2042,"Georgia","Car",854748880.759572
"Ambitious",2042,"Georgia","Light Truck",2198294441.96016
"Ambitious",2042,"Hawaii","Car",111883595.130009
"Ambitious",2042,"Hawaii","Light Truck",302306564.961644
"Ambitious",2042,"Idaho","Car",148880657.979142
"Ambitious",2042,"Idaho","Light Truck",419517095.151652
"Ambitious",2042,"Illinois","Car",1072335851.85456
"Ambitious",2042,"Illinois","Light Truck",2593171960.76017
"Ambitious",2042,"Indiana","Car",554499020.449597
"Ambitious",2042,"Indiana","Light Truck",1344810454.11733
"Ambitious",2042,"Iowa","Car",257050703.36641
"Ambitious",2042,"Iowa","Light Truck",652961615.536597
"Ambitious",2042,"Kansas","Car",229831728.901723
"Ambitious",2042,"Kansas","Light Truck",583319234.605392
"Ambitious",2042,"Kentucky","Car",345405585.190512
"Ambitious",2042,"Kentucky","Light Truck",863928075.428429
"Ambitious",2042,"Louisiana","Car",323402089.156694
"Ambitious",2042,"Louisiana","Light Truck",856320310.647083
"Ambitious",2042,"Maine","Car",117550624.921768
"Ambitious",2042,"Maine","Light Truck",298351477.965871
"Ambitious",2042,"Maryland","Car",515770107.285268
"Ambitious",2042,"Maryland","Light Truck",1322052855.48236
"Ambitious",2042,"Massachusetts","Car",596613913.677896
"Ambitious",2042,"Massachusetts","Light Truck",1507441614.39869
"Ambitious",2042,"Michigan","Car",845350226.726278
"Ambitious",2042,"Michigan","Light Truck",2048040548.69731
"Ambitious",2042,"Minnesota","Car",497377138.323688
"Ambitious",2042,"Minnesota","Light Truck",1259736091.80793
"Ambitious",2042,"Mississippi","Car",215364010.697671
"Ambitious",2042,"Mississippi","Light Truck",539273699.768632
"Ambitious",2042,"Missouri","Car",483515269.8175
"Ambitious",2042,"Missouri","Light Truck",1226653912.55396
"Ambitious",2042,"Montana","Car",89255621.7833922
"Ambitious",2042,"Montana","Light Truck",251651691.348781
"Ambitious",2042,"Nebraska","Car",158201850.50681
"Ambitious",2042,"Nebraska","Light Truck",401605421.105366
"Ambitious",2042,"Nevada","Car",258715483.839682
"Ambitious",2042,"Nevada","Light Truck",721953948.781957
"Ambitious",2042,"New Hampshire","Car",117420417.05227
"Ambitious",2042,"New Hampshire","Light Truck",297744287.502509
"Ambitious",2042,"New Jersey","Car",814378595.362543
"Ambitious",2042,"New Jersey","Light Truck",2040986164.16825
"Ambitious",2042,"New Mexico","Car",154108762.455001
"Ambitious",2042,"New Mexico","Light Truck",433976380.737434
"Ambitious",2042,"New York","Car",1602231169.99242
"Ambitious",2042,"New York","Light Truck",4041979845.4049
"Ambitious",2042,"North Carolina","Car",832027393.039235
"Ambitious",2042,"North Carolina","Light Truck",2143761011.30066
"Ambitious",2042,"North Dakota","Car",65797517.333754
"Ambitious",2042,"North Dakota","Light Truck",167277320.486144
"Ambitious",2042,"Ohio","Car",954801050.970168
"Ambitious",2042,"Ohio","Light Truck",2314849800.76496
"Ambitious",2042,"Oklahoma","Car",305882771.713474
"Ambitious",2042,"Oklahoma","Light Truck",807582136.786636
"Ambitious",2042,"Oregon","Car",345238887.216095
"Ambitious",2042,"Oregon","Light Truck",932592951.678662
"Ambitious",2042,"Pennsylvania","Car",1037328694.24116
"Ambitious",2042,"Pennsylvania","Light Truck",2621155580.56627
"Ambitious",2042,"Rhode Island","Car",88270875.3320162
"Ambitious",2042,"Rhode Island","Light Truck",223919818.593529
"Ambitious",2042,"South Carolina","Car",398092018.90194
"Ambitious",2042,"South Carolina","Light Truck",1028368954.32739
"Ambitious",2042,"South Dakota","Car",74714632.1475001
"Ambitious",2042,"South Dakota","Light Truck",189932802.63565
"Ambitious",2042,"Tennessee","Car",549063480.680807
"Ambitious",2042,"Tennessee","Light Truck",1371164703.51125
"Ambitious",2042,"Texas","Car",2350770250.69381
"Ambitious",2042,"Texas","Light Truck",6190414268.27974
"Ambitious",2042,"Utah","Car",276138208.179113
"Ambitious",2042,"Utah","Light Truck",772823332.709696
"Ambitious",2042,"Vermont","Car",58456235.5081815
"Ambitious",2042,"Vermont","Light Truck",147566049.990841
"Ambitious",2042,"Virginia","Car",699731156.410087
"Ambitious",2042,"Virginia","Light Truck",1798053683.94151
"Ambitious",2042,"Washington","Car",687565402.67507
"Ambitious",2042,"Washington","Light Truck",1843771645.70842
"Ambitious",2042,"West Virginia","Car",132024165.94637
"Ambitious",2042,"West Virginia","Light Truck",341959646.976143
"Ambitious",2042,"Wisconsin","Car",506300761.852877
"Ambitious",2042,"Wisconsin","Light Truck",1227031900.70219
"Ambitious",2042,"Wyoming","Car",44797665.9463235
"Ambitious",2042,"Wyoming","Light Truck",126579795.803215
"Ambitious",2043,"Alabama","Car",401378861.380933
"Ambitious",2043,"Alabama","Light Truck",1003695534.48093
"Ambitious",2043,"Alaska","Car",62922865.0503275
"Ambitious",2043,"Alaska","Light Truck",172718415.548971
"Ambitious",2043,"Arizona","Car",600266482.554417
"Ambitious",2043,"Arizona","Light Truck",1683215844.53744
"Ambitious",2043,"Arkansas","Car",235622927.81227
"Ambitious",2043,"Arkansas","Light Truck",623245301.234433
"Ambitious",2043,"California","Car",3459972045.61217
"Ambitious",2043,"California","Light Truck",9272471203.3742
"Ambitious",2043,"Colorado","Car",515349912.059108
"Ambitious",2043,"Colorado","Light Truck",1439008019.20802
"Ambitious",2043,"Connecticut","Car",312031066.963817
"Ambitious",2043,"Connecticut","Light Truck",790623725.59934
"Ambitious",2043,"Delaware","Car",86481779.4882787
"Ambitious",2043,"Delaware","Light Truck",222685975.085087
"Ambitious",2043,"District of Columbia","Car",57250159.9928432
"Ambitious",2043,"District of Columbia","Light Truck",147310983.535859
"Ambitious",2043,"Florida","Car",1880839452.48503
"Ambitious",2043,"Florida","Light Truck",4833600037.67828
"Ambitious",2043,"Georgia","Car",892832132.094274
"Ambitious",2043,"Georgia","Light Truck",2298892741.13
"Ambitious",2043,"Hawaii","Car",115809053.778451
"Ambitious",2043,"Hawaii","Light Truck",314664475.236523
"Ambitious",2043,"Idaho","Car",157140495.506453
"Ambitious",2043,"Idaho","Light Truck",442682216.696869
"Ambitious",2043,"Illinois","Car",1122562163.51313
"Ambitious",2043,"Illinois","Light Truck",2716628400.89135
"Ambitious",2043,"Indiana","Car",585521450.2605
"Ambitious",2043,"Indiana","Light Truck",1420361776.90564
"Ambitious",2043,"Iowa","Car",272027845.09682
"Ambitious",2043,"Iowa","Light Truck",691158828.603737
"Ambitious",2043,"Kansas","Car",242607762.347321
"Ambitious",2043,"Kansas","Light Truck",615980950.133574
"Ambitious",2043,"Kentucky","Car",365627913.168729
"Ambitious",2043,"Kentucky","Light Truck",914226545.302867
"Ambitious",2043,"Louisiana","Car",343255614.514702
"Ambitious",2043,"Louisiana","Light Truck",908225205.94315
"Ambitious",2043,"Maine","Car",123738520.351113
"Ambitious",2043,"Maine","Light Truck",314138903.88609
"Ambitious",2043,"Maryland","Car",534715159.3921
"Ambitious",2043,"Maryland","Light Truck",1373166214.38364
"Ambitious",2043,"Massachusetts","Car",621250693.961314
"Ambitious",2043,"Massachusetts","Light Truck",1571515142.68774
"Ambitious",2043,"Michigan","Car",889839756.202769
"Ambitious",2043,"Michigan","Light Truck",2156715634.40657
"Ambitious",2043,"Minnesota","Car",521804401.684761
"Ambitious",2043,"Minnesota","Light Truck",1322612730.54972
"Ambitious",2043,"Mississippi","Car",228710630.686541
"Ambitious",2043,"Mississippi","Light Truck",572374958.399886
"Ambitious",2043,"Missouri","Car",509751304.756467
"Ambitious",2043,"Missouri","Light Truck",1293811100.75919
"Ambitious",2043,"Montana","Car",94318436.0418602
"Ambitious",2043,"Montana","Light Truck",265823909.777769
"Ambitious",2043,"Nebraska","Car",167100471.511669
"Ambitious",2043,"Nebraska","Light Truck",424340733.938957
"Ambitious",2043,"Nevada","Car",267706815.23131
"Ambitious",2043,"Nevada","Light Truck",748473848.233597
"Ambitious",2043,"New Hampshire","Car",123324871.521645
"Ambitious",2043,"New Hampshire","Light Truck",312858177.863642
"Ambitious",2043,"New Jersey","Car",840339088.80119
"Ambitious",2043,"New Jersey","Light Truck",2109279041.56151
"Ambitious",2043,"New Mexico","Car",162451648.903675
"Ambitious",2043,"New Mexico","Light Truck",457424683.593613
"Ambitious",2043,"New York","Car",1679964811.67508
"Ambitious",2043,"New York","Light Truck",4238965829.58336
"Ambitious",2043,"North Carolina","Car",872649163.569031
"Ambitious",2043,"North Carolina","Light Truck",2250125473.6301
"Ambitious",2043,"North Dakota","Car",69801904.5365027
"Ambitious",2043,"North Dakota","Light Truck",177468464.156036
"Ambitious",2043,"Ohio","Car",1007182216.18473
"Ambitious",2043,"Ohio","Light Truck",2442538683.52884
"Ambitious",2043,"Oklahoma","Car",322264321.433205
"Ambitious",2043,"Oklahoma","Light Truck",850785475.701699
"Ambitious",2043,"Oregon","Car",357214187.88738
"Ambitious",2043,"Oregon","Light Truck",970387617.899534
"Ambitious",2043,"Pennsylvania","Car",1091941320.84851
"Ambitious",2043,"Pennsylvania","Light Truck",2758758127.43827
"Ambitious",2043,"Rhode Island","Car",92800369.9131586
"Ambitious",2043,"Rhode Island","Light Truck",235497145.547225
"Ambitious",2043,"South Carolina","Car",419951686.893925
"Ambitious",2043,"South Carolina","Light Truck",1085019907.90469
"Ambitious",2043,"South Dakota","Car",79242924.4458956
"Ambitious",2043,"South Dakota","Light Truck",201459409.894265
"Ambitious",2043,"Tennessee","Car",578586708.894073
"Ambitious",2043,"Tennessee","Light Truck",1444936747.28894
"Ambitious",2043,"Texas","Car",2460304993.32693
"Ambitious",2043,"Texas","Light Truck",6482180135.44624
"Ambitious",2043,"Utah","Car",287445818.897528
"Ambitious",2043,"Utah","Light Truck",805510865.378989
"Ambitious",2043,"Vermont","Car",60737590.0307403
"Ambitious",2043,"Vermont","Light Truck",153529589.242129
"Ambitious",2043,"Virginia","Car",729492788.627833
"Ambitious",2043,"Virginia","Light Truck",1877049783.60971
"Ambitious",2043,"Washington","Car",703439607.995001
"Ambitious",2043,"Washington","Light Truck",1899648232.63958
"Ambitious",2043,"West Virginia","Car",140100630.906618
"Ambitious",2043,"West Virginia","Light Truck",362712628.057026
"Ambitious",2043,"Wisconsin","Car",533486216.245937
"Ambitious",2043,"Wisconsin","Light Truck",1293372363.67411
"Ambitious",2043,"Wyoming","Car",47547802.2361813
"Ambitious",2043,"Wyoming","Light Truck",134228401.801327
"Ambitious",2044,"Alabama","Car",420408376.939531
"Ambitious",2044,"Alabama","Light Truck",1055140154.70824
"Ambitious",2044,"Alaska","Car",65774077.495721
"Ambitious",2044,"Alaska","Light Truck",181549254.500994
"Ambitious",2044,"Arizona","Car",620365821.549133
"Ambitious",2044,"Arizona","Light Truck",1747531862.11998
"Ambitious",2044,"Arkansas","Car",247075302.387148
"Ambitious",2044,"Arkansas","Light Truck",655760858.289203
"Ambitious",2044,"California","Car",3470385858.96558
"Ambitious",2044,"California","Light Truck",9398833955.09346
"Ambitious",2044,"Colorado","Car",527432744.608782
"Ambitious",2044,"Colorado","Light Truck",1480774143.54922
"Ambitious",2044,"Connecticut","Car",323508876.333439
"Ambitious",2044,"Connecticut","Light Truck",823333561.444182
"Ambitious",2044,"Delaware","Car",89539970.4719092
"Ambitious",2044,"Delaware","Light Truck",231600814.572492
"Ambitious",2044,"District of Columbia","Car",59168516.1777491
"Ambitious",2044,"District of Columbia","Light Truck",152956870.194865
"Ambitious",2044,"Florida","Car",1937780342.79466
"Ambitious",2044,"Florida","Light Truck",5004393280.68292
"Ambitious",2044,"Georgia","Car",924300812.569798
"Ambitious",2044,"Georgia","Light Truck",2390677507.75168
"Ambitious",2044,"Hawaii","Car",118959439.182703
"Ambitious",2044,"Hawaii","Light Truck",325771111.04314
"Ambitious",2044,"Idaho","Car",164137986.764136
"Ambitious",2044,"Idaho","Light Truck",464031311.454957
"Ambitious",2044,"Illinois","Car",1164245974.06298
"Ambitious",2044,"Illinois","Light Truck",2829979470.72791
"Ambitious",2044,"Indiana","Car",611880828.635084
"Ambitious",2044,"Indiana","Light Truck",1490294043.58966
"Ambitious",2044,"Iowa","Car",284788852.489698
"Ambitious",2044,"Iowa","Light Truck",726569818.627519
"Ambitious",2044,"Kansas","Car",253432635.038999
"Ambitious",2044,"Kansas","Light Truck",646200092.125019
"Ambitious",2044,"Kentucky","Car",382870151.961594
"Ambitious",2044,"Kentucky","Light Truck",960867712.164531
"Ambitious",2044,"Louisiana","Car",360256905.133914
"Ambitious",2044,"Louisiana","Light Truck",956387844.401451
"Ambitious",2044,"Maine","Car",128951721.030311
"Ambitious",2044,"Maine","Light Truck",328696537.421049
"Ambitious",2044,"Maryland","Car",549883683.031472
"Ambitious",2044,"Maryland","Light Truck",1419260010.55235
"Ambitious",2044,"Massachusetts","Car",641280225.066605
"Ambitious",2044,"Massachusetts","Light Truck",1629872447.4043
"Ambitious",2044,"Michigan","Car",927357072.03048
"Ambitious",2044,"Michigan","Light Truck",2257043540.51885
"Ambitious",2044,"Minnesota","Car",542168087.088517
"Ambitious",2044,"Minnesota","Light Truck",1380458560.92821
"Ambitious",2044,"Mississippi","Car",240160435.129659
"Ambitious",2044,"Mississippi","Light Truck",603141583.988378
"Ambitious",2044,"Missouri","Car",531914602.957854
"Ambitious",2044,"Missouri","Light Truck",1355881609.49227
"Ambitious",2044,"Montana","Car",98618922.808526
"Ambitious",2044,"Montana","Light Truck",278899351.830599
"Ambitious",2044,"Nebraska","Car",174650833.004862
"Ambitious",2044,"Nebraska","Light Truck",445386320.449893
"Ambitious",2044,"Nevada","Car",274795995.464038
"Ambitious",2044,"Nevada","Light Truck",772283775.149606
"Ambitious",2044,"New Hampshire","Car",128270230.445885
"Ambitious",2044,"New Hampshire","Light Truck",326766691.843743
"Ambitious",2044,"New Jersey","Car",860568276.011836
"Ambitious",2044,"New Jersey","Light Truck",2170173095.05018
"Ambitious",2044,"New Mexico","Car",169499027.081041
"Ambitious",2044,"New Mexico","Light Truck",479010194.07429
"Ambitious",2044,"New York","Car",1745070540.89543
"Ambitious",2044,"New York","Light Truck",4419338067.6281
"Ambitious",2044,"North Carolina","Car",906644653.23951
"Ambitious",2044,"North Carolina","Light Truck",2347650731.00849
"Ambitious",2044,"North Dakota","Car",73230335.8557223
"Ambitious",2044,"North Dakota","Light Truck",186932160.233387
"Ambitious",2044,"Ohio","Car",1051583677.56125
"Ambitious",2044,"Ohio","Light Truck",2560630854.20455
"Ambitious",2044,"Oklahoma","Car",336080947.575726
"Ambitious",2044,"Oklahoma","Light Truck",890637266.369537
"Ambitious",2044,"Oregon","Car",366802341.566259
"Ambitious",2044,"Oregon","Light Truck",1004326810.65945
"Ambitious",2044,"Pennsylvania","Car",1138166323.676
"Ambitious",2044,"Pennsylvania","Light Truck",2885286436.24849
"Ambitious",2044,"Rhode Island","Car",96603857.0437481
"Ambitious",2044,"Rhode Island","Light Truck",246160167.901733
"Ambitious",2044,"South Carolina","Car",438511555.60153
"Ambitious",2044,"South Carolina","Light Truck",1137261549.02279
"Ambitious",2044,"South Dakota","Car",83118399.0712485
"Ambitious",2044,"South Dakota","Light Truck",212162200.226268
"Ambitious",2044,"Tennessee","Car",603510874.5206
"Ambitious",2044,"Tennessee","Light Truck",1513089189.17529
"Ambitious",2044,"Texas","Car",2550984748.82765
"Ambitious",2044,"Texas","Light Truck",6749369342.91495
"Ambitious",2044,"Utah","Car",296629417.417045
"Ambitious",2044,"Utah","Light Truck",835161864.197766
"Ambitious",2044,"Vermont","Car",62574259.2099207
"Ambitious",2044,"Vermont","Light Truck",158943541.912334
"Ambitious",2044,"Virginia","Car",753919288.353786
"Ambitious",2044,"Virginia","Light Truck",1948944262.46574
"Ambitious",2044,"Washington","Car",714979601.222893
"Ambitious",2044,"Washington","Light Truck",1948455214.52365
"Ambitious",2044,"West Virginia","Car",147038756.185654
"Ambitious",2044,"West Virginia","Light Truck",381942153.398881
"Ambitious",2044,"Wisconsin","Car",556467314.599062
"Ambitious",2044,"Wisconsin","Light Truck",1354665667.78767
"Ambitious",2044,"Wyoming","Car",49903835.3910537
"Ambitious",2044,"Wyoming","Light Truck",141308856.457585
"Ambitious",2045,"Alabama","Car",437577086.716682
"Ambitious",2045,"Alabama","Light Truck",1100425607.58986
"Ambitious",2045,"Alaska","Car",68330944.0663116
"Ambitious",2045,"Alaska","Light Truck",189346274.716811
"Ambitious",2045,"Arizona","Car",638274568.558303
"Ambitious",2045,"Arizona","Light Truck",1803077630.44178
"Ambitious",2045,"Arkansas","Car",257432726.772789
"Ambitious",2045,"Arkansas","Light Truck",684399783.162122
"Ambitious",2045,"California","Car",3475471003.55339
"Ambitious",2045,"California","Light Truck",9492344314.61023
"Ambitious",2045,"Colorado","Car",537985261.90805
"Ambitious",2045,"Colorado","Light Truck",1515936271.44676
"Ambitious",2045,"Connecticut","Car",333704415.21197
"Ambitious",2045,"Connecticut","Light Truck",851830934.319856
"Ambitious",2045,"Delaware","Car",92263911.5767848
"Ambitious",2045,"Delaware","Light Truck",239329831.024621
"Ambitious",2045,"District of Columbia","Car",60873212.3729919
"Ambitious",2045,"District of Columbia","Light Truck",157836468.979026
"Ambitious",2045,"Florida","Car",1988101559.03813
"Ambitious",2045,"Florida","Light Truck",5151017374.66821
"Ambitious",2045,"Georgia","Car",952325044.59123
"Ambitious",2045,"Georgia","Light Truck",2470236204.04157
"Ambitious",2045,"Hawaii","Car",121724170.797294
"Ambitious",2045,"Hawaii","Light Truck",335319729.055282
"Ambitious",2045,"Idaho","Car",170442136.449695
"Ambitious",2045,"Idaho","Light Truck",482768671.166512
"Ambitious",2045,"Illinois","Car",1201218604.20878
"Ambitious",2045,"Illinois","Light Truck",2928849014.30383
"Ambitious",2045,"Indiana","Car",635488147.490639
"Ambitious",2045,"Indiana","Light Truck",1551893808.16256
"Ambitious",2045,"Iowa","Car",296279420.820665
"Ambitious",2045,"Iowa","Light Truck",757769334.229934
"Ambitious",2045,"Kansas","Car",263159813.409662
"Ambitious",2045,"Kansas","Light Truck",672760872.331043
"Ambitious",2045,"Kentucky","Car",398423147.623698
"Ambitious",2045,"Kentucky","Light Truck",1001913712.18032
"Ambitious",2045,"Louisiana","Car",375641707.062411
"Ambitious",2045,"Louisiana","Light Truck",998846078.314913
"Ambitious",2045,"Maine","Car",133612712.413198
"Ambitious",2045,"Maine","Light Truck",341470910.012634
"Ambitious",2045,"Maryland","Car",563237579.911295
"Ambitious",2045,"Maryland","Light Truck",1458651793.67622
"Ambitious",2045,"Massachusetts","Car",658941189.020533
"Ambitious",2045,"Massachusetts","Light Truck",1680318924.88143
"Ambitious",2045,"Michigan","Car",960854372.090284
"Ambitious",2045,"Michigan","Light Truck",2345137419.54475
"Ambitious",2045,"Minnesota","Car",560356463.861581
"Ambitious",2045,"Minnesota","Light Truck",1430948692.61793
"Ambitious",2045,"Mississippi","Car",250510386.110818
"Ambitious",2045,"Mississippi","Light Truck",630294897.141054
"Ambitious",2045,"Missouri","Car",551808684.348191
"Ambitious",2045,"Missouri","Light Truck",1410368100.63133
"Ambitious",2045,"Montana","Car",102496597.480764
"Ambitious",2045,"Montana","Light Truck",290389545.335494
"Ambitious",2045,"Nebraska","Car",181439097.15354
"Ambitious",2045,"Nebraska","Light Truck",463895461.290447
"Ambitious",2045,"Nevada","Car",281036789.437381
"Ambitious",2045,"Nevada","Light Truck",792521384.699901
"Ambitious",2045,"New Hampshire","Car",132682025.736159
"Ambitious",2045,"New Hampshire","Light Truck",338941198.630192
"Ambitious",2045,"New Jersey","Car",878059459.761875
"Ambitious",2045,"New Jersey","Light Truck",2221653277.27734
"Ambitious",2045,"New Mexico","Car",175842436.51416
"Ambitious",2045,"New Mexico","Light Truck",497929464.366802
"Ambitious",2045,"New York","Car",1803052910.59473
"Ambitious",2045,"New York","Light Truck",4576767994.55642
"Ambitious",2045,"North Carolina","Car",937055753.041105
"Ambitious",2045,"North Carolina","Light Truck",2432681647.27858
"Ambitious",2045,"North Dakota","Car",76322838.5459373
"Ambitious",2045,"North Dakota","Light Truck",195287769.522716
"Ambitious",2045,"Ohio","Car",1091310809.99477
"Ambitious",2045,"Ohio","Light Truck",2664547552.02014
"Ambitious",2045,"Oklahoma","Car",348523303.89042
"Ambitious",2045,"Oklahoma","Light Truck",925516222.36451
"Ambitious",2045,"Oregon","Car",375209012.06355
"Ambitious",2045,"Oregon","Light Truck",1033478861.12358
"Ambitious",2045,"Pennsylvania","Car",1179502794.56397
"Ambitious",2045,"Pennsylvania","Light Truck",2996256065.52754
"Ambitious",2045,"Rhode Island","Car",100000205.463597
"Ambitious",2045,"Rhode Island","Light Truck",255503863.419659
"Ambitious",2045,"South Carolina","Car",455197797.963805
"Ambitious",2045,"South Carolina","Light Truck",1183119134.28496
"Ambitious",2045,"South Dakota","Car",86613710.2503851
"Ambitious",2045,"South Dakota","Light Truck",221610330.891092
"Ambitious",2045,"Tennessee","Car",625915682.723818
"Ambitious",2045,"Tennessee","Light Truck",1572791108.8645
"Ambitious",2045,"Texas","Car",2632135517.27924
"Ambitious",2045,"Texas","Light Truck",6981183938.32281
"Ambitious",2045,"Utah","Car",304793407.282667
"Ambitious",2045,"Utah","Light Truck",860690916.41546
"Ambitious",2045,"Vermont","Car",64187394.0883395
"Ambitious",2045,"Vermont","Light Truck",163604802.153906
"Ambitious",2045,"Virginia","Car",775620590.761147
"Ambitious",2045,"Virginia","Light Truck",2011070374.14191
"Ambitious",2045,"Washington","Car",724731142.925676
"Ambitious",2045,"Washington","Light Truck",1989027816.01981
"Ambitious",2045,"West Virginia","Car",153301459.831809
"Ambitious",2045,"West Virginia","Light Truck",398916069.563844
"Ambitious",2045,"Wisconsin","Car",577005920.891398
"Ambitious",2045,"Wisconsin","Light Truck",1408538954.84481
"Ambitious",2045,"Wyoming","Car",52033700.2973467
"Ambitious",2045,"Wyoming","Light Truck",147555866.306841
"Ambitious",2046,"Alabama","Car",452173184.940357
"Ambitious",2046,"Alabama","Light Truck",1140443588.44599
"Ambitious",2046,"Alaska","Car",70510991.5378789
"Ambitious",2046,"Alaska","Light Truck",196205021.4408
"Ambitious",2046,"Arizona","Car",653307904.205359
"Ambitious",2046,"Arizona","Light Truck",1851586045.6689
"Ambitious",2046,"Arkansas","Car",266266704.382872
"Ambitious",2046,"Arkansas","Light Truck",709665413.407145
"Ambitious",2046,"California","Car",3475230501.39375
"Ambitious",2046,"California","Light Truck",9568263213.26886
"Ambitious",2046,"Colorado","Car",546603747.5465
"Ambitious",2046,"Colorado","Light Truck",1546337062.03708
"Ambitious",2046,"Connecticut","Car",342317052.618886
"Ambitious",2046,"Connecticut","Light Truck",876792803.725815
"Ambitious",2046,"Delaware","Car",94556755.5604283
"Ambitious",2046,"Delaware","Light Truck",246098065.165333
"Ambitious",2046,"District of Columbia","Car",62303633.3382091
