"Scenario","Year","State","vehSize","total_gallons"
"Baseline",2039,"Michigan","Light Truck",712707246.438255
"Baseline",2039,"Minnesota","Car",176791594.891226
"Baseline",2039,"Minnesota","Light Truck",445167179.484414
"Baseline",2039,"Mississippi","Car",71882786.4164781
"Baseline",2039,"Mississippi","Light Truck",179662226.316529
"Baseline",2039,"Missouri","Car",167613167.018871
"Baseline",2039,"Missouri","Light Truck",423175490.83095
"Baseline",2039,"Montana","Car",30688884.4482137
"Baseline",2039,"Montana","Light Truck",85953031.5528639
"Baseline",2039,"Nebraska","Car",54299194.0588297
"Baseline",2039,"Nebraska","Light Truck",137233702.425883
"Baseline",2039,"Nevada","Car",98894177.6183722
"Baseline",2039,"Nevada","Light Truck",271247834.958396
"Baseline",2039,"New Hampshire","Car",41569154.7571959
"Baseline",2039,"New Hampshire","Light Truck",104757829.76514
"Baseline",2039,"New Jersey","Car",314408443.81137
"Baseline",2039,"New Jersey","Light Truck",778892272.496018
"Baseline",2039,"New Mexico","Car",53664975.7040601
"Baseline",2039,"New Mexico","Light Truck",149911769.236592
"Baseline",2039,"New York","Car",572364078.060459
"Baseline",2039,"New York","Light Truck",1434727881.34654
"Baseline",2039,"North Carolina","Car",297101225.424967
"Baseline",2039,"North Carolina","Light Truck",757379607.742632
"Baseline",2039,"North Dakota","Car",22058839.8008955
"Baseline",2039,"North Dakota","Light Truck",55890403.2254735
"Baseline",2039,"Ohio","Car",330006669.315848
"Baseline",2039,"Ohio","Light Truck",796983942.900882
"Baseline",2039,"Oklahoma","Car",106815027.284091
"Baseline",2039,"Oklahoma","Light Truck",280011303.164277
"Baseline",2039,"Oregon","Car",132062629.271577
"Baseline",2039,"Oregon","Light Truck",344051309.98905
"Baseline",2039,"Pennsylvania","Car",363260671.629643
"Baseline",2039,"Pennsylvania","Light Truck",913470048.848445
"Baseline",2039,"Rhode Island","Car",31082898.6792815
"Baseline",2039,"Rhode Island","Light Truck",78390419.3214833
"Baseline",2039,"South Carolina","Car",137893431.315212
"Baseline",2039,"South Carolina","Light Truck",353599119.264983
"Baseline",2039,"South Dakota","Car",25086653.3281504
"Baseline",2039,"South Dakota","Light Truck",63554430.4654193
"Baseline",2039,"Tennessee","Car",191147219.350158
"Baseline",2039,"Tennessee","Light Truck",474817826.830956
"Baseline",2039,"Texas","Car",848935325.525622
"Baseline",2039,"Texas","Light Truck",2213113431.92592
"Baseline",2039,"Utah","Car",102534658.992352
"Baseline",2039,"Utah","Light Truck",282797482.461992
"Baseline",2039,"Vermont","Car",21821306.3657441
"Baseline",2039,"Vermont","Light Truck",54568854.6110919
"Baseline",2039,"Virginia","Car",257652442.802035
"Baseline",2039,"Virginia","Light Truck",653001438.300301
"Baseline",2039,"Washington","Car",276911415.606486
"Baseline",2039,"Washington","Light Truck",712192661.412
"Baseline",2039,"West Virginia","Car",44282541.6768761
"Baseline",2039,"West Virginia","Light Truck",114281127.21917
"Baseline",2039,"Wisconsin","Car",175969307.20806
"Baseline",2039,"Wisconsin","Light Truck",424712566.435161
"Baseline",2039,"Wyoming","Car",15033113.5133868
"Baseline",2039,"Wyoming","Light Truck",42317503.9096956
"Baseline",2040,"Alabama","Car",141381446.538875
"Baseline",2040,"Alabama","Light Truck",352964470.067345
"Baseline",2040,"Alaska","Car",22417117.5123993
"Baseline",2040,"Alaska","Light Truck",60692113.2541033
"Baseline",2040,"Arizona","Car",226502799.716014
"Baseline",2040,"Arizona","Light Truck",629078914.427787
"Baseline",2040,"Arkansas","Car",82548621.5867825
"Baseline",2040,"Arkansas","Light Truck",218051760.960754
"Baseline",2040,"California","Car",1495419140.03309
"Baseline",2040,"California","Light Truck",3853492820.42366
"Baseline",2040,"Colorado","Car",203496402.638956
"Baseline",2040,"Colorado","Light Truck",560299681.859551
"Baseline",2040,"Connecticut","Car",115713882.555037
"Baseline",2040,"Connecticut","Light Truck",291546164.788899
"Baseline",2040,"Delaware","Car",32341214.4091359
"Baseline",2040,"Delaware","Light Truck",82520364.6444536
"Baseline",2040,"District of Columbia","Car",21609808.8593478
"Baseline",2040,"District of Columbia","Light Truck",55042285.1146309
"Baseline",2040,"Florida","Car",720450616.855975
"Baseline",2040,"Florida","Light Truck",1830269113.66835
"Baseline",2040,"Georgia","Car",334054258.77498
"Baseline",2040,"Georgia","Light Truck",852284917.285584
"Baseline",2040,"Hawaii","Car",45037270.8871437
"Baseline",2040,"Hawaii","Light Truck",119122754.614862
"Baseline",2040,"Idaho","Car",56200351.4740907
"Baseline",2040,"Idaho","Light Truck",157756579.680977
"Baseline",2040,"Illinois","Car",415399980.959055
"Baseline",2040,"Illinois","Light Truck",1000718979.46009
"Baseline",2040,"Indiana","Car",208609116.511454
"Baseline",2040,"Indiana","Light Truck",504689188.522709
"Baseline",2040,"Iowa","Car",95988141.5991416
"Baseline",2040,"Iowa","Light Truck",243148160.637197
"Baseline",2040,"Kansas","Car",86574048.924988
"Baseline",2040,"Kansas","Light Truck",219014426.902222
"Baseline",2040,"Kentucky","Car",128946986.00201
"Baseline",2040,"Kentucky","Light Truck",321865341.985549
"Baseline",2040,"Louisiana","Car",119682350.326508
"Baseline",2040,"Louisiana","Light Truck",316398633.113852
"Baseline",2040,"Maine","Car",44724312.7475971
"Baseline",2040,"Maine","Light Truck",113128419.682523
"Baseline",2040,"Maryland","Car",206591674.772192
"Baseline",2040,"Maryland","Light Truck",524038374.088558
"Baseline",2040,"Massachusetts","Car",235290827.765011
"Baseline",2040,"Massachusetts","Light Truck",590935947.535286
"Baseline",2040,"Michigan","Car",321472434.45948
"Baseline",2040,"Michigan","Light Truck",776516916.236205
"Baseline",2040,"Minnesota","Car",191283275.920861
"Baseline",2040,"Minnesota","Light Truck",482418625.758455
"Baseline",2040,"Mississippi","Car",79484877.7484596
"Baseline",2040,"Mississippi","Light Truck",198822646.794483
"Baseline",2040,"Missouri","Car",182920951.149382
"Baseline",2040,"Missouri","Light Truck",462457017.296908
"Baseline",2040,"Montana","Car",33560991.656139
"Baseline",2040,"Montana","Light Truck",94304954.7368148
"Baseline",2040,"Nebraska","Car",59464177.0312209
"Baseline",2040,"Nebraska","Light Truck",150480100.774227
"Baseline",2040,"Nevada","Car",104333937.842086
"Baseline",2040,"Nevada","Light Truck",287982059.390545
"Baseline",2040,"New Hampshire","Car",45021931.0735416
"Baseline",2040,"New Hampshire","Light Truck",113708515.185547
"Baseline",2040,"New Jersey","Car",330770558.458872
"Baseline",2040,"New Jersey","Light Truck",822613238.998429
"Baseline",2040,"New Mexico","Car",58430293.6984548
"Baseline",2040,"New Mexico","Light Truck",163828027.012739
"Baseline",2040,"New York","Car",617893575.270481
"Baseline",2040,"New York","Light Truck",1552917910.27467
"Baseline",2040,"North Carolina","Car",320777424.681265
"Baseline",2040,"North Carolina","Light Truck",821078116.135994
"Baseline",2040,"North Dakota","Car",24358628.5488163
"Baseline",2040,"North Dakota","Light Truck",61781589.4811397
"Baseline",2040,"Ohio","Car",360468357.079044
"Baseline",2040,"Ohio","Light Truck",871628730.660556
"Baseline",2040,"Oklahoma","Car",116218461.435225
"Baseline",2040,"Oklahoma","Light Truck",305506297.452379
"Baseline",2040,"Oregon","Car",139110177.332432
"Baseline",2040,"Oregon","Light Truck",367824356.740983
"Baseline",2040,"Pennsylvania","Car",394825681.379772
"Baseline",2040,"Pennsylvania","Light Truck",995031856.68228
"Baseline",2040,"Rhode Island","Car",33728282.2696401
"Baseline",2040,"Rhode Island","Light Truck",85241311.7657397
"Baseline",2040,"South Carolina","Car",150461037.679975
"Baseline",2040,"South Carolina","Light Truck",386985878.344073
"Baseline",2040,"South Dakota","Car",27686041.5600305
"Baseline",2040,"South Dakota","Light Truck",70213123.2129302
"Baseline",2040,"Tennessee","Car",208236289.236677
"Baseline",2040,"Tennessee","Light Truck",518283165.053721
"Baseline",2040,"Texas","Car",913150013.991987
"Baseline",2040,"Texas","Light Truck",2389330974.93704
"Baseline",2040,"Utah","Car",109221215.206698
"Baseline",2040,"Utah","Light Truck",302936153.013454
"Baseline",2040,"Vermont","Car",23217176.3306054
"Baseline",2040,"Vermont","Light Truck",58230466.4459879
"Baseline",2040,"Virginia","Car",275285655.492576
"Baseline",2040,"Virginia","Light Truck",701236318.422249
"Baseline",2040,"Washington","Car",286945792.538946
"Baseline",2040,"Washington","Light Truck",749932561.410631
"Baseline",2040,"West Virginia","Car",48871640.1847865
"Baseline",2040,"West Virginia","Light Truck",126342983.417813
"Baseline",2040,"Wisconsin","Car",191847978.378054
"Baseline",2040,"Wisconsin","Light Truck",463635969.473322
"Baseline",2040,"Wyoming","Car",16582574.606874
"Baseline",2040,"Wyoming","Light Truck",46788479.011092
"Baseline",2041,"Alabama","Car",153713710.679439
"Baseline",2041,"Alabama","Light Truck",384022117.635269
"Baseline",2041,"Alaska","Car",24274968.6355445
"Baseline",2041,"Alaska","Light Truck",66046369.7429988
"Baseline",2041,"Arizona","Car",240392185.555703
"Baseline",2041,"Arizona","Light Truck",669702315.4856
"Baseline",2041,"Arkansas","Car",89919422.2801019
"Baseline",2041,"Arkansas","Light Truck",237677915.588735
"Baseline",2041,"California","Car",1516883967.75988
"Baseline",2041,"California","Light Truck",3960025058.17164
"Baseline",2041,"Colorado","Car",212686646.592635
"Baseline",2041,"Colorado","Light Truck",588220789.286757
"Baseline",2041,"Connecticut","Car",123589617.046648
"Baseline",2041,"Connecticut","Light Truck",311797479.373376
"Baseline",2041,"Delaware","Car",34430356.5521679
"Baseline",2041,"Delaware","Light Truck",88122253.5501992
"Baseline",2041,"District of Columbia","Car",22929479.0499906
"Baseline",2041,"District of Columbia","Light Truck",58606013.6739777
"Baseline",2041,"Florida","Car",760650941.159511
"Baseline",2041,"Florida","Light Truck",1939947129.55213
"Baseline",2041,"Georgia","Car",355575915.774377
"Baseline",2041,"Georgia","Light Truck",910005735.089946
"Baseline",2041,"Hawaii","Car",47293276.6672119
"Baseline",2041,"Hawaii","Light Truck",126272874.140785
"Baseline",2041,"Idaho","Car",60784055.3761899
"Baseline",2041,"Idaho","Light Truck",170794368.45935
"Baseline",2041,"Illinois","Car",443850453.630737
"Baseline",2041,"Illinois","Light Truck",1070881776.19952
"Baseline",2041,"Indiana","Car",225886862.334593
"Baseline",2041,"Indiana","Light Truck",547049587.887276
"Baseline",2041,"Iowa","Car",104275578.575702
"Baseline",2041,"Iowa","Light Truck",264536813.848681
"Baseline",2041,"Kansas","Car",93673373.7940296
"Baseline",2041,"Kansas","Light Truck",237370048.510703
"Baseline",2041,"Kentucky","Car",140133326.858003
"Baseline",2041,"Kentucky","Light Truck",350045389.784254
"Baseline",2041,"Louisiana","Car",130597340.164876
"Baseline",2041,"Louisiana","Light Truck",345415298.501929
"Baseline",2041,"Maine","Car",48200783.650093
"Baseline",2041,"Maine","Light Truck",122005852.179883
"Baseline",2041,"Maryland","Car",217487003.114879
"Baseline",2041,"Maryland","Light Truck",553970045.209877
"Baseline",2041,"Massachusetts","Car",249490574.956114
"Baseline",2041,"Massachusetts","Light Truck",627708493.990045
"Baseline",2041,"Michigan","Car",346386317.989848
"Baseline",2041,"Michigan","Light Truck",837716709.394967
"Baseline",2041,"Minnesota","Car",205019379.768263
"Baseline",2041,"Minnesota","Light Truck",518115916.983123
"Baseline",2041,"Mississippi","Car",86840537.3356173
"Baseline",2041,"Mississippi","Light Truck",217284307.045318
"Baseline",2041,"Missouri","Car",197529571.207948
"Baseline",2041,"Missouri","Light Truck",500264209.744533
"Baseline",2041,"Montana","Car",36363477.1932417
"Baseline",2041,"Montana","Light Truck",102261323.761368
"Baseline",2041,"Nebraska","Car",64403977.7733547
"Baseline",2041,"Nebraska","Light Truck",163246320.562649
"Baseline",2041,"Nevada","Car",109517240.658406
"Baseline",2041,"Nevada","Light Truck",303532241.039935
"Baseline",2041,"New Hampshire","Car",48349799.1701649
"Baseline",2041,"New Hampshire","Light Truck",122227911.631927
"Baseline",2041,"New Jersey","Car",346178608.991839
"Baseline",2041,"New Jersey","Light Truck",862976693.11104
"Baseline",2041,"New Mexico","Car",63068120.2539376
"Baseline",2041,"New Mexico","Light Truck",177050596.479992
"Baseline",2041,"New York","Car",661879688.496374
"Baseline",2041,"New York","Light Truck",1664662095.50264
"Baseline",2041,"North Carolina","Car",343556958.391019
"Baseline",2041,"North Carolina","Light Truck",881556098.635454
"Baseline",2041,"North Dakota","Car",26567882.0739417
"Baseline",2041,"North Dakota","Light Truck",67474317.1691863
"Baseline",2041,"Ohio","Car",389697071.855807
"Baseline",2041,"Ohio","Light Truck",943333620.720683
"Baseline",2041,"Oklahoma","Car",125281118.875976
"Baseline",2041,"Oklahoma","Light Truck",329899762.687969
"Baseline",2041,"Oregon","Car",146018008.110412
"Baseline",2041,"Oregon","Light Truck",389748055.411938
"Baseline",2041,"Pennsylvania","Car",425467812.205383
"Baseline",2041,"Pennsylvania","Light Truck",1072498841.78932
"Baseline",2041,"Rhode Island","Car",36279044.4117488
"Baseline",2041,"Rhode Island","Light Truck",91763762.5737127
"Baseline",2041,"South Carolina","Car",162618239.310956
"Baseline",2041,"South Carolina","Light Truck",418867972.604191
"Baseline",2041,"South Dakota","Car",30183548.6637822
"Baseline",2041,"South Dakota","Light Truck",76649379.0618335
"Baseline",2041,"Tennessee","Car",224660856.31933
"Baseline",2041,"Tennessee","Light Truck",559903910.824839
"Baseline",2041,"Texas","Car",974496697.918409
"Baseline",2041,"Texas","Light Truck",2556566791.78612
"Baseline",2041,"Utah","Car",115645874.372495
"Baseline",2041,"Utah","Light Truck",321811445.566589
"Baseline",2041,"Vermont","Car",24540514.9350249
"Baseline",2041,"Vermont","Light Truck",61670017.7450508
"Baseline",2041,"Virginia","Car",292142401.749047
"Baseline",2041,"Virginia","Light Truck",746719135.600699
"Baseline",2041,"Washington","Car",296584826.770076
"Baseline",2041,"Washington","Light Truck",783824387.350606
"Baseline",2041,"West Virginia","Car",53331683.3170878
"Baseline",2041,"West Virginia","Light Truck",137919548.144459
"Baseline",2041,"Wisconsin","Car",207057774.250764
"Baseline",2041,"Wisconsin","Light Truck",500975150.394398
"Baseline",2041,"Wyoming","Car",18098395.7352494
"Baseline",2041,"Wyoming","Light Truck",51060642.1443368
"Baseline",2042,"Alabama","Car",165783582.909911
"Baseline",2042,"Alabama","Light Truck",414416170.895212
"Baseline",2042,"Alaska","Car",26081925.2315421
"Baseline",2042,"Alaska","Light Truck",71302795.877407
"Baseline",2042,"Arizona","Car",253877749.229227
"Baseline",2042,"Arizona","Light Truck",709211991.519936
"Baseline",2042,"Arkansas","Car",97146197.5239835
"Baseline",2042,"Arkansas","Light Truck",256888008.765566
"Baseline",2042,"California","Car",1535912737.15662
"Baseline",2042,"California","Light Truck",4059613792.90828
"Baseline",2042,"Colorado","Car",221491427.783802
"Baseline",2042,"Colorado","Light Truck",615092527.693491
"Baseline",2042,"Connecticut","Car",131201526.540121
"Baseline",2042,"Connecticut","Light Truck",331587713.084862
"Baseline",2042,"Delaware","Car",36461110.1691269
"Baseline",2042,"Delaware","Light Truck",93565475.1221551
"Baseline",2042,"District of Columbia","Car",24213013.794328
"Baseline",2042,"District of Columbia","Light Truck",62068598.8908908
"Baseline",2042,"Florida","Car",799592446.718571
"Baseline",2042,"Florida","Light Truck",2046110498.91351
"Baseline",2042,"Georgia","Car",376489873.432396
"Baseline",2042,"Georgia","Light Truck",966078230.300721
"Baseline",2042,"Hawaii","Car",49464230.1475332
"Baseline",2042,"Hawaii","Light Truck",133226568.971258
"Baseline",2042,"Idaho","Car",65261481.8704474
"Baseline",2042,"Idaho","Light Truck",183540377.364263
"Baseline",2042,"Illinois","Car",471498718.371766
"Baseline",2042,"Illinois","Light Truck",1139222147.09336
"Baseline",2042,"Indiana","Car",242775586.462662
"Baseline",2042,"Indiana","Light Truck",588461188.111996
"Baseline",2042,"Iowa","Car",112405393.808645
"Baseline",2042,"Iowa","Light Truck",285435757.875758
"Baseline",2042,"Kansas","Car",100627612.121774
"Baseline",2042,"Kansas","Light Truck",255286002.226766
"Baseline",2042,"Kentucky","Car",151079452.654065
"Baseline",2042,"Kentucky","Light Truck",377618026.026691
"Baseline",2042,"Louisiana","Car",141300699.793522
"Baseline",2042,"Louisiana","Light Truck",373824840.449148
"Baseline",2042,"Maine","Car",51575309.9477652
"Baseline",2042,"Maine","Light Truck",130700187.420795
"Baseline",2042,"Maryland","Car",228014550.069179
"Baseline",2042,"Maryland","Light Truck",582874408.785741
"Baseline",2042,"Massachusetts","Car",263141987.197317
"Baseline",2042,"Massachusetts","Light Truck",663535834.149902
"Baseline",2042,"Michigan","Car",370693421.190933
"Baseline",2042,"Michigan","Light Truck",897475163.674933
"Baseline",2042,"Minnesota","Car",218420614.938616
"Baseline",2042,"Minnesota","Light Truck",552854496.773824
"Baseline",2042,"Mississippi","Car",94047231.2815085
"Baseline",2042,"Mississippi","Light Truck",235372068.613294
"Baseline",2042,"Missouri","Car",211829911.146181
"Baseline",2042,"Missouri","Light Truck",537147977.804102
"Baseline",2042,"Montana","Car",39103693.3989537
"Baseline",2042,"Montana","Light Truck",110046166.305527
"Baseline",2042,"Nebraska","Car",69244437.2774818
"Baseline",2042,"Nebraska","Light Truck",175709734.800172
"Baseline",2042,"Nevada","Car",114515051.569185
"Baseline",2042,"Nevada","Light Truck",318572127.88556
"Baseline",2042,"New Hampshire","Car",51576479.005058
"Baseline",2042,"New Hampshire","Light Truck",130568386.907805
"Baseline",2042,"New Jersey","Car",360830529.748291
"Baseline",2042,"New Jersey","Light Truck",902005664.868258
"Baseline",2042,"New Mexico","Car",67595650.7527104
"Baseline",2042,"New Mexico","Light Truck",189970419.032075
"Baseline",2042,"New York","Car",704454531.320013
"Baseline",2042,"New York","Light Truck",1773831313.97149
"Baseline",2042,"North Carolina","Car",365751293.479907
"Baseline",2042,"North Carolina","Light Truck",940468598.564428
"Baseline",2042,"North Dakota","Car",28737091.0970961
"Baseline",2042,"North Dakota","Light Truck",73039933.3992606
"Baseline",2042,"Ohio","Car",418248573.714654
"Baseline",2042,"Ohio","Light Truck",1013400903.70136
"Baseline",2042,"Oklahoma","Car",134151968.852879
"Baseline",2042,"Oklahoma","Light Truck",353719080.588446
"Baseline",2042,"Oregon","Car",152654066.090523
"Baseline",2042,"Oregon","Light Truck",411047287.197914
"Baseline",2042,"Pennsylvania","Car",455224304.28439
"Baseline",2042,"Pennsylvania","Light Truck",1148343263.71373
"Baseline",2042,"Rhode Island","Car",38752797.7186666
"Baseline",2042,"Rhode Island","Light Truck",98148639.3059316
"Baseline",2042,"South Carolina","Car",174495234.804443
"Baseline",2042,"South Carolina","Light Truck",450018980.676338
"Baseline",2042,"South Dakota","Car",32636260.1277062
"Baseline",2042,"South Dakota","Light Truck",82943378.9722033
"Baseline",2042,"Tennessee","Car",240702411.502731
"Baseline",2042,"Tennessee","Light Truck",600545479.800246
"Baseline",2042,"Texas","Car",1034280986.77023
"Baseline",2042,"Texas","Light Truck",2719094385.29831
"Baseline",2042,"Utah","Car",121870683.290964
"Baseline",2042,"Utah","Light Truck",340138145.370579
"Baseline",2042,"Vermont","Car",25809786.0526516
"Baseline",2042,"Vermont","Light Truck",65017282.0400894
"Baseline",2042,"Virginia","Car",308515143.991966
"Baseline",2042,"Virginia","Light Truck",790867806.139845
"Baseline",2042,"Washington","Car",305669832.319189
"Baseline",2042,"Washington","Light Truck",816342244.189666
"Baseline",2042,"West Virginia","Car",57699200.6793893
"Baseline",2042,"West Virginia","Light Truck",149260688.096843
"Baseline",2042,"Wisconsin","Car",221900109.211325
"Baseline",2042,"Wisconsin","Light Truck",537433412.309107
"Baseline",2042,"Wyoming","Car",19582643.675141
"Baseline",2042,"Wyoming","Light Truck",55246021.8983339
"Baseline",2043,"Alabama","Car",177475733.058603
"Baseline",2043,"Alabama","Light Truck",443831333.372003
"Baseline",2043,"Alaska","Car",27831879.6483377
"Baseline",2043,"Alaska","Light Truck",76388729.7587915
"Baseline",2043,"Arizona","Car",266888392.210814
"Baseline",2043,"Arizona","Light Truck",747204877.645032
"Baseline",2043,"Arkansas","Car",104162330.207201
"Baseline",2043,"Arkansas","Light Truck",275471088.446145
"Baseline",2043,"California","Car",1553602401.99324
"Baseline",2043,"California","Light Truck",4151257712.71709
"Baseline",2043,"Colorado","Car",229914378.70034
"Baseline",2043,"Colorado","Light Truck",640702429.256291
"Baseline",2043,"Connecticut","Car",138524029.538779
"Baseline",2043,"Connecticut","Light Truck",350684161.347
"Baseline",2043,"Delaware","Car",38416696.0342299
"Baseline",2043,"Delaware","Light Truck",98806150.1353921
"Baseline",2043,"District of Columbia","Car",25449323.651387
"Baseline",2043,"District of Columbia","Light Truck",65401313.4178674
"Baseline",2043,"Florida","Car",836996662.636016
"Baseline",2043,"Florida","Light Truck",2147997774.22554
"Baseline",2043,"Georgia","Car",396625958.432407
"Baseline",2043,"Georgia","Light Truck",1020055520.18682
"Baseline",2043,"Hawaii","Car",51557966.0444876
"Baseline",2043,"Hawaii","Light Truck",139890437.633264
"Baseline",2043,"Idaho","Car",69597540.1552971
"Baseline",2043,"Idaho","Light Truck",195856455.609725
"Baseline",2043,"Illinois","Car",498050268.976269
"Baseline",2043,"Illinois","Light Truck",1205244911.59775
"Baseline",2043,"Indiana","Car",259071850.710821
"Baseline",2043,"Indiana","Light Truck",628579125.077819
"Baseline",2043,"Iowa","Car",120263370.088949
"Baseline",2043,"Iowa","Light Truck",305685085.977559
"Baseline",2043,"Kansas","Car",107341414.841374
"Baseline",2043,"Kansas","Light Truck",272631382.405459
"Baseline",2043,"Kentucky","Car",161681589.883174
"Baseline",2043,"Kentucky","Light Truck",404298809.853805
"Baseline",2043,"Louisiana","Car",151693027.877998
"Baseline",2043,"Louisiana","Light Truck",401314399.468277
"Baseline",2043,"Maine","Car",54831051.7556981
"Baseline",2043,"Maine","Light Truck",139106830.397602
"Baseline",2043,"Maryland","Car",238108686.731446
"Baseline",2043,"Maryland","Light Truck",610563916.464222
"Baseline",2043,"Massachusetts","Car",276227021.119898
"Baseline",2043,"Massachusetts","Light Truck",698017782.002473
"Baseline",2043,"Michigan","Car",394111803.942068
"Baseline",2043,"Michigan","Light Truck",955315330.248964
"Baseline",2043,"Minnesota","Car",231315657.044544
"Baseline",2043,"Minnesota","Light Truck",586413094.151962
"Baseline",2043,"Mississippi","Car",101033527.290131
"Baseline",2043,"Mississippi","Light Truck",252893694.631542
"Baseline",2043,"Missouri","Car",225627982.312714
"Baseline",2043,"Missouri","Light Truck",572844269.294437
"Baseline",2043,"Montana","Car",41759061.3204782
"Baseline",2043,"Montana","Light Truck",117573349.621354
"Baseline",2043,"Nebraska","Car",73918842.1073475
"Baseline",2043,"Nebraska","Light Truck",187778371.211158
"Baseline",2043,"Nevada","Car",119316017.178325
"Baseline",2043,"Nevada","Light Truck",332963112.297985
"Baseline",2043,"New Hampshire","Car",54687191.7732982
"Baseline",2043,"New Hampshire","Light Truck",138629061.129761
"Baseline",2043,"New Jersey","Car",374782057.217086
"Baseline",2043,"New Jersey","Light Truck",939303024.730992
"Baseline",2043,"New Mexico","Car",71978569.1343174
"Baseline",2043,"New Mexico","Light Truck",202448623.662129
"Baseline",2043,"New York","Car",745465422.27851
"Baseline",2043,"New York","Light Truck",1879156111.84134
"Baseline",2043,"North Carolina","Car",387159881.094672
"Baseline",2043,"North Carolina","Light Truck",997304007.315676
"Baseline",2043,"North Dakota","Car",30835465.9826085
"Baseline",2043,"North Dakota","Light Truck",78435030.5411487
"Baseline",2043,"Ohio","Car",445783717.711241
"Baseline",2043,"Ohio","Light Truck",1081256668.34725
"Baseline",2043,"Oklahoma","Car",142755524.214016
"Baseline",2043,"Oklahoma","Light Truck",376711966.369376
"Baseline",2043,"Oregon","Car",159047882.323811
"Baseline",2043,"Oregon","Light Truck",431443851.045153
"Baseline",2043,"Pennsylvania","Car",483948382.638005
"Baseline",2043,"Pennsylvania","Light Truck",1221651404.12856
"Baseline",2043,"Rhode Island","Car",41138041.3665354
"Baseline",2043,"Rhode Island","Light Truck",104319604.94219
"Baseline",2043,"South Carolina","Car",185974094.076995
"Baseline",2043,"South Carolina","Light Truck",480145371.513572
"Baseline",2043,"South Dakota","Car",35009117.6214762
"Baseline",2043,"South Dakota","Light Truck",89045389.6385602
"Baseline",2043,"Tennessee","Car",256219274.466959
"Baseline",2043,"Tennessee","Light Truck",639807305.664106
"Baseline",2043,"Texas","Car",1092102656.4825
"Baseline",2043,"Texas","Light Truck",2875382620.24535
"Baseline",2043,"Utah","Car",127868409.251391
"Baseline",2043,"Utah","Light Truck",357737639.680584
"Baseline",2043,"Vermont","Car",27024427.6195048
"Baseline",2043,"Vermont","Light Truck",68235331.3233072
"Baseline",2043,"Virginia","Car",324272221.211878
"Baseline",2043,"Virginia","Light Truck",833334932.38049
"Baseline",2043,"Washington","Car",314344895.915714
"Baseline",2043,"Washington","Light Truck",847113607.051667
"Baseline",2043,"West Virginia","Car",61927406.0893481
"Baseline",2043,"West Virginia","Light Truck",160252078.825834
"Baseline",2043,"Wisconsin","Car",236203232.759721
"Baseline",2043,"Wisconsin","Light Truck",572722084.665338
"Baseline",2043,"Wyoming","Car",21022175.5305562
"Baseline",2043,"Wyoming","Light Truck",59297725.1142829
"Baseline",2044,"Alabama","Car",188182508.285974
"Baseline",2044,"Alabama","Light Truck",472937726.646735
"Baseline",2044,"Alaska","Car",29443867.0579589
"Baseline",2044,"Alaska","Light Truck",81384427.7486633
"Baseline",2044,"Arizona","Car",278629793.340396
"Baseline",2044,"Arizona","Light Truck",784798466.634161
"Baseline",2044,"Arkansas","Car",110590087.934352
"Baseline",2044,"Arkansas","Light Truck",293835424.136868
"Baseline",2044,"California","Car",1567360860.08254
"Baseline",2044,"California","Light Truck",4242126637.85079
"Baseline",2044,"Colorado","Car",237361374.430718
"Baseline",2044,"Colorado","Light Truck",666110299.001536
"Baseline",2044,"Connecticut","Car",145158051.537724
"Baseline",2044,"Connecticut","Light Truck",369618644.977027
"Baseline",2044,"Delaware","Car",40191307.9900596
"Baseline",2044,"Delaware","Light Truck",103990024.389237
"Baseline",2044,"District of Columbia","Car",26569266.1389208
"Baseline",2044,"District of Columbia","Light Truck",68701107.9360653
"Baseline",2044,"Florida","Car",870699333.546026
"Baseline",2044,"Florida","Light Truck",2248927132.15959
"Baseline",2044,"Georgia","Car",414894709.162671
"Baseline",2044,"Georgia","Light Truck",1073446550.16602
"Baseline",2044,"Hawaii","Car",53451242.7063648
"Baseline",2044,"Hawaii","Light Truck",146450153.200492
"Baseline",2044,"Idaho","Car",73558333.7806292
"Baseline",2044,"Idaho","Light Truck",208009545.364856
"Baseline",2044,"Illinois","Car",522126108.462417
"Baseline",2044,"Illinois","Light Truck",1270780796.72004
"Baseline",2044,"Indiana","Car",273982783.487956
"Baseline",2044,"Indiana","Light Truck",668295080.448902
"Baseline",2044,"Iowa","Car",127453463.116106
"Baseline",2044,"Iowa","Light Truck",325715822.283992
"Baseline",2044,"Kansas","Car",113470839.295156
"Baseline",2044,"Kansas","Light Truck",289799211.448324
"Baseline",2044,"Kentucky","Car",171387869.110644
"Baseline",2044,"Kentucky","Light Truck",430700173.932028
"Baseline",2044,"Louisiana","Car",161219742.33772
"Baseline",2044,"Louisiana","Light Truck",428474587.272367
"Baseline",2044,"Maine","Car",57799297.2020913
"Baseline",2044,"Maine","Light Truck",147427886.723768
"Baseline",2044,"Maryland","Car",247171575.658876
"Baseline",2044,"Maryland","Light Truck",638003211.29835
"Baseline",2044,"Massachusetts","Car",287998717.631683
"Baseline",2044,"Massachusetts","Light Truck",732257874.964054
"Baseline",2044,"Michigan","Car",415476857.702089
"Baseline",2044,"Michigan","Light Truck",1012626709.68075
"Baseline",2044,"Minnesota","Car",243013160.251732
"Baseline",2044,"Minnesota","Light Truck",619681611.093907
