"sheet","Name","Region","value","unit","impact"
"Sheet129","electricity production, hydro, pumped storage","US-TRE",0.0153573010207583,"kg O3eq/kWh","Smog formation"
"Sheet13","electricity production, hydro, pumped storage","US-ASCC",0.0390085133326353,"kg O3eq/kWh","Smog formation"
"Sheet130","electricity production, natural gas, combined cycle power plant","US-TRE",0.00921831886153765,"kg O3eq/kWh","Smog formation"
"Sheet131","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-TRE",0.00525439903465911,"kg O3eq/kWh","Smog formation"
"Sheet136","electricity production, oil","US-TRE",0.0967471169675075,"kg O3eq/kWh","Smog formation"
"Sheet137","electricity production, wind, >3MW turbine, onshore","US-TRE",0.00184011397888704,"kg O3eq/kWh","Smog formation"
"Sheet138","electricity production, hydro, run-of-river","US-TRE",0.000420306703041403,"kg O3eq/kWh","Smog formation"
"Sheet139","electricity production, nuclear, pressure water reactor","US-TRE",0.000837043256201106,"kg O3eq/kWh","Smog formation"
"Sheet14","electricity production, wind, <1MW turbine, onshore","US-ASCC",0.000822772416233975,"kg O3eq/kWh","Smog formation"
"Sheet140","electricity production, hard coal","US-TRE",0.0377810094963396,"kg O3eq/kWh","Smog formation"
"Sheet141","electricity production, nuclear, boiling water reactor","US-TRE",0.000885293557767238,"kg O3eq/kWh","Smog formation"
"Sheet142","electricity production, wind, 1-3MW turbine, onshore","US-TRE",0.000958574269104921,"kg O3eq/kWh","Smog formation"
"Sheet143","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-TRE",0.00469309816922668,"kg O3eq/kWh","Smog formation"
"Sheet144","electricity, high voltage, import from MX","US-TRE",0.0288213488154141,"kg O3eq/kWh","Smog formation"
"Sheet145","electricity production, lignite","US-TRE",0.020392787502796,"kg O3eq/kWh","Smog formation"
"Sheet146","electricity production, natural gas, conventional power plant","US-TRE",0.0133231752567766,"kg O3eq/kWh","Smog formation"
"Sheet149","electricity production, hydro, reservoir, non-alpine region","US-TRE",0.000502364885848084,"kg O3eq/kWh","Smog formation"
"Sheet15","electricity production, wind, >3MW turbine, onshore","US-ASCC",0.00184011397888704,"kg O3eq/kWh","Smog formation"
"Sheet150","electricity production, nuclear, pressure water reactor","US-WECC",0.000837043256201106,"kg O3eq/kWh","Smog formation"
"Sheet151","electricity production, wind, 1-3MW turbine, onshore","US-WECC",0.000958574269104921,"kg O3eq/kWh","Smog formation"
"Sheet152","electricity production, lignite","US-WECC",0.0377527875027962,"kg O3eq/kWh","Smog formation"
"Sheet153","electricity production, hydro, reservoir, alpine region","US-WECC",0.000500749907964519,"kg O3eq/kWh","Smog formation"
"Sheet154","electricity production, solar tower power plant, 20 MW","US-WECC",0.00174252780398095,"kg O3eq/kWh","Smog formation"
"Sheet155","electricity, high voltage, import from CA-BC","US-WECC",0.00284807458577228,"kg O3eq/kWh","Smog formation"
"Sheet156","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-WECC",0.0043951201389424,"kg O3eq/kWh","Smog formation"
"Sheet157","electricity, high voltage, import from CA-AB","US-WECC",0.0250020707624773,"kg O3eq/kWh","Smog formation"
"Sheet158","electricity production, wind, <1MW turbine, onshore","US-WECC",0.000822772416233975,"kg O3eq/kWh","Smog formation"
"Sheet161","electricity production, natural gas, combined cycle power plant","US-WECC",0.00889672514047168,"kg O3eq/kWh","Smog formation"
"Sheet162","electricity production, solar thermal parabolic trough, 50 MW","US-WECC",0.00356028942268292,"kg O3eq/kWh","Smog formation"
"Sheet163","electricity production, hydro, run-of-river","US-WECC",0.000420306703041403,"kg O3eq/kWh","Smog formation"
"Sheet164","electricity production, deep geothermal","US-WECC",0.00421079417111566,"kg O3eq/kWh","Smog formation"
"Sheet165","electricity, high voltage, import from MX","US-WECC",0.0288213488154141,"kg O3eq/kWh","Smog formation"
"Sheet166","electricity production, hard coal","US-WECC",0.0518400690342748,"kg O3eq/kWh","Smog formation"
"Sheet168","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-WECC",0.00383187149980452,"kg O3eq/kWh","Smog formation"
"Sheet169","electricity production, nuclear, boiling water reactor","US-WECC",0.000885293557767238,"kg O3eq/kWh","Smog formation"
"Sheet172","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-WECC",0.00392561169061271,"kg O3eq/kWh","Smog formation"
"Sheet173","electricity production, natural gas, conventional power plant","US-WECC",0.0125879812253741,"kg O3eq/kWh","Smog formation"
"Sheet174","electricity production, hydro, pumped storage","US-WECC",0.0187031348578293,"kg O3eq/kWh","Smog formation"
"Sheet175","electricity production, wind, >3MW turbine, onshore","US-WECC",0.00184011397888704,"kg O3eq/kWh","Smog formation"
"Sheet176","electricity production, oil","US-WECC",0.163523659657036,"kg O3eq/kWh","Smog formation"
"Sheet178","electricity voltage transformation from medium to low voltage","US-ASCC",0.02776990527475,"kg O3eq/kWh","Smog formation"
"Sheet179","electricity voltage transformation from medium to low voltage","US-HICC",0.0649072248701915,"kg O3eq/kWh","Smog formation"
"Sheet180","electricity voltage transformation from medium to low voltage","US-MRO",0.0175415210645523,"kg O3eq/kWh","Smog formation"
"Sheet181","electricity voltage transformation from medium to low voltage","US-NPCC",0.00621204546316059,"kg O3eq/kWh","Smog formation"
"Sheet182","electricity voltage transformation from medium to low voltage","US-PR",0.0656552781192329,"kg O3eq/kWh","Smog formation"
"Sheet183","electricity voltage transformation from medium to low voltage","US-RFC",0.015003238078154,"kg O3eq/kWh","Smog formation"
"Sheet184","electricity voltage transformation from medium to low voltage","US-SERC",0.0141007887562135,"kg O3eq/kWh","Smog formation"
"Sheet185","electricity voltage transformation from medium to low voltage","US-TRE",0.0108160206614179,"kg O3eq/kWh","Smog formation"
"Sheet186","electricity voltage transformation from medium to low voltage","US-WECC",0.01323041759753,"kg O3eq/kWh","Smog formation"
"Sheet187","electricity, from municipal waste incineration to generic market for electricity, medium voltage","RoW",0.00100272765988294,"kg O3eq/kWh","Smog formation"
"Sheet188","electricity production, wood, future","GLO",0.0242414153168458,"kg O3eq/kWh","Smog formation"
"Sheet19","electricity production, oil","US-ASCC",0.0732076724498657,"kg O3eq/kWh","Smog formation"
"Sheet20","electricity production, wind, >3MW turbine, onshore","US-HICC",0.00184011397888704,"kg O3eq/kWh","Smog formation"
"Sheet21","electricity production, deep geothermal","US-HICC",0.00421079417111566,"kg O3eq/kWh","Smog formation"
"Sheet22","electricity production, wind, 1-3MW turbine, onshore","US-HICC",0.000958574269104921,"kg O3eq/kWh","Smog formation"
"Sheet24","electricity production, hydro, pumped storage","US-HICC",0.0950977804172055,"kg O3eq/kWh","Smog formation"
"Sheet25","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-HICC",0.00469309816922668,"kg O3eq/kWh","Smog formation"
"Sheet26","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-HICC",0.00458103106923387,"kg O3eq/kWh","Smog formation"
"Sheet27","electricity production, wind, <1MW turbine, onshore","US-HICC",0.000822772416233975,"kg O3eq/kWh","Smog formation"
"Sheet28","electricity production, hard coal","US-HICC",0.0266920943043376,"kg O3eq/kWh","Smog formation"
"Sheet29","electricity production, lignite","US-HICC",0.0128983110370788,"kg O3eq/kWh","Smog formation"
"Sheet30","electricity production, hydro, run-of-river","US-HICC",0.000420306703041403,"kg O3eq/kWh","Smog formation"
"Sheet31","electricity production, oil","US-HICC",0.0815402530539151,"kg O3eq/kWh","Smog formation"
"Sheet32","electricity production, hydro, reservoir, non-alpine region","US-HICC",0.000502364885848084,"kg O3eq/kWh","Smog formation"
"Sheet33","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-HICC",0.00525439903465911,"kg O3eq/kWh","Smog formation"
"Sheet37","electricity production, nuclear, pressure water reactor","US-MRO",0.000837043256201106,"kg O3eq/kWh","Smog formation"
"Sheet39","electricity, high voltage, import from CA-MB","US-MRO",0.000780326618258065,"kg O3eq/kWh","Smog formation"
"Sheet4","electricity production, lignite","US-ASCC",0.0761363360456189,"kg O3eq/kWh","Smog formation"
"Sheet42","electricity production, oil","US-MRO",0.111438345840351,"kg O3eq/kWh","Smog formation"
"Sheet43","electricity, high voltage, import from CA-SK","US-MRO",0.0224031843230377,"kg O3eq/kWh","Smog formation"
"Sheet44","electricity production, wind, 1-3MW turbine, onshore","US-MRO",0.000958574269104921,"kg O3eq/kWh","Smog formation"
"Sheet45","electricity production, natural gas, combined cycle power plant","US-MRO",0.00942283801448517,"kg O3eq/kWh","Smog formation"
"Sheet46","electricity production, hydro, run-of-river","US-MRO",0.000420306703041403,"kg O3eq/kWh","Smog formation"
"Sheet47","electricity production, wind, <1MW turbine, onshore","US-MRO",0.000822772416233975,"kg O3eq/kWh","Smog formation"
"Sheet48","electricity production, lignite","US-MRO",0.0328249869852111,"kg O3eq/kWh","Smog formation"
"Sheet49","electricity production, hydro, reservoir, alpine region","US-MRO",0.000500749907964519,"kg O3eq/kWh","Smog formation"
"Sheet51","electricity production, hard coal","US-MRO",0.0506806485303194,"kg O3eq/kWh","Smog formation"
"Sheet52","electricity production, natural gas, conventional power plant","US-MRO",0.0179829787667921,"kg O3eq/kWh","Smog formation"
"Sheet53","electricity production, hydro, pumped storage","US-MRO",0.0247647054402365,"kg O3eq/kWh","Smog formation"
"Sheet54","electricity production, nuclear, boiling water reactor","US-MRO",0.000885293557767238,"kg O3eq/kWh","Smog formation"
"Sheet55","electricity production, wind, >3MW turbine, onshore","US-MRO",0.00184011397888704,"kg O3eq/kWh","Smog formation"
"Sheet56","electricity production, nuclear, boiling water reactor","US-NPCC",0.000885293557767238,"kg O3eq/kWh","Smog formation"
"Sheet57","electricity production, lignite","US-NPCC",0.025368787245611,"kg O3eq/kWh","Smog formation"
"Sheet58","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-NPCC",0.00460786556085283,"kg O3eq/kWh","Smog formation"
"Sheet59","electricity production, wind, <1MW turbine, onshore","US-NPCC",0.000822772416233975,"kg O3eq/kWh","Smog formation"
"Sheet6","electricity voltage transformation from high to medium voltage","US-ASCC",0.0270359920587923,"kg O3eq/kWh","Smog formation"
"Sheet63","electricity production, hydro, reservoir, alpine region","US-NPCC",0.000500749907964519,"kg O3eq/kWh","Smog formation"
"Sheet64","electricity production, hydro, run-of-river","US-NPCC",0.000420306703041403,"kg O3eq/kWh","Smog formation"
"Sheet65","electricity production, wind, 1-3MW turbine, onshore","US-NPCC",0.000958574269104921,"kg O3eq/kWh","Smog formation"
"Sheet67","electricity, high voltage, import from CA-NS","US-NPCC",0.0415790630792791,"kg O3eq/kWh","Smog formation"
"Sheet68","electricity production, hard coal","US-NPCC",0.0383863999755307,"kg O3eq/kWh","Smog formation"
"Sheet69","electricity production, oil","US-NPCC",0.103752942678948,"kg O3eq/kWh","Smog formation"
"Sheet7","electricity production, natural gas, combined cycle power plant","US-ASCC",0.0108498339617791,"kg O3eq/kWh","Smog formation"
"Sheet70","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-NPCC",0.00528517794113825,"kg O3eq/kWh","Smog formation"
"Sheet72","electricity production, natural gas, conventional power plant","US-NPCC",0.0113030749728758,"kg O3eq/kWh","Smog formation"
"Sheet73","electricity production, nuclear, pressure water reactor","US-NPCC",0.000837043256201106,"kg O3eq/kWh","Smog formation"
"Sheet74","electricity, high voltage, import from CA-NB","US-NPCC",0.0118677069199857,"kg O3eq/kWh","Smog formation"
"Sheet75","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-NPCC",0.00472058912084557,"kg O3eq/kWh","Smog formation"
"Sheet77","electricity, high voltage, import from CA-ON","US-NPCC",0.0026231033842896,"kg O3eq/kWh","Smog formation"
"Sheet78","electricity production, wind, >3MW turbine, onshore","US-NPCC",0.00184011397888704,"kg O3eq/kWh","Smog formation"
"Sheet79","electricity production, hydro, pumped storage","US-NPCC",0.00908760467024163,"kg O3eq/kWh","Smog formation"
"Sheet8","electricity production, hydro, run-of-river","US-ASCC",0.000420306703041403,"kg O3eq/kWh","Smog formation"
"Sheet80","electricity production, natural gas, combined cycle power plant","US-NPCC",0.00931944222049504,"kg O3eq/kWh","Smog formation"
"Sheet81","electricity production, hydro, pumped storage","US-RFC",0.0212805550457615,"kg O3eq/kWh","Smog formation"
"Sheet82","electricity production, wind, >3MW turbine, onshore","US-RFC",0.00184011397888704,"kg O3eq/kWh","Smog formation"
"Sheet85","electricity production, natural gas, combined cycle power plant","US-RFC",0.00921831886153765,"kg O3eq/kWh","Smog formation"
"Sheet86","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-RFC",0.00472058912084557,"kg O3eq/kWh","Smog formation"
"Sheet87","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-RFC",0.00528517794113825,"kg O3eq/kWh","Smog formation"
"Sheet88","electricity production, wind, 1-3MW turbine, onshore","US-RFC",0.000958574269104921,"kg O3eq/kWh","Smog formation"
"Sheet89","electricity production, wind, <1MW turbine, onshore","US-RFC",0.000822772416233975,"kg O3eq/kWh","Smog formation"
"Sheet9","electricity production, natural gas, conventional power plant","US-ASCC",0.0226674038537963,"kg O3eq/kWh","Smog formation"
"Sheet90","electricity production, lignite","US-RFC",0.0253136391959084,"kg O3eq/kWh","Smog formation"
"Sheet92","electricity production, natural gas, conventional power plant","US-RFC",0.0133697896477115,"kg O3eq/kWh","Smog formation"
"Sheet93","electricity production, nuclear, pressure water reactor","US-RFC",0.000837043256201106,"kg O3eq/kWh","Smog formation"
"Sheet94","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-RFC",0.00460786556085283,"kg O3eq/kWh","Smog formation"
"Sheet95","electricity production, hydro, reservoir, alpine region","US-RFC",0.000500749907964519,"kg O3eq/kWh","Smog formation"
"Sheet96","electricity production, hydro, run-of-river","US-RFC",0.000420306703041403,"kg O3eq/kWh","Smog formation"
"Sheet98","electricity production, nuclear, boiling water reactor","US-RFC",0.000885293557767238,"kg O3eq/kWh","Smog formation"
"Sheet1","electricity production, wind, 1-3MW turbine, offshore","RoW",9.06852503862661e-05,"kg SO2eq/kWh","Acidification"
"Sheet10","electricity production, wind, 1-3MW turbine, onshore","US-ASCC",6.95883781601763e-05,"kg SO2eq/kWh","Acidification"
"Sheet101","electricity production, oil","US-RFC",0.00947522700079628,"kg SO2eq/kWh","Acidification"
"Sheet102","electricity production, hard coal","US-RFC",0.00464905431599245,"kg SO2eq/kWh","Acidification"
"Sheet105","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-SERC",0.000464522879289128,"kg SO2eq/kWh","Acidification"
"Sheet106","electricity production, oil","US-SERC",0.00796715783850741,"kg SO2eq/kWh","Acidification"
"Sheet107","electricity production, deep geothermal","US-SERC",0.000297859345375319,"kg SO2eq/kWh","Acidification"
"Sheet108","electricity production, nuclear, boiling water reactor","US-SERC",5.17293275900488e-05,"kg SO2eq/kWh","Acidification"
"Sheet109","electricity production, natural gas, conventional power plant","US-SERC",0.000513634692800795,"kg SO2eq/kWh","Acidification"
"Sheet11","electricity production, hydro, reservoir, alpine region","US-ASCC",2.48342913889241e-05,"kg SO2eq/kWh","Acidification"
"Sheet111","electricity production, wind, 1-3MW turbine, onshore","US-SERC",6.95883781601763e-05,"kg SO2eq/kWh","Acidification"
"Sheet112","electricity production, solar thermal parabolic trough, 50 MW","US-SERC",0.000193498149175346,"kg SO2eq/kWh","Acidification"
"Sheet113","electricity production, wind, <1MW turbine, onshore","US-SERC",6.85095835341823e-05,"kg SO2eq/kWh","Acidification"
"Sheet114","electricity production, nuclear, pressure water reactor","US-SERC",4.90622596736604e-05,"kg SO2eq/kWh","Acidification"
"Sheet115","electricity production, wind, >3MW turbine, onshore","US-SERC",0.000221588325783056,"kg SO2eq/kWh","Acidification"
"Sheet116","electricity production, lignite","US-SERC",0.00364655424562138,"kg SO2eq/kWh","Acidification"
"Sheet119","electricity production, hydro, pumped storage","US-SERC",0.00148001010544866,"kg SO2eq/kWh","Acidification"
"Sheet12","electricity production, hard coal","US-ASCC",0.00549571689517952,"kg SO2eq/kWh","Acidification"
"Sheet120","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-SERC",0.000390962344691272,"kg SO2eq/kWh","Acidification"
"Sheet121","electricity production, hydro, reservoir, alpine region","US-SERC",2.48342913889241e-05,"kg SO2eq/kWh","Acidification"
"Sheet123","electricity production, hydro, reservoir, non-alpine region","US-SERC",2.47905062732852e-05,"kg SO2eq/kWh","Acidification"
"Sheet124","electricity production, natural gas, combined cycle power plant","US-SERC",0.000279632308909639,"kg SO2eq/kWh","Acidification"
"Sheet125","electricity production, hydro, run-of-river","US-SERC",1.91650029278332e-05,"kg SO2eq/kWh","Acidification"
"Sheet126","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-SERC",0.000504569033430422,"kg SO2eq/kWh","Acidification"
"Sheet127","electricity production, hard coal","US-SERC",0.00404888948009658,"kg SO2eq/kWh","Acidification"
"Sheet128","electricity production, wind, <1MW turbine, onshore","US-TRE",6.85095835341823e-05,"kg SO2eq/kWh","Acidification"
"Sheet129","electricity production, hydro, pumped storage","US-TRE",0.00136113079944057,"kg SO2eq/kWh","Acidification"
"Sheet13","electricity production, hydro, pumped storage","US-ASCC",0.00290539768273845,"kg SO2eq/kWh","Acidification"
"Sheet130","electricity production, natural gas, combined cycle power plant","US-TRE",0.000262758414334512,"kg SO2eq/kWh","Acidification"
"Sheet131","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-TRE",0.000501630611438732,"kg SO2eq/kWh","Acidification"
"Sheet136","electricity production, oil","US-TRE",0.0085307509975015,"kg SO2eq/kWh","Acidification"
"Sheet137","electricity production, wind, >3MW turbine, onshore","US-TRE",0.000221588325783056,"kg SO2eq/kWh","Acidification"
"Sheet138","electricity production, hydro, run-of-river","US-TRE",1.91650029278332e-05,"kg SO2eq/kWh","Acidification"
"Sheet139","electricity production, nuclear, pressure water reactor","US-TRE",4.90622596736604e-05,"kg SO2eq/kWh","Acidification"
"Sheet14","electricity production, wind, <1MW turbine, onshore","US-ASCC",6.85095835341823e-05,"kg SO2eq/kWh","Acidification"
"Sheet140","electricity production, hard coal","US-TRE",0.00464248510552815,"kg SO2eq/kWh","Acidification"
"Sheet141","electricity production, nuclear, boiling water reactor","US-TRE",5.17293275900488e-05,"kg SO2eq/kWh","Acidification"
"Sheet142","electricity production, wind, 1-3MW turbine, onshore","US-TRE",6.95883781601763e-05,"kg SO2eq/kWh","Acidification"
"Sheet143","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-TRE",0.000461817671173469,"kg SO2eq/kWh","Acidification"
"Sheet144","electricity, high voltage, import from MX","US-TRE",0.00228326236833195,"kg SO2eq/kWh","Acidification"
"Sheet145","electricity production, lignite","US-TRE",0.00406784761843006,"kg SO2eq/kWh","Acidification"
"Sheet146","electricity production, natural gas, conventional power plant","US-TRE",0.000401387482448279,"kg SO2eq/kWh","Acidification"
"Sheet149","electricity production, hydro, reservoir, non-alpine region","US-TRE",2.47905062732852e-05,"kg SO2eq/kWh","Acidification"
"Sheet15","electricity production, wind, >3MW turbine, onshore","US-ASCC",0.000221588325783056,"kg SO2eq/kWh","Acidification"
"Sheet150","electricity production, nuclear, pressure water reactor","US-WECC",4.90622596736604e-05,"kg SO2eq/kWh","Acidification"
"Sheet151","electricity production, wind, 1-3MW turbine, onshore","US-WECC",6.95883781601763e-05,"kg SO2eq/kWh","Acidification"
"Sheet152","electricity production, lignite","US-WECC",0.00265784761843008,"kg SO2eq/kWh","Acidification"
"Sheet153","electricity production, hydro, reservoir, alpine region","US-WECC",2.48342913889241e-05,"kg SO2eq/kWh","Acidification"
"Sheet154","electricity production, solar tower power plant, 20 MW","US-WECC",0.000144915111840359,"kg SO2eq/kWh","Acidification"
"Sheet155","electricity, high voltage, import from CA-BC","US-WECC",0.000157831235080599,"kg SO2eq/kWh","Acidification"
"Sheet156","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-WECC",0.000419596377835319,"kg SO2eq/kWh","Acidification"
"Sheet157","electricity, high voltage, import from CA-AB","US-WECC",0.00201279163061459,"kg SO2eq/kWh","Acidification"
"Sheet158","electricity production, wind, <1MW turbine, onshore","US-WECC",6.85095835341823e-05,"kg SO2eq/kWh","Acidification"
"Sheet161","electricity production, natural gas, combined cycle power plant","US-WECC",0.000253779580388902,"kg SO2eq/kWh","Acidification"
"Sheet162","electricity production, solar thermal parabolic trough, 50 MW","US-WECC",0.000193498149175346,"kg SO2eq/kWh","Acidification"
"Sheet163","electricity production, hydro, run-of-river","US-WECC",1.91650029278332e-05,"kg SO2eq/kWh","Acidification"
"Sheet164","electricity production, deep geothermal","US-WECC",0.000297859345375319,"kg SO2eq/kWh","Acidification"
"Sheet165","electricity, high voltage, import from MX","US-WECC",0.00228326236833195,"kg SO2eq/kWh","Acidification"
"Sheet166","electricity production, hard coal","US-WECC",0.0030663539045519,"kg SO2eq/kWh","Acidification"
"Sheet168","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-WECC",0.000325121782815636,"kg SO2eq/kWh","Acidification"
"Sheet169","electricity production, nuclear, boiling water reactor","US-WECC",5.17293275900488e-05,"kg SO2eq/kWh","Acidification"
"Sheet172","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-WECC",0.000386294252435984,"kg SO2eq/kWh","Acidification"
"Sheet173","electricity production, natural gas, conventional power plant","US-WECC",0.000380399424484849,"kg SO2eq/kWh","Acidification"
"Sheet174","electricity production, hydro, pumped storage","US-WECC",0.00108698197697409,"kg SO2eq/kWh","Acidification"
"Sheet175","electricity production, wind, >3MW turbine, onshore","US-WECC",0.000221588325783056,"kg SO2eq/kWh","Acidification"
"Sheet176","electricity production, oil","US-WECC",0.0144188236968639,"kg SO2eq/kWh","Acidification"
"Sheet178","electricity voltage transformation from medium to low voltage","US-ASCC",0.00209634369261433,"kg SO2eq/kWh","Acidification"
"Sheet179","electricity voltage transformation from medium to low voltage","US-HICC",0.00590687764869178,"kg SO2eq/kWh","Acidification"
"Sheet180","electricity voltage transformation from medium to low voltage","US-MRO",0.00178771056432905,"kg SO2eq/kWh","Acidification"
"Sheet181","electricity voltage transformation from medium to low voltage","US-NPCC",0.000263984224106214,"kg SO2eq/kWh","Acidification"
"Sheet182","electricity voltage transformation from medium to low voltage","US-PR",0.00620907345330685,"kg SO2eq/kWh","Acidification"
"Sheet183","electricity voltage transformation from medium to low voltage","US-RFC",0.00146220825863315,"kg SO2eq/kWh","Acidification"
"Sheet184","electricity voltage transformation from medium to low voltage","US-SERC",0.00107143771297108,"kg SO2eq/kWh","Acidification"
"Sheet185","electricity voltage transformation from medium to low voltage","US-TRE",0.000989487074688593,"kg SO2eq/kWh","Acidification"
"Sheet186","electricity voltage transformation from medium to low voltage","US-WECC",0.00079363381371115,"kg SO2eq/kWh","Acidification"
"Sheet187","electricity, from municipal waste incineration to generic market for electricity, medium voltage","RoW",3.57724840580081e-05,"kg SO2eq/kWh","Acidification"
"Sheet188","electricity production, wood, future","GLO",0.00107037242715793,"kg SO2eq/kWh","Acidification"
"Sheet19","electricity production, oil","US-ASCC",0.00645514248229433,"kg SO2eq/kWh","Acidification"
"Sheet20","electricity production, wind, >3MW turbine, onshore","US-HICC",0.000221588325783056,"kg SO2eq/kWh","Acidification"
"Sheet21","electricity production, deep geothermal","US-HICC",0.000297859345375319,"kg SO2eq/kWh","Acidification"
"Sheet22","electricity production, wind, 1-3MW turbine, onshore","US-HICC",6.95883781601763e-05,"kg SO2eq/kWh","Acidification"
"Sheet24","electricity production, hydro, pumped storage","US-HICC",0.00861344235323004,"kg SO2eq/kWh","Acidification"
"Sheet25","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","US-HICC",0.000461817671173469,"kg SO2eq/kWh","Acidification"
"Sheet26","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-HICC",0.000388685525712204,"kg SO2eq/kWh","Acidification"
"Sheet27","electricity production, wind, <1MW turbine, onshore","US-HICC",6.85095835341823e-05,"kg SO2eq/kWh","Acidification"
"Sheet28","electricity production, hard coal","US-HICC",0.00529141361606353,"kg SO2eq/kWh","Acidification"
"Sheet29","electricity production, lignite","US-HICC",0.00485344270850782,"kg SO2eq/kWh","Acidification"
"Sheet30","electricity production, hydro, run-of-river","US-HICC",1.91650029278332e-05,"kg SO2eq/kWh","Acidification"
"Sheet31","electricity production, oil","US-HICC",0.00718987414694569,"kg SO2eq/kWh","Acidification"
"Sheet32","electricity production, hydro, reservoir, non-alpine region","US-HICC",2.47905062732852e-05,"kg SO2eq/kWh","Acidification"
"Sheet33","electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted","US-HICC",0.000501630611438732,"kg SO2eq/kWh","Acidification"
"Sheet37","electricity production, nuclear, pressure water reactor","US-MRO",4.90622596736604e-05,"kg SO2eq/kWh","Acidification"
"Sheet39","electricity, high voltage, import from CA-MB","US-MRO",4.72719178083397e-05,"kg SO2eq/kWh","Acidification"
"Sheet4","electricity production, lignite","US-ASCC",0.00450354811315024,"kg SO2eq/kWh","Acidification"
"Sheet42","electricity production, oil","US-MRO",0.00982616133415912,"kg SO2eq/kWh","Acidification"
"Sheet43","electricity, high voltage, import from CA-SK","US-MRO",0.00176563858490172,"kg SO2eq/kWh","Acidification"
"Sheet44","electricity production, wind, 1-3MW turbine, onshore","US-MRO",6.95883781601763e-05,"kg SO2eq/kWh","Acidification"
"Sheet45","electricity production, natural gas, combined cycle power plant","US-MRO",0.000268468549180819,"kg SO2eq/kWh","Acidification"
"Sheet46","electricity production, hydro, run-of-river","US-MRO",1.91650029278332e-05,"kg SO2eq/kWh","Acidification"
"Sheet47","electricity production, wind, <1MW turbine, onshore","US-MRO",6.85095835341823e-05,"kg SO2eq/kWh","Acidification"
"Sheet48","electricity production, lignite","US-MRO",0.00422045123483055,"kg SO2eq/kWh","Acidification"
"Sheet49","electricity production, hydro, reservoir, alpine region","US-MRO",2.48342913889241e-05,"kg SO2eq/kWh","Acidification"
"Sheet51","electricity production, hard coal","US-MRO",0.00482558899573423,"kg SO2eq/kWh","Acidification"
"Sheet52","electricity production, natural gas, conventional power plant","US-MRO",0.000535320777691198,"kg SO2eq/kWh","Acidification"
"Sheet53","electricity production, hydro, pumped storage","US-MRO",0.00247720949242038,"kg SO2eq/kWh","Acidification"
"Sheet54","electricity production, nuclear, boiling water reactor","US-MRO",5.17293275900488e-05,"kg SO2eq/kWh","Acidification"
"Sheet55","electricity production, wind, >3MW turbine, onshore","US-MRO",0.000221588325783056,"kg SO2eq/kWh","Acidification"
"Sheet56","electricity production, nuclear, boiling water reactor","US-NPCC",5.17293275900488e-05,"kg SO2eq/kWh","Acidification"
"Sheet57","electricity production, lignite","US-NPCC",0.00510914134086509,"kg SO2eq/kWh","Acidification"
"Sheet58","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","US-NPCC",0.000390962344691272,"kg SO2eq/kWh","Acidification"
"Sheet59","electricity production, wind, <1MW turbine, onshore","US-NPCC",6.85095835341823e-05,"kg SO2eq/kWh","Acidification"
"Sheet6","electricity voltage transformation from high to medium voltage","US-ASCC",0.00202247956728199,"kg SO2eq/kWh","Acidification"
"Sheet63","electricity production, hydro, reservoir, alpine region","US-NPCC",2.48342913889241e-05,"kg SO2eq/kWh","Acidification"
"Sheet64","electricity production, hydro, run-of-river","US-NPCC",1.91650029278332e-05,"kg SO2eq/kWh","Acidification"
"Sheet65","electricity production, wind, 1-3MW turbine, onshore","US-NPCC",6.95883781601763e-05,"kg SO2eq/kWh","Acidification"
