"Scenario","Year","State","vehSize","total_kwh"
"Baseline",2041,"Iowa","Car",720480974.142205
"Baseline",2041,"Iowa","Light Truck",2257034826.0427
"Baseline",2041,"Kansas","Car",671126456.40822
"Baseline",2041,"Kansas","Light Truck",2101376433.04008
"Baseline",2041,"Kentucky","Car",1073474152.2709
"Baseline",2041,"Kentucky","Light Truck",3112354552.29893
"Baseline",2041,"Louisiana","Car",1072336365.10248
"Baseline",2041,"Louisiana","Light Truck",3091134889.54255
"Baseline",2041,"Maine","Car",313977956.099936
"Baseline",2041,"Maine","Light Truck",1029632943.50432
"Baseline",2041,"Maryland","Car",1732927863.07118
"Baseline",2041,"Maryland","Light Truck",4728377449.03534
"Baseline",2041,"Massachusetts","Car",1687644389.97812
"Baseline",2041,"Massachusetts","Light Truck",5515878373.87572
"Baseline",2041,"Michigan","Car",2417199752.20954
"Baseline",2041,"Michigan","Light Truck",7190929501.45946
"Baseline",2041,"Minnesota","Car",1361347432.70056
"Baseline",2041,"Minnesota","Light Truck",4257465490.00539
"Baseline",2041,"Mississippi","Car",683126293.618885
"Baseline",2041,"Mississippi","Light Truck",1983453955.99285
"Baseline",2041,"Missouri","Car",1425355503.51414
"Baseline",2041,"Missouri","Light Truck",4461867173.11724
"Baseline",2041,"Montana","Car",281042048.972333
"Baseline",2041,"Montana","Light Truck",774795505.230579
"Baseline",2041,"Nebraska","Car",449769198.360329
"Baseline",2041,"Nebraska","Light Truck",1408452172.66669
"Baseline",2041,"Nevada","Car",903711767.422903
"Baseline",2041,"Nevada","Light Truck",2477031876.98163
"Baseline",2041,"New Hampshire","Car",319898245.176594
"Baseline",2041,"New Hampshire","Light Truck",1048309989.90203
"Baseline",2041,"New Jersey","Car",2623207038.35724
"Baseline",2041,"New Jersey","Light Truck",7436815528.95366
"Baseline",2041,"New Mexico","Car",532439519.015402
"Baseline",2041,"New Mexico","Light Truck",1466856196.12653
"Baseline",2041,"New York","Car",4983258674.33846
"Baseline",2041,"New York","Light Truck",14191398961.9098
"Baseline",2041,"North Carolina","Car",2817382180.09131
"Baseline",2041,"North Carolina","Light Truck",7732401207.55656
"Baseline",2041,"North Dakota","Car",173461096.568692
"Baseline",2041,"North Dakota","Light Truck",543657729.500199
"Baseline",2041,"Ohio","Car",2800587967.84106
"Baseline",2041,"Ohio","Light Truck",8335453669.06685
"Baseline",2041,"Oklahoma","Car",995988020.163831
"Baseline",2041,"Oklahoma","Light Truck",2861032592.15263
"Baseline",2041,"Oregon","Car",1355028927.54514
"Baseline",2041,"Oregon","Light Truck",3001690011.52501
"Baseline",2041,"Pennsylvania","Car",3219828282.73966
"Baseline",2041,"Pennsylvania","Light Truck",9179989961.40246
"Baseline",2041,"Rhode Island","Car",248510217.412233
"Baseline",2041,"Rhode Island","Light Truck",814621599.374825
"Baseline",2041,"South Carolina","Car",1346624506.66667
"Baseline",2041,"South Carolina","Light Truck",3707029608.7334
"Baseline",2041,"South Dakota","Car",203722350.046472
"Baseline",2041,"South Dakota","Light Truck",638475677.476371
"Baseline",2041,"Tennessee","Car",1739631772.23614
"Baseline",2041,"Tennessee","Light Truck",5033741411.00794
"Baseline",2041,"Texas","Car",7818815023.03221
"Baseline",2041,"Texas","Light Truck",22395506520.7815
"Baseline",2041,"Utah","Car",930777329.135083
"Baseline",2041,"Utah","Light Truck",2555332939.98257
"Baseline",2041,"Vermont","Car",158290568.203741
"Baseline",2041,"Vermont","Light Truck",517015335.973791
"Baseline",2041,"Virginia","Car",2356127398.12179
"Baseline",2041,"Virginia","Light Truck",6446417725.64324
"Baseline",2041,"Washington","Car",2691669481.85316
"Baseline",2041,"Washington","Light Truck",5930244409.69697
"Baseline",2041,"West Virginia","Car",427394775.913837
"Baseline",2041,"West Virginia","Light Truck",1180244636.32657
"Baseline",2041,"Wisconsin","Car",1414376581.40383
"Baseline",2041,"Wisconsin","Light Truck",4208562255.55897
"Baseline",2041,"Wyoming","Car",141085456.484282
"Baseline",2041,"Wyoming","Light Truck",389448816.28706
"Baseline",2042,"Alabama","Car",1302811614.54957
"Baseline",2042,"Alabama","Light Truck",3793512152.14078
"Baseline",2042,"Alaska","Car",222383498.667409
"Baseline",2042,"Alaska","Light Truck",500656974.681487
"Baseline",2042,"Arizona","Car",2117998401.59102
"Baseline",2042,"Arizona","Light Truck",5836495238.71085
"Baseline",2042,"Arkansas","Car",781240089.62214
"Baseline",2042,"Arkansas","Light Truck",2259569462.01566
"Baseline",2042,"California","Car",15060968640.7311
"Baseline",2042,"California","Light Truck",33234599486.9003
"Baseline",2042,"Colorado","Car",1773094695.79783
"Baseline",2042,"Colorado","Light Truck",4872581688.2597
"Baseline",2042,"Connecticut","Car",896418408.521947
"Baseline",2042,"Connecticut","Light Truck",2946800955.79702
"Baseline",2042,"Delaware","Car",291187826.565279
"Baseline",2042,"Delaware","Light Truck",802741845.02196
"Baseline",2042,"District of Columbia","Car",193660158.786956
"Baseline",2042,"District of Columbia","Light Truck",533376252.827033
"Baseline",2042,"Florida","Car",6570425931.32137
"Baseline",2042,"Florida","Light Truck",18069540018.7189
"Baseline",2042,"Georgia","Car",3114377210.59961
"Baseline",2042,"Georgia","Light Truck",8585239582.04567
"Baseline",2042,"Hawaii","Car",480736960.073582
"Baseline",2042,"Hawaii","Light Truck",1072832151.53692
"Baseline",2042,"Idaho","Car",527106289.56021
"Baseline",2042,"Idaho","Light Truck",1457071504.50959
"Baseline",2042,"Illinois","Car",3326430294.31346
"Baseline",2042,"Illinois","Light Truck",9915986076.3722
"Baseline",2042,"Indiana","Car",1740536384.8418
"Baseline",2042,"Indiana","Light Truck",5198789198.58137
"Baseline",2042,"Iowa","Car",776622020.009628
"Baseline",2042,"Iowa","Light Truck",2439566048.58554
"Baseline",2042,"Kansas","Car",721088557.416921
"Baseline",2042,"Kansas","Light Truck",2263964056.61576
"Baseline",2042,"Kentucky","Car",1155920836.51493
"Baseline",2042,"Kentucky","Light Truck",3365460048.60391
"Baseline",2042,"Louisiana","Car",1158842424.30381
"Baseline",2042,"Louisiana","Light Truck",3353049357.00075
"Baseline",2042,"Maine","Car",335724476.73895
"Baseline",2042,"Maine","Light Truck",1105523342.33555
"Baseline",2042,"Maryland","Car",1815928975.15262
"Baseline",2042,"Maryland","Light Truck",4989703105.33004
"Baseline",2042,"Massachusetts","Car",1780322724.87862
"Baseline",2042,"Massachusetts","Light Truck",5844040219.74629
"Baseline",2042,"Michigan","Car",2586484391.08987
"Baseline",2042,"Michigan","Light Truck",7719961877.88876
"Baseline",2042,"Minnesota","Car",1451374256.9931
"Baseline",2042,"Minnesota","Light Truck",4551173541.82974
"Baseline",2042,"Mississippi","Car",738764458.739817
"Baseline",2042,"Mississippi","Light Truck",2153486632.50866
"Baseline",2042,"Missouri","Car",1529010888.635
"Baseline",2042,"Missouri","Light Truck",4799343808.72879
"Baseline",2042,"Montana","Car",302190154.441317
"Baseline",2042,"Montana","Light Truck",835590072.616893
"Baseline",2042,"Nebraska","Car",483638094.400205
"Baseline",2042,"Nebraska","Light Truck",1518643922.89094
"Baseline",2042,"Nevada","Car",947020688.010345
"Baseline",2042,"Nevada","Light Truck",2604610641.5794
"Baseline",2042,"New Hampshire","Car",341076922.688192
"Baseline",2042,"New Hampshire","Light Truck",1122413295.32231
"Baseline",2042,"New Jersey","Car",2736701245.82984
"Baseline",2042,"New Jersey","Light Truck",7792065270.38597
"Baseline",2042,"New Mexico","Car",570774173.296712
"Baseline",2042,"New Mexico","Light Truck",1577265638.54292
"Baseline",2042,"New York","Car",5301301952.66654
"Baseline",2042,"New York","Light Truck",15161107778.7253
"Baseline",2042,"North Carolina","Car",2995830437.97317
"Baseline",2042,"North Carolina","Light Truck",8272983451.52665
"Baseline",2042,"North Dakota","Car",187571707.444328
"Baseline",2042,"North Dakota","Light Truck",589499207.069193
"Baseline",2042,"Ohio","Car",3004846855.92942
"Baseline",2042,"Ohio","Light Truck",8973013171.6145
"Baseline",2042,"Oklahoma","Car",1065793809.50093
"Baseline",2042,"Oklahoma","Light Truck",3075061450.34776
"Baseline",2042,"Oregon","Car",1420955912.81261
"Baseline",2042,"Oregon","Light Truck",3170577936.04024
"Baseline",2042,"Pennsylvania","Car",3442073604.01433
"Baseline",2042,"Pennsylvania","Light Truck",9854768612.60126
"Baseline",2042,"Rhode Island","Car",265299259.192906
"Baseline",2042,"Rhode Island","Light Truck",873294468.961201
"Baseline",2042,"South Carolina","Car",1442678626.13141
"Baseline",2042,"South Carolina","Light Truck",3994010366.81047
"Baseline",2042,"South Dakota","Car",220221622.629948
"Baseline",2042,"South Dakota","Light Truck",692080762.007094
"Baseline",2042,"Tennessee","Car",1862096390.07865
"Baseline",2042,"Tennessee","Light Truck",5412430495.74023
"Baseline",2042,"Texas","Car",8296371478.88709
"Baseline",2042,"Texas","Light Truck",23878622974.4073
"Baseline",2042,"Utah","Car",982450737.695826
"Baseline",2042,"Utah","Light Truck",2706158323.27841
"Baseline",2042,"Vermont","Car",166535866.792038
"Baseline",2042,"Vermont","Light Truck",546321584.340549
"Baseline",2042,"Virginia","Car",2486164066.45131
"Baseline",2042,"Virginia","Light Truck",6847572549.73634
"Baseline",2042,"Washington","Car",2785195893.82539
"Baseline",2042,"Washington","Light Truck",6184425068.28797
"Baseline",2042,"West Virginia","Car",461450691.078343
"Baseline",2042,"West Virginia","Light Truck",1280820389.90224
"Baseline",2042,"Wisconsin","Car",1515428454.87204
"Baseline",2042,"Wisconsin","Light Truck",4524175393.71587
"Baseline",2042,"Wyoming","Car",152552142.239551
"Baseline",2042,"Wyoming","Light Truck",422304794.605361
"Baseline",2043,"Alabama","Car",1391701884.49374
"Baseline",2043,"Alabama","Light Truck",4073854231.24022
"Baseline",2043,"Alaska","Car",237238957.518045
"Baseline",2043,"Alaska","Light Truck",537628212.731104
"Baseline",2043,"Arizona","Car",2227123679.99992
"Baseline",2043,"Arizona","Light Truck",6165168447.68275
"Baseline",2043,"Arkansas","Car",835921894.663872
"Baseline",2043,"Arkansas","Light Truck",2429585386.45585
"Baseline",2043,"California","Car",15291486372.0302
"Baseline",2043,"California","Light Truck",34057726661.0359
"Baseline",2043,"Colorado","Car",1842848744.53591
"Baseline",2043,"Colorado","Light Truck",5088365676.49407
"Baseline",2043,"Connecticut","Car",945169518.10328
"Baseline",2043,"Connecticut","Light Truck",3125183572.48837
"Baseline",2043,"Delaware","Car",306269780.693286
"Baseline",2043,"Delaware","Light Truck",850527818.351908
"Baseline",2043,"District of Columbia","Car",203217701.403254
"Baseline",2043,"District of Columbia","Light Truck",563911348.031946
"Baseline",2043,"Florida","Car",6868065684.42628
"Baseline",2043,"Florida","Light Truck",19034064366.1621
"Baseline",2043,"Georgia","Car",3275241796.35075
"Baseline",2043,"Georgia","Light Truck",9095122772.98286
"Baseline",2043,"Hawaii","Car",501948642.325759
"Baseline",2043,"Hawaii","Light Truck",1129140110.51501
"Baseline",2043,"Idaho","Car",561560240.035336
"Baseline",2043,"Idaho","Light Truck",1558901363.79214
"Baseline",2043,"Illinois","Car",3511474056.776
"Baseline",2043,"Illinois","Light Truck",10517482407.5298
"Baseline",2043,"Indiana","Car",1854926750.84103
"Baseline",2043,"Indiana","Light Truck",5566509565.33906
"Baseline",2043,"Iowa","Car",830029636.605172
"Baseline",2043,"Iowa","Light Truck",2618154749.84414
"Baseline",2043,"Kansas","Car",768546901.269505
"Baseline",2043,"Kansas","Light Truck",2423014915.77703
"Baseline",2043,"Kentucky","Car",1234405245.10852
"Baseline",2043,"Kentucky","Light Truck",3613101452.99442
"Baseline",2043,"Louisiana","Car",1241399053.24633
"Baseline",2043,"Louisiana","Light Truck",3609263458.41904
"Baseline",2043,"Maine","Car",356263244.512685
"Baseline",2043,"Maine","Light Truck",1179825115.0786
"Baseline",2043,"Maryland","Car",1893868361.38786
"Baseline",2043,"Maryland","Light Truck",5244690704.224
"Baseline",2043,"Massachusetts","Car",1867040578.11979
"Baseline",2043,"Massachusetts","Light Truck",6165102638.52212
"Baseline",2043,"Michigan","Car",2746952915.79608
"Baseline",2043,"Michigan","Light Truck",8237691572.11125
"Baseline",2043,"Minnesota","Car",1536530514.72759
"Baseline",2043,"Minnesota","Light Truck",4838373300.67729
"Baseline",2043,"Mississippi","Car",791797659.297504
"Baseline",2043,"Mississippi","Light Truck",2319898189.80792
"Baseline",2043,"Missouri","Car",1627398560.77999
"Baseline",2043,"Missouri","Light Truck",5129468731.35965
"Baseline",2043,"Montana","Car",322344119.72583
"Baseline",2043,"Montana","Light Truck",895073903.359913
"Baseline",2043,"Nebraska","Car",515821369.425464
"Baseline",2043,"Nebraska","Light Truck",1626440837.0018
"Baseline",2043,"Nevada","Car",987693842.156221
"Baseline",2043,"Nevada","Light Truck",2729268009.33927
"Baseline",2043,"New Hampshire","Car",361053515.430412
"Baseline",2043,"New Hampshire","Light Truck",1194977546.32444
"Baseline",2043,"New Jersey","Car",2841913260.95969
"Baseline",2043,"New Jersey","Light Truck",8139548085.7885
"Baseline",2043,"New Mexico","Car",607253824.829723
"Baseline",2043,"New Mexico","Light Truck",1685255660.71063
"Baseline",2043,"New York","Car",5601408719.17302
"Baseline",2043,"New York","Light Truck",16110464028.5871
"Baseline",2043,"North Carolina","Car",3164855530.27501
"Baseline",2043,"North Carolina","Light Truck",8801602076.90251
"Baseline",2043,"North Dakota","Car",201010455.092516
"Baseline",2043,"North Dakota","Light Truck",634347240.36481
"Baseline",2043,"Ohio","Car",3198718781.03005
"Baseline",2043,"Ohio","Light Truck",9596952783.79501
"Baseline",2043,"Oklahoma","Car",1132263626.45922
"Baseline",2043,"Oklahoma","Light Truck",3284334509.49447
"Baseline",2043,"Oregon","Car",1483065187.44244
"Baseline",2043,"Oregon","Light Truck",3335705776.73895
"Baseline",2043,"Pennsylvania","Car",3652433406.81504
"Baseline",2043,"Pennsylvania","Light Truck",10515656801.24
"Baseline",2043,"Rhode Island","Car",281142007.72575
"Baseline",2043,"Rhode Island","Light Truck",930736180.682941
"Baseline",2043,"South Carolina","Car",1533922673.56627
"Baseline",2043,"South Carolina","Light Truck",4274844418.332
"Baseline",2043,"South Dakota","Car",235936072.979198
"Baseline",2043,"South Dakota","Light Truck",744532902.829307
"Baseline",2043,"Tennessee","Car",1978441464.74538
"Baseline",2043,"Tennessee","Light Truck",5782786739.79014
"Baseline",2043,"Texas","Car",8749240231.67561
"Baseline",2043,"Texas","Light Truck",25326695775.0019
"Baseline",2043,"Utah","Car",1031234013.87896
"Baseline",2043,"Utah","Light Truck",2853567973.41211
"Baseline",2043,"Vermont","Car",174232774.376917
"Baseline",2043,"Vermont","Light Truck",574991141.564225
"Baseline",2043,"Virginia","Car",2608904853.5012
"Baseline",2043,"Virginia","Light Truck",7239551290.19801
"Baseline",2043,"Washington","Car",2871961381.83791
"Baseline",2043,"Washington","Light Truck",6432148222.93545
"Baseline",2043,"West Virginia","Car",493880744.742365
"Baseline",2043,"West Virginia","Light Truck",1379307021.9266
"Baseline",2043,"Wisconsin","Car",1611257360.41935
"Baseline",2043,"Wisconsin","Light Truck",4832978342.2535
"Baseline",2043,"Wyoming","Car",163498356.504251
"Baseline",2043,"Wyoming","Light Truck",454453089.224537
"Baseline",2044,"Alabama","Car",1476209253.22262
"Baseline",2044,"Alabama","Light Truck",4345506904.24151
"Baseline",2044,"Alaska","Car",251354869.329795
"Baseline",2044,"Alaska","Light Truck",573505279.839922
"Baseline",2044,"Arizona","Car",2330954117.7874
"Baseline",2044,"Arizona","Light Truck",6483728574.63606
"Baseline",2044,"Arkansas","Car",887951654.467596
"Baseline",2044,"Arkansas","Light Truck",2594309119.39216
"Baseline",2044,"California","Car",15503973115.8138
"Baseline",2044,"California","Light Truck",34862508142.9754
"Baseline",2044,"Colorado","Car",1908885784.3176
"Baseline",2044,"Colorado","Light Truck",5297686287.7598
"Baseline",2044,"Connecticut","Car",991093595.52812
"Baseline",2044,"Connecticut","Light Truck",3298508250.65142
"Baseline",2044,"Delaware","Car",320551159.834959
"Baseline",2044,"Delaware","Light Truck",896890938.169768
"Baseline",2044,"District of Columbia","Car",212269746.588681
"Baseline",2044,"District of Columbia","Light Truck",593552632.039027
"Baseline",2044,"Florida","Car",7149498111.41179
"Baseline",2044,"Florida","Light Truck",19970295278.6535
"Baseline",2044,"Georgia","Car",3427551283.21155
"Baseline",2044,"Georgia","Light Truck",9589808662.66425
"Baseline",2044,"Hawaii","Car",522020772.689422
"Baseline",2044,"Hawaii","Light Truck",1183879324.36105
"Baseline",2044,"Idaho","Car",594423337.728495
"Baseline",2044,"Idaho","Light Truck",1657461695.21109
"Baseline",2044,"Illinois","Car",3686334260.77324
"Baseline",2044,"Illinois","Light Truck",11101632743.5149
"Baseline",2044,"Indiana","Car",1963380440.15039
"Baseline",2044,"Indiana","Light Truck",5923191300.67997
"Baseline",2044,"Iowa","Car",880722009.212093
"Baseline",2044,"Iowa","Light Truck",2791281379.60177
"Baseline",2044,"Kansas","Car",813555524.164817
"Baseline",2044,"Kansas","Light Truck",2577238441.77373
"Baseline",2044,"Kentucky","Car",1309013681.91618
"Baseline",2044,"Kentucky","Light Truck",3853064826.89254
"Baseline",2044,"Louisiana","Car",1319955655.99258
"Baseline",2044,"Louisiana","Light Truck",3857481639.87825
"Baseline",2044,"Maine","Car",375656416.665733
"Baseline",2044,"Maine","Light Truck",1251959216.36666
"Baseline",2044,"Maryland","Car",1967486985.80647
"Baseline",2044,"Maryland","Light Truck",5492197299.50394
"Baseline",2044,"Massachusetts","Car",1948503404.31883
"Baseline",2044,"Massachusetts","Light Truck",6477254786.0875
"Baseline",2044,"Michigan","Car",2898930420.48846
"Baseline",2044,"Michigan","Light Truck",8740085429.84547
"Baseline",2044,"Minnesota","Car",1617104321.77987
"Baseline",2044,"Minnesota","Light Truck",5117048044.53021
"Baseline",2044,"Mississippi","Car",842237880.814256
"Baseline",2044,"Mississippi","Light Truck",2481126599.1802
"Baseline",2044,"Missouri","Car",1720669959.00841
"Baseline",2044,"Missouri","Light Truck",5449624598.64452
"Baseline",2044,"Montana","Car",341574662.905619
"Baseline",2044,"Montana","Light Truck",952650729.619098
"Baseline",2044,"Nebraska","Car",546349411.4801
"Baseline",2044,"Nebraska","Light Truck",1730958380.00826
"Baseline",2044,"Nevada","Car",1026291043.37747
"Baseline",2044,"Nevada","Light Truck",2850211010.19528
"Baseline",2044,"New Hampshire","Car",379903102.873744
"Baseline",2044,"New Hampshire","Light Truck",1265455268.07818
"Baseline",2044,"New Jersey","Car",2940234548.79831
"Baseline",2044,"New Jersey","Light Truck",8478253692.14978
"Baseline",2044,"New Mexico","Car",642040685.571626
"Baseline",2044,"New Mexico","Light Truck",1789787953.46637
"Baseline",2044,"New York","Car",5884661463.87267
"Baseline",2044,"New York","Light Truck",17032832508.4651
"Baseline",2044,"North Carolina","Car",3325062364.87488
"Baseline",2044,"North Carolina","Light Truck",9314378363.81966
"Baseline",2044,"North Dakota","Car",213773663.499978
"Baseline",2044,"North Dakota","Light Truck",677808775.863791
"Baseline",2044,"Ohio","Car",3382461398.79883
"Baseline",2044,"Ohio","Light Truck",10202222518.2411
"Baseline",2044,"Oklahoma","Car",1195472205.6378
"Baseline",2044,"Oklahoma","Light Truck",3487181263.61928
"Baseline",2044,"Oregon","Car",1541806776.93018
"Baseline",2044,"Oregon","Light Truck",3496203586.70893
"Baseline",2044,"Pennsylvania","Car",3851322606.23516
"Baseline",2044,"Pennsylvania","Light Truck",11157514886.0759
"Baseline",2044,"Rhode Island","Car",296094005.105909
"Baseline",2044,"Rhode Island","Light Truck",986510717.475377
"Baseline",2044,"South Carolina","Car",1620502548.49746
"Baseline",2044,"South Carolina","Light Truck",4547187216.33826
"Baseline",2044,"South Dakota","Car",250861182.425097
"Baseline",2044,"South Dakota","Light Truck",795369888.801692
"Baseline",2044,"Tennessee","Car",2088953982.7507
"Baseline",2044,"Tennessee","Light Truck",6141752602.66441
"Baseline",2044,"Texas","Car",9179154992.81013
"Baseline",2044,"Texas","Light Truck",26730344064.3657
"Baseline",2044,"Utah","Car",1077615243.88218
"Baseline",2044,"Utah","Light Truck",2996440294.87024
"Baseline",2044,"Vermont","Car",181453897.043849
"Baseline",2044,"Vermont","Light Truck",602876907.263289
"Baseline",2044,"Virginia","Car",2725093052.32341
"Baseline",2044,"Virginia","Light Truck",7619953049.74402
"Baseline",2044,"Washington","Car",2953471469.01142
"Baseline",2044,"Washington","Light Truck",6673161383.14452
"Baseline",2044,"West Virginia","Car",524682642.472725
"Baseline",2044,"West Virginia","Light Truck",1474795704.04856
"Baseline",2044,"Wisconsin","Car",1702034612.8383
"Baseline",2044,"Wisconsin","Light Truck",5132550637.61094
"Baseline",2044,"Wyoming","Car",173949098.091471
"Baseline",2044,"Wyoming","Light Truck",485558052.272073
"Baseline",2045,"Alabama","Car",1556559055.02203
"Baseline",2045,"Alabama","Light Truck",4611623882.40061
"Baseline",2045,"Alaska","Car",264875418.497475
"Baseline",2045,"Alaska","Light Truck",608604542.090841
"Baseline",2045,"Arizona","Car",2430784378.54232
"Baseline",2045,"Arizona","Light Truck",6799320730.99572
"Baseline",2045,"Arkansas","Car",937486810.291052
"Baseline",2045,"Arkansas","Light Truck",2755464371.05279
"Baseline",2045,"California","Car",15726060558.5146
"Baseline",2045,"California","Light Truck",35709107877.5922
"Baseline",2045,"Colorado","Car",1972890082.53905
"Baseline",2045,"Colorado","Light Truck",5507908725.96648
"Baseline",2045,"Connecticut","Car",1034754730.91802
"Baseline",2045,"Connecticut","Light Truck",3469920487.68176
"Baseline",2045,"Delaware","Car",334233411.502216
"Baseline",2045,"Delaware","Light Truck",942736020.267868
"Baseline",2045,"District of Columbia","Car",220957872.705023
"Baseline",2045,"District of Columbia","Light Truck",622923940.406258
"Baseline",2045,"Florida","Car",7420268734.73993
"Baseline",2045,"Florida","Light Truck",20901198685.0336
"Baseline",2045,"Georgia","Car",3573477473.17386
"Baseline",2045,"Georgia","Light Truck",10079013121.3422
"Baseline",2045,"Hawaii","Car",541511369.148446
"Baseline",2045,"Hawaii","Light Truck",1238270599.72865
"Baseline",2045,"Idaho","Car",625832015.64331
"Baseline",2045,"Idaho","Light Truck",1754105296.48161
"Baseline",2045,"Illinois","Car",3853150712.3741
"Baseline",2045,"Illinois","Light Truck",11678965702.8557
"Baseline",2045,"Indiana","Car",2066549147.99433
"Baseline",2045,"Indiana","Light Truck",6273183599.41453
"Baseline",2045,"Iowa","Car",928943590.619536
"Baseline",2045,"Iowa","Light Truck",2960809356.12587
"Baseline",2045,"Kansas","Car",856398977.082692
"Baseline",2045,"Kansas","Light Truck",2728517808.94069
"Baseline",2045,"Kentucky","Car",1379957178.25275
"Baseline",2045,"Kentucky","Light Truck",4088175772.62169
"Baseline",2045,"Louisiana","Car",1394713931.58498
"Baseline",2045,"Louisiana","Light Truck",4100175085.96738
"Baseline",2045,"Maine","Car",394055820.218348
"Baseline",2045,"Maine","Light Truck",1322941562.73205
"Baseline",2045,"Maryland","Car",2038435094.1731
"Baseline",2045,"Maryland","Light Truck",5738857357.70669
"Baseline",2045,"Massachusetts","Car",2026108228.01839
"Baseline",2045,"Massachusetts","Light Truck",6787502848.75749
"Baseline",2045,"Michigan","Car",3043638083.80882
"Baseline",2045,"Michigan","Light Truck",9234232455.28486
"Baseline",2045,"Minnesota","Car",1693947894.83275
"Baseline",2045,"Minnesota","Light Truck",5391730443.8681
"Baseline",2045,"Mississippi","Car",890147731.123343
"Baseline",2045,"Mississippi","Light Truck",2638794614.78164
"Baseline",2045,"Missouri","Car",1809487517.07822
"Baseline",2045,"Missouri","Light Truck",5763960578.98087
"Baseline",2045,"Montana","Car",359947841.798152
"Baseline",2045,"Montana","Light Truck",1009067917.00969
"Baseline",2045,"Nebraska","Car",575403739.979294
"Baseline",2045,"Nebraska","Light Truck",1833434928.29632
"Baseline",2045,"Nevada","Car",1063604976.7757
"Baseline",2045,"Nevada","Light Truck",2971125134.24984
"Baseline",2045,"New Hampshire","Car",397801515.550797
"Baseline",2045,"New Hampshire","Light Truck",1334936940.72071
"Baseline",2045,"New Jersey","Car",3034638389.39311
"Baseline",2045,"New Jersey","Light Truck",8819405411.91105
"Baseline",2045,"New Mexico","Car",675304214.312149
"Baseline",2045,"New Mexico","Light Truck",1892377232.81968
"Baseline",2045,"New York","Car",6154283624.78925
"Baseline",2045,"New York","Light Truck",17943909782.6989
"Baseline",2045,"North Carolina","Car",3478187163.09468
"Baseline",2045,"North Carolina","Light Truck",9819772772.89025
"Baseline",2045,"North Dakota","Car",225906692.631821
"Baseline",2045,"North Dakota","Light Truck",720298031.740693
"Baseline",2045,"Ohio","Car",3557298663.63084
"Baseline",2045,"Ohio","Light Truck",10796577399.0727
"Baseline",2045,"Oklahoma","Car",1255821618.59624
"Baseline",2045,"Oklahoma","Light Truck",3686450947.39359
"Baseline",2045,"Oregon","Car",1598856905.03632
"Baseline",2045,"Oregon","Light Truck",3655730239.391
"Baseline",2045,"Pennsylvania","Car",4040406231.19057
"Baseline",2045,"Pennsylvania","Light Truck",11789508034.7883
"Baseline",2045,"Rhode Island","Car",310285455.854087
"Baseline",2045,"Rhode Island","Light Truck",1041448817.75607
"Baseline",2045,"South Carolina","Car",1703017515.3081
"Baseline",2045,"South Carolina","Light Truck",4814513885.42021
"Baseline",2045,"South Dakota","Car",265051031.443335
"Baseline",2045,"South Dakota","Light Truck",845079720.98392
"Baseline",2045,"Tennessee","Car",2194225099.89768
"Baseline",2045,"Tennessee","Light Truck",6494517632.45724
"Baseline",2045,"Texas","Car",9590947660.25253
"Baseline",2045,"Texas","Light Truck",28116115373.515
"Baseline",2045,"Utah","Car",1122249754.68592
"Baseline",2045,"Utah","Light Truck",3138216411.80377
"Baseline",2045,"Vermont","Car",188340727.037379
"Baseline",2045,"Vermont","Light Truck",630663758.139812
"Baseline",2045,"Virginia","Car",2836579144.51729
"Baseline",2045,"Virginia","Light Truck",7996843997.19261
"Baseline",2045,"Washington","Car",3033871261.4037
"Baseline",2045,"Washington","Light Truck",6916469561.60962
"Baseline",2045,"West Virginia","Car",553969320.023327
"Baseline",2045,"West Virginia","Light Truck",1568199303.07289
"Baseline",2045,"Wisconsin","Car",1788435048.81644
"Baseline",2045,"Wisconsin","Light Truck",5426949193.935
"Baseline",2045,"Wyoming","Car",183918248.523033
"Baseline",2045,"Wyoming","Light Truck",515952435.031273
"Baseline",2046,"Alabama","Car",1633767766.7443
"Baseline",2046,"Alabama","Light Truck",4870692949.88005
"Baseline",2046,"Alaska","Car",279153200.592054
"Baseline",2046,"Alaska","Light Truck",641071933.987035
"Baseline",2046,"Arizona","Car",2529299104.97155
"Baseline",2046,"Arizona","Light Truck",7111438862.48454
"Baseline",2046,"Arkansas","Car",985085401.146944
"Baseline",2046,"Arkansas","Light Truck",2912096005.34768
"Baseline",2046,"California","Car",16046840215.6861
"Baseline",2046,"California","Light Truck",36536118632.3779
"Baseline",2046,"Colorado","Car",2037549881.70818
"Baseline",2046,"Colorado","Light Truck",5720071367.4597
"Baseline",2046,"Connecticut","Car",1077031637.04656
"Baseline",2046,"Connecticut","Light Truck",3639374217.83249
"Baseline",2046,"Delaware","Car",347592556.78157
"Baseline",2046,"Delaware","Light Truck",988071505.457503
"Baseline",2046,"District of Columbia","Car",229472371.35288
"Baseline",2046,"District of Columbia","Light Truck",652056440.065628
"Baseline",2046,"Florida","Car",7687408511.76834
"Baseline",2046,"Florida","Light Truck",21829640448.9455
"Baseline",2046,"Georgia","Car",3715984059.80263
"Baseline",2046,"Georgia","Light Truck",10562860024.8658
"Baseline",2046,"Hawaii","Car",563306323.594965
"Baseline",2046,"Hawaii","Light Truck",1289202347.95795
"Baseline",2046,"Idaho","Car",656315979.266503
"Baseline",2046,"Idaho","Light Truck",1848239008.50732
