"Scenario","Year","State","vehSize","total_kwh"
"Ambitious",2030,"New Jersey","Light Truck",5389447297.41113
"Ambitious",2030,"New Mexico","Car",218309349.104887
"Ambitious",2030,"New Mexico","Light Truck",603116000.503222
"Ambitious",2030,"New York","Car",2429920457.78157
"Ambitious",2030,"New York","Light Truck",6988035846.30377
"Ambitious",2030,"North Carolina","Car",1413969089.8851
"Ambitious",2030,"North Carolina","Light Truck",3640796658.29623
"Ambitious",2030,"North Dakota","Car",51937606.4595908
"Ambitious",2030,"North Dakota","Light Truck",167261181.332948
"Ambitious",2030,"Ohio","Car",1092291764.67979
"Ambitious",2030,"Ohio","Light Truck",3335560788.37834
"Ambitious",2030,"Oklahoma","Car",434890055.790692
"Ambitious",2030,"Oklahoma","Light Truck",1188704379.85583
"Ambitious",2030,"Oregon","Car",917057988.782728
"Ambitious",2030,"Oregon","Light Truck",1902497842.45771
"Ambitious",2030,"Pennsylvania","Car",1390107472.82206
"Ambitious",2030,"Pennsylvania","Light Truck",3996598412.16476
"Ambitious",2030,"Rhode Island","Car",111533268.960102
"Ambitious",2030,"Rhode Island","Light Truck",366249598.664305
"Ambitious",2030,"South Carolina","Car",553179523.801604
"Ambitious",2030,"South Carolina","Light Truck",1436148115.8352
"Ambitious",2030,"South Dakota","Car",62078780.1204225
"Ambitious",2030,"South Dakota","Light Truck",200046316.269607
"Ambitious",2030,"Tennessee","Car",740007999.974384
"Ambitious",2030,"Tennessee","Light Truck",2064559750.92074
"Ambitious",2030,"Texas","Car",4176684064.82984
"Ambitious",2030,"Texas","Light Truck",11379746031.2571
"Ambitious",2030,"Utah","Car",553930979.939703
"Ambitious",2030,"Utah","Light Truck",1526524124.77161
"Ambitious",2030,"Vermont","Car",98385645.473937
"Ambitious",2030,"Vermont","Light Truck",323040542.607774
"Ambitious",2030,"Virginia","Car",1405150787.16847
"Ambitious",2030,"Virginia","Light Truck",3592854890.46878
"Ambitious",2030,"Washington","Car",2228622699.85264
"Ambitious",2030,"Washington","Light Truck",4618269544.73583
"Ambitious",2030,"West Virginia","Car",135260976.652215
"Ambitious",2030,"West Virginia","Light Truck",355543084.798582
"Ambitious",2030,"Wisconsin","Car",571987174.253762
"Ambitious",2030,"Wisconsin","Light Truck",1746714136.07111
"Ambitious",2030,"Wyoming","Car",43328674.4192148
"Ambitious",2030,"Wyoming","Light Truck",119986890.288051
"Ambitious",2031,"Alabama","Car",558422527.039681
"Ambitious",2031,"Alabama","Light Truck",1579059003.81964
"Ambitious",2031,"Alaska","Car",99807952.2486524
"Ambitious",2031,"Alaska","Light Truck",212995540.602718
"Ambitious",2031,"Arizona","Car",1412164203.01816
"Ambitious",2031,"Arizona","Light Truck",3888912025.99436
"Ambitious",2031,"Arkansas","Car",320397725.4947
"Ambitious",2031,"Arkansas","Light Truck",896206247.353452
"Ambitious",2031,"California","Car",17648474301.4003
"Ambitious",2031,"California","Light Truck",36704909731.222
"Ambitious",2031,"Colorado","Car",1463473845.43746
"Ambitious",2031,"Colorado","Light Truck",4028395718.15194
"Ambitious",2031,"Connecticut","Car",545334695.937875
"Ambitious",2031,"Connecticut","Light Truck",1786961910.85198
"Ambitious",2031,"Delaware","Car",190092393.886458
"Ambitious",2031,"Delaware","Light Truck",493514835.257392
"Ambitious",2031,"District of Columbia","Car",134895424.953464
"Ambitious",2031,"District of Columbia","Light Truck",347767034.809871
"Ambitious",2031,"Florida","Car",4895310496.28724
"Ambitious",2031,"Florida","Light Truck",12643948572.3764
"Ambitious",2031,"Georgia","Car",2037753031.50562
"Ambitious",2031,"Georgia","Light Truck",5291256999.59218
"Ambitious",2031,"Hawaii","Car",373060731.56663
"Ambitious",2031,"Hawaii","Light Truck",780144965.8553
"Ambitious",2031,"Idaho","Car",249040970.239518
"Ambitious",2031,"Idaho","Light Truck",687914937.962428
"Ambitious",2031,"Illinois","Car",1970914694.53459
"Ambitious",2031,"Illinois","Light Truck",5987142278.32361
"Ambitious",2031,"Indiana","Car",794702689.605895
"Ambitious",2031,"Indiana","Light Truck",2408036723.7855
"Ambitious",2031,"Iowa","Car",324937962.301183
"Ambitious",2031,"Iowa","Light Truck",1040621549.1214
"Ambitious",2031,"Kansas","Car",330091956.324161
"Ambitious",2031,"Kansas","Light Truck",1058075176.63701
"Ambitious",2031,"Kentucky","Car",500325859.666166
"Ambitious",2031,"Kentucky","Light Truck",1414605054.6601
"Ambitious",2031,"Louisiana","Car",454628776.465647
"Ambitious",2031,"Louisiana","Light Truck",1275116489.47469
"Ambitious",2031,"Maine","Car",172703127.685395
"Ambitious",2031,"Maine","Light Truck",566083652.087613
"Ambitious",2031,"Maryland","Car",1408913460.72597
"Ambitious",2031,"Maryland","Light Truck",3638738112.32951
"Ambitious",2031,"Massachusetts","Car",1217621389.53139
"Ambitious",2031,"Massachusetts","Light Truck",3989636308.06634
"Ambitious",2031,"Michigan","Car",1307926135.84066
"Ambitious",2031,"Michigan","Light Truck",3967290536.35553
"Ambitious",2031,"Minnesota","Car",803140757.098664
"Ambitious",2031,"Minnesota","Light Truck",2578786595.55721
"Ambitious",2031,"Mississippi","Car",280071108.066635
"Ambitious",2031,"Mississippi","Light Truck",796130360.960247
"Ambitious",2031,"Missouri","Car",729871992.637739
"Ambitious",2031,"Missouri","Light Truck",2340518733.85672
"Ambitious",2031,"Montana","Car",137559648.74255
"Ambitious",2031,"Montana","Light Truck",380050832.269845
"Ambitious",2031,"Nebraska","Car",216591396.294808
"Ambitious",2031,"Nebraska","Light Truck",694091699.096798
"Ambitious",2031,"Nevada","Car",738872768.121661
"Ambitious",2031,"Nevada","Light Truck",2033758844.34713
"Ambitious",2031,"New Hampshire","Car",188273480.964056
"Ambitious",2031,"New Hampshire","Light Truck",617010375.549557
"Ambitious",2031,"New Jersey","Car",2249283474.33055
"Ambitious",2031,"New Jersey","Light Truck",6445949287.25411
"Ambitious",2031,"New Mexico","Car",280942010.425245
"Ambitious",2031,"New Mexico","Light Truck",775776024.717265
"Ambitious",2031,"New York","Car",3053994423.42094
"Ambitious",2031,"New York","Light Truck",8746684314.65424
"Ambitious",2031,"North Carolina","Car",1763362141.23573
"Ambitious",2031,"North Carolina","Light Truck",4594654871.95702
"Ambitious",2031,"North Dakota","Car",70975752.2083011
"Ambitious",2031,"North Dakota","Light Truck",226963383.874117
"Ambitious",2031,"Ohio","Car",1420672160.73727
"Ambitious",2031,"Ohio","Light Truck",4306346574.95133
"Ambitious",2031,"Oklahoma","Car",552602727.474701
"Ambitious",2031,"Oklahoma","Light Truck",1527243351.19204
"Ambitious",2031,"Oregon","Car",1100009445.23654
"Ambitious",2031,"Oregon","Light Truck",2306034237.8102
"Ambitious",2031,"Pennsylvania","Car",1777967578.13755
"Ambitious",2031,"Pennsylvania","Light Truck",5091109440.03149
"Ambitious",2031,"Rhode Island","Car",141709912.310274
"Ambitious",2031,"Rhode Island","Light Truck",464474106.682388
"Ambitious",2031,"South Carolina","Car",711468605.037245
"Ambitious",2031,"South Carolina","Light Truck",1867964979.71165
"Ambitious",2031,"South Dakota","Car",84476121.5473137
"Ambitious",2031,"South Dakota","Light Truck",270261282.115564
"Ambitious",2031,"Tennessee","Car",946057259.510112
"Ambitious",2031,"Tennessee","Light Truck",2659216269.19751
"Ambitious",2031,"Texas","Car",5162169145.74588
"Ambitious",2031,"Texas","Light Truck",14213273085.1757
"Ambitious",2031,"Utah","Car",676369959.584193
"Ambitious",2031,"Utah","Light Truck",1862989951.74555
"Ambitious",2031,"Vermont","Car",119715019.445298
"Ambitious",2031,"Vermont","Light Truck",392219520.411371
"Ambitious",2031,"Virginia","Car",1712488847.12465
"Ambitious",2031,"Virginia","Light Truck",4432695549.919
"Ambitious",2031,"Washington","Car",2624774562.91237
"Ambitious",2031,"Washington","Light Truck",5491162665.5297
"Ambitious",2031,"West Virginia","Car",182566076.493899
"Ambitious",2031,"West Virginia","Light Truck",484512942.742799
"Ambitious",2031,"Wisconsin","Car",739910963.039611
"Ambitious",2031,"Wisconsin","Light Truck",2242965028.86218
"Ambitious",2031,"Wyoming","Car",58788237.9354708
"Ambitious",2031,"Wyoming","Light Truck",162699250.888715
"Ambitious",2032,"Alabama","Car",718160568.121673
"Ambitious",2032,"Alabama","Light Truck",2039243759.31625
"Ambitious",2032,"Alaska","Car",127321381.189773
"Ambitious",2032,"Alaska","Light Truck",273469902.362145
"Ambitious",2032,"Arizona","Car",1691364288.94619
"Ambitious",2032,"Arizona","Light Truck",4651276811.57027
"Ambitious",2032,"Arkansas","Car",415239752.416586
"Ambitious",2032,"Arkansas","Light Truck",1168414433.11456
"Ambitious",2032,"California","Car",19900139637.6417
"Ambitious",2032,"California","Light Truck",41670693162.8383
"Ambitious",2032,"Colorado","Car",1711223461.74923
"Ambitious",2032,"Colorado","Light Truck",4702721402.372
"Ambitious",2032,"Connecticut","Car",662609941.320087
"Ambitious",2032,"Connecticut","Light Truck",2165570027.07881
"Ambitious",2032,"Delaware","Car",228417673.512331
"Ambitious",2032,"Delaware","Light Truck",598155093.589639
"Ambitious",2032,"District of Columbia","Car",160397692.043711
"Ambitious",2032,"District of Columbia","Light Truck",417619880.476686
"Ambitious",2032,"Florida","Car",5781568700.18634
"Ambitious",2032,"Florida","Light Truck",15066162117.8688
"Ambitious",2032,"Georgia","Car",2446647953.12544
"Ambitious",2032,"Georgia","Light Truck",6409080260.77028
"Ambitious",2032,"Hawaii","Car",437297313.497786
"Ambitious",2032,"Hawaii","Light Truck",921968722.477707
"Ambitious",2032,"Idaho","Car",314627219.84657
"Ambitious",2032,"Idaho","Light Truck",867716893.131567
"Ambitious",2032,"Illinois","Car",2406902536.62653
"Ambitious",2032,"Illinois","Light Truck",7260213549.89446
"Ambitious",2032,"Indiana","Car",1012029512.54415
"Ambitious",2032,"Indiana","Light Truck",3045799341.36869
"Ambitious",2032,"Iowa","Car",420282855.110796
"Ambitious",2032,"Iowa","Light Truck",1336668350.691
"Ambitious",2032,"Kansas","Car",419937548.217553
"Ambitious",2032,"Kansas","Light Truck",1336619949.36757
"Ambitious",2032,"Kentucky","Car",642305409.086974
"Ambitious",2032,"Kentucky","Light Truck",1823603757.72493
"Ambitious",2032,"Louisiana","Car",594544934.083224
"Ambitious",2032,"Louisiana","Light Truck",1676674341.80431
"Ambitious",2032,"Maine","Car",215378902.602075
"Ambitious",2032,"Maine","Light Truck",704186420.523642
"Ambitious",2032,"Maryland","Car",1656470084.84593
"Ambitious",2032,"Maryland","Light Truck",4315245466.55018
"Ambitious",2032,"Massachusetts","Car",1456940184.4347
"Ambitious",2032,"Massachusetts","Light Truck",4760813388.32289
"Ambitious",2032,"Michigan","Car",1637134060.32834
"Ambitious",2032,"Michigan","Light Truck",4931691605.0891
"Ambitious",2032,"Minnesota","Car",990500023.88169
"Ambitious",2032,"Minnesota","Light Truck",3157612415.3949
"Ambitious",2032,"Mississippi","Car",369223996.873483
"Ambitious",2032,"Mississippi","Light Truck",1052986720.79926
"Ambitious",2032,"Missouri","Car",921847862.200536
"Ambitious",2032,"Missouri","Light Truck",2935270828.25613
"Ambitious",2032,"Montana","Car",174911637.985261
"Ambitious",2032,"Montana","Light Truck",482488814.811783
"Ambitious",2032,"Nebraska","Car",276653662.273088
"Ambitious",2032,"Nebraska","Light Truck",880377322.946859
"Ambitious",2032,"Nevada","Car",868982683.713684
"Ambitious",2032,"Nevada","Light Truck",2388161659.33632
"Ambitious",2032,"New Hampshire","Car",232069637.664984
"Ambitious",2032,"New Hampshire","Light Truck",758596411.034675
"Ambitious",2032,"New Jersey","Car",2636377449.22634
"Ambitious",2032,"New Jersey","Light Truck",7522776638.40071
"Ambitious",2032,"New Mexico","Car",352452548.352906
"Ambitious",2032,"New Mexico","Light Truck",971730453.600255
"Ambitious",2032,"New York","Car",3745036128.78216
"Ambitious",2032,"New York","Light Truck",10681606061.9436
"Ambitious",2032,"North Carolina","Car",2150024714.1115
"Ambitious",2032,"North Carolina","Light Truck",5650164466.62471
"Ambitious",2032,"North Dakota","Car",93696682.8901437
"Ambitious",2032,"North Dakota","Light Truck",297634245.968645
"Ambitious",2032,"Ohio","Car",1798092922.43197
"Ambitious",2032,"Ohio","Light Truck",5413229167.59844
"Ambitious",2032,"Oklahoma","Car",685935432.840791
"Ambitious",2032,"Oklahoma","Light Truck",1910465121.47959
"Ambitious",2032,"Oregon","Car",1292016917.68219
"Ambitious",2032,"Oregon","Light Truck",2728893757.38075
"Ambitious",2032,"Pennsylvania","Car",2216778441.9887
"Ambitious",2032,"Pennsylvania","Light Truck",6321854681.09796
"Ambitious",2032,"Rhode Island","Car",175667839.474514
"Ambitious",2032,"Rhode Island","Light Truck",574307603.937597
"Ambitious",2032,"South Carolina","Car",892459093.164105
"Ambitious",2032,"South Carolina","Light Truck",2361682272.74328
"Ambitious",2032,"South Dakota","Car",111159217.632304
"Ambitious",2032,"South Dakota","Light Truck",353228269.921793
"Ambitious",2032,"Tennessee","Car",1180262675.79139
"Ambitious",2032,"Tennessee","Light Truck",3333823919.71835
"Ambitious",2032,"Texas","Car",6240005815.31283
"Ambitious",2032,"Texas","Light Truck",17308192177.2915
"Ambitious",2032,"Utah","Car",807364988.562732
"Ambitious",2032,"Utah","Light Truck",2220484937.8414
"Ambitious",2032,"Vermont","Car",142325563.666324
"Ambitious",2032,"Vermont","Light Truck",465020002.956824
"Ambitious",2032,"Virginia","Car",2042114857.33172
"Ambitious",2032,"Virginia","Light Truck",5333570357.14726
"Ambitious",2032,"Washington","Car",3021784773.27166
"Ambitious",2032,"Washington","Light Truck",6364535546.75018
"Ambitious",2032,"West Virginia","Car",238692431.046555
"Ambitious",2032,"West Virginia","Light Truck",637539246.170341
"Ambitious",2032,"Wisconsin","Car",931717301.85144
"Ambitious",2032,"Wisconsin","Light Truck",2805249277.46222
"Ambitious",2032,"Wyoming","Car",77196205.9847133
"Ambitious",2032,"Wyoming","Light Truck",213269146.319871
"Ambitious",2033,"Alabama","Car",906160735.419662
"Ambitious",2033,"Alabama","Light Truck",2581673862.33059
"Ambitious",2033,"Alaska","Car",159511218.88216
"Ambitious",2033,"Alaska","Light Truck",344587792.007101
"Ambitious",2033,"Arizona","Car",1995406825.99551
"Ambitious",2033,"Arizona","Light Truck",5480470044.87605
"Ambitious",2033,"Arkansas","Car",527634043.991925
"Ambitious",2033,"Arkansas","Light Truck",1491621916.77657
"Ambitious",2033,"California","Car",22033086349.1715
"Ambitious",2033,"California","Light Truck",46397384049.6599
"Ambitious",2033,"Colorado","Car",1967577059.90382
"Ambitious",2033,"Colorado","Light Truck",5398817602.41858
"Ambitious",2033,"Connecticut","Car",792493964.895233
"Ambitious",2033,"Connecticut","Light Truck",2585172691.83039
"Ambitious",2033,"Delaware","Car",270435021.313579
"Ambitious",2033,"Delaware","Light Truck",713263226.588276
"Ambitious",2033,"District of Columbia","Car",188062412.940539
"Ambitious",2033,"District of Columbia","Light Truck",493675896.464131
"Ambitious",2033,"Florida","Car",6727307426.82891
"Ambitious",2033,"Florida","Light Truck",17659402628.9587
"Ambitious",2033,"Georgia","Car",2895725127.88756
"Ambitious",2033,"Georgia","Light Truck",7639787254.71858
"Ambitious",2033,"Hawaii","Car",505494805.264278
"Ambitious",2033,"Hawaii","Light Truck",1073278665.39775
"Ambitious",2033,"Idaho","Car",390599546.539883
"Ambitious",2033,"Idaho","Light Truck",1075870241.1914
"Ambitious",2033,"Illinois","Car",2891446559.16482
"Ambitious",2033,"Illinois","Light Truck",8671803151.29379
"Ambitious",2033,"Indiana","Car",1264835456.64663
"Ambitious",2033,"Indiana","Light Truck",3786434283.86202
"Ambitious",2033,"Iowa","Car",532723513.385088
"Ambitious",2033,"Iowa","Light Truck",1684773287.72301
"Ambitious",2033,"Kansas","Car",524444931.172225
"Ambitious",2033,"Kansas","Light Truck",1659635358.9944
"Ambitious",2033,"Kentucky","Car",809138774.377599
"Ambitious",2033,"Kentucky","Light Truck",2304931723.45846
"Ambitious",2033,"Louisiana","Car",761300891.064053
"Ambitious",2033,"Louisiana","Light Truck",2156192474.86656
"Ambitious",2033,"Maine","Car",264069159.21525
"Ambitious",2033,"Maine","Light Truck",861913756.917284
"Ambitious",2033,"Maryland","Car",1917930664.95926
"Ambitious",2033,"Maryland","Light Truck",5032187111.78103
"Ambitious",2033,"Massachusetts","Car",1715528620.2879
"Ambitious",2033,"Massachusetts","Light Truck",5594293500.23158
"Ambitious",2033,"Michigan","Car",2013604044.23955
"Ambitious",2033,"Michigan","Light Truck",6032462692.5042
"Ambitious",2033,"Minnesota","Car",1201338698.80154
"Ambitious",2033,"Minnesota","Light Truck",3806668415.11434
"Ambitious",2033,"Mississippi","Car",475888077.412443
"Ambitious",2033,"Mississippi","Light Truck",1360782753.59783
"Ambitious",2033,"Missouri","Car",1143620503.43919
"Ambitious",2033,"Missouri","Light Truck",3620189875.44845
"Ambitious",2033,"Montana","Car",218451386.160302
"Ambitious",2033,"Montana","Light Truck",601834249.637053
"Ambitious",2033,"Nebraska","Car",346745528.346234
"Ambitious",2033,"Nebraska","Light Truck",1097113085.6173
"Ambitious",2033,"Nevada","Car",1005647031.05655
"Ambitious",2033,"Nevada","Light Truck",2759691468.20753
"Ambitious",2033,"New Hampshire","Car",281459389.812286
"Ambitious",2033,"New Hampshire","Light Truck",918418186.464939
"Ambitious",2033,"New Jersey","Car",3036788055.21402
"Ambitious",2033,"New Jersey","Light Truck",8634703769.20987
"Ambitious",2033,"New Mexico","Car",434737236.780055
"Ambitious",2033,"New Mexico","Light Truck",1197063978.95048
"Ambitious",2033,"New York","Car",4517187575.64548
"Ambitious",2033,"New York","Light Truck",12843507432.4278
"Ambitious",2033,"North Carolina","Car",2582542410.94156
"Ambitious",2033,"North Carolina","Light Truck",6834794588.55711
"Ambitious",2033,"North Dakota","Car",120854223.988524
"Ambitious",2033,"North Dakota","Light Truck",381859555.645962
"Ambitious",2033,"Ohio","Car",2234629521.10776
"Ambitious",2033,"Ohio","Light Truck",6691251293.17425
"Ambitious",2033,"Oklahoma","Car",838805432.881449
"Ambitious",2033,"Oklahoma","Light Truck",2350450879.80014
"Ambitious",2033,"Oregon","Car",1495365435.82715
"Ambitious",2033,"Oregon","Light Truck",3178972687.97525
"Ambitious",2033,"Pennsylvania","Car",2717135187.13483
"Ambitious",2033,"Pennsylvania","Light Truck",7725548222.907
"Ambitious",2033,"Rhode Island","Car",214159152.034474
"Ambitious",2033,"Rhode Island","Light Truck",698923269.608408
"Ambitious",2033,"South Carolina","Car",1101137794.55448
"Ambitious",2033,"South Carolina","Light Truck",2932811147.19156
"Ambitious",2033,"South Dakota","Car",143017228.077532
"Ambitious",2033,"South Dakota","Light Truck",452002054.350353
"Ambitious",2033,"Tennessee","Car",1448841611.6195
"Ambitious",2033,"Tennessee","Light Truck",4108504953.94151
"Ambitious",2033,"Texas","Car",7432176349.14172
"Ambitious",2033,"Texas","Light Truck",20737398422.5743
"Ambitious",2033,"Utah","Car",948943042.298414
"Ambitious",2033,"Utah","Light Truck",2606305869.23006
"Ambitious",2033,"Vermont","Car",166484703.245464
"Ambitious",2033,"Vermont","Light Truck",542811171.675377
"Ambitious",2033,"Virginia","Car",2399879719.7769
"Ambitious",2033,"Virginia","Light Truck",6314641282.95521
"Ambitious",2033,"Washington","Car",3421401962.32046
"Ambitious",2033,"Washington","Light Truck",7247838898.86545
"Ambitious",2033,"West Virginia","Car",305494949.059665
"Ambitious",2033,"West Virginia","Light Truck",820303685.018938
"Ambitious",2033,"Wisconsin","Car",1152336917.5192
"Ambitious",2033,"Wisconsin","Light Truck",3450835284.2048
"Ambitious",2033,"Wyoming","Car",99172292.8373731
"Ambitious",2033,"Wyoming","Light Truck",273613432.781322
"Ambitious",2034,"Alabama","Car",1123891345.89225
"Ambitious",2034,"Alabama","Light Truck",3211367875.89582
"Ambitious",2034,"Alaska","Car",196606201.60287
"Ambitious",2034,"Alaska","Light Truck",426987961.205452
"Ambitious",2034,"Arizona","Car",2322668909.31858
"Ambitious",2034,"Arizona","Light Truck",6372202501.72942
"Ambitious",2034,"Arkansas","Car",658624359.185658
"Ambitious",2034,"Arkansas","Light Truck",1869153363.04024
"Ambitious",2034,"California","Car",23980247143.9191
"Ambitious",2034,"California","Light Truck",50737304754.8302
"Ambitious",2034,"Colorado","Car",2228975126.17673
"Ambitious",2034,"Colorado","Light Truck",6107117240.82646
"Ambitious",2034,"Connecticut","Car",934843869.081206
"Ambitious",2034,"Connecticut","Light Truck",3044954895.08819
"Ambitious",2034,"Delaware","Car",315987852.719968
"Ambitious",2034,"Delaware","Light Truck",838488339.616096
"Ambitious",2034,"District of Columbia","Car",217765447.684174
"Ambitious",2034,"District of Columbia","Light Truck",575612396.482585
"Ambitious",2034,"Florida","Car",7723993692.50514
"Ambitious",2034,"Florida","Light Truck",20402208320.4126
"Ambitious",2034,"Georgia","Car",3383021713.85554
"Ambitious",2034,"Georgia","Light Truck",8979042263.78592
"Ambitious",2034,"Hawaii","Car",577048860.556701
"Ambitious",2034,"Hawaii","Light Truck",1232874063.0034
"Ambitious",2034,"Idaho","Car",477392474.894432
"Ambitious",2034,"Idaho","Light Truck",1313581447.34355
"Ambitious",2034,"Illinois","Car",3423086035.6868
"Ambitious",2034,"Illinois","Light Truck",10220636893.9267
"Ambitious",2034,"Indiana","Car",1554426723.6888
"Ambitious",2034,"Indiana","Light Truck",4635268907.18234
"Ambitious",2034,"Iowa","Car",663140556.418157
"Ambitious",2034,"Iowa","Light Truck",2088041474.25316
"Ambitious",2034,"Kansas","Car",644181000.017325
"Ambitious",2034,"Kansas","Light Truck",2029250724.71484
"Ambitious",2034,"Kentucky","Car",1002106639.94439
"Ambitious",2034,"Kentucky","Light Truck",2862960802.8336
"Ambitious",2034,"Louisiana","Car",956612457.909241
"Ambitious",2034,"Louisiana","Light Truck",2719082254.46337
"Ambitious",2034,"Maine","Car",318972634.797022
"Ambitious",2034,"Maine","Light Truck",1039786372.50177
"Ambitious",2034,"Maryland","Car",2190674706.11278
"Ambitious",2034,"Maryland","Light Truck",5782652319.49715
"Ambitious",2034,"Massachusetts","Car",1991727995.1958
"Ambitious",2034,"Massachusetts","Light Truck",6484041171.63725
"Ambitious",2034,"Michigan","Car",2438034134.90616
"Ambitious",2034,"Michigan","Light Truck",7273897547.41023
"Ambitious",2034,"Minnesota","Car",1435639538.79219
"Ambitious",2034,"Minnesota","Light Truck",4526801684.08721
"Ambitious",2034,"Mississippi","Car",601186835.356048
"Ambitious",2034,"Mississippi","Light Truck",1723208350.69769
"Ambitious",2034,"Missouri","Car",1396125347.61043
"Ambitious",2034,"Missouri","Light Truck",4398984728.49625
"Ambitious",2034,"Montana","Car",268482223.24384
"Ambitious",2034,"Montana","Light Truck",738919226.893522
"Ambitious",2034,"Nebraska","Car",427291222.814996
"Ambitious",2034,"Nebraska","Light Truck",1345860922.47423
"Ambitious",2034,"Nevada","Car",1147250912.57049
"Ambitious",2034,"Nevada","Light Truck",3143995292.90614
"Ambitious",2034,"New Hampshire","Car",336549798.703866
"Ambitious",2034,"New Hampshire","Light Truck",1096689108.09429
"Ambitious",2034,"New Jersey","Car",3444304275.11526
"Ambitious",2034,"New Jersey","Light Truck",9765012548.72766
"Ambitious",2034,"New Mexico","Car",528183902.63029
"Ambitious",2034,"New Mexico","Light Truck",1452857163.73792
"Ambitious",2034,"New York","Car",5369818114.3442
"Ambitious",2034,"New York","Light Truck",15232067134.8467
"Ambitious",2034,"North Carolina","Car",3060892060.06651
"Ambitious",2034,"North Carolina","Light Truck",8149272220.0049
"Ambitious",2034,"North Dakota","Car",152735463.617665
"Ambitious",2034,"North Dakota","Light Truck",480618103.068235
"Ambitious",2034,"Ohio","Car",2732116653.72318
"Ambitious",2034,"Ohio","Light Truck",8148417573.25208
"Ambitious",2034,"Oklahoma","Car",1011759167.17017
"Ambitious",2034,"Oklahoma","Light Truck",2849162020.14387
"Ambitious",2034,"Oregon","Car",1708175339.54879
"Ambitious",2034,"Oregon","Light Truck",3652511925.73065
"Ambitious",2034,"Pennsylvania","Car",3280401169.69239
"Ambitious",2034,"Pennsylvania","Light Truck",9306900465.2213
"Ambitious",2034,"Rhode Island","Car",257294752.553946
"Ambitious",2034,"Rhode Island","Light Truck",838581551.569456
"Ambitious",2034,"South Carolina","Car",1338516450.32474
"Ambitious",2034,"South Carolina","Light Truck",3584613040.02844
"Ambitious",2034,"South Dakota","Car",180370903.78779
"Ambitious",2034,"South Dakota","Light Truck",567677257.005471
"Ambitious",2034,"Tennessee","Car",1752697438.40456
"Ambitious",2034,"Tennessee","Light Truck",4986974081.52396
"Ambitious",2034,"Texas","Car",8735915702.35007
"Ambitious",2034,"Texas","Light Truck",24495925347.6068
"Ambitious",2034,"Utah","Car",1100134213.44014
"Ambitious",2034,"Utah","Light Truck",3017875732.14346
"Ambitious",2034,"Vermont","Car",192026390.953069
"Ambitious",2034,"Vermont","Light Truck",624989990.942293
"Ambitious",2034,"Virginia","Car",2783886694.56905
"Ambitious",2034,"Virginia","Light Truck",7371222178.77434
"Ambitious",2034,"Washington","Car",3815883699.09935
"Ambitious",2034,"Washington","Light Truck",8124616366.05582
"Ambitious",2034,"West Virginia","Car",383668140.662014
"Ambitious",2034,"West Virginia","Light Truck",1034864353.51095
"Ambitious",2034,"Wisconsin","Car",1402402888.58193
"Ambitious",2034,"Wisconsin","Light Truck",4182899891.70983
"Ambitious",2034,"Wyoming","Car",124947208.408062
"Ambitious",2034,"Wyoming","Light Truck",344366893.606698
"Ambitious",2035,"Alabama","Car",1387444417.63098
"Ambitious",2035,"Alabama","Light Truck",3977952757.13181
"Ambitious",2035,"Alaska","Car",241363287.745692
"Ambitious",2035,"Alaska","Light Truck",527094579.850584
"Ambitious",2035,"Arizona","Car",2693442672.33695
"Ambitious",2035,"Arizona","Light Truck",7387137239.59867
"Ambitious",2035,"Arkansas","Car",818030258.920134
"Ambitious",2035,"Arkansas","Light Truck",2331065172.88614
"Ambitious",2035,"California","Car",25803807540.8218
"Ambitious",2035,"California","Light Truck",54841873485.2467
"Ambitious",2035,"Colorado","Car",2508417507.90515
"Ambitious",2035,"Colorado","Light Truck",6867419828.16278
"Ambitious",2035,"Connecticut","Car",1098482424.08901
"Ambitious",2035,"Connecticut","Light Truck",3577124495.96603
"Ambitious",2035,"Delaware","Car",367904701.231745
"Ambitious",2035,"Delaware","Light Truck",982398470.938162
"Ambitious",2035,"District of Columbia","Car",251282201.81764
"Ambitious",2035,"District of Columbia","Light Truck",668870635.600147
"Ambitious",2035,"Florida","Car",8827980468.16625
"Ambitious",2035,"Florida","Light Truck",23467748830.1359
"Ambitious",2035,"Georgia","Car",3938365045.87857
"Ambitious",2035,"Georgia","Light Truck",10517657246.2039
"Ambitious",2035,"Hawaii","Car",656128315.582363
"Ambitious",2035,"Hawaii","Light Truck",1410593516.55491
"Ambitious",2035,"Idaho","Car",581180319.177348
"Ambitious",2035,"Idaho","Light Truck",1599071631.28246
"Ambitious",2035,"Illinois","Car",4035717620.21281
"Ambitious",2035,"Illinois","Light Truck",12015835162.2597
"Ambitious",2035,"Indiana","Car",1901383953.43256
"Ambitious",2035,"Indiana","Light Truck",5657956714.5335
"Ambitious",2035,"Iowa","Car",821006332.613907
"Ambitious",2035,"Iowa","Light Truck",2578366943.13057
"Ambitious",2035,"Kansas","Car",787599773.025901
"Ambitious",2035,"Kansas","Light Truck",2474008663.32646
"Ambitious",2035,"Kentucky","Car",1235412777.16703
"Ambitious",2035,"Kentucky","Light Truck",3541513836.66388
"Ambitious",2035,"Louisiana","Car",1195319402.3776
"Ambitious",2035,"Louisiana","Light Truck",3410671400.4819
"Ambitious",2035,"Maine","Car",383779419.837538
"Ambitious",2035,"Maine","Light Truck",1251148011.14171
"Ambitious",2035,"Maryland","Car",2489926870.45393
